PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_PROFANITY,video_id
0.15847157,0.40063676,0.15626417,0.08834651,0.06823963,0.062115114,0.2645916,0.095394455,i3MC7xwMz9I
0.045637753,0.21021685,0.061726328,0.094730325,0.10459866,0.17409699,0.34306088,0.06413219,H0WAhh0QkGU
0.1563948,0.37844664,0.2889918,0.430556,0.4652236,0.39666557,0.7079002,0.24597542,RbEF4IZdY_M
0.044951167,0.4984703,0.15334547,0.24195668,0.08018499,0.081175186,0.1921426,0.060799602,R7vVDUfqbOY
0.275002,0.6724887,0.22422299,0.12851588,0.12021119,0.09988976,0.34655848,0.15614216,Id_CQylniEE
0.16906825,0.36064386,0.20596254,0.32797506,0.20418236,0.2078674,0.47121936,0.17722388,Tku37JCIAQA
0.08317051,0.30643398,0.13431281,0.118226625,0.07089715,0.123446465,0.29158977,0.08898099,p8RFNQRE4K0
0.1477023,0.41807953,0.19634613,0.33216304,0.1500775,0.2743095,0.201027,0.23995063,-vUpEJJ-pWs
0.059852865,0.17750354,0.07571117,0.12083019,0.13322066,0.1215687,0.17396414,0.09716137,oiqzelEkXF0
0.13324146,0.32567972,0.09387396,0.12653764,0.04198047,0.060202755,0.08758344,0.068696395,tjjHIvBeGv4
0.13728216,0.4497255,0.09548495,0.29047695,0.15616967,0.23626323,0.15745203,0.13262717,_hZkJ1btjDo
0.048847347,0.26793242,0.0056921155,0.32764733,0.07653299,0.07369502,0.18755695,0.05130106,1SJN__HSOZc
0.04409519,0.18266153,0.22982925,0.1422013,0.20910403,0.18974964,0.34968886,0.097940266,BGV8Cb6YCR4
0.08347119,0.3314404,0.052935857,0.09053727,0.056014694,0.10652752,0.24214044,0.05969634,SuI-HwDISz4
0.09084435,0.43889895,0.5035055,0.3328289,0.68830645,0.3054319,0.3682426,0.25131208,xBU0lROhOAw
0.2551773,0.5948306,0.1024659,0.34971514,0.23738694,0.14327921,0.28377396,0.13257593,zXLrhyKUogc
0.02383026,0.2056541,0.068918526,0.036695402,0.013230782,0.015136553,0.14760904,0.012393164,6gaE8SnsHVU
0.076918125,0.29331672,0.15451296,0.071779355,0.028840624,0.0338418,0.40639105,0.047007665,ihSpv6WGWfc
0.12110748,0.32508475,0.10828095,0.08475807,0.12824297,0.071992844,0.11013544,0.10199448,6e0faDchOOs
0.06007305,0.20560049,0.19535941,0.088717386,0.04225935,0.042712484,0.2817681,0.05604285,7xG-ZDaJups
0.15298688,0.49459854,0.03187269,0.28881723,0.06373256,0.09332865,0.012838873,0.07962376,8Of4TRdMaZc
0.13281104,0.36484146,0.2712817,0.5484283,0.26662028,0.49881715,0.3378217,0.18826988,poCPh0Lenyg
0.40130594,0.5412056,0.10031791,0.21096306,0.06751859,0.0881506,0.23576643,0.12548694,MxKgoLgn7Yw
0.09197319,0.32944742,0.21627559,0.14160089,0.1853848,0.22096865,0.58700293,0.119244,8ieQxed1Fqs
0.037621584,0.269878,0.04680874,0.03196856,0.08747027,0.054679878,0.5575436,0.03206549,wp5quXpGMEQ
0.048650302,0.20624119,0.24769363,0.12559506,0.084533125,0.18767066,0.47037894,0.05623221,PcKXqTa-3s0
0.078496605,0.41415077,0.355017,0.22557008,0.08987728,0.07975692,0.44605657,0.077034965,HRk3kMrWTUU
0.04830055,0.36512506,0.2298686,0.3212465,0.14953282,0.17764373,0.2015578,0.08982183,0JUskeN_Ni4
0.04037368,0.18576083,0.09387396,0.10757522,0.061181333,0.06779719,0.12331836,0.048433114,EdnIpn02maY
0.11066643,0.40063667,0.048525527,0.10269335,0.05679448,0.07617648,0.19223472,0.04545028,y3mRaSne6KM
0.13791196,0.33976686,0.10699297,0.3204915,0.06491293,0.103940055,0.035925295,0.11089364,Mi-wpyD7LGU
0.11123044,0.39213544,0.17518331,0.18617524,0.120848246,0.07045562,0.44598925,0.10110362,J5sR6ke3Hv4
0.040062305,0.3230435,0.090114996,0.20167117,0.029205127,0.030202113,0.19349226,0.037212577,E5jgkc4iDDM
0.13886102,0.4420749,0.1884524,0.42889875,0.19219026,0.30416676,0.43830484,0.17336845,MndSWNIfilE
0.096620336,0.40171108,0.10763696,0.52103233,0.068446055,0.092253864,0.43699926,0.14164826,3xNpUpBov20
0.069534734,0.35815188,0.0060391957,0.2607023,0.01659963,0.028009443,0.20371376,0.03366082,aJtwsxhVUJU
0.051931657,0.24855883,0.05373499,0.11081955,0.03740843,0.031078357,0.31836793,0.048942264,B5Jngg-aAME
0.05795748,0.42207605,0.355017,0.5572075,0.11612231,0.15093009,0.24258542,0.08577532,aa_wTf0gHQ0
0.17794499,0.52412087,0.011870144,0.5658805,0.07777652,0.15566517,0.12473419,0.13751486,yBvVVCkJD8U
0.038477186,0.20410518,0.0186035,0.04836311,0.018056653,0.03359456,0.04061243,0.021045998,Oh1vYp4qfCg
0.038886804,0.2750104,0.09118898,0.1207933,0.036798593,0.07482428,0.21561822,0.029474229,YF_KYMumNqc
0.028811496,0.40256968,0.049898956,0.29436135,0.24020675,0.05712517,0.66207606,0.038591716,815WtGvcPTg
0.06663437,0.25371155,0.39421332,0.20924686,0.22989045,0.1339238,0.7083139,0.14735815,2n7Uihuwpo4
0.32759628,0.32917687,0.27690583,0.24865669,0.22511251,0.2008887,0.18672778,0.43367022,ESEAavylYJE
0.0790829,0.27880603,0.18647896,0.13938443,0.15411253,0.09065618,0.26410773,0.12287934,FGA21ERh2UE
0.07997083,0.22801143,0.1884524,0.19619806,0.30947313,0.121839575,0.3003642,0.18031712,Fi3FYE9lwW8
0.21014984,0.47353333,0.087430015,0.3202572,0.08910657,0.12429796,0.26496404,0.15724559,6wXMRRXzkqs
0.028122809,0.31321818,0.36553472,0.85325116,0.15674378,0.08160893,0.77764547,0.08131891,4qf9S3aij5w
0.11788745,0.36889726,0.13082063,0.32863665,0.30356374,0.16178313,0.6082321,0.13703789,teJSVI9FAkM
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,p_7hUsMQXHE
0.05297211,0.18448475,0.103539884,0.14304616,0.13427283,0.13768597,0.44007114,0.08200538,87DLj5gCwp0
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,29ebcm0-4do
0.09303447,0.2302235,0.0038872985,0.08980534,0.057061106,0.062586315,0.19340721,0.08032504,vZKXkhh1rx0
0.07401606,0.23537682,0.008121678,0.28052774,0.069080584,0.13380846,0.24742697,0.085552625,M7GufZq2NMQ
0.0463691,0.24025857,0.101391904,0.07347725,0.041402027,0.037636347,0.17258598,0.048526216,dcxJGoMBcEI
0.09252562,0.5304753,0.23628397,0.40844527,0.083564356,0.15654391,0.26798752,0.0778206,g8xQJEN93kQ
0.060894605,0.3594051,0.077709,0.3717975,0.12940726,0.087265395,0.27671576,0.08774267,ixGix0LYEgQ
0.7407407,0.67738986,0.17034957,0.20713328,0.13465631,0.1312428,0.3033507,0.2715422,s7Aykt8w3JE
0.15246886,0.39880854,0.046122026,0.5184265,0.058689997,0.12746744,0.004251615,0.15983534,rwFSecMENjM
0.038042065,0.3777283,0.4945446,0.11378289,0.29384655,0.12113878,0.14693832,0.072043,-VZTd1SHL4o
0.07298705,0.3879713,0.23891698,0.175861,0.0901924,0.13227299,0.42590895,0.06478371,r8UAH2NOHEg
0.15875274,0.5676968,0.22687212,0.37524125,0.20629187,0.3155615,0.11386249,0.16947526,PUR0GHqRU1c
0.075136065,0.53708965,0.053335425,0.3657739,0.05066578,0.11400713,0.43910405,0.038542703,eDNT1U-th1I
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,JUV3rJjW3Z8
0.048269395,0.26499,0.0801064,0.10452781,0.1380261,0.24172832,0.7205724,0.063702695,h2OPHntyUic
0.15158543,0.3602233,0.08555053,0.28955713,0.2727235,0.24426268,0.36172575,0.21549366,k6FOhraL9eI
0.17950991,0.5153973,0.00072019146,0.101642266,0.05412519,0.08758124,0.09744419,0.09091904,CTsXirQ2hBk
0.03982411,0.18040128,0.10828095,0.054101046,0.033044755,0.028580945,0.38876542,0.039390832,TUV3scGJkbE
0.05205972,0.26286232,0.0224908,0.06705919,0.083462,0.069821514,0.14869311,0.042793743,DOfqR0Iv0Fc
0.18916936,0.43614987,0.17173064,0.36440897,0.21249408,0.2987216,0.2719735,0.20022498,KNbDe76ext0
0.2791463,0.42232066,0.15626417,0.18388256,0.19798051,0.1333158,0.17581785,0.23354053,fM9irOIrn94
0.25285742,0.46377575,0.26132804,0.2507633,0.29940534,0.23067844,0.5204158,0.4380959,ROZh_FwPNwM
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,Jw_rfuDMhZo
0.3113378,0.5672226,0.19239926,0.31064463,0.12832375,0.08702381,0.14385912,0.20635277,cp0ubCoB0kE
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,cfYVM5hf2S8
0.031512734,0.2612595,0.039254878,0.15391035,0.03505314,0.046498284,0.008031117,0.030180885,r5eKHhdx-cg
0.2773031,0.846771,0.2965773,0.30548716,0.3044245,0.20090885,0.09280934,0.29519877,clZKiQQDrtE
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,0uPuQoeE9SM
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,i0Qn0SVFCII
0.10110363,0.27890024,0.22982925,0.12732713,0.22733203,0.25654697,0.64327115,0.1415674,pjG6zovq4OA
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,4oROUcON6cM
0.33544558,0.6720091,0.021796638,0.2492281,0.11325583,0.13790174,0.27573353,0.17451052,Tx3dny8eaug
0.068892725,0.23010977,0.06532243,0.13740978,0.057103086,0.06362152,0.31563243,0.07830265,rIVVxkNhCEs
0.06525911,0.3607123,0.024147147,0.12023932,0.09044664,0.04113487,0.1838841,0.059705313,g0jPiqAg00A
0.07615766,0.37411848,0.20596254,0.13771516,0.2179921,0.0959399,0.45419505,0.08875655,W5gNPSGpHNk
0.35369423,0.91981745,0.34388447,0.14402753,0.08272217,0.10070221,0.09558974,0.17726298,pu90K4v3DdE
0.12264599,0.36198422,0.0358213,0.34361836,0.090131156,0.132815,0.0021227887,0.14873166,SpEX0dCpYyU
0.36597395,0.59225434,0.13296685,0.3204948,0.112776026,0.095144436,0.59753555,0.14678918,8sss3fI42Cw
0.8337841,0.7784964,0.39230084,0.65071046,0.31897098,0.35878596,0.11209402,0.508991,LMaZzSXebnM
0.7407407,0.4328705,0.2590451,0.16503422,0.2939553,0.38444373,0.018672813,0.3947789,lwJWu_xv37g
0.20431049,0.60505545,0.1580154,0.34388182,0.17009518,0.13176502,0.10320903,0.18094347,G5r4kugm584
0.18756206,0.48180735,0.010967735,0.13041538,0.06230544,0.0454708,0.19204533,0.05683552,lveNAqvfKnQ
0.32943118,0.5280894,0.34466723,0.24947909,0.3405603,0.23042914,0.62756056,0.6232886,ZpT1FyCfOrk
0.047128204,0.3298995,0.0021866055,0.15972494,0.04434327,0.07663793,0.33578673,0.044473797,FamDd2MRWVc
0.36826834,0.57135403,0.0112454,0.36904308,0.10268278,0.11864205,0.11507065,0.21691099,qJrBkE6p_Fk
0.27671814,0.60687745,0.2889918,0.34492713,0.43879732,0.14534521,0.5700225,0.40926078,v9hhjF8L83E
0.2427955,0.51902723,0.21715863,0.22200601,0.124297276,0.08144081,0.48341656,0.21743414,brsAsru9sMI
0.15925004,0.37655094,0.35870504,0.30522934,0.23350446,0.20056634,0.24494126,0.23048472,r0jWHntWrSU
0.14127526,0.385247,0.037881445,0.665322,0.33640012,0.14628372,0.6308677,0.20281358,k_u42vSMkSc
0.027469764,0.1988461,0.043375164,0.0675049,0.06829443,0.023463668,0.57615155,0.019777277,Wr1qQAyGjLM
0.39725608,0.52764523,0.22988434,0.35324836,0.17744523,0.22350608,0.19450463,0.21315674,nvNhnAMiI5I
0.035722196,0.19999266,0.09870692,0.068318285,0.025390403,0.029344803,0.29788816,0.02829272,Hmx_vfA9Cyk
0.12897548,0.3658198,0.38567963,0.41180766,0.80613285,0.65226066,0.44884166,0.44206992,P-Na3LtslNs
0.22208104,0.4105825,0.010828903,0.6248822,0.22447546,0.2150571,0.04790405,0.30879188,2jqTsZH5qN8
0.5268898,0.50032574,0.118584804,0.35352093,0.13947651,0.10281168,0.22368656,0.17620663,7ObBgpN04M4
0.0821695,0.33509466,0.038224805,0.15846875,0.039783843,0.05032003,0.43790472,0.046836324,h3nTte2e3Uo
0.08422894,0.37955865,0.031357653,0.07137913,0.07406745,0.06086843,0.107941814,0.04223644,uXSzEZ04OzI
0.2947572,0.58956176,0.37647265,0.39881915,0.21035106,0.21128607,0.2561191,0.19943608,As8KNg5L68M
0.22922015,0.7192136,0.078108564,0.52937007,0.31543323,0.13788107,0.2140807,0.23146631,pnncEOOhwG0
0.10039133,0.34031436,0.036336336,0.12415422,0.034277286,0.042955652,0.095969304,0.08195951,bS86BaY9apY
0.0351892,0.30896005,0.21715863,0.17067762,0.052729852,0.07765655,0.6439453,0.018557645,P5UQOhw9Bd0
0.05469401,0.41115087,0.060927194,0.15679422,0.045695793,0.11878451,0.06833431,0.04100519,kztv63zZ4mU
0.52258456,0.8073107,0.3897707,0.35782188,0.38331062,0.13662168,0.32262588,0.36758727,HU5lpoLlnx0
0.044742774,0.35830572,0.29045674,0.357917,0.18754964,0.45538446,0.6007366,0.12636521,Z7bpTUxKs7k
0.33534396,0.6684853,0.11794081,0.2712877,0.13183004,0.087567486,0.18923359,0.13872595,s6qrtQEBH5A
0.20744766,0.5583842,0.49542332,0.6998958,0.5129735,0.6686525,0.629728,0.30759722,b5zY2dXheVk
0.08607008,0.33484086,0.094410956,0.12913509,0.15085164,0.13757952,0.32564563,0.083575785,Vaq2nBGggLI
0.31715465,0.59306,0.10031791,0.28176373,0.13113378,0.10603743,0.10535067,0.19374146,-s98aGbtNEs
0.078627236,0.35083,0.12888865,0.19552939,0.29290295,0.62238234,0.7079002,0.16649532,K-BGOsviS0I
0.025637683,0.20019883,0.05653196,0.042205155,0.02691149,0.027807914,0.19048214,0.01741062,aXkEVEDhoyE
0.047340494,0.28867176,0.039254878,0.10243802,0.06837049,0.056802835,0.05670476,0.045884788,2OZBIo-4Xw8
0.107922815,0.387152,0.0753116,0.3893743,0.10126068,0.12303024,0.10216982,0.14029008,xQxp10O5Rl4
