PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_TOXICITY,PERSPECTIVE_INSULT,PERSPECTIVE_PROFANITY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,video_id
0.09346673,0.0897601,0.15626417,0.055429388,0.06865321,0.055143785,0.11197857,0.21055229,rOMqbsBBBNM
0.6350989,0.0468793,0.15743166,0.3636163,0.31975245,0.1769765,0.3333802,0.42938325,88s22qLgRS4
0.099186175,0.041380785,0.058130227,0.0726747,0.12687302,0.10719795,0.22466388,0.42880917,7visepRWMKE
0.10971655,0.06658729,0.08689302,0.106881715,0.11171805,0.06192911,0.14789857,0.20796679,PS67Kc9IZXI
0.010711194,0.04532573,0.04165838,0.014838387,0.014393179,0.021959784,0.027656043,0.24652985,BuntRbVpZ7s
0.11587136,0.04527507,0.12180476,0.078080624,0.1188796,0.13444218,0.462487,0.29611865,fBN89wvK37s
0.12027794,0.006322844,0.092262976,0.047931958,0.042098507,0.05766014,0.07335835,0.2513966,Rjtao7sMFUE
0.013097451,0.044205587,0.023117077,0.011542844,0.024769617,0.03943999,0.070499726,0.36801738,enKML240RSg
0.1533389,0.08976008,0.16035037,0.098757155,0.1660426,0.20216033,0.21978182,0.32705966,2S7fH_Ds6eE
0.16429096,0.016044332,0.03204437,0.11892763,0.10923617,0.0568764,0.19230431,0.36249632,-W_641JspDo
0.15609108,0.008892832,0.05413456,0.068292744,0.10117421,0.12568508,0.13214639,0.38928705,3Rb0Ln9Ysj4
0.093025655,0.08317199,0.023460433,0.0737793,0.1282271,0.14589451,0.18908021,0.3866522,_LxUAcgzj_8
0.07153098,0.09710856,0.1621016,0.06741065,0.088998884,0.063261315,0.08749918,0.19463997,TLkGRF-odN4
0.6350989,0.027287487,0.15130237,0.29098544,0.31101242,0.18788035,0.45609915,0.3909828,SrDFrK2Hp_c
0.12827943,0.014817546,0.033246122,0.10215065,0.14298631,0.14485112,0.4662132,0.37139723,635dZ6OcqqM
0.08040915,0.040341444,0.07850813,0.0791095,0.14983036,0.15460125,0.25890207,0.36968505,UKyWCuk4-tE
0.116864055,0.04017661,0.10763696,0.11724822,0.13117783,0.089917,0.16835415,0.24733159,v3OwXuJ0fTk
0.07694113,0.13762201,0.046465382,0.0558126,0.0388,0.039144754,0.278521,0.41804665,01uVeAUmnUo
0.57109207,0.059064046,0.13017663,0.23353054,0.3076587,0.204702,0.5093874,0.40067357,uqdGMWJRx5A
0.0815779,0.015803624,0.0495556,0.057385772,0.0663144,0.057554275,0.0951043,0.24170378,hp6Z6EcLYbo
0.032882508,0.027981453,0.013536129,0.033782892,0.044444636,0.04538679,0.23894215,0.34327736,_ncoRW2znXo
0.58523935,0.046746768,0.07970683,0.2531794,0.2941891,0.17596817,0.36711922,0.3748085,x_I7kxKMYhY
0.06250234,0.040138982,0.0741129,0.073742755,0.14327951,0.2969731,0.11982535,0.6369508,nUT8Y6DihUE
0.12960619,0.10472468,0.08050597,0.13804807,0.088725895,0.06505907,0.61841357,0.3704067,ZboTpU1U6Ps
0.05772948,0.056895316,0.019297661,0.051380657,0.06341393,0.07457073,0.09918681,0.22322454,PkddmxUuefU
0.6244887,0.008518529,0.065721996,0.30189252,0.337831,0.2771867,0.37322718,0.41150072,_BqOgtsvlAY
0.6491087,0.0029181556,0.021518974,0.30411628,0.35043752,0.18414499,0.70852983,0.44053307,eIzQiOiarC4
0.5508991,0.05995679,0.29756662,0.23074849,0.25275198,0.14977191,0.31022757,0.3482119,NARkCXk6LyY
0.04539509,0.09426219,0.00596978,0.029489487,0.06974738,0.07304958,0.22888613,0.39350218,USIjuibPWLo
0.14597675,0.16732733,0.007774597,0.16194487,0.15183066,0.15146647,0.26345646,0.4736429,Y1UFsu43mbc
0.098453775,0.016619274,0.06771983,0.06737409,0.13965192,0.16630274,0.2538484,0.46493432,mlyA5KjmIvI
0.13621473,0.013178273,0.0813051,0.14752543,0.1442721,0.11563635,0.1817119,0.32622844,McDoqZsB7yE
0.07496699,0.12225224,0.064523295,0.03450762,0.040836316,0.05040129,0.1107264,0.49108472,R-dOzkeObUQ
0.08990522,0.1016147,0.048868883,0.033962034,0.050577506,0.055968992,0.19785504,0.34601763,zVnp2KfMyhI
0.13393898,0.038277384,0.06012806,0.08592771,0.08261113,0.10004015,0.3060323,0.49800658,Nwg_eXg9TEI
0.6040408,0.111687325,0.13565879,0.27425355,0.30846122,0.17987286,0.3962972,0.36435303,66TNJOgX1dE
0.1952491,0.112865664,0.012008976,0.21565595,0.13505091,0.086196974,0.4717313,0.42154554,i1hLvUn0P0c
0.42754287,0.009534497,0.046465382,0.15277149,0.17359182,0.13810875,0.27965555,0.33174747,bS4ZL1pJ8n0
0.09545369,0.004382924,0.084745035,0.08561044,0.087829225,0.08878193,0.23377495,0.2298063,dOdWipzC4ZU
0.06274956,0.18607162,0.040628307,0.07770348,0.06665052,0.08497138,0.076266184,0.30664486,MIlAuzhffFU
0.035859503,0.17489228,0.016173938,0.04192127,0.04625005,0.059335776,0.056155868,0.26696646,rRCVC5vAOs0
0.055090103,0.029730245,0.03994159,0.023606386,0.057365548,0.072882146,0.111883976,0.40637988,XF6FU2Q7gXQ
0.098512925,0.09812091,0.04131502,0.12558794,0.1256086,0.15285774,0.24495126,0.2850627,7xqJsqadvKQ
0.12853119,0.00753696,0.015549194,0.09430539,0.1163746,0.11387097,0.2933517,0.35415766,fsJAHhG0WpE
0.0877307,0.07753127,0.043718524,0.0665692,0.07297734,0.054615814,0.15259671,0.19320871,gtMP2WcOpi8
0.0728628,0.07588974,0.03204437,0.06707377,0.04731807,0.05724451,0.10083986,0.36016414,LCN4JMrRMeE
0.6782088,0.036891125,0.10461388,0.34622902,0.3482602,0.27644625,0.45795748,0.5468057,266V240m6L0
0.114684656,0.029208234,0.09870692,0.12249149,0.112687096,0.1389059,0.12406927,0.45868045,UBT5BEKBWik
0.063339986,0.027998405,0.024318827,0.066681184,0.07745375,0.06519615,0.07354784,0.22611082,k_n2AZY4hnI
0.0783992,0.03171285,0.08367105,0.11746016,0.06731041,0.09440891,0.20838456,0.53410393,W6M_1eQ7bCM
0.316696,0.053788695,0.062925026,0.2155928,0.2716852,0.20786269,0.4019568,0.3966765,qVxXj-nZonU
0.04847134,0.03806361,0.09172598,0.11161592,0.054152284,0.031116001,0.051773176,0.32477647,vYnr8cVH_BI
0.48052302,0.024722744,0.07730943,0.20605603,0.24883066,0.1956221,0.42076838,0.4445746,9jMOtpC03rk
0.0383028,0.01593417,0.022773718,0.053785294,0.04386949,0.0418056,0.26297912,0.5164938,zkEo4RfmITY
0.59626126,0.08165773,0.06931809,0.3204937,0.30802342,0.2279088,0.363124,0.37399456,VF9jPguXNS0
0.12724051,0.16197133,0.13700475,0.055418406,0.061722737,0.05622067,0.2914145,0.34387696,9TeovGmRr7c
0.15805443,0.0312074,0.049898956,0.11468046,0.18807884,0.10509617,0.6498787,0.4070358,j3w-GfH4ZzE
0.03799413,0.19893314,0.047495455,0.031141214,0.06854983,0.17489205,0.112082556,0.42137107,jmQhKPPzddY
0.12649597,0.023173507,0.019019997,0.087719254,0.16208036,0.22660984,0.2514204,0.56769294,OVsA9LSrWME
0.13353223,0.000591745,0.08850401,0.124853976,0.20484743,0.2879556,0.3510757,0.636321,UB3X840GKho
0.0931249,0.0021730887,0.02637897,0.03899983,0.091687314,0.111938946,0.24137652,0.2456279,MAoYn7aUITc
0.7102166,0.19172306,0.1414913,0.3751976,0.29346707,0.17706332,0.49594575,0.3928931,7BafeZyRWhk
0.031165808,0.16659433,0.009093502,0.02953815,0.03034669,0.04811135,0.054386534,0.31588635,ezKGYWu4oXM
0.16634238,0.07906316,0.11472086,0.18530267,0.25450525,0.3611286,0.2905207,0.5036615,oYMW1JDPJBU
0.04119026,0.032547392,0.010620655,0.057564568,0.025628567,0.05418268,0.061691836,0.5219464,QHF7JGs5CO4
0.7102166,0.19172306,0.1414913,0.3751976,0.29346707,0.17706332,0.49594575,0.3928931,E-ofCS-3mh4
0.097463325,0.056214906,0.021102477,0.0579893,0.11386261,0.0774791,0.32413986,0.33967268,Y6VCf9HCS0Q
0.05800946,0.31993702,0.013883209,0.21253702,0.2024679,0.1502791,0.13824861,0.36132434,v8pbBmrInZ4
0.18224733,0.060742706,0.16413476,0.16398638,0.16510001,0.18414171,0.26845434,0.31775442,hrPYN_2ctpc
0.63708645,0.06347736,0.16620636,0.29710665,0.30898824,0.15846062,0.41814628,0.37010872,BqVyBRtq80I
0.7102166,0.19172306,0.1414913,0.3751976,0.29346707,0.17706332,0.49594575,0.3928931,ziCO_1g0ACw
0.18995987,0.030768365,0.019019997,0.123721294,0.18500577,0.23763384,0.36835876,0.60774463,I_KAPBdqN8c
0.06916241,0.031338423,0.09118898,0.05938827,0.05903993,0.101867065,0.14395547,0.46148542,1FRUTGnRcq8
0.057583623,0.021600809,1.43712905e-05,0.042789407,0.064660065,0.09619957,0.13571163,0.4752302,GJm2Ufst_T8
0.02711536,0.23815204,0.029812546,0.02032707,0.026665691,0.029711941,0.052717686,0.15969019,rUxOGCL_83o
0.070830114,0.15058857,0.026207292,0.083707266,0.054979708,0.063945554,0.11646187,0.4279986,88Y_FyEPKeo
0.08007794,0.010383054,0.0071151447,0.06302858,0.08661902,0.14397596,0.11307242,0.49439213,dWNqRnggdQY
0.032980725,0.13577777,0.016521018,0.09953933,0.08178265,0.06789199,0.12617351,0.30657932,0SvT_QVorgI
0.07799081,0.12206943,0.049212243,0.14050952,0.25912356,0.50692546,0.14376287,0.5241856,RkFTejwvFYk
0.091903485,0.08951271,0.038224805,0.07159214,0.06716629,0.04106729,0.06740443,0.31515783,dTUt8bQsjp4
0.222821,0.049958907,0.039598234,0.24479616,0.24148868,0.23727018,0.25864995,0.49668646,bPXeIEd0W9o
0.049901016,0.007780367,0.009787662,0.050357923,0.048744783,0.08125827,0.060802504,0.50493735,o8Lh-YVNF14
0.07333854,0.04393843,0.058130227,0.08653181,0.3081469,0.55881256,0.29324943,0.49893036,_qH1BIoMAWs
0.08483602,0.15877913,0.050242316,0.07111533,0.025000654,0.031772334,0.066633545,0.3350526,2ifNaD-ets4
0.044236463,0.23493919,0.0022560214,0.035886373,0.06211229,0.07195187,0.31826293,0.33864352,0klyGgM3Eyk
0.13749179,0.06640622,0.0186035,0.05951335,0.078345515,0.05233315,0.15645689,0.31949225,uPt91X7dGoQ
0.051491525,0.056056995,0.13251819,0.051493946,0.08897435,0.108802594,0.18974082,0.23641008,X1kYpfIZN7w
0.094328165,0.008861406,0.074912034,0.041307565,0.104778185,0.10258383,0.27745476,0.27870995,SiJV80B213E
0.090759635,0.13475432,0.065721996,0.04630534,0.07086095,0.06783759,0.105431534,0.32257783,Pl9Tp3HALbk
0.4156352,0.008923916,0.052136723,0.279326,0.21793768,0.18775317,0.4861601,0.48059857,ttsqhQyXslU
0.063388735,0.052831747,0.024318827,0.025031293,0.03879805,0.046992656,0.057176195,0.20925856,AdPOEAO5954
0.05448595,0.20011936,0.00080262305,0.04582172,0.07556083,0.09558404,0.27468926,0.3333076,kMp2W9sSA0A
0.0607557,0.0934647,0.028782474,0.014384592,0.030239867,0.026698025,0.09462442,0.19629467,BK1PDNdwmws
0.04001787,0.0694513,0.032731086,0.029255861,0.05468677,0.064918205,0.13303007,0.52458405,OLR5I_u3PXc
0.19745065,0.17683998,0.12309273,0.21112238,0.16895056,0.17386046,0.19385003,0.32893786,rlLXNgR_50w
0.0013650045,0.048841126,0.021102477,0.0033589147,0.0042696157,0.041432258,0.008783492,0.34162733,bd1TTOe__3k
0.14239919,0.013596133,0.02124131,0.0486477,0.07849733,0.08755751,0.11279236,0.26989648,twDC093zVwA
0.12723468,0.05499305,0.035649624,0.037643574,0.039730985,0.06095993,0.18563035,0.27558324,-bNGUWNBGqU
0.10374781,0.008942813,0.05852979,0.081618614,0.11190987,0.1149821,0.13716495,0.33256724,UxiTtS8HqPQ
0.1120886,0.061219823,0.00085468503,0.08510156,0.1638118,0.16115203,0.20099415,0.46665746,gjJUJsQ6n3s
0.06377276,0.14615187,0.026894007,0.04359901,0.0834769,0.10698718,0.24043398,0.39879966,ZfKu6MtBpBI
0.10839267,0.0784792,0.00056400534,0.07144049,0.08915323,0.110880874,0.11108662,0.2722784,3LnO6Xy54X0
0.2726185,0.013074965,0.020824814,0.11673432,0.1426452,0.17417914,0.29853752,0.2837082,OLTNnZPhKJY
0.110256344,0.068489894,0.011661896,0.090318836,0.09817201,0.12801427,0.2204792,0.36671513,j2tNXNRrOjc
0.120517954,0.100984305,0.12888865,0.04905298,0.06481724,0.09752173,0.18248591,0.20691858,G-A3H04np0w
0.2397797,0.088812634,0.0060391957,0.11674605,0.08597475,0.07201756,0.20911606,0.38754585,TfYSkj5uv6U
0.09534295,0.04297596,0.033246122,0.028653009,0.027886208,0.04210876,0.11860875,0.23214658,XdBqMGg371M
0.15421708,0.17991717,0.04131502,0.08463956,0.06721426,0.09853098,0.10487547,0.28337494,0iaRjrbdvt0
0.011871489,0.09476806,0.0741129,0.009300941,0.008198526,0.076323934,0.025083544,0.3458583,6MPL0iuBZJc
0.14492604,0.2548047,0.028782474,0.08276698,0.10169876,0.15860626,0.33319798,0.2905559,eoTc8-N_WDc
0.060136538,0.009445419,0.07690986,0.07138508,0.088026665,0.1417975,0.3162466,0.45720264,mmDsGHT_M4k
0.07089876,0.0871172,0.0017180471,0.04205341,0.049447834,0.069242895,0.078785285,0.25429234,09udEHBOe1w
0.09790995,0.109287836,0.2712817,0.06510539,0.087064475,0.076046005,0.08754616,0.8683436,d-6agWJssXU
0.029825587,0.3403114,0.027409043,0.029123006,0.04584348,0.055482816,0.09116155,0.22645944,CWBOyw55GCw
0.19380844,0.071031325,0.0010933027,0.07601988,0.0721253,0.08289093,0.12103769,0.26296183,P74o1mp0EZs
0.07250059,0.12842058,0.049212243,0.09477884,0.15200147,0.1428037,0.096788235,0.26309168,Kq29mlio4Wc
0.05115109,0.0075349794,0.020408317,0.06625685,0.09489763,0.08239698,0.26117638,0.27130955,CqzqIwpFkA4
0.06549327,0.06675767,0.0014317059,0.05769282,0.06831297,0.09206944,0.16019703,0.27344573,OKp6a2p44Cg
0.0089853285,0.06920759,0.0022213135,0.012925019,0.01880306,0.13662414,0.02795773,0.33493936,uNfr_2ZN_R8
0.002022844,0.34422696,0.0011280107,0.0036452687,0.0045822766,0.07035847,0.013410862,0.2188117,xS8UcU1-BUI
0.035541207,0.18292314,0.047495455,0.012866754,0.012960381,0.029438516,0.064037465,0.2469385,MRDtwG5ltXc
0.09054575,0.039960463,0.07371333,0.1348394,0.07325112,0.0618525,0.30903372,0.5376113,JYdvznmQt24
0.008230753,0.32859474,0.08420804,0.012163131,0.012638802,0.15942591,0.029057613,0.2984014,uDD-GDb3Eis
0.114676245,0.27134067,0.008260509,0.20642431,0.11837856,0.14817567,0.3184137,0.33637512,bw26GwL5NAw
0.45017278,0.61697245,0.2885035,0.35485163,0.31520325,0.3792688,0.18413956,0.48342675,appCmrMIFSo
