PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,video_id
0.029984225,0.016245365,0.031805404,0.3077432,0.024631944,0.026204674,0.33285427,0.14490607,oOD2MjuiCS4
0.06771983,0.09723779,0.11843648,0.3572329,0.07734116,0.12053621,0.3528404,0.3701419,c-P-hQR7J6E
0.3170379,0.08968143,0.32287925,0.2689246,0.030435909,0.14521614,0.15981239,0.14498419,nTKil9JdslE
0.12309273,0.08326157,0.071762055,0.22448324,0.05572617,0.052179076,0.19310749,0.26460305,-tnpgFYmnXU
0.024318827,0.019869054,0.023129074,0.25118482,0.028397225,0.041138504,0.16478328,0.21103226,g7BqCYbNnUk
0.047495455,0.031609595,0.06437478,0.33061743,0.036151927,0.08600763,0.27532956,0.23894577,MkhEr50DtiQ
0.014507953,0.030697351,0.050642155,0.27616352,0.048957374,0.07657621,0.22893673,0.13124111,n9AtrPabWEU
0.049898956,0.05426309,0.03204356,0.22532243,0.053683154,0.027630134,0.07891199,0.084913775,k1eKDVA5E7E
0.36211988,0.08525343,0.1851024,0.3393142,0.04147821,0.30529922,0.09183575,0.22896883,_Wh9Q9JjHIY
0.024318827,0.03504342,0.049520142,0.34538236,0.036874685,0.044481993,0.09636445,0.3447497,UNYMvReI-pw
0.015549194,0.018989142,0.023059953,0.19765611,0.02022973,0.02567201,0.3327622,0.13360272,1hXgOMjNCfI
0.011870144,0.034795128,0.040583536,0.26147804,0.04023934,0.08917391,0.12239156,0.2759648,ELZwNHBs2Iw
0.15626417,0.046117257,0.1247526,0.24576867,0.020673182,0.064366564,0.264507,0.17919157,x9nknRreY6A
0.017631676,0.05569317,0.07047596,0.2012787,0.029052213,0.11708749,0.5680319,0.2966841,cKlOa0iv_TQ
0.036679696,0.095383756,0.12826642,0.15495647,0.027085159,0.25433734,0.30575627,0.45440304,CUSLaa2wuaI
0.22422299,0.081029676,0.109110385,0.327488,0.0372384,0.11892846,0.1732681,0.33097056,Kx4t7TnN5Go
0.020685982,0.025764031,0.059093952,0.33816212,0.034354966,0.077563636,0.15454054,0.15208611,w6u61lhh2As
0.058929358,0.14395387,0.12637486,0.27208334,0.09568445,0.23519674,0.14379928,0.66871655,xahp3b-iw_g
0.16758743,0.09719086,0.09170043,0.395576,0.082483046,0.090879194,0.123799615,0.3349141,seIyfixWTGw
0.0765103,0.16297545,0.13173358,0.23269045,0.09426555,0.28274283,0.19006455,0.7584144,5YD26oB5P_Q
0.15976663,0.10952293,0.15456752,0.302087,0.04226565,0.31826127,0.17532703,0.43115655,wULnnxD1s_Q
0.0112454,0.031542033,0.05841391,0.3292247,0.025539579,0.112965584,0.18958741,0.36081758,gz1YS1ujD64
0.015063282,0.14043999,0.10961615,0.27098113,0.15641136,0.12362317,0.14351417,0.46374217,DNBQf82-iSU
0.2224569,0.045764945,0.06414338,0.2946709,0.030808333,0.14561264,0.21844979,0.3390278,0tpqCTYBxhw
0.1334155,0.0488252,0.18962318,0.28830767,0.017973889,0.12530428,0.15372553,0.31206763,Ep-MPvpWuWs
0.036508016,0.06574876,0.07968377,0.23904827,0.05205075,0.10649304,0.2815023,0.3225626,I1iv8bT-6i8
0.04783881,0.108120725,0.10094953,0.31674546,0.101940155,0.069157764,0.3281055,0.3807808,I7NYAbhn7do
0.105704986,0.06615216,0.07074027,0.43492582,0.07112045,0.12844235,0.121039644,0.49024665,0F0CEQmGEds
0.05653196,0.07594407,0.12664837,0.32040083,0.042505488,0.247411,0.18353121,0.6281212,sC-lhQO4kvU
0.021657806,0.025206326,0.021087809,0.28388256,0.026926922,0.040713318,0.26344892,0.24380492,gHblxr7wQVs
0.02193547,0.031377368,0.03950402,0.25851074,0.035854757,0.05832812,0.17862028,0.33272454,ZPGE2yoE63A
0.029984225,0.04843819,0.03268546,0.268116,0.046770237,0.059239544,0.066747576,0.4003204,QnBqAzJXVGo
0.038224805,0.05319596,0.041581105,0.173617,0.028171783,0.07958824,0.27228877,0.36689568,0mIF0P7nhVI
0.031529333,0.07615852,0.055382755,0.20182914,0.06961859,0.09174074,0.15209678,0.32883912,w1csSZ86puU
0.029640866,0.10095793,0.097666666,0.27536756,0.04124283,0.26013818,0.7079002,0.6148795,Gp4zi33D_0w
0.10828095,0.062251452,0.08826889,0.36834663,0.05870271,0.14561902,0.2538979,0.51941997,GAAXJpqlNkE
0.29070088,0.10732768,0.21881486,0.4006722,0.06948032,0.21662551,0.4405743,0.5527047,A3PC7idaxIs
0.30337667,0.43899837,0.341357,0.34147274,0.14570141,0.31785437,0.08106351,0.7672548,HOd5ctlb6qk
0.10634898,0.05748127,0.081205934,0.30368477,0.039115563,0.17967564,0.15959756,0.53250873,nrFb86lOWUM
0.09172598,0.12913884,0.14645372,0.37391874,0.08988242,0.22414573,0.4138344,0.6128826,OUq-6Sx2rSU
0.22978203,0.08909999,0.11711715,0.33741343,0.07606713,0.17471674,0.43800205,0.5193037,7dE4anJui_E
0.355017,0.16356519,0.15765648,0.28966132,0.10181073,0.15029742,0.44650403,0.564997,OkFhQ2RfSBI
0.15626417,0.10524507,0.18598919,0.20097278,0.047845762,0.13515832,0.23024887,0.5194559,n6KE4bitCVg
0.014022041,0.10529495,0.120708205,0.34697166,0.072257884,0.18559378,0.26192734,0.69962364,ANjYnfCGFEk
0.043031808,0.043802198,0.1735912,0.26635194,0.036030278,0.18762021,0.37754238,0.18467592,BtGZCML34-I
0.062125895,0.13262412,0.09546803,0.3544527,0.10269679,0.123234645,0.3147537,0.36973533,sXAeQrAKlJk
0.14597784,0.24879724,0.33202162,0.4777375,0.21658427,0.40394574,0.16541871,0.7187708,MmbBvoGu5ng
0.017562259,0.043886222,0.02831794,0.16287155,0.039248083,0.070307314,0.16688235,0.31907794,bM_SXlvF91w
0.043375164,0.050682012,0.045915134,0.19137627,0.04375604,0.07724227,0.1600237,0.26460373,Ea1n2DWyrcU
0.00014642447,0.031371467,0.032909475,0.39153966,0.06583377,0.04856515,0.19540165,0.11693333,GMvz1dkDMX0
0.033761155,0.037142012,0.043118358,0.37547156,0.059912555,0.057872858,0.25253615,0.40346006,UQLlXROjE3k
0.020269485,0.049793307,0.09479961,0.17133129,0.027341785,0.04796861,0.037469786,0.10227386,dCMwNVNxAdY
0.062125895,0.08605217,0.12839568,0.20366365,0.03719092,0.29391316,0.4118667,0.3351842,EDXm8b6nvGQ
0.092262976,0.024763716,0.042100426,0.33037892,0.031257562,0.03438223,0.06358429,0.29587108,8FQceH1lRAI
0.22979778,0.2515973,0.37847462,0.5223993,0.18487161,0.15897004,0.47517064,0.2769781,y8lAHHVWxCY
0.14552918,0.01750064,0.04683121,0.24535768,0.020023046,0.03509258,0.2547434,0.10149478,Zk9BFJWShyg
0.016173938,0.049253903,0.07389833,0.37026083,0.048488986,0.13112083,0.18300496,0.26953715,DTxPOd2s4tM
0.021796638,0.055672187,0.035270784,0.20180322,0.0515333,0.09441733,0.14015381,0.29302362,cFCj9Hawka8
0.1835188,0.1401719,0.1270315,0.24728937,0.07222752,0.22307283,0.3091657,0.6280978,1RV8aIXm4DY
0.06412373,0.132151,0.10153651,0.4239408,0.10937197,0.12506925,0.01520039,0.43993297,8tbwzFnIQ_k
0.027237365,0.082002275,0.060160868,0.3344773,0.0645418,0.15778734,0.31448203,0.6307858,c77JgJcrO9s
0.016937515,0.0197833,0.034316085,0.225752,0.025142688,0.04024392,0.10812128,0.29021978,UbgyB7ZFvaI
0.013327881,0.041003283,0.03194695,0.18640329,0.038382504,0.058635306,0.1855953,0.34937584,z3AV9GXem6o
0.44750816,0.14405768,0.56123406,0.29835105,0.053076394,0.12713115,0.5680319,0.5193887,IdohFjBoyJc
0.014716201,0.05782233,0.050857447,0.27478844,0.045795336,0.058116052,0.23475508,0.40740675,Mr8k_FQXMqw
0.084745035,0.06009839,0.050691955,0.29215658,0.059841607,0.03555205,0.07180385,0.32551652,NFOcJGowBNQ
0.13386416,0.17085607,0.15807411,0.3625358,0.15784028,0.29916272,0.19883789,0.7220021,08Btogkzr0Y
0.1464265,0.10436243,0.18004557,0.38583702,0.12004911,0.19763315,0.38320723,0.33167428,7F7d1X2Jywk
0.033932835,0.083270065,0.06867337,0.40216136,0.07539056,0.07328064,0.6149353,0.5027362,2vLeGFs2g_8
0.13146462,0.16149195,0.12837411,0.40203223,0.16056703,0.39780405,0.26696104,0.57887405,OZzGQAh8Ohg
0.2752517,0.23419473,0.24086381,0.52704304,0.24165384,0.3113772,0.18492362,0.7002532,1arv34e3Ljg
0.104076885,0.031009967,0.07651182,0.30210996,0.028496044,0.05675923,0.4389327,0.3758382,pkEgPIEsxi0
0.07251463,0.02694749,0.03820841,0.4009321,0.03155109,0.1011129,0.16614392,0.29899317,rayLd_NrBmU
0.31639808,0.17991245,0.35554013,0.2770739,0.07455663,0.31249064,0.56742007,0.5783532,QP9NE8yXFUA
0.060927194,0.029275015,0.018615674,0.1861777,0.040109262,0.047833763,0.1866419,0.08329621,uqJGKbBG2mc
0.7663013,0.87753886,0.79605335,0.55265605,0.92006356,0.74645036,0.59518963,0.7599015,GpEFsMIw7aQ
0.062125895,0.057851102,0.13335852,0.32775632,0.045452796,0.11180527,0.092122525,0.38178632,HaWT27ivzHI
0.028782474,0.04949224,0.043992564,0.24094117,0.048198886,0.054582402,0.0828508,0.4601318,4qUwGj3lXWM
0.01999182,0.047465913,0.089335464,0.5050463,0.045461863,0.09709159,0.26290652,0.47449684,De-RpTxDW8I
0.20596254,0.07397907,0.10670002,0.41137162,0.048054762,0.18507656,0.16359419,0.5736078,ioRqW5dYGLE
0.08555053,0.07117293,0.072705105,0.23231517,0.06689029,0.06027119,0.3642832,0.36624366,ZJuAbB2Gpr8
0.1710401,0.08567126,0.21841855,0.24511261,0.06550197,0.11774227,0.27549323,0.41854146,uEALf2I-9b0
0.22598907,0.049018223,0.09009452,0.3054908,0.044544004,0.06347392,0.17269185,0.32703128,1QGepRPECDE
0.20596254,0.20656723,0.18273078,0.287759,0.093413666,0.3976259,0.42932934,0.81604046,o4OvKMVCH4w
0.15276173,0.14139521,0.18607236,0.4083823,0.068804055,0.3112534,0.15390962,0.7080807,qoQ-IgSI7U8
0.038911518,0.10211276,0.1644809,0.28710097,0.07121613,0.12610464,0.3684169,0.31873697,K3rUfQUCJAo
0.15334547,0.2177301,0.13185579,0.3285252,0.11257577,0.13715638,0.15993986,0.59964347,JNLOtz_av1Y
0.3282253,0.10633695,0.057660207,0.33133635,0.18370767,0.11710405,0.45422307,0.3505265,NhhjNrUqWG8
0.02193547,0.08139713,0.072110124,0.22963488,0.041712806,0.20975463,0.28384057,0.6000763,IRbXcJ-gO9Y
0.12888865,0.5161959,0.32234585,0.28481743,0.13657928,0.257924,0.31083605,0.5578928,rYlDYRzNin8
0.21036349,0.13466792,0.15649435,0.36579207,0.07015216,0.29145673,0.22027926,0.76585585,jSrDRc9ccAM
0.41665444,0.15471645,0.4371533,0.3131195,0.059215087,0.1598183,0.43706357,0.5636875,JvUmxPGMpc4
0.21362646,0.09426472,0.119920515,0.46912357,0.068774134,0.1582072,0.20424624,0.6012755,hCoya-34xrQ
