PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,video_id
0.24534544,0.13898772,0.16708632,0.32029846,0.0070804367,0.30775815,0.3092006,0.23792174,AUZmVlZSZyo
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,Ji_PXWGs97Q
0.11046055,0.21153235,0.15472588,0.06240531,0.029469188,0.1002274,0.37449712,0.09889096,gkZLWpQtkIQ
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,P0KCQjsA1ek
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,Xd0PqCXJJ6o
0.1014316,0.14701602,0.19379562,0.071417,0.05613239,0.10539802,0.4888786,0.118388765,iMGjuyCHHCA
0.27255872,0.0008919939,0.1716512,0.3115509,0.032902762,0.31734782,0.40375683,0.39307868,eYhh5-N-hlw
0.14718892,0.00021057052,0.17586699,0.1260721,0.14463188,0.16831036,0.3813382,0.10221191,ME7ile63xe8
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,G2LPZfos2lg
0.14008191,0.23764002,0.151712,0.11169746,0.022213135,0.16776678,0.27299717,0.18881372,ELthERxjxLU
0.33571458,0.055699725,0.10864381,0.0878735,0.03839648,0.14547068,0.35003504,0.10847886,cz_7VkFYd5g
0.0768942,0.10760383,0.14353958,0.07225788,0.016729267,0.060161397,0.2998415,0.036923718,uqu1hSww0_s
0.04548887,0.07164917,0.086504556,0.025466498,0.0129808,0.04489079,0.29267603,0.026843876,dV9cMMgQSIw
0.08989577,0.12598038,0.21467501,0.06927913,0.0067680646,0.10754451,0.39204454,0.1064778,_nWzBvU5tR4
0.121509075,0.15188642,0.108685754,0.12417888,0.008191093,0.07473455,0.30340642,0.12027814,fxOAGGPDEUU
0.111722834,0.026357958,0.13105896,0.05680232,0.01631277,0.07482839,0.32783005,0.05089182,EwQHiHJtFrA
0.09695459,0.077346854,0.1217437,0.08780869,0.0005987134,0.08033575,0.3456581,0.08455643,pjb7c98HDWQ
0.08196513,0.15276764,0.15877138,0.066676855,0.17957193,0.09364743,0.28628182,0.076392315,bht-htJ9Tcw
0.16100398,0.0033483938,0.119807206,0.049848728,0.052935857,0.0873735,0.38881806,0.09303657,fb6VNI03Y9c
0.28903514,0.19203404,0.22773345,0.31870487,0.03839648,0.29890266,0.3619035,0.23891038,7bfvlvLq0fk
0.24534537,0.13898769,0.16708626,0.32029855,0.0070804367,0.30775812,0.3092009,0.2379216,lB6YSovv0wo
0.3935415,0.15188642,0.4878441,0.35821027,0.025692256,0.43547568,0.57121354,0.29558924,VXORqXpjRIU
0.07072922,0.27855462,0.13958617,0.031615928,0.07371333,0.073488854,0.36790487,0.06979697,GjJo8SRVFV0
0.3361392,0.32059866,0.18224293,0.30499277,0.2299237,0.23246811,0.39618137,0.22056225,Wx52tCkg5Lg
0.18084203,0.15432991,0.15011692,0.18965665,0.1689685,0.16484669,0.49896985,0.17684302,wh4CRqTHrEI
0.04203993,0.26637918,0.08538664,0.02620866,0.036851373,0.036984093,0.31807798,0.03670658,u9YmrLi610A
0.23816402,0.1495207,0.1754094,0.3201958,0.025692256,0.2927349,0.36034176,0.26997137,lYT0Jpfm7tI
0.35415307,0.13898769,0.57097846,0.2514552,0.3093897,0.69309914,0.47206852,0.36593336,WwAR_BUFeTM
0.13350067,0.017519983,0.22154345,0.13499366,0.00041432702,0.20424148,0.43467093,0.16423886,bZN4vM8LScM
0.2828403,0.0015299862,0.14938016,0.2509278,0.050585672,0.22898366,0.4139174,0.25886887,eKYK2VgF23k
0.10754673,0.15966111,0.087189734,0.07066763,0.00614332,0.09372628,0.21072116,0.08575916,m3CFrkSO9-I
0.28021267,0.061455816,0.45675305,0.19412911,0.04406188,0.30903593,0.73547167,0.20323837,i9WI4Y3LohM
0.2707746,0.19044715,0.15220743,0.23403585,0.020408317,0.2292208,0.3518599,0.18524599,N-wIizb8zbI
0.22223136,0.071031764,0.24508694,0.2621042,0.010551238,0.28625235,0.38316923,0.18235825,cWLZ9kOuPl8
0.14157249,0.11505185,0.23204699,0.14572744,0.04234509,0.099211134,0.38989466,0.11031127,uxn1Lx-RPds
0.21421267,0.1111447,0.11613838,0.173959,0.059728492,0.15785398,0.35854554,0.1394259,ncGe2sgQCOg
0.40558708,0.48144364,0.117979474,0.29828128,0.36667302,0.23938926,0.39126354,0.5141028,ylMG79DyRGQ
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,CRD84P6JSMc
0.10059316,0.18906893,0.13793907,0.07760223,0.027580723,0.15624125,0.23496231,0.13595483,c_4Ifs6ElDs
0.24305788,0.11152883,0.25552216,0.15559813,0.064523295,0.2147346,0.41173548,0.13587986,VurgOwcFQ-Q
0.07954178,0.09600962,0.15063843,0.058010478,0.005900364,0.07816272,0.3626653,0.07747707,XyezOrpwrWw
