PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,PERSPECTIVE_TOXICITY,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.12557666,0.17011315,0.06356885,0.02792408,0.018713254,0.02963772,0.0251102,0.02978209,8yH7oW42NvY
0.025910849,0.20653977,0.22473297,0.09118898,0.046326455,0.08557491,0.08854184,0.059124254,J_WTC649Qmk
0.011758763,0.35463917,0.38106045,0.05852979,0.08907591,0.104352616,0.11489379,0.15305898,3GRduSrq-O8
0.26824084,0.47084442,0.20028877,0.0070457286,0.15881868,0.11935458,0.09963521,0.1407497,IfuzG0vC8tA
0.1779073,0.3124234,0.09713388,0.08501353,0.030232888,0.033654325,0.023407081,0.03303385,J7nNZoeNA6s
0.018788982,0.48203695,0.07511711,0.049212243,0.040088564,0.14855033,0.06419096,0.04071827,KSZ2GIHhkJs
0.04791969,0.54461473,0.51991206,0.13431281,0.13952693,0.31034768,0.22768149,0.25675777,WUt0VxNZwwY
0.056435265,0.5198076,0.57621247,0.10956893,0.20146917,0.19436371,0.19464518,0.3059859,I68tFBhC5uQ
0.008339133,0.57035506,0.295508,0.0044773347,0.28214282,0.24815443,0.21929842,0.28584802,JznqD4mvFLg
0.26621458,0.34341478,0.1492083,0.09065199,0.07307222,0.086359404,0.07891195,0.10948698,niOg-7mYhPM
0.118663624,0.8981763,0.48185807,0.20376207,0.13122377,0.7152137,0.31513935,0.12821059,n44lagg2pTs
0.1897772,0.22849296,0.18499768,0.038053125,0.043101795,0.054803383,0.04766583,0.051307797,bZtGotbapzk
0.061633483,0.29437917,0.12297369,0.017145762,0.033137508,0.043189943,0.031394318,0.043878548,UTPgwZY6Bfo
0.048164994,0.51541615,0.52712286,0.018464668,0.14282978,0.269809,0.20334718,0.24552467,iAdq6LoLnvo
0.11892065,0.19820358,0.07043805,0.023117077,0.022112997,0.032438956,0.028487632,0.03857916,1V1n5B_IHYY
0.14158191,0.29926717,0.13768238,0.032559406,0.10592711,0.15588371,0.13054748,0.11123812,31ZMU-yv_P8
0.2070785,0.53652334,0.7019325,0.22510603,0.29712942,0.2778068,0.22869973,0.3894541,IAtkoxPCP4g
0.16273044,0.35467514,0.063879035,0.09655894,0.023095367,0.110920936,0.044945054,0.028361998,e25uRZP5-ds
0.017283168,0.41646028,0.42221367,6.399291e-05,0.057991304,0.08152658,0.08223645,0.14370254,qQvf0ywWQ-Y
0.053314045,0.24811114,0.23658393,0.04543531,0.030980304,0.033778146,0.033965733,0.037132327,-5C1kMmC4ck
0.06455919,0.72860146,0.10095081,0.1785852,0.047490038,0.09374522,0.08476522,0.08426136,kslYQOwe1os
0.12220115,0.23212402,0.11787719,0.1894391,0.06940574,0.08987922,0.10374544,0.062258657,eM8n49he3Hs
0.2957442,0.7784964,0.5018866,0.01999182,0.19631174,0.503318,0.31262356,0.23996124,etZiz_m_1CA
0.1883301,0.21230987,0.05708,0.031357653,0.04097283,0.027868653,0.03336206,0.031133123,KW9GVEmh4d0
0.23997268,0.3783168,0.36375743,0.048868883,0.07918725,0.12451333,0.08804521,0.09461672,2Fm4NPxc0Mg
0.18477933,0.19583297,0.10784102,0.12695669,0.031333055,0.032011896,0.041505948,0.07378509,nIlEqDdyTIQ
0.052676655,0.27507192,0.22704193,0.03187269,0.12494577,0.043652873,0.074896894,0.18064329,06tIa44fdh8
0.019526847,0.39622214,0.48945245,0.05373499,0.18972272,0.12561221,0.15319088,0.14722349,1imvV_H8s9I
0.47099072,0.32865465,0.2566156,0.0005531591,0.10161827,0.075501844,0.06547671,0.19410418,DjU_JVG0SvQ
0.10887316,0.35655645,0.08623251,0.2712817,0.09911143,0.13946144,0.10379675,0.0744872,YwrUFL9aVlI
0.16963026,0.19784188,0.24920796,0.06372416,0.06779477,0.052916896,0.06539036,0.07020048,XsqYcluNh2Q
0.11782222,0.19345054,0.12662186,0.031529333,0.030126156,0.029397184,0.04741057,0.12755968,JFf-Gn82D6s
0.046807706,0.18003023,0.057362717,0.06652113,0.016583009,0.031799052,0.023156261,0.028326951,elE6nfKy2p4
0.07815983,0.2205925,0.25405568,0.1024659,0.10646736,0.049636304,0.06808176,0.11383443,bb7Nw9r0Nv8
0.17616498,0.4006881,0.13212585,0.12309273,0.061186053,0.119858004,0.07679506,0.04565024,3-c8SinzS1Q
0.07473733,0.23498243,0.07767741,0.077709,0.05810323,0.103300326,0.088061206,0.047106326,RfTVVm_-7WI
0.2743056,0.79508656,0.5762329,0.06771983,0.15069586,0.2464585,0.21590684,0.25754663,Gh3uL8nkWEg
0.001119835,0.48658738,0.36422047,0.1580154,0.29533976,0.1558936,0.22394423,0.49468836,Lds5SFX8Xes
0.13054308,0.23871171,0.23373425,0.06332459,0.017991459,0.043236423,0.03482048,0.017298851,ud4MM0jOplQ
0.00068510027,0.5185936,0.37533897,0.119872786,0.2920856,0.1635599,0.22178213,0.5242893,BoQxuBhKKB4
0.004359329,0.91981745,0.36116993,0.13969667,0.13971671,0.3419426,0.21051115,0.22152981,2LU537r0sJ8
0.046868917,0.5314916,0.65974134,0.014785618,0.1783224,0.2410839,0.21781462,0.30633527,8_rl2TYLsNE
0.05154041,0.67894053,0.27093247,0.046122026,0.0782965,0.09311344,0.10114438,0.10782345,gT6d1VxuB5g
0.0119243665,0.4376654,0.29103705,0.032902762,0.0529244,0.0487096,0.05525482,0.05394961,j_vcnj7HZ8A
0.13975264,0.8707181,0.32694438,0.2889918,0.3008332,0.68371606,0.43802318,0.38867494,7U1EEC4IdhQ
0.19735555,0.46204004,0.3963702,0.0068027726,0.08024911,0.103194766,0.09940449,0.10972397,FOf5cOKyMl4
0.25708252,0.26934186,0.17498894,0.24991328,0.0811194,0.14429362,0.12612168,0.08451327,90Hoou2StbQ
0.11192344,0.35968754,0.23544855,0.031014297,0.07777254,0.07394024,0.08726643,0.092320666,JoWIhsl60dw
0.08878533,0.28495762,0.12606479,0.13476147,0.061831363,0.14530575,0.09679759,0.0637601,QkQkEZxoRZ0
0.15347177,0.29199603,0.14624499,0.007462225,0.11419188,0.04765791,0.07752335,0.13574344,81BdToT-GmQ
0.031653773,0.24966936,0.064426474,0.0011713958,0.028715182,0.04342915,0.038627677,0.09053633,VQ1eUaptA5o
0.22351506,0.33611515,0.24256177,0.008850546,0.058545597,0.1357522,0.10081673,0.14547853,9tjUxzpOxJ4
0.12787239,0.23655875,0.06198038,0.013466713,0.02237269,0.0262311,0.021422263,0.028701857,Bu_6JJFo0gM
0.039195243,0.30834877,0.2516273,0.00019306337,0.27611685,0.1692136,0.23820832,0.15772508,fLxYdcOcfBU
0.1937069,0.37605906,0.44731548,0.32304016,0.056182623,0.118796684,0.08763532,0.14713387,hv2pnt2J1tQ
0.044537846,0.29431215,0.04056185,0.022945397,0.040179234,0.075398356,0.038606588,0.042314425,x1WkTQLNwjY
0.4872686,0.19038433,0.08219168,0.13521013,0.04388975,0.04908763,0.04694494,0.059954084,Q5TXyDbfz0Q
0.088254035,0.2501478,0.08957876,0.08447654,0.052603077,0.048106574,0.04273401,0.06664628,i7R0P5EuOP0
0.16765827,0.23645186,0.1201531,0.014507953,0.09277334,0.056462176,0.08902521,0.14802474,Y0Q5EDZ6ovk
0.05335073,0.30939767,0.31391823,0.025692256,0.057826262,0.079738334,0.07107307,0.11287987,_vBa4oVpubU
0.069878764,0.37296236,0.13459119,0.0053450353,0.040573526,0.059073027,0.04082475,0.05169491,L6MmKv3T4qg
0.2720367,0.31138116,0.19272502,0.056931525,0.072751604,0.063397035,0.068716474,0.05114793,Jp_g3B2AsTE
0.049559977,0.27887446,0.18777303,0.0053797434,0.063207045,0.06530656,0.069175616,0.09279607,DdEdy1-eAME
0.1065576,0.24868546,0.070124514,0.17380224,0.020328617,0.06605698,0.030888345,0.028473306,Sr3Kv-YeEV4
0.063598365,0.34237367,0.1888448,0.048525527,0.06893547,0.10105035,0.08118092,0.06428576,wtfniAJu7xY
0.3819056,0.84699374,0.10414,0.57027644,0.14310732,0.95022625,0.5697364,0.060774304,Xt_fyeA79BE
0.10457782,0.4866279,0.1593062,0.12760067,0.16464986,0.19109575,0.13988292,0.11955116,y0qAP4wONDA
0.10221721,0.17183,0.07569873,0.02792408,0.05916767,0.05160171,0.08727171,0.056941632,2NlfvnmQmS8
0.10221721,0.17183,0.07569873,0.04543531,0.05916767,0.05160171,0.08727171,0.056941632,qkfu4t7ZXhk
0.27365535,0.19884537,0.20742433,0.057331093,0.062160056,0.020464033,0.034687992,0.07758578,H5pJAReAKaI
0.050210834,0.30941316,0.24858746,0.015479778,0.16407222,0.31298643,0.30187908,0.20742823,G5JAASJg5tk
0.13556308,0.35387146,0.41141444,0.10956893,0.3077788,0.1945448,0.30696222,0.19932829,WJumltKAT0w
0.12007557,0.4294935,0.3386584,0.0068027726,0.052531097,0.11719386,0.07826554,0.109010264,tWMmlYMbzk8
0.06658958,0.33133996,0.12367387,0.017770508,0.027011028,0.05497281,0.047421586,0.06807045,1iN3uCBIMis
