PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,video_id
0.14062709,0.09731861,0.15242201,0.11124477,0.038053125,0.09285469,0.096108995,0.26947346,XfirApXfU6U
0.1434235,0.1686228,0.054670304,0.030731633,0.06612156,0.11269423,0.28599778,0.55470854,AzqUfXqfOVg
0.25272733,0.049112283,0.034867868,0.027034968,0.0017180471,0.038043436,0.026235018,0.3379754,HfDbReQPY20
0.052429963,0.021541938,0.017157197,0.018470556,0.01263372,0.013444014,0.11454809,0.23351133,PMj8BZo1ePQ
0.4710842,0.4080643,0.4045562,0.40902302,0.07571117,0.5090844,0.06700848,0.66688967,lJUGaJICW18
0.82110417,0.075134605,0.16515076,0.23182762,0.028782474,0.19395007,0.084931254,0.36515522,X0aSInvwHaA
0.42481077,0.21316251,0.3338946,0.22189945,0.005935072,0.1950692,0.013181892,0.46000993,rcOs4ovoxEc
0.35323906,0.117603384,0.26815033,0.3047416,0.0019610033,0.23043977,0.097466365,0.336265,B_SKdujBDPM
0.32988513,0.09951956,0.06998999,0.07361864,0.0042864406,0.10469111,0.02355752,0.31923342,XuLDSNOH8HA
0.25056317,0.07165891,0.06394863,0.069110304,0.010967735,0.076265,0.0040602204,0.38980657,7N2I-9JU_nI
0.22654288,0.04520091,0.15196197,0.064424224,0.04131502,0.050695002,0.066373475,0.3321216,eAtCCNkcPN0
0.098057754,0.03149148,0.052665677,0.06321771,0.013744377,0.040071752,0.041123502,0.21821192,Te_ZJDt1Z_Q
0.14952654,0.16777912,0.07200171,0.113114834,0.006525108,0.15129875,0.16596927,0.4086427,o1n_h7lR2kc
0.30049032,0.19853058,0.2514068,0.45348904,0.0038352364,0.35416594,0.17731075,0.31350553,LgSV_KNP0IE
0.1974658,0.056403365,0.036525324,0.059109613,0.07690986,0.048816778,0.09266695,0.35104105,MNOfyZa_svs
0.08460374,0.09881515,0.052851032,0.031101014,0.023288755,0.06205865,0.029526336,0.35941035,39IaqpGQ3Tg
0.23177376,0.11512828,0.14238179,0.13329716,0.0021605743,0.14127435,0.06088154,0.23585,MntfDnpGUqs
0.15146258,0.085861884,0.09837166,0.2130812,0.010759487,0.13083318,0.08617621,0.2611718,OJB_W_jNdg8
0.33233526,0.16162808,0.15717277,0.07914687,0.014646785,0.13122667,0.017630506,0.37282142,Ngozvh87Ndw
0.39209718,0.49633452,0.37279257,0.26857734,0.0026204558,0.43529955,0.17995995,0.6438414,70asKwy15Ds
0.09535825,0.061977714,0.06652228,0.053733297,0.07091636,0.07003985,0.042111933,0.21229242,2iAlhsVDgU4
0.42353645,0.26421288,0.117514044,0.16260003,0.013119632,0.2343061,0.088079974,0.40740055,7hubThVVKSg
0.5107319,0.0925173,0.10608901,0.12619607,0.011523063,0.1619735,0.0004085277,0.3675252,T_KvMimR50Y
0.13645332,0.17759293,0.09424122,0.07162393,0.00031887996,0.11210612,0.034469754,0.36080405,OveofuczCuQ
0.14803283,0.07194242,0.09336689,0.06911396,0.14956708,0.072359145,0.4532001,0.30899453,_JTCOfsvGrk
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,Se0s_DJUNR0
0.08795289,0.05353994,0.04000073,0.040167116,0.014369122,0.038688034,0.16776846,0.3014971,mvSM9dqjto8
0.07473431,0.037118804,0.031748224,0.029049566,0.014299706,0.020787848,0.12151402,0.39744037,8EEu0od-_7Q
0.18878406,0.19393529,0.16288048,0.35093498,0.07251463,0.15969327,0.11342257,0.60159725,zBGBJ9t6djc
0.2780295,0.08594662,0.077282324,0.057678066,0.02809576,0.10402124,0.32483226,0.25028428,gXbMuy_NqNc
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,pfGfOheivnM
0.39615962,0.09175772,0.09799751,0.170977,0.035134587,0.08462659,0.04868998,0.36621618,82nb8_0N8PM
0.3189667,0.19797179,0.07007552,0.070133306,0.005900364,0.11114382,0.07715494,0.5578048,ue9ViUOCoBk
0.10454309,0.07180321,0.05418725,0.059664406,0.0129808,0.068563275,0.10154069,0.26900476,ZEEFwQ6g6_k
0.3376988,0.23382515,0.10777646,0.09407279,0.0025510397,0.15358612,0.16982311,0.4316295,cPnjFINa150
0.34254697,0.26782677,0.073691785,0.108819805,0.12953265,0.17875643,0.30709204,0.5599305,-2NaJ7Aqlr4
0.03874257,0.06408744,0.009997293,0.021264298,0.009440582,0.019142475,0.114377126,0.42183906,NfLERF8B-qU
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,BO5-UZ4UMLM
0.34641784,0.3749711,0.2744382,0.50779253,0.021380141,0.50555474,0.08000277,0.37152642,4jZSaBD2b18
0.17145512,0.09143346,0.101596825,0.10254101,0.012703137,0.08564426,0.11751968,0.40454787,QEB59kxJUL0
0.27839527,0.042856704,0.058367357,0.02859075,0.021657806,0.045229755,0.08389775,0.25918284,D0O6tTklOnE
0.09230916,0.04723444,0.019938208,0.022076571,0.032731086,0.0323318,0.629763,0.28534985,CYgxqOBDK-c
0.26505977,0.1933906,0.2886273,0.5811669,0.16035037,0.32343766,0.15890443,0.42947817,SlsZZaSf_NU
0.13340019,0.117756836,0.06934402,0.12460941,0.015063282,0.109029315,0.051495895,0.3997836,a0HyHVo-uvQ
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,-O6reTn1W70
0.33846745,0.13314877,0.08497001,0.058833424,0.020408317,0.081455134,0.026298208,0.5209714,wYEfuuxE_eI
0.08520656,0.05532287,0.07148048,0.063335344,0.012703137,0.05460793,0.16109101,0.2547177,NvN4HeV_vkI
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,Ok2Qum_MvQU
0.09984908,0.06090087,0.066115536,0.061770953,0.02517722,0.06287173,0.14016846,0.20275085,cHRPrIJLOWk
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,F6Kd4pHZL5E
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,3z_Iacj-8NQ
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,B8NpR3Hoi1Q
0.15121645,0.06140638,0.11418543,0.42991105,0.030155903,0.1368112,0.096614264,0.3637826,dbWkUk7QpjY
0.120541416,0.07278571,0.1269199,0.13876237,0.00017354012,0.09817608,0.053870916,0.2807294,CPkrCOXN5Ak
0.15728311,0.044053316,0.06924353,0.0650869,0.008260509,0.031734675,0.26752126,0.40075064,CTMpMnXhfG0
0.48656282,0.12098576,0.14578716,0.094069436,0.05373499,0.116406284,0.027902402,0.3031048,I2AttlnI1C8
0.31701487,0.21226491,0.22667395,0.4394693,0.010342991,0.26628086,0.026613524,0.45988533,h9627ZlNBWc
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,KONpnd0O0Mk
0.34254697,0.26782665,0.073691815,0.108819835,0.12953265,0.17875636,0.30709207,0.5599304,z2mXYsZWglU
