PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_PROFANITY,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,video_id
0.099827245,0.61500674,0.092635825,0.09172598,0.18151847,0.08610808,0.24589108,0.13194042,toEo7Dgv3n0
0.120039746,0.6056636,0.14317887,0.16827796,0.32109472,0.18557388,0.33403128,0.36522272,VJyZ8Ixy3eQ
0.046589028,0.46670386,0.058219608,0.11085691,0.15851273,0.053993102,0.19177207,0.124324866,7ynPABlIIPU
0.0656242,0.3728909,0.11234854,0.18549223,0.33116117,0.12813763,0.22396109,0.30169293,jtDxl9f3QsQ
0.090952046,0.62929994,0.4053385,0.5174561,0.79928553,0.6949321,0.29966336,0.18143484,xi-04wk__RA
0.15031871,0.6340787,0.1046099,0.23014031,0.26634207,0.15286545,0.4166326,0.1948537,qcoIouZHwus
0.12925124,0.79652786,0.25842407,0.25676212,0.57327235,0.4298151,0.314036,0.18557179,4R5tS7-Z6oU
0.07856856,0.3537186,0.031865958,0.023117077,0.023759944,0.020735394,0.34059036,0.17465483,muaP3u1_2Oc
0.09402222,0.28599995,0.061011996,0.16482529,0.14304186,0.050269626,0.33611315,0.30076605,WEKBXX6I188
0.08455585,0.36431673,0.06140155,0.11407687,0.14401901,0.052235056,0.21372265,0.16674641,h6eJ3O3uXdk
0.16619542,0.6291551,0.22305071,0.23891698,0.58523935,0.30345854,0.46763518,0.18625177,dd_ifCmAJqQ
0.050836638,0.46903664,0.093938656,0.16344422,0.3218082,0.11304038,0.24995187,0.3371192,3OqfZyzQPo8
0.06535941,0.10915293,0.07366139,0.12116077,0.29033273,0.087778516,0.40369025,0.24036056,EuGlTmlzaNM
0.078659,0.4581043,0.05601759,0.14014533,0.12690161,0.040434618,0.23651914,0.300533,FKrcoiH54VE
0.118558116,0.64413846,0.17327113,0.15334547,0.4629617,0.30843967,0.35980162,0.5384658,x4Pl5sloiiA
0.06203413,0.2774492,0.080670185,0.14552918,0.19773257,0.08105879,0.22373389,0.19349886,pk6KBRSjJVU
0.1527591,0.69103444,0.30492854,0.22982925,0.5174063,0.46306577,0.3964113,0.35963896,ziFxzxNDpBI
0.14466779,0.26173604,0.14215925,0.1894391,0.28460434,0.19499728,0.5121164,0.38499582,I_9CxL-D9cw
0.122872114,0.264726,0.16672103,0.13790205,0.38930565,0.19568858,0.3603852,0.4695458,LgHDTm5CWMo
0.26127654,0.24502155,0.43068436,0.4151741,0.58523935,0.5676081,0.42702937,0.45194775,6ZX6j5Muz6I
0.13687083,0.15959848,0.058090873,0.013952625,0.04908025,0.027572408,0.28734457,0.13584004,Lf54rcqpeB4
0.069567814,0.4394654,0.109511614,0.16344422,0.30502278,0.095728055,0.21620926,0.50305617,Eynw-NRbzZE
0.06729926,0.5680319,0.109335296,0.20963,0.34169108,0.16428299,0.22475554,0.10984682,wYE-wTwArag
0.09490279,0.44377476,0.119606175,0.112144895,0.20956942,0.104038306,0.23380184,0.21745147,hOS3wnvWS0I
0.104894765,0.1605806,0.16206592,0.094410956,0.25871786,0.19817749,0.3152744,0.7318657,Q1EO7R7K0qs
0.110876046,0.4516122,0.119749494,0.09709594,0.21037573,0.1218503,0.44709337,0.196531,aAZv5wgC6_o
0.09515022,0.6016401,0.08016746,0.22982925,0.18537371,0.07357305,0.30789658,0.22242886,zH-Jgf0amTY
0.028813537,0.6278817,0.030224456,0.05773066,0.051942952,0.031605408,0.22780266,0.109565765,gu-SofVLLFE
0.052517727,0.26273805,0.03279227,0.040284947,0.034495607,0.030031618,0.2875281,0.060836628,eaEuySsDLJ4
0.0674087,0.28412366,0.058020353,0.118584804,0.103823006,0.13969693,0.35596785,0.28608492,t2lnihaUAzI
0.031347606,0.6504559,0.019917328,0.08447654,0.07062871,0.021387864,0.24811374,0.045855638,aaIunJEMqcU
0.111565225,0.63112724,0.05317288,0.046122026,0.0529586,0.038134564,0.29417294,0.07094301,PwA-CpI3E9A
0.06920165,0.3242924,0.04043761,0.19338597,0.1030748,0.035492208,0.3286184,0.1285388,UJUDeE4sXN8
0.14529489,0.26423207,0.15459701,0.2995453,0.26514235,0.15465029,0.46142924,0.58457625,lKM4VYNvOIk
0.052567456,0.75058323,0.07225558,0.08796701,0.12774514,0.086972676,0.22224647,0.12003244,0_59X969rl8
0.0889096,0.11725258,0.08469449,0.086087525,0.22864905,0.114729114,0.37361827,0.16738375,RTQEsMgNls8
0.08239944,0.60872686,0.072168365,0.2297899,0.17855172,0.087654345,0.27037415,0.2032201,35DE2Jp6X3k
0.062789194,0.14751986,0.05574132,0.15859914,0.06143786,0.113556124,0.45450786,0.1362123,r-7vnx7w41g
0.10530692,0.06709464,0.13225107,0.053335425,0.2257094,0.12824458,0.46316266,0.32633415,oxsEyVnrsug
0.10156362,0.6483229,0.028100943,0.14552918,0.07216283,0.029683232,0.33253518,0.18051793,PsAWWV6tY_c
0.14560953,0.25083444,0.16096756,0.16827796,0.24672098,0.23355539,0.42801917,0.51369417,TZRBWR404co
0.18269266,0.43925428,0.4259139,0.20522906,0.68744785,0.5632857,0.40504467,0.48278496,U7cwoU1bnOM
0.19257002,0.8084118,0.24301204,0.46457416,0.7447613,0.33366174,0.36324742,0.50557184,iEZQYrNOxfY
0.09228209,0.46713266,0.2853963,0.22977416,0.5786228,0.22790073,0.24986476,0.7164316,oPhtgbIs6AY
0.07475135,0.36965603,0.011577786,0.22991583,0.013356371,0.019528802,0.30999964,0.12389562,ZGhMvcS8oe8
0.021399923,0.35583565,0.0154149495,0.0018742332,0.10751329,0.031741813,0.30494547,0.03738539,-mNu3lyH97s
0.11211558,0.44787258,0.08699884,0.05373499,0.2107847,0.12307606,0.33253497,0.18022068,hlZtk_f3C3Y
0.07508353,0.27013278,0.08027982,0.049898956,0.11361341,0.062315006,0.334704,0.29595456,oyl5BSzuB4s
0.099303745,0.5804626,0.13947187,0.22069082,0.19048639,0.07763026,0.3766673,0.16790175,pAs9XA603Cg
0.7893632,0.1901636,0.2784082,0.44805592,0.47637597,0.3504687,0.6232494,0.5367485,X0oE1vo-aVk
0.12394446,0.5680319,0.097586386,0.08367105,0.09314507,0.09274203,0.42774504,0.118645735,bdTdB7VsRE0
0.076175794,0.3735557,0.04205434,3.3081084e-05,0.1466498,0.064240515,0.31787574,0.0597457,74LfKtPlsTo
0.08846916,0.042127095,0.104557216,0.04818217,0.14847545,0.118164256,0.3393685,0.1657694,qBkXP8PqYP4
0.058957156,0.111420944,0.050919246,0.20596254,0.10242115,0.035618268,0.3224278,0.37852618,mpJSRVv-yoI
0.14113654,0.123389035,0.14928745,0.1423886,0.09787697,0.074487776,0.39401215,0.35258585,miZCcgnHbmk
0.15433328,0.66427964,0.26125076,0.2712817,0.5848079,0.5068086,0.30195212,0.19112456,cWb18R_u5vw
0.09220753,0.1920233,0.09149027,0.07690986,0.07244409,0.05961957,0.28202012,0.33031142,6IJmZ6WQkTM
0.039581437,0.10927798,0.06987897,0.059328925,0.13522424,0.11086281,0.31561938,0.09937169,ROGM6Pj81wc
0.036245067,0.24283779,0.03064356,0.026894007,0.05383033,0.05748342,0.24525711,0.08272737,ThuDfXXAyDk
0.05274099,0.10711052,0.010246722,0.018048171,0.0031177083,0.006347602,0.2692594,0.03433969,Z1c1X39WS-w
0.04674256,0.3005963,0.038312253,0.011661896,0.042760268,0.042195387,0.3055035,0.08880619,3wvdfn-id7k
0.2186207,0.2752413,0.17483407,0.19338597,0.20184475,0.168239,0.47899777,0.51164865,7RYMt6TrmNM
0.29164135,0.6213112,0.26211578,0.39421332,0.367403,0.25356326,0.46640617,0.36241448,Tt0Y9VzkCtk
0.12009274,0.068150856,0.06382911,0.007149853,0.048144836,0.037695047,0.56877923,0.23524816,yNsNirkibnw
0.09923586,0.06815089,0.05329586,0.007670473,0.04103366,0.032795604,0.57101864,0.2204238,cUcT1auCNAU
0.10060077,0.52602416,0.13956115,0.34388447,0.25935644,0.2509276,0.3174233,0.16197853,I6u47So8rRk
0.051950153,0.10057622,0.09722022,0.03839648,0.19512823,0.20108159,0.3553317,0.18868783,R-GAw1lLWJA
0.115974255,0.46552742,0.1523515,0.40016344,0.28782052,0.2289453,0.5205557,0.5979585,wfBW4oohP7Q
0.0805536,0.2734314,0.08810403,0.12180476,0.097296394,0.124362774,0.4930662,0.16506189,UsC-0ES9fYw
0.13134159,0.7249724,0.13648538,0.15188612,0.15045084,0.10121579,0.30180648,0.2078293,W4zVpPKJdWE
0.4422214,0.26822916,0.37426287,0.014299706,0.25269845,0.3184507,0.54801434,0.39176112,KCNI7nIg81s
0.020836486,0.17424726,0.012478541,0.016937515,0.02039685,0.022957973,0.23985179,0.044415075,eSKXWpbjLDo
0.2127092,0.53454506,0.31480435,0.5024423,0.6871632,0.6356477,0.5221744,0.18691379,0D_hZTUBvx8
0.11055656,0.068150856,0.061496776,0.0063862763,0.046195015,0.038593754,0.5778836,0.17921378,Z4CC2h2iKII
0.10081484,0.07722619,0.1295795,0.00596978,0.18644916,0.11934228,0.29940104,0.23050421,TtoHw2zcu78
0.10064614,0.7079002,0.053294167,6.778911e-08,0.07730936,0.035021942,0.30880827,0.12973616,XMVV79x8m9c
0.13649583,0.86057675,0.14159815,0.30337667,0.20109518,0.1375454,0.38162425,0.50768656,pyo5CrQeV74
0.1157071,0.068150856,0.05524678,0.006559816,0.03919629,0.031789903,0.60176015,0.15943988,1CUFjKurmGU
0.103042066,0.06815089,0.05007646,0.006247444,0.036422037,0.028317602,0.6034757,0.15181437,GkcEyizqMt8
0.118648075,0.62881994,0.135317,0.119872786,0.33947548,0.17989841,0.40542617,0.31870893,De65ws7LFGY
0.057895247,0.119033635,0.036641464,0.011870144,0.027219197,0.024468878,0.46778283,0.13462766,pLAYsE2hskw
0.07832177,0.05915366,0.051381208,0.012494888,0.04564747,0.041373607,0.49752405,0.14096881,qQeG2zNr9sE
0.14445561,0.44341666,0.08757098,0.06332459,0.15850912,0.047625057,0.32026672,0.26475322,ke6uhdxHB1g
0.08060448,0.05915366,0.055781137,0.009371166,0.059701506,0.047558147,0.50281376,0.14791206,PhtT7vEN5fs
0.0607012,0.36320826,0.14369437,0.21186037,0.35795626,0.15811706,0.21116848,0.16839139,kPLLu-JDgVs
0.30786017,0.19765833,0.31112847,0.10763696,0.4822195,0.20680667,0.4887778,0.67394114,wPYCWcMjc7o
0.11786685,0.35332772,0.2668766,0.10031791,0.58523935,0.26985866,0.39032522,0.49870312,9AzePNUlBEM
0.044631623,0.17900959,0.019243408,0.0129808,0.02453102,0.012319912,0.18899538,0.072248794,ncPSHWJzNz0
0.08345461,0.363087,0.029172795,0.064523295,0.051139552,0.020976873,0.36843792,0.110071264,1sVkZLTBJik
0.08296807,0.6283245,0.095791064,0.14283726,0.27321056,0.13460413,0.27598944,0.15193373,1f1wrO9ok5g
0.043891817,0.4393077,0.037004214,0.087430015,0.11181041,0.042501904,0.36731148,0.30255866,gnHVFdKeTFk
0.098819874,0.7230984,0.1314692,0.21539254,0.38364598,0.13041343,0.24627347,0.24025941,cMJ-kbmDLY4
0.036458,0.62939006,0.044757817,0.14328592,0.16293208,0.091240965,0.2512954,0.28385735,zxu3wdiXRF0
0.14982869,0.64983803,0.31115928,0.45811868,0.79914695,0.45128632,0.3565003,0.37447318,PFZbY1ALflU
0.09486057,0.37739557,0.16626945,0.28683078,0.35805762,0.23133007,0.2761637,0.21561411,A4CjtcvoeEw
0.10996051,0.6506235,0.1707918,0.2459383,0.49134064,0.341563,0.30015513,0.3885666,5FtqpHUgt9c
0.15380941,0.8147743,0.41009298,0.38953075,0.8008965,0.57673204,0.41790187,0.29080474,Xwt-8WwiAIk
0.13931143,0.43674326,0.26281312,0.17173064,0.6467442,0.45327443,0.39974436,0.5985832,E5IVd4T3A1M
