PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.12872474,0.43601304,0.12336071,0.3490159,0.41559592,0.3891119,0.23122437,0.14610863,oBPsMn412ls
0.13873962,0.36678484,0.08472424,0.025005542,0.008086763,0.35262153,0.06518973,0.1657849,ADdsOpTxw1A
0.93690646,0.3589589,0.34758717,0.7699882,0.36985227,0.26076016,0.843008,0.13877241,kHHT5iUeV8g
0.08522218,0.3721512,0.063811585,0.011384231,0.094050296,0.26676288,0.06109917,0.10945387,UVsQPZTPDoI
0.18602559,0.37113303,0.109417155,0.11600884,0.086147286,0.43146133,0.08966282,0.12500502,mWRF3jPFNbg
0.052255075,0.3187438,0.03079643,0.036851373,0.14334977,0.0815283,0.046947185,0.07383552,9yuhg9S4olU
0.20563762,0.33515158,0.13664377,0.026035614,0.18923622,0.27690423,0.1969155,0.16483878,6r63VuXXheA
0.17554003,0.46535975,0.27674899,0.31389946,0.08947261,0.607239,0.15506537,0.16143472,0uLFakqctJQ
0.22716711,0.42323467,0.08222805,0.036336336,0.081492804,0.20042439,0.12507805,0.20010266,-hsbItBFoMo
0.111482434,0.48068413,0.0701798,0.06132676,0.2961675,0.11792586,0.11221129,0.18894655,l9TFKzYufPM
0.14668328,0.319871,0.11922636,0.05373499,0.10510525,0.36272,0.14152995,0.09074708,knIpyLmtot4
0.11004758,0.47141844,0.08325662,0.028267438,0.15241739,0.22213599,0.11655298,0.12996466,IdEipvtYbYE
0.0762108,0.49965823,0.0708221,0.094410956,0.36767924,0.20754836,0.105901375,0.09238854,ZLNb8aLK83k
0.24279806,0.3386918,0.124141425,0.022074303,0.111443594,0.21232574,0.11984697,0.34738988,sXiZ5I-SeB4
0.13818221,0.40094247,0.06760386,0.06252546,0.03618895,0.28760657,0.03845567,0.1360249,vL1r_MEsA5w
0.17361926,0.41517177,0.14863122,0.08050597,0.08017072,0.26802528,0.13330957,0.20063867,RjrA-slMoZ4
0.28104562,0.49728692,0.43115368,0.119228795,0.035928775,0.5434822,0.3255966,0.18935536,W9ItSgden1I
0.060455058,0.30311802,0.07838124,0.0253489,0.15587215,0.115188494,0.07778124,0.08776044,Cx3j9533lOo
0.116894566,0.24416302,0.103943236,0.17759849,0.056946144,0.11914085,0.082175225,0.12936088,HaRf6iE99zc
0.25777927,0.5704712,0.3908254,0.34388447,0.09069279,0.5696916,0.44225413,0.22501901,wNyW3Y-mpJs
0.1719808,0.67273664,0.13045393,0.02054715,0.014557621,0.39721444,0.13486896,0.22853911,Ui6a6j07NHg
0.4356731,0.60398835,0.28186134,0.018742332,0.028798515,0.48910242,0.4117574,0.4650916,HDQzPohVEj4
0.104943715,0.4391034,0.05376502,0.01631277,0.3779026,0.15405369,0.057129268,0.13922697,KyIITtPKJbY
0.15975116,0.56836754,0.10443002,0.026207292,0.046622206,0.40170184,0.12152127,0.19407429,1HlvEk_Aohw
0.11526793,0.39999685,0.12063918,0.018187003,0.05656615,0.5848137,0.09552797,0.1223115,kxYquUyQPc0
0.34270284,0.55332375,0.37433764,0.0056574075,0.03974139,0.709485,0.3432599,0.27222744,F7OpWUOoQlM
0.116984025,0.33864677,0.12086992,0.011870144,0.37776074,0.38699663,0.07806621,0.13302638,PwJM81n6NCg
0.123465575,0.4282636,0.22669013,0.2712817,0.07319031,0.3247507,0.13216448,0.1549891,SQxAIcZ7tU8
0.16677003,0.4158224,0.10101384,0.05413456,0.07656824,0.4785249,0.117552534,0.21165025,hDs60U0BqU8
0.27176696,0.6704556,0.1990486,0.086087525,0.013567998,0.35935506,0.21557482,0.37770188,oM3JWDyb0iw
0.15139583,0.42044303,0.059821434,0.008850546,0.023821976,0.34647313,0.064452976,0.17947787,4vM1jXBT6ZQ
0.18356372,0.47184286,0.12637581,0.05653196,0.0034593244,0.31769815,0.13922696,0.18758698,tMtJS275si8
0.43781248,0.3103198,0.27324042,0.27359754,0.29122862,0.23828278,0.3657042,0.28341064,BGVFh4i08eQ
0.09426209,0.2986946,0.060922142,0.016451603,0.05097041,0.13343841,0.074036166,0.09966108,IEbVsNMLHnE
0.18291047,0.26763743,0.21398407,0.355017,0.38265368,0.21812484,0.28409263,0.083145246,i2Db3grqCAQ
0.13194065,0.47558382,0.117054224,2.0336732e-07,0.010863106,0.22963087,0.1308645,0.15577056,mOk6s5BiKnc
0.06457702,0.39515463,0.038918316,0.045091953,0.5260069,0.13760558,0.040621016,0.102273814,AtTAK_P_9y8
0.09626217,0.3584234,0.18913996,0.010967735,0.09721464,0.18349196,0.113195986,0.11964675,wkFm_TAg85g
0.08638695,0.46690214,0.07971877,5.856979e-05,0.08809525,0.18826091,0.086323775,0.12942535,yQob_KVE7Ec
0.13343278,0.29580876,0.27792704,0.19042583,0.4523334,0.23260744,0.14872627,0.09717457,NbvGmDJ_2Js
0.2296856,0.49043196,0.2698102,0.026207292,0.047065854,0.5513954,0.14585131,0.26846144,xey5GOO_aRo
0.10941843,0.46843746,0.1162629,0.0801064,0.016896935,0.18062286,0.116178475,0.10857498,nFMgOrHXqY4
0.09382593,0.47637007,0.13820925,0.011731312,0.06717694,0.16575757,0.09323196,0.12803726,qn9hbvVsyGQ
0.12296966,0.5114932,0.08974734,0.0334178,0.15556456,0.19461325,0.08618889,0.16788791,OZJt7fnRDis
0.122280926,0.33581915,0.07989569,0.049898956,0.28605944,0.21876387,0.087463185,0.14122118,t_SsS2FOdYE
0.2659545,0.3731817,0.19280991,0.0054144515,0.28454593,0.22311372,0.29772773,0.31429645,Gx2H9AbxmZ0
0.20359631,0.37757397,0.13553207,0.32563272,0.5680319,0.43523875,0.22376443,0.17196867,8oCYrtxT_Rc
0.056791805,0.26947618,0.039028566,0.014438537,0.020223755,0.07411379,0.03917766,0.09479166,GyaoJBY_qSY
0.11965886,0.38279727,0.070936315,0.22990009,0.28290722,0.27815506,0.11472416,0.08134585,-n3YCI0mEdU
0.1506134,0.3763663,0.11082705,0.017006932,0.12192033,0.23908067,0.122375794,0.16582184,jPAHui26a8Q
0.30312765,0.48719501,0.26857895,0.008885254,0.004250301,0.37462097,0.18795559,0.35649413,cDk1FPoCfqI
0.23685478,0.42601252,0.12072685,0.020824814,0.0017242137,0.17696792,0.17437337,0.10480901,D_5OTepqSFc
0.1211255,0.339539,0.090067804,0.04680874,0.2642394,0.18394808,0.098994255,0.12780751,0rY3dK0nqZU
0.1011545,0.3462325,0.074816525,0.022773718,0.020283967,0.33984607,0.09094503,0.08586384,l6gSxUSCiv4
0.13167742,0.26208225,0.17681521,0.08850401,0.18121243,0.5450114,0.18362755,0.11391307,weXScFVbKno
0.4227124,0.45154765,0.2683293,0.2022951,0.019567182,0.50204504,0.29699704,0.26926962,L5sCyA_Spec
0.116837025,0.4418246,0.14295968,0.030327583,0.107370526,0.14566197,0.056670316,0.14864653,r1vJ-HoAmmM
0.11613978,0.34621018,0.11261353,0.038053125,0.27501705,0.17165765,0.12219321,0.13551351,TDDFLxZ_xDA
0.21698762,0.41294143,0.1367692,0.02792408,0.011779628,0.27195427,0.18261954,0.22666092,rr-ctBkVbrk
0.08861751,0.42091745,0.07776003,0.040971663,0.19721931,0.14140363,0.09689725,0.09395814,I7MoH3n6Bu4
0.2663191,0.37302685,0.1331102,0.018048171,0.2807244,0.17813149,0.18928087,0.28728262,0KrdRZVr-q4
0.2868838,0.6364677,0.19599064,0.07571117,0.018368237,0.5643499,0.18927772,0.25307605,HiibWQ8Alps
0.11431198,0.3615163,0.11953305,0.037023053,0.019637635,0.21846835,0.14106126,0.1263296,AC3CxjarUa8
0.08058056,0.39113483,0.06642928,0.016035106,0.06372497,0.119349465,0.04862763,0.11713035,hUnMKvtnFyo
0.3540933,0.41734055,0.19188389,0.050242316,0.07774759,0.49344307,0.36928025,0.46614522,Dl39Sye3C8U
0.10970886,0.46643633,0.09113103,0.092262976,0.012323531,0.14758924,0.09339143,0.14821666,VbKHm96CvG0
0.61701864,0.38997295,0.39036214,0.5810591,0.29419678,0.8908898,0.5277608,0.20082375,FGJ9RGxSe98
0.3134725,0.26110265,0.46891257,0.04406188,0.03051503,0.2571778,0.26624802,0.21543872,r7_7-J33HMo
0.11371515,0.28543052,0.09850375,0.007149853,0.10921459,0.2793018,0.073109254,0.12212696,zuSThVmVSV0
0.083755754,0.45037898,0.14723761,0.29021257,0.19356392,0.24946393,0.1235745,0.06523945,pIQgy8I19Ds
0.24089167,0.41962695,0.20818229,0.010134743,0.07675192,0.4216556,0.13603191,0.20939408,ahc9vzdJ-QA
0.06770634,0.36082423,0.070701115,0.015826859,0.09110937,0.24623062,0.02886663,0.15040915,m4UgN3-7_ps
0.43100426,0.3455241,0.3805406,0.16965903,0.11321898,0.7201793,0.39975664,0.35255542,Hbz8Rv77u2E
0.06378994,0.23330033,0.051511876,0.012564304,0.29107866,0.08460491,0.03851089,0.07919893,wgI1pbMJM1M
0.09941755,0.23934345,0.0781498,0.086087525,0.13005814,0.1318331,0.0769244,0.09078851,jTg2-eIQQAY
0.5089909,0.4439931,0.42262268,0.032902762,0.024586186,0.53202057,0.41532144,0.39147142,ppTdyjr_ZMk
0.16034472,0.5138723,0.13875385,0.05773066,0.0046756202,0.71224993,0.12732688,0.15052451,zlvhtHcCLsE
0.16078746,0.33291674,0.11040958,0.026722329,0.16875193,0.30278793,0.090338245,0.16690978,PTUBcnz3zrs
0.14404948,0.4285267,0.09959813,0.0100653265,0.18656738,0.12494325,0.10686213,0.21060576,8-8Swk7Sxi4
0.19505277,0.52071726,0.1372254,0.031185975,0.0493508,0.27494094,0.14748241,0.18583588,_ldy75aoWt8
0.13586903,0.37836084,0.14681712,0.040284947,0.007407306,0.24245983,0.13051912,0.1229214,N5g9OqvV2-Q
0.26236704,0.37119904,0.28012285,0.008225801,0.067697555,0.6753856,0.23543549,0.20116751,ikKgre-7__8
0.31798312,0.3888088,0.5789327,0.00999591,0.0210046,0.5630283,0.2985539,0.33031353,3xuzX56N5aQ
0.069968775,0.5027381,0.10513264,0.01596569,0.1866381,0.12025819,0.08395971,0.1619927,76QU4hYWvUY
0.31024224,0.5246308,0.4853619,0.13879937,0.005979102,0.3773964,0.27734134,0.3252378,OkLaz3U0v-w
0.15912151,0.29799497,0.092922665,0.025863936,0.051871948,0.18251276,0.07023758,0.124628715,j-9jnmwacN8
0.0831907,0.3732712,0.066194974,1.8303059e-06,0.0044561345,0.41896892,0.05866683,0.11307986,rDQWMCL5Zi0
0.11063352,0.50337696,0.19431047,0.29070088,0.18332094,0.4129793,0.16281265,0.11042442,nWP-N_JH498
0.33469826,0.3754307,0.24926138,0.0358213,0.27355054,0.25827852,0.31332058,0.31139863,Y-IORP1VCAY
0.040047273,0.32068592,0.06206701,0.0741129,0.23362294,0.05724486,0.09774105,0.0423165,7nr4Gv6rSgk
0.28600702,0.52077514,0.18371382,0.13296685,0.00047951168,0.63231754,0.29992175,0.17904334,YasiHTeJvoM
0.16568387,0.54836434,0.12079352,0.05653196,0.0016774612,0.14108333,0.16006628,0.18284173,SSCFtZmouqI
0.096060425,0.5113262,0.06322788,0.07571117,0.1393128,0.13408194,0.12959139,0.10866848,VYjHTqBHhB0
0.22215633,0.38957945,0.1561803,0.0121478075,0.021935822,0.6314212,0.15750171,0.17081961,S9YhG8uPEMQ
0.15072778,0.3487883,0.119233154,0.0057962397,6.254938e-05,0.14888917,0.117094934,0.1580075,Fcuj8gRd9w0
0.30959812,0.42709672,0.16169761,0.019019997,0.047624934,0.2617,0.13698806,0.4347613,lUVTQRkoo9A
0.14174163,0.39770404,0.07908104,0.01631277,0.09356168,0.24305518,0.08492558,0.12575462,98tstGJ3Vyo
0.091751724,0.37344578,0.29024073,0.13969667,0.042231143,0.26008326,0.17615327,0.12600666,pEreoxCwC6c
0.27907845,0.34174716,0.21050029,0.08850401,0.067125365,0.38336378,0.22538443,0.22814162,kWguqBkOVNU
0.23609246,0.32602966,0.13231078,0.082104236,0.13898769,0.24853842,0.15864602,0.23673221,EB0j1JvMM0I
0.18615669,0.3980557,0.21503395,0.0013536129,0.18250746,0.2717407,0.19044599,0.16285929,VadREJtzMmw
0.19538616,0.29692435,0.13971196,0.018187003,0.010902488,0.2120927,0.15753278,0.16555896,KV4yzWw_2aM
0.876051,0.4630659,0.44663173,0.7740273,0.13877784,0.50278044,0.82515234,0.40528584,WvnNpa9OfCQ
0.12595329,0.46004644,0.11620051,0.038911518,0.055309672,0.43301344,0.1541031,0.11734273,nfYscgHX29E
0.059481703,0.44390556,0.07704254,0.07011723,0.029201282,0.1296403,0.09340852,0.06994823,-y7AeMxnBLg
0.07379925,0.5103434,0.094455004,0.0072192685,0.47892463,0.1238552,0.06336467,0.11890491,Ze96cw-sM0o
0.08270175,0.34599185,0.058655668,0.056931525,0.56761855,0.13581757,0.06840607,0.092964366,Q1L8IFbYbek
0.18920125,0.3952829,0.13659391,0.103539884,0.040388662,0.17345995,0.11838924,0.27887356,x2p7MsZBbWI
0.044953283,0.37316048,0.03748384,0.15626417,0.03075048,0.08857472,0.058561884,0.06387943,lLhN0w3auuE
0.32276013,0.53625584,0.14374092,0.064523295,0.06642031,0.4770562,0.25072905,0.34186372,bhJvRvS5AhI
0.13352303,0.36641413,0.08183014,0.064523295,0.09662574,0.14428145,0.13773125,0.14415668,MaGM1jMo4GU
0.17600526,0.38661203,0.13686462,0.014577369,0.031851057,0.17398591,0.1210174,0.16256514,1pDNDf43V5M
0.17760289,0.37256908,0.13732523,0.00930175,0.081500836,0.18270077,0.13129658,0.2286796,B2YtqfDNnw8
0.14301299,0.2829812,0.10847379,0.026722329,0.019646876,0.17021886,0.11302078,0.13091233,ZqtKwxE47XU
0.22723326,0.54605055,0.21320736,0.13386416,0.0030905684,0.20844936,0.3341925,0.16782573,Wlj61MkW4Q8
0.10399527,0.35861993,0.056359958,0.12760067,0.19443028,0.2610911,0.053147215,0.11071176,BkfP_BdyI9I
0.11800385,0.21245445,0.12904027,0.01665985,0.15189262,0.2706914,0.11603606,0.07203473,u0sd2WYC69g
0.1038119,0.4375513,0.17736311,0.10031791,0.15571406,0.3731955,0.12393278,0.07037032,QYJEKq1pKhA
0.2500308,0.45955,0.16708033,0.0825038,0.18512394,0.297407,0.34414107,0.14261277,2wyCVkj1LTY
0.104594655,0.36929125,0.0736974,0.0136749605,0.0068662786,0.1559453,0.08443385,0.110600784,IEOsoUiT_30
0.30718055,0.59525216,0.14790565,0.13146462,0.2653157,0.5312819,0.29063776,0.35140762,Uf3xMlPWfvA
0.1676988,0.4149887,0.25400522,0.21036349,0.004425689,0.5943724,0.1456939,0.1340008,rK7lnOz2clI
0.2680375,0.60331553,0.19006084,0.0069068964,0.09304826,0.2644113,0.13157971,0.25098088,oIPp1LyWtCg
0.06049066,0.3337418,0.020187257,0.00614332,0.130792,0.2451009,0.03200257,0.06540471,kpyQw7ZLzJg
0.37459978,0.573473,0.22101158,0.010620655,0.009257954,0.3185638,0.4530199,0.34498218,YqUJbKCxLiA
0.12807098,0.36434326,0.12598242,0.00087203906,0.014745779,0.14590482,0.12806511,0.13800678,RhJ7_dcwDpM
0.22410837,0.35566822,0.11074655,0.31540272,0.70113117,0.6375382,0.33174813,0.15464525,yfLp2592EwU
0.070220485,0.3181797,0.039294306,0.024662184,0.006334279,0.23259895,0.044892605,0.084182255,Zi0Wymc5o3U
0.24330728,0.29966688,0.15960759,0.5933793,0.05090944,0.23770179,0.20463447,0.1813167,yHvqlNgKiRA
0.08777526,0.49507734,0.08649992,0.0358213,0.21219328,0.19336432,0.11055997,0.09850067,WbvluNl4ahY
0.071541525,0.34878564,0.117309995,0.006282152,0.0052974466,0.3075856,0.065333985,0.12041452,V5xRYHf_LeI
0.17367265,0.48569894,0.16069219,0.11343288,0.040049177,0.1749631,0.29664826,0.1605741,oWGDZVlNPUg
0.2291673,0.5453351,0.1655601,0.050585672,0.028496934,0.3266614,0.20249191,0.44118798,IasR8HFrd7E
0.091705605,0.4228697,0.107751556,0.06851897,0.19705524,0.20962025,0.0692276,0.14060478,_IeZoYp81V8
0.40811837,0.5670007,0.13161239,0.004546751,0.030340277,0.25481793,0.21900511,0.5588956,Fjdwb_nF7Gs
0.1554427,0.42881766,0.10563247,0.0027592878,0.17789741,0.34009436,0.099189356,0.19132406,nZ6qRXFDRsg
0.17800254,0.48351356,0.20558935,0.0056574075,0.01713497,0.2636921,0.24759033,0.2048141,YoOcfElUHcU
0.19042487,0.51729995,0.12105218,0.05773066,0.046865474,0.18154623,0.20247509,0.19479606,qUnRTbW9YZg
0.18806265,0.5099701,0.15534642,0.0051020794,0.024024151,0.38514417,0.18132064,0.24753852,ee6FBWD0QI8
0.17645285,0.6762882,0.12113758,0.0037831746,0.093968555,0.26955023,0.12646684,0.25787452,-hhEIPqNx6Y
0.062618844,0.4041289,0.053537644,0.018187003,0.14192615,0.098770514,0.06648756,0.08820702,nGtNfvnq0W0
0.14361128,0.41833183,0.08582803,0.045778666,0.00572067,0.18215063,0.11027742,0.16035809,ixNNVSoggHo
0.086330034,0.5313351,0.054605037,0.017909339,0.34161678,0.17439805,0.068612404,0.110165566,sqQfrNBdhA0
0.08459395,0.5648176,0.070510775,0.0027766419,0.19261761,0.13044049,0.13093552,0.123120226,6wxwWYjW2pM
0.1319158,0.40686247,0.07401095,0.049212243,0.25803766,0.15855195,0.11813581,0.1874639,8LJQY_sjgd8
0.6276228,0.21319431,0.25122175,0.28683078,0.13898769,0.15600972,0.40614012,0.3211271,mWLHtxzFNaY
0.2847763,0.35564056,0.24785163,0.0112454,0.012178662,0.25136414,0.29922095,0.22008763,qfcONVW7XK4
0.31477442,0.52149343,0.39891618,0.105704986,0.10158677,0.5362863,0.2946775,0.380825,kVQm81w0JbU
0.31592304,0.58312666,0.29152963,0.029469188,0.12624295,0.45998862,0.22426255,0.47891906,AZCTcYejROM
0.25257513,0.5680621,0.27491716,0.13146462,0.083945595,0.3029029,0.22807615,0.35521418,jumD_lldVgg
0.18109156,0.38022184,0.17370214,1.40323455e-05,0.112214886,0.19440448,0.19919194,0.15641142,2vNNPC5cra8
0.1266328,0.5798215,0.15801859,0.027752401,0.15473078,0.23486575,0.13548374,0.1518728,x-7fn7fzzEc
0.19503962,0.35629618,0.12595594,0.19789414,0.07530708,0.19806844,0.17561156,0.17588732,z5fAeWswJos
0.16824909,0.5209075,0.15047224,0.022351967,0.09922651,0.45718223,0.2587942,0.15569568,gNVQQj-WsLk
0.31121272,0.33320388,0.1763882,2.6437751e-06,0.07577446,0.2617755,0.23211461,0.2623195,qg-vDtvfuQ8
0.12257923,0.34913048,0.12927912,0.05613239,0.0065828715,0.23921406,0.12492109,0.13334186,M7ZR9fhR6c8
0.06590987,0.26530668,0.042210028,0.06012806,0.14840068,0.0777773,0.047926433,0.10335939,OfvmFN0OG3k
0.06591208,0.53948444,0.07565544,0.03187269,0.5453132,0.32221422,0.13526307,0.094539165,HuyRmThGrSw
0.15935199,0.5245927,0.14897129,0.0019436493,0.0030725277,0.20419626,0.15278405,0.1754778,eGkhEB-Vr6E
0.19458197,0.41342026,0.14167465,0.44805592,0.15118271,0.23936726,0.43116096,0.12534681,CvIwV__Agj4
0.14209978,0.434133,0.12227302,0.016937515,0.043260638,0.36794025,0.18265703,0.11908271,IjChDt_PR7A
0.30656534,0.41978213,0.18812875,0.0012147808,0.008625516,0.47163275,0.21175659,0.31292027,1QSGLsf4l8w
0.118730426,0.42230493,0.09093731,0.010273575,0.04138801,0.36113113,0.091167726,0.13425107,HvcySuWhpZM
0.30899584,0.46780455,0.3944345,0.0034534482,0.02848679,0.58722055,0.26690036,0.1871256,FExYuKDW1eg
0.31200832,0.51502776,0.3052013,0.029640866,0.012742551,0.40210703,0.2869608,0.25922385,SFpTM0pWJDs
0.021989664,0.21783578,0.013489707,0.013119632,0.14188357,0.044085547,0.009677419,0.055941578,N4PPGuW7czQ
0.11311948,0.31725124,0.09852846,0.007705181,0.017027158,0.1965586,0.07148187,0.14464512,7kZiHZMYKBA
0.30924916,0.531251,0.37350014,0.30788645,0.0322633,0.6230999,0.27388734,0.32168117,7aL29kMKngo
0.08845568,0.44910327,0.05736761,0.007982845,0.0064023063,0.12578583,0.049632676,0.17940009,jVb525HPUL4
0.24906737,0.54697084,0.18604141,0.02792408,0.0042680083,0.2646451,0.25214124,0.19327706,dFCmL1Bi5vI
0.14251582,0.44945738,0.09204267,6.0332304e-06,0.017119879,0.2177291,0.11752498,0.16839598,xXKmUbCMfwg
0.16347523,0.31783363,0.14221323,0.0186035,0.15642275,0.17266075,0.16769703,0.17613697,bXmgTQgajKQ
0.43345192,0.3293662,0.23659396,0.049212243,0.15123288,0.3487216,0.39159802,0.30832738,Nkv9mOSLRJU
0.17747355,0.35139084,0.14181575,0.0334178,0.073004544,0.24323614,0.18466619,0.16214052,59F0SQXOkzY
0.3718425,0.5019018,0.2569958,0.011592479,0.004236286,0.34684244,0.33441976,0.48106503,VF6MrY4vA3Q
0.20136474,0.4860127,0.1610566,0.05133759,0.19131398,0.49790394,0.12552594,0.15837744,Jnnmb5oiQNU
0.29719177,0.34837854,0.1909266,0.012703137,0.16268295,0.2860262,0.25480524,0.29612157,XCMIMzs_i2M
0.15111057,0.44214264,0.10732846,0.030327583,0.17607793,0.2529725,0.07509649,0.17000298,7RdZC093vII
0.10636396,0.2417744,0.23508014,0.0013275818,0.09471503,0.1150647,0.12382389,0.105497286,dVEaKKPDANg
0.18586393,0.46040756,0.21188799,0.010342991,0.08865371,0.30288666,0.24081345,0.1530897,vIEW_Wfs9Tg
0.08002846,0.3684565,0.06993029,0.00018221712,0.0061383657,0.17864008,0.05971717,0.11728374,qQD4qhPMadI
0.12405031,0.39548665,0.21953048,0.0334178,0.04416501,0.26543197,0.1959562,0.083808,cY-XGEHAVOw
0.22792344,0.30167297,0.16232301,0.7212062,0.27444232,0.22100522,0.20976451,0.1719361,LM91nSONWZU
0.27445155,0.35961,0.30706966,0.027065687,0.20179549,0.24660535,0.2262978,0.24682483,bo9tbL6dSjY
0.27063656,0.50581783,0.14481027,0.015410362,0.14188007,0.2858304,0.17168993,0.41994715,qVzkcMJYBFU
0.15237334,0.52022123,0.27877104,0.009440582,0.0039362935,0.4838777,0.19677077,0.13772798,SPvQi_nYIBs
0.12294378,0.3655894,0.12218422,0.0019783573,0.0124834385,0.15986955,0.09782746,0.13346246,cxmj-yF2PtM
0.12225439,0.5038266,0.24723257,0.19789414,0.005213076,0.25688994,0.16048475,0.11463437,LVSeVl7CGy4
0.09437314,0.26901528,0.1284026,0.00024946392,0.003654406,0.14513141,0.10279661,0.087006636,ObPOmlbBfDY
0.12089522,0.34838775,0.11641989,0.012564304,0.014271896,0.2316835,0.11563759,0.12712729,JPM6E0S9kW0
0.12127176,0.48628587,0.096647166,0.012564304,0.19689421,0.26328233,0.115616634,0.14092949,9q8SctUnU1g
0.53889555,0.58268195,0.48415932,0.015479778,0.0336852,0.6276852,0.6505709,0.2558978,7ZS4o0OFhBM
0.10627156,0.37958276,0.07631058,0.25219622,0.0049698823,0.30715132,0.07768893,0.12581927,d5jM1h3mxZ8
0.15745965,0.47526497,0.18355443,0.05773066,0.1270229,0.43086436,0.13411951,0.16923223,6rCxdr7ZCVs
0.08128363,0.4101333,0.08560762,0.1256687,0.06577274,0.12172328,0.09105462,0.12169903,cY9ZC3MEzAI
0.17155041,0.34079152,0.13516879,0.0026898717,0.005257552,0.24213377,0.11480657,0.22677054,EFoO-Z1ye9o
0.17836387,0.27774337,0.12047558,0.016173938,0.11478612,0.17585725,0.13973597,0.17262563,HcbZQcLR97s
0.11443755,0.33842424,0.108120725,0.0005097741,0.020074155,0.21473484,0.111854926,0.12264715,4WaOfTkOh3U
0.072642356,0.40387386,0.0586577,0.0038699445,0.13142224,0.08400398,0.09693561,0.0901861,K8Pk8WHBq3E
0.2267765,0.29422504,0.15396062,0.032559406,0.1469867,0.26401383,0.16620944,0.1794992,3AOdfAdvDWQ
0.16811983,0.579107,0.07897473,0.010967735,0.14979629,0.43933278,0.08138516,0.20493014,KdJItE9T1zA
0.20294479,0.32387206,0.116052955,0.0060391957,0.11401412,0.47755474,0.13072923,0.19244371,GXzB8u0hdNI
0.19866763,0.37661523,0.13936225,0.005900364,0.16354863,0.38314775,0.14017226,0.17848402,edMCfFUzA-8
0.08092048,0.5083934,0.108004056,0.0053797434,0.04274497,0.16691567,0.08699796,0.12842375,MycFDGbYOpY
0.2586855,0.36913463,0.18694016,0.13610743,0.0015716722,0.3206381,0.22006053,0.20628653,wYSfXLgNBF8
0.16822125,0.45567894,0.41854534,0.013536129,0.16246001,0.5972245,0.21565004,0.14674652,oamq9Z-dtH4
0.15597622,0.33325022,0.1682923,0.00053797435,0.003809536,0.19168724,0.17445867,0.14640222,lo1dhDHUSqo
0.11153918,0.4756572,0.051355354,3.0505098e-06,0.04761909,0.12850977,0.07221762,0.14579318,UMZEvjdh9U4
0.16291384,0.47568977,0.09062011,0.12631269,0.15234789,0.32070616,0.10965351,0.14543344,xxv2YaS2SnU
0.24145071,0.3442322,0.1375308,5.5858225e-05,0.013256851,0.5066738,0.14578845,0.19430982,I76U9m0EtUY
0.16311273,0.5017235,0.11634127,7.59238e-06,0.114047274,0.20748404,0.12619306,0.19040786,UbOBJPNiYNQ
0.08491541,0.5060483,0.0928479,0.018048171,0.024697792,0.16034421,0.08789523,0.13643043,FrVCjWI_7g4
0.3347797,0.53083265,0.2058445,0.04131502,0.14031814,0.34342828,0.2619372,0.47171396,rD_EwtNpu3M
0.21449861,0.44654915,0.1358382,1.6472753e-05,0.22557072,0.2578061,0.20878682,0.18504767,XxKha-oN_u8
0.548519,0.5740188,0.39082715,0.04165838,0.0110558905,0.7720943,0.45627275,0.44965753,7wDTTaQM_SY
0.37890387,0.4068989,0.22190253,0.010204159,0.057309814,0.5833242,0.29955134,0.28984478,5CFDCTo0bLI
0.048666626,0.36475065,0.04766978,0.14463188,0.008053677,0.2513504,0.038912598,0.08432445,wZL95v-f4AQ
0.1091021,0.51151127,0.13180438,0.03221605,0.033826273,0.49791685,0.1257452,0.13609385,TsOeaa6x4J0
0.03323389,0.42760366,0.052951112,0.0051367874,0.1774315,0.05580068,0.061372466,0.07752565,eIilwLhc0C0
0.080098875,0.57128966,0.053383324,6.778911e-08,0.040230118,0.17097235,0.078897335,0.09792039,OQu8X8yeEjs
0.15880443,0.2985445,0.10540284,0.008746422,0.02917482,0.15112685,0.122126475,0.15656765,_zBGAheeM5Q
0.24505386,0.52009386,0.15184848,1.3557822e-07,0.013620698,0.26408303,0.21959282,0.23167002,OCcaJm9Ngug
0.101327814,0.34362334,0.06589319,0.018464668,0.049206972,0.11211747,0.077495,0.11997607,gEyixeVw37Y
0.31082943,0.31952742,0.24286935,0.043031808,0.04455807,0.25822523,0.33201596,0.21105076,2x__kXHy0xA
0.6253557,0.42351887,0.8422688,0.0121478075,0.0039994284,0.51841253,0.6639393,0.4564835,bfNqgal5juA
0.23734441,0.3062084,0.28529987,0.21627559,0.16805671,0.36121327,0.21884687,0.14549431,K5K8RhuTdk0
0.32836854,0.37016174,0.5726406,0.19141254,0.23769142,0.29861203,0.4844295,0.2872368,jE10-Jm92Hk
0.15871508,0.41337776,0.25113517,0.011800728,0.0012801121,0.388057,0.14947776,0.1349085,Z4adfaLxOVk
0.17717941,0.45137906,0.119009,1.0846258e-06,0.006632941,0.19991377,0.12234793,0.13595398,sntzhxg6okQ
0.18252565,0.35491338,0.1537337,0.04268845,0.00551408,0.22592261,0.2059519,0.1816977,OsWuAcamIlU
