PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,video_id
0.13961263,0.014369122,0.20016414,0.3568346,0.16950992,0.15461017,0.17398097,0.17539114,mqI7M2YBI58
0.119701095,5.423129e-07,0.10515499,0.32875243,0.30871266,0.116064444,0.12671627,0.26542923,ESlV_ImFN5k
0.080809414,0.0013883209,0.08908781,0.39495578,0.100935966,0.03939406,0.05964025,0.23151264,MkaZQ6ckV2A
0.122203425,0.0020217423,0.113938086,0.5087742,0.1550449,0.031096885,0.07582498,0.39900428,kr2kODZU4C8
0.07136249,0.0008156385,0.028357372,0.36147588,0.048543353,0.003544807,0.029924998,0.10885726,E6KVTPFp438
0.25077778,0.011106567,0.2934849,0.37696895,0.31059736,0.033991497,0.16731906,0.6503205,WuEaSfCfRj0
0.031975236,0.0018395252,0.043202534,0.26899126,0.020819955,0.08171247,0.02616138,0.070096314,k7CJuv2drBk
0.064360775,0.008885254,0.04247507,0.36438048,0.052018378,0.2215955,0.043144114,0.16750842,8NpAF5pMPnc
0.059756737,0.06612156,0.060926586,0.2935316,0.06726523,0.11452707,0.11062308,0.18392844,EpKxkbtYv8Y
0.05236828,0.015479778,0.029647276,0.24032426,0.027770016,0.26927814,0.022632763,0.12481882,Kwn0QNjf5II
0.06008959,0.003054306,0.052336194,0.40635,0.040750984,0.038655408,0.052219834,0.11706371,EOtvszYZ6Oo
0.048017766,0.019297661,0.08727418,0.19336508,0.057568505,0.07233888,0.055805333,0.19426791,8O5RLrm7L6Q
0.08873372,0.008225801,0.04976209,0.2854929,0.06594994,0.09441387,0.039727807,0.119226106,wDxq60R2vO4
0.15887018,0.0043905647,0.24213052,0.35762876,0.20914738,0.14917296,0.14084561,0.55955356,46Sonanf9IE
0.07435719,0.014993866,0.067373514,0.21017514,0.08199996,0.07994116,0.058877226,0.24642749,lAYZtSm0Mr4
0.044172037,0.012911384,0.026965998,0.4103141,0.031933133,0.024255952,0.030059064,0.20098677,wihskpKWHbA
0.121147364,0.016590435,0.18351342,0.30877128,0.15593843,0.090534456,0.11524876,0.47450146,CAw_lbZ1-1w
0.08326115,0.0001475091,0.036948197,0.25571406,0.06495629,0.033478685,0.020530937,0.16589528,th9E9n_QhBo
0.1198039,0.0024989776,0.24428932,0.2856285,0.14051266,0.008691674,0.08662007,0.48043153,FlgSOb7kmzs
0.079938166,0.026035614,0.10560295,0.29192016,0.09866751,0.005286283,0.082176045,0.40107632,eihhg4QRJvU
0.08095235,0.0041996706,0.04943697,0.2987619,0.060068987,0.025586119,0.042246718,0.27087086,H7Y4pMPhS_k
0.04840376,0.007496933,0.06859218,0.2554674,0.03237779,0.077064335,0.036527596,0.06991121,wXwdlMinNpA
0.030195141,0.019019997,0.023093563,0.17139882,0.020350227,0.016521873,0.0204363,0.06372579,CLBE02EfHIY
0.063209966,0.01193956,0.17150967,0.3436617,0.08770215,0.16458079,0.10412915,0.47438994,dlrTqiqK9UU
0.10602984,0.00025597165,0.05103877,0.33703095,0.12992102,0.014535005,0.04244452,0.26426908,zDgRymfKbew
0.09062335,0.0070804367,0.075450234,0.27551538,0.07826887,0.1787149,0.07128742,0.13364321,XaysVKpKQ5A
0.087023914,0.0072539765,0.05073108,0.35530195,0.05842402,0.010095754,0.037869427,0.3755685,w8N4sjzesRA
0.14840637,0.0016226,0.31195953,0.58600664,0.16729249,0.04471165,0.2718998,0.50157356,2bZphEPb1o8
0.06833343,0.0023080835,0.18160403,0.32967615,0.06576406,0.027830696,0.057786252,0.28094345,oUF6SN2Wtqk
0.056514956,6.778911e-08,0.07025121,0.3309638,0.11270698,0.03469322,0.15212269,0.24444425,N5oDX6bqDn0
0.110301584,3.1996457e-05,0.07334414,0.40486315,0.10153228,0.0033620393,0.050293412,0.31771737,npMDk1ITqVs
0.07855564,0.0090240855,0.033098318,0.2874652,0.05387742,0.2012927,0.028839627,0.2107901,0QLsBAI0gMY
0.047687195,0.014507953,0.08557247,0.21564984,0.05903602,0.15159592,0.06430591,0.21320267,norC0kHsYsw
0.0618723,0.023288755,0.23875487,0.34732625,0.08638217,0.025280247,0.10507687,0.3367015,sKifhRbhzZc
0.022483395,0.007774597,0.03440365,0.150227,0.03579081,0.07433726,0.037402797,0.097050644,ExNkQ_bu10Q
0.063088454,0.010273575,0.059414145,0.21166454,0.072065845,0.16763327,0.052388065,0.22726879,S3L1uSRmoFA
0.094236985,0.0136749605,0.045345295,0.34627634,0.08347511,0.20032893,0.05575275,0.2718066,_dKy6u_WwME
0.04718859,0.012564304,0.055676036,0.21148343,0.058159832,0.08869818,0.060249656,0.17625569,KMdYSx9OahM
0.06695351,0.016382186,0.17292498,0.19188832,0.14703856,0.17396061,0.17625648,0.42238325,mfkO-NSP0Fg
0.07995636,0.025692256,0.097156584,0.30745333,0.086898796,0.022899665,0.041467372,0.13213286,-hKG1hefkNI
0.053841654,0.012911384,0.046808135,0.2227092,0.04815674,0.078042865,0.0473121,0.18550201,igrzcPPWdm4
0.019057684,0.0100653265,0.010538654,0.23821339,0.0125371665,0.18550971,0.013010227,0.08721877,pg44NikjKeM
0.18571329,0.047495455,0.30429888,0.3574594,0.26759416,0.19123667,0.22528918,0.26663595,KF3e0sZ7l54
0.037489686,0.03616466,0.227147,0.24356744,0.045153446,0.3094651,0.08923931,0.15298074,cUtAQd767zQ
0.06255612,0.014993866,0.040627595,0.3335749,0.027881015,0.15164335,0.021405416,0.07594368,XUsRwhvUrm8
0.2075682,0.057331093,0.20044836,0.56675553,0.16415712,0.0085261995,0.17013584,0.32572797,xrKOVceWsmg
0.19830976,0.051737156,0.181821,0.47555685,0.22065316,0.011467873,0.18682703,0.23444255,Jbf1Ka_xtMA
0.041321013,0.028782474,0.040521257,0.35577852,0.038003385,0.1652546,0.059099235,0.1548658,Bao6KgfeMwM
0.10254253,0.011592479,0.042526122,0.37256572,0.06749579,0.011778445,0.036290463,0.16366838,N2hZMyynlCk
0.29496336,0.014646785,0.114009716,0.4676839,0.18620922,0.070916094,0.16687402,0.17368776,grgERVcUNNU
0.05583055,0.011731312,0.0589125,0.28986338,0.066637695,0.20705706,0.0652962,0.26556584,afpsZ2LUT1w
0.16454837,0.011870144,0.049552977,0.4323695,0.12339897,0.029455824,0.079058945,0.23786934,VDbXPew9E88
0.06404865,0.0186035,0.054683328,0.25218287,0.053212766,0.15454477,0.05846572,0.11879173,ATxpcfGipr8
0.2145607,0.01665985,0.11150224,0.45367333,0.15040205,0.011020705,0.08201656,0.22087574,VSyVlvXGNLI
0.05388568,0.004581459,0.024294585,0.30590403,0.036011424,0.07305614,0.029936524,0.06439052,3xhqxnJd5wY
0.068799846,0.03427619,0.06322248,0.20200999,0.090503655,0.08530586,0.05707795,0.13577579,8xjM2rUKOkw
0.020199634,0.0060391957,0.01741173,0.1270616,0.022383472,0.20704938,0.0191329,0.040643837,Wp70jC0fO7w
0.0785705,0.018048171,0.04488887,0.3733434,0.048702065,0.047634326,0.044609696,0.11848587,6_TiTEk9ys0
0.18843383,0.08796701,0.12197324,0.5020249,0.15135086,0.11836306,0.18263131,0.25556943,WNg-dd7dvzg
0.14592823,0.021380141,0.15358754,0.41014576,0.18413751,0.07558781,0.27011624,0.49766222,819JpfpFedU
0.102551214,0.15246986,0.15944122,0.47750568,0.10576675,0.06909191,0.18911812,0.27711198,DkbyvHGYXFE
0.19325408,0.0011540417,0.2351134,0.39266026,0.23092759,0.10354685,0.1745581,0.41720694,8FD1ym9PINo
0.37393284,0.060527626,0.11445719,0.48815998,0.13844831,0.11402466,0.07195913,0.13719286,Z8hbbQBS5HE
0.21096438,0.007462225,0.18040945,0.33674508,0.1497506,0.00043902127,0.12031049,0.26604632,UQb_Czvc1io
0.109036855,0.021796638,0.055467512,0.3818439,0.046142645,0.07562244,0.062399156,0.074962705,wIxg9KYZk3k
0.44925708,0.011175984,0.17057139,0.52204204,0.262897,0.00046364084,0.14847305,0.3263507,h5nqIBtjhAo
0.040361304,0.008017553,0.089098126,0.38706997,0.024781298,0.044223644,0.036899522,0.13523683,IJm11nOvgbc
0.05099713,0.0334178,0.05124952,0.3040972,0.085593246,0.053446803,0.07073559,0.21468675,hHC9pOwHFd4
0.19911121,0.0002993567,0.17329232,0.4693846,0.16700886,0.015486549,0.117293574,0.3469649,f6yNhxPv8rc
0.1666618,0.016243355,0.15398699,0.5343347,0.1332756,0.0019248987,0.09472282,0.22426426,Wn0Hx88oSxM
0.20894751,0.017631676,0.17177983,0.5634042,0.17022158,0.0054513337,0.122841924,0.2776332,lqSQdSycy-s
0.49399814,0.007635765,0.21265261,0.76260704,0.32504717,0.13287838,0.16362529,0.3984331,WpSJVpeYIjc
0.016733697,0.0003666035,0.01674131,0.24092458,0.014777302,0.024093691,0.020952465,0.041899294,hLTqD1P2GJo
0.13765477,0.03049926,0.12222628,0.4590172,0.09982908,0.16533145,0.09389556,0.21450457,8LOR8WlwipE
0.055370644,0.016798683,0.01960509,0.22498858,0.026488667,0.12701648,0.02838223,0.058921672,LQ-UoP4v94E
0.2840438,0.0047897073,0.24015634,0.5385365,0.24063641,0.12780972,0.1756557,0.40366942,lvnCuy7OKbI
0.32487044,0.09387396,0.119211175,0.22618583,0.14601924,0.19187106,0.088275425,0.23791477,xN_96qFkm9w
0.20587838,0.0016052461,0.13324644,0.41371903,0.10845666,0.035896204,0.07865704,0.23950739,GOaljACbuoo
0.1442974,0.032902762,0.1175189,0.43937027,0.12031515,0.100780174,0.11009322,0.47401777,e-pIHAeepSY
0.18656732,0.004581459,0.06533271,0.5518967,0.12584487,0.074015684,0.06156109,0.30770168,WIFpH86QAGE
0.06383777,0.04406188,0.027866708,0.23160207,0.0627063,0.08930671,0.02966769,0.05712794,OzaqPasP6Ow
0.064015105,0.007462225,0.07155657,0.25383216,0.055790383,0.14869866,0.028644554,0.11381194,Z2OgEKw-ZVA
0.068358816,0.026035614,0.07931354,0.18580186,0.05047478,0.316455,0.034147672,0.08535623,qWGxWZDNVrs
0.12700656,0.02792408,0.049978264,0.2957283,0.053493433,0.25602856,0.026189817,0.115343004,jFhVPnKYq54
0.12707597,0.032559406,0.08347838,0.5093118,0.08363023,0.0071107647,0.12465775,0.24606216,Eu6MochCKrE
0.1770193,0.008364634,0.14769259,0.34987846,0.1700713,0.29583126,0.14631075,0.24352422,7xTnBOwlO30
0.27508944,0.28874767,0.24124147,0.4807075,0.43228862,0.13152146,0.32237786,0.2866269,YKpIN9W-_h0
0.03227209,0.0025163316,0.11290647,0.26766813,0.071265526,0.19560675,0.1250326,0.08281141,Oqi0f15RfxQ
0.06408854,0.018742332,0.08867824,0.3003172,0.061965995,0.097916394,0.071801074,0.08012446,646jqJXJEhc
0.15447628,0.0142302895,0.06583831,0.4059974,0.06168171,0.041022744,0.040782835,0.0971013,P77KoizlCe8
0.10052111,0.0071151447,0.22827102,0.35399762,0.19164653,0.07944782,0.44896176,0.22482672,mxe7McJI2yY
0.1450172,0.01999182,0.011477806,0.28260508,0.013474981,0.19185333,0.009186735,0.032352503,qsbwbcV6By0
0.16874582,0.02809576,0.037408322,0.47335023,0.102292396,0.10173354,0.046128094,0.09301166,qEEwojW6Rao
0.04252695,0.043718524,0.04077717,0.2762987,0.031111354,0.09652204,0.062258076,0.122771144,7MFPeAbqXVI
0.045938842,0.001527153,0.062076434,0.17357387,0.07014133,0.0757386,0.059591778,0.068361335,btXk1PqRdlQ
0.19046351,0.039598234,0.30376062,0.36615384,0.2617186,0.03871786,0.2081828,0.43444636,36U7jZ5KOhc
0.047605246,0.004893831,0.023619674,0.3689772,0.021700196,0.13692628,0.01223815,0.10777428,d8wlJXtXtHY
0.078711025,0.042001735,0.09265992,0.34643033,0.049189363,0.3264004,0.07221429,0.121682584,JIGtRk9GeF0
0.16394427,0.01228664,0.1569781,0.34884474,0.16883376,0.08804889,0.14883102,0.25048953,-46dwY9WcVc
0.08214466,0.009718247,0.01956351,0.320308,0.04087066,0.065989465,0.0087754475,0.09506449,4ZFWd1HkUhQ
0.29930148,0.4151741,0.3051431,0.47826737,0.42725888,0.26478902,0.39445183,0.4701307,AK1p5DHsrIg
0.0497598,0.033246122,0.07239339,0.2888167,0.047773566,0.05357891,0.07069323,0.13164341,ubQ19yWzXNw
0.14709604,0.045091953,0.1470804,0.45722598,0.20081666,0.06480189,0.11992742,0.2985648,vVORHyrvXGA
0.07945294,0.14418322,0.19901457,0.37932947,0.070355,0.083882615,0.065394565,0.32648823,R12FaeJ8C8o
0.37829557,0.042001735,0.394039,0.45931473,0.3743008,0.3953852,0.25045687,0.8144121,Bics0casEJg
0.019322678,0.008954669,0.01458946,0.329061,0.0092856465,0.051573936,0.018935999,0.033423383,EH0ub_pU4Zc
0.079639226,0.01527153,0.044996064,0.28405997,0.054714926,0.0029455135,0.037437625,0.26042295,44PysMVYRfY
0.06259221,0.01492445,0.09150729,0.29129344,0.1080141,0.008479024,0.046860803,0.2679685,qWtxijSCSas
0.07972878,0.004754999,0.3910872,0.37246722,0.16427809,0.015665269,0.3689087,0.39644736,To6UKMGA2S0
0.094876334,0.15976663,0.16895935,0.25562832,0.15554616,0.1068134,0.21157637,0.19695322,BEIP1eL5aIc
0.17496808,0.0100653265,0.17986533,0.28208512,0.23427616,0.09282316,0.2119606,0.24351045,FzCkyGsT_yM
0.034757234,0.0072539765,0.021525519,0.17800711,0.04232502,0.14956021,0.018775325,0.039910376,QttiehrDId8
0.12483877,0.07011723,0.15248992,0.40036598,0.16254303,0.0622161,0.11771258,0.15501942,-3Z5KYFOX3Y
0.10396929,0.11729682,0.20212696,0.28528917,0.1519137,0.2829278,0.13536476,0.33301792,NpJU79ot1kY
0.06586317,0.03444787,0.0841338,0.3620776,0.050457537,0.0032240406,0.07926345,0.16341352,uEvP0SKNqRU
0.026557028,0.11600884,0.06047054,0.1983345,0.034270864,0.15624486,0.0543728,0.08849149,TnBbOT8n3ro
0.06351031,0.006178028,0.04245653,0.25793996,0.06903077,0.22325695,0.037880495,0.16481239,oFZd-5KtX6c
0.51703656,0.42631236,0.13129382,0.8191634,0.30892986,0.37636802,0.34586814,0.7625565,lw4BiiSBoOI
0.06271313,0.023803791,0.093754895,0.3567963,0.057375785,0.15756793,0.094515346,0.21179697,IQNCA1Idwik
0.07435719,0.014993866,0.067373514,0.21017514,0.08199996,0.07994116,0.058877226,0.24642749,GFzUrRWnGmk
0.09730391,0.017909339,0.12737422,0.30216858,0.105467826,0.12882309,0.08964904,0.34020352,RFxt6zkKGZU
0.052593905,0.26589394,0.06664486,0.21164706,0.0698241,0.09579157,0.049798016,0.18828586,0qxtAJtcvnw
0.047873892,0.10634898,0.08043225,0.24287435,0.20090263,0.22035122,0.14056362,0.07484988,9vp5UpfSxNY
