PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,video_id
0.53430706,0.39552602,0.23869832,0.12308439,0.037933838,0.07626605,0.22573225,0.08666148,Ct4uLNBjgqE
0.23365098,0.29296905,0.1694078,0.11668101,0.14526203,0.17418097,0.21661685,0.26759198,miYfBQS1Hpc
0.15451296,0.5728355,0.18198141,0.18975806,0.16453627,0.19385284,0.36164334,0.27691254,TEdcs7pY2no
0.118584804,0.12857665,0.14535695,0.15002538,0.1475131,0.15734851,0.27813354,0.16730127,i_WAeZ_eg0Y
0.08555053,0.15828714,0.08024993,0.056595124,0.070915446,0.07418798,0.27470464,0.36580387,k3LQwkvuW9U
0.2712817,0.44998315,0.10846213,0.08484352,0.053857416,0.085149474,0.21254213,0.25762025,sKFhzkaQILM
0.062125895,0.18086867,0.14136557,0.11583209,0.17896949,0.15803625,0.42593703,0.5254553,UwJ-6u1e5Do
0.14014533,0.00021462557,0.15748447,0.16088627,0.11768746,0.12110942,0.28465885,0.12938695,hndLwSPIVQ0
0.03856816,0.069920644,0.06607177,0.03963181,0.048826862,0.06508574,0.2555472,0.13678029,Yxb44wjAkFE
0.15159425,0.097019956,0.07073168,0.050006963,0.093513414,0.074630156,0.3208026,0.37055743,fUy-VMv7D_w
0.1414913,0.27502474,0.10492256,0.06871101,0.074054174,0.09588531,0.19631323,0.21161284,9SZ2RSLTP88
0.13082063,0.36760628,0.1226067,0.05728521,0.13830106,0.13507925,0.2921419,0.37620342,-9Lr-RKFgmw
0.39108577,0.38015154,0.30552566,0.2200081,0.15066256,0.24359238,0.33418268,0.76275694,vUGvF-Hz3ng
0.02655065,0.13560912,0.06644458,0.048281908,0.052608192,0.06630798,0.33302996,0.17651343,W7RlEGB7RHg
0.111500904,0.26328388,0.1397752,0.11366543,0.12257516,0.13405828,0.27895308,0.2780332,hzfx9cPCMhk
0.27359754,0.05747291,0.05949396,0.06228499,0.15525998,0.08461038,0.34643295,0.07533225,W6gGajjtzUA
0.0142302895,0.18603337,0.035931166,0.029294409,0.07311252,0.0412781,0.2573738,0.111065164,GJHY2-BXDdI
0.08501353,0.1276429,0.10925101,0.051265627,0.047351673,0.060712405,0.1937577,0.1659098,2V5yEwmht8c
0.2712817,0.3749156,0.26907095,0.72737396,0.16247407,0.3072632,0.33601612,0.15880205,G47KKKZJl54
0.014646785,0.43921718,0.116884544,0.1103778,0.031561565,0.047235016,0.287288,0.13300328,qL9_knq_hak
0.24242763,0.15964952,0.16395617,0.06473892,0.042810384,0.055574305,0.34729558,0.2726876,nfOG3dVqNog
0.09333697,0.48092848,0.25390506,0.11108719,0.16690022,0.12499563,0.34704816,0.6607556,C_V9jTfAoTQ
0.2145095,0.21972506,0.14535312,0.13486262,0.100136116,0.09068508,0.25027755,0.14130645,MdlNuL5cJ1w
0.10956893,0.26381618,0.20105922,0.15573952,0.15817286,0.14920652,0.35789374,0.54500294,7j-Rcq-gV98
0.12824467,0.17060299,0.06721199,0.053498447,0.08309707,0.07244511,0.28252146,0.33809224,_vhzAalMgeU
0.5958905,0.3869009,0.3196013,0.86494696,0.13322316,0.26948214,0.2817483,0.06155582,lTGgLuVJags
0.2459383,0.34323207,0.13152422,0.106100954,0.01735101,0.03164417,0.3312727,0.17235072,EVKwi5CypMw
0.16827796,0.520988,0.27618387,0.43541297,0.12780401,0.22754076,0.2903075,0.38858154,WPLaB1UiAzI
0.22687212,0.15854536,0.35300744,0.20398054,0.08216016,0.1161033,0.3653315,0.66145945,snRYFlNwdDg
0.32304016,0.1697306,0.08145938,0.09279079,0.10801448,0.09796495,0.29191664,0.12602007,q22IaMkhdQM
0.10461388,0.2762019,0.2051749,0.14009376,0.17195119,0.16656478,0.2729223,0.33084166,F-hM3Wy4Jj4
0.3123962,0.2891057,0.20358977,0.15700679,0.12219558,0.110229574,0.325531,0.146249,ZuOqj2g4hvk
0.028610796,0.18411903,0.06742822,0.09232256,0.06991553,0.10911441,0.22638364,0.13609627,A0aEOB8JcAE
0.29163063,0.70790946,0.015705138,0.021984566,0.040700853,0.008753765,0.29550686,0.016825974,zfntNXbdAaM
0.17661177,0.64915115,0.2569718,0.3819403,0.08702593,0.1473274,0.38568696,0.72625804,vu3ntBypb9s
0.1024659,0.19861297,0.062178224,0.025989015,0.034024246,0.035174333,0.17859575,0.15034167,sbyZECJH0HQ
0.22982925,0.17541403,0.29139647,0.18033765,0.37891042,0.24577045,0.56438893,0.85745513,WxtXyVzd6EM
0.083939545,0.12614171,0.060103122,0.026152603,0.021366572,0.027459802,0.18845114,0.17643584,5ZUMTGepWsE
0.0022386673,0.11654151,0.023406321,0.02578207,0.03773457,0.030742468,0.18000878,0.05560493,Aq95S6jhQCI
0.0801064,0.2222946,0.11140942,0.17104937,0.16527103,0.16890147,0.35074994,0.2216409,hNkJknFeZlI
0.22952124,0.18138067,0.14881234,0.08044908,0.15984714,0.11355563,0.38881934,0.34236422,rpD-PTrXbcg
0.18450552,0.4453907,0.16717997,0.3050967,0.09516174,0.1681925,0.29033485,0.15716404,XA8-jQ1t-WA
0.15918289,0.41268,0.17411537,0.13077068,0.058609255,0.06866182,0.38994923,0.622643,r2Vdc2tq1iM
0.1894391,0.80481887,0.41914988,0.2175706,0.0846397,0.11633447,0.316026,0.23864295,o1UWCrYqZMo
0.0064904,0.08158182,0.07053643,0.055922206,0.10687161,0.07698799,0.36884585,0.24569827,i7qUjHttBpE
0.104076885,0.52354586,0.019485874,0.030681482,0.037779614,0.028885826,0.2962379,0.10979174,7a3XjbhB_NQ
0.22598907,0.75058323,0.70254207,0.32436186,0.08994949,0.18825643,0.31522626,0.20145693,kwHceTzwmFg
0.43275943,0.80257654,0.63365567,0.38540548,0.28132898,0.37677956,0.31952795,0.4042497,Txc4oRUasOI
0.06851897,0.15546268,0.12720175,0.1024117,0.044710997,0.06350177,0.26581433,0.28068596,GOIgWloZfLY
0.6357597,0.2949509,0.48777574,0.8059971,0.13657905,0.6222302,0.31032884,0.57285196,RfhSZmtYYgQ
0.09118898,0.03231529,0.15321724,0.3180224,0.30273053,0.17170829,0.6145609,0.18916814,FRO7wRJ2gRM
0.17034957,0.1285813,0.14570577,0.07901379,0.12113764,0.11107585,0.29018545,0.24617018,fQpU_n0JDKs
0.37221906,0.6296537,0.19701281,0.15239388,0.155754,0.12002555,0.3489359,0.5485422,Iz4GbiJEs6c
0.22989221,0.53817725,0.27145725,0.18153033,0.15708542,0.14015074,0.4487845,0.6020008,QtUBF04TfYU
0.39284727,0.7946083,0.25334695,0.34524664,0.13920416,0.22713856,0.23369807,0.5605829,JnBarZsjma0
0.3170379,0.4400243,0.24820502,0.16109276,0.13474764,0.15401238,0.39828098,0.4742166,9PpE1IXEVEg
0.13610743,0.6312587,0.13771398,0.118824,0.17175435,0.16498595,0.30934092,0.5339749,JMsMSmubTA8
0.058929358,0.0021929084,0.09722956,0.15326832,0.17742898,0.18510003,0.38743287,0.15306956,PL6an1PEFYY
0.2712817,0.30103382,0.047101766,0.05671043,0.038961995,0.052444763,0.17880295,0.09585822,BvrmhUeCWCo
0.12309273,0.0779919,0.035196323,0.045318548,0.02959269,0.02385334,0.23783793,0.07190374,GV-SsO9QYh4
0.06372416,0.083515815,0.049057752,0.04031579,0.08031485,0.065260544,0.17204888,0.08353091,goPuiucl_pk
0.36211988,0.058978632,0.4236445,0.27863115,0.11433398,0.159557,0.34757522,0.69536966,GF82ulSFGPA
0.111500904,0.16331302,0.070245326,0.036689844,0.056891415,0.050437436,0.18987748,0.11185179,FENVtZlmhGU
0.23803931,0.44393373,0.13620903,0.12840162,0.0329939,0.084995106,0.14759013,0.10882488,9MlSR2UFHO8
0.23452865,0.7080155,0.19423585,0.25178057,0.14531946,0.19521488,0.3570669,0.18511982,BYU-up7Utic
0.105704986,0.033838622,0.12819974,0.11301908,0.080605425,0.076468416,0.28853872,0.30244228,0LdHXvh70aw
0.3282253,0.43920967,0.11977683,0.21994166,0.19728534,0.1423953,0.5057227,0.10947201,NHWkUskGlfE
0.2818683,0.7279288,0.68295693,0.3018753,0.09413856,0.17300224,0.26397634,0.6015755,TxRuS1MNF_g
0.05093802,0.14562842,0.17304005,0.11451383,0.07557559,0.086561285,0.3045532,0.21883324,Ul0INEthwuY
0.043718524,0.3079838,0.17113341,0.12802443,0.026995612,0.05072607,0.22571743,0.08401268,Z3qeVG0Rv-8
0.07251463,0.36708516,0.12737325,0.122491926,0.31660134,0.16894872,0.50828815,0.28306675,8L7vSFcj8DM
0.043718524,0.3079837,0.17113352,0.12802444,0.02699563,0.05072612,0.22571735,0.08401276,034rh84GHl8
0.0010238866,0.01839533,0.47114184,0.33145893,0.19373569,0.3094088,0.66380167,0.3623938,wPZwLsEB480
0.07091636,0.7226394,0.17266046,0.13459638,0.14443351,0.12522097,0.27483433,0.24881662,2zMpzpMykgw
0.09816993,0.101689585,0.11942827,0.05614681,0.07839063,0.07661801,0.246079,0.1543289,7kOUhctVft4
0.1609341,0.7079002,0.12908682,0.14439982,0.09652604,0.10536781,0.3436939,0.26613677,AA4wsw2dpvo
0.0002613948,0.045529075,0.07781398,0.07933464,0.07817122,0.091154635,0.4714566,0.14539602,8LBI5t2q8k4
0.1668969,0.29101327,0.17355299,0.08283437,0.28528512,0.18189764,0.44469002,0.41851974,FE_UjbQSf2w
0.06252546,0.22621337,0.09345675,0.040160917,0.10100766,0.104726106,0.32989463,0.2771239,Ma5nhWMUhiY
0.355017,0.5680319,0.15075889,0.4288251,0.0778735,0.22777566,0.24313065,0.1657968,X1JuicjelXk
0.4151741,0.62179565,0.8544892,0.5685735,0.13211696,0.31178105,0.35386765,0.8558484,IpxUlESW5YU
0.1530536,0.18759151,0.16648096,0.05844758,0.050874755,0.06411254,0.18571489,0.10373732,EuNKs0RKHtw
0.44129625,0.40678442,0.57208616,0.6356477,0.10364599,0.2343059,0.46181077,0.6204299,HTAeiJABYMo
0.15568043,0.47231796,0.17637743,0.12929152,0.11453093,0.101664014,0.28773594,0.4488384,KhvvtXeFbhk
0.23628397,0.13636039,0.36846542,0.20576288,0.30782005,0.23403929,0.5190729,0.7483606,N6RMEEE8LIU
0.28923595,0.11440306,0.28938296,0.32209817,0.12363835,0.23808956,0.31585968,0.24176623,H6UnBZr0NuU
0.22983712,0.27629519,0.08124644,0.08726738,0.15666571,0.2121658,0.234643,0.11864022,1ZHY4RE_GLA
0.17661177,0.64895946,0.19451126,0.12622797,0.13915138,0.13492122,0.25524044,0.105620265,t1wPXTUHnIQ
0.29163063,0.37300453,0.3895964,0.22379537,0.038360465,0.14542153,0.27613863,0.3951785,zQT5h-Ecfx4
0.19634613,0.084500186,0.15934359,0.08575772,0.043830074,0.07895327,0.37893665,0.25514156,6qdcvjUqIVc
0.37647265,0.6499209,0.68246096,0.35679454,0.18430112,0.2920667,0.23442994,0.38816816,C7magRIFiyw
0.14283726,0.26826143,0.15158135,0.08596145,0.07714808,0.093654186,0.24968062,0.26680478,7QHyUSMVzrE
0.23277332,0.3997829,0.6350989,0.3185817,0.39739707,0.4370294,0.33907077,0.41175056,ylQ6OfBVYwo
0.25447917,0.19995217,0.28525177,0.13497955,0.098355375,0.11240288,0.4695477,0.71395373,L9TfzNBfsPk
0.19936113,0.18526001,0.1782971,0.137512,0.08070593,0.14547883,0.2771668,0.671995,FyKgCx-v0Vg
0.07371333,0.6505121,0.21784993,0.22431861,0.04402682,0.08263291,0.23448972,0.119511634,DSAiQwuREGk
