PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,video_id
0.68327606,0.42631236,0.27117428,0.34226438,0.34708875,0.19740763,0.3381052,0.30133992,oawVKcVRwAE
0.23544052,0.0024642695,0.4396523,0.24994713,0.1405838,0.03838674,0.27029273,0.15561238,RiorF0bGFTY
0.6350989,0.2712817,0.704843,0.2743756,0.2423656,0.09231879,0.18592757,0.16880058,loth8YGuqEg
0.16777395,0.40016344,0.13369228,0.36717683,0.21104522,0.3265273,0.15594885,0.16017844,RGN-E8t1FL4
0.74418586,0.41523102,0.5934238,0.3735806,0.5009019,0.4039943,0.2969787,0.37252194,-FSBaXT9SZk
0.548241,0.18055865,0.48951536,0.2336886,0.20141374,0.08902514,0.1257645,0.14103249,Y4u-pztHlSE
0.6942499,0.4151741,0.28188682,0.3549698,0.424472,0.25021154,0.38949615,0.31161258,JQwiXO_L7BY
0.6653588,0.13565879,0.5680319,0.20699964,0.30972296,0.13799621,0.15858485,0.19113721,mgbI0q_Wj48
0.6657306,0.1621016,0.45845002,0.28158057,0.30342588,0.18290989,0.29346088,0.27395964,h_stHcrN2ZM
0.7733316,0.355017,0.04310938,0.30145484,0.3688051,0.26306126,0.21952462,0.25658217,t4xe8_MHKo8
0.63885707,0.3411882,0.35873833,0.21382008,0.24702796,0.122309856,0.3641175,0.17816938,gahojwhCJY4
0.6812284,0.000767915,0.025326151,0.26900434,0.2993775,0.35524562,0.2098634,0.21718808,fZOetPGRTZg
0.8008965,0.29855597,0.6279574,0.50543356,0.5969557,0.6214122,0.62774223,0.5910117,2xMBKvhdj7I
0.6101591,0.0495556,0.1887555,0.48602593,0.25210193,0.47406673,0.38946152,0.27172247,Yj3YdibV9Ao
0.41652048,0.27194336,0.43880102,0.25248656,0.20320474,0.10388798,0.18721989,0.11613607,srdIu-W-P4s
0.7460453,0.28874767,0.277494,0.497201,0.570865,0.40428928,0.5544577,0.61981416,nqStowSJJ7U
0.6350989,0.3411882,0.27221647,0.6580702,0.38027632,0.19558857,0.5968933,0.4208121,hjtZODPcS30
0.14821167,0.35227737,0.6311193,0.44585553,0.34144408,0.26334703,0.2715902,0.24416946,4qSlc9D-_4Q
0.019645259,2.277714e-05,0.0053842394,0.24799481,0.011147548,0.048752047,0.15772714,0.009432933,GrJVA7BbSV4
0.46064365,0.10956893,0.64560175,0.2617676,0.281829,0.084787846,0.20940454,0.18430124,yQ2I_pzOvJU
0.15150055,0.1464265,0.34269464,0.41793644,0.15377942,0.031993046,0.47634414,0.14504759,Cm6NuwitJAI
0.6014114,0.2945986,0.43880957,0.2053252,0.33635905,0.19048792,0.27964798,0.40403885,txIC22nvno0
0.24992137,0.02517722,0.27462855,0.22470865,0.12793133,0.048140086,0.103739694,0.0904529,6yAnHFj4IK0
0.33980563,2.8607003e-05,0.4553884,0.28081587,0.17067608,0.22659156,0.19321735,0.15721495,6Q8mgMQGkJA
0.61622924,0.054534122,0.17351449,0.50095826,0.2564109,0.5155427,0.49282053,0.39124906,GlbPRQRlZD4
0.74612886,0.25219622,0.24693601,0.51152945,0.3196502,0.51969254,0.45035738,0.31014305,ppdiEwyMFDQ
0.66884446,0.0023774996,0.71610194,0.38800994,0.28595546,0.76169324,0.2745246,0.1981855,HbMY3ybR5mc
0.15605791,0.09763293,0.007115813,0.3166226,0.0680588,0.17970714,0.20153995,0.04371614,4_9iTH4qkKE
0.23850669,0.4489545,0.37494567,0.6397759,0.29238343,0.45401472,0.3813343,0.3118916,zKElDW1JkAw
0.7445532,0.5958905,0.8538928,0.27084413,0.49669522,0.2339147,0.23507564,0.28938422,XTgj3zXN2z8
0.5992756,0.0013362588,0.1771904,0.3468291,0.21682583,0.60800225,0.31479117,0.22879723,Wr52bvJswUs
0.9222343,0.5958905,0.44028705,0.25955185,0.7145235,0.5299239,0.22962771,0.5636117,jIJhsZU2uSY
0.70867515,0.31682462,0.7279288,0.21607396,0.33104458,0.19583318,0.1531506,0.19553214,8vBL_JY9VPE
0.35587236,6.778911e-08,0.4388414,0.2120657,0.13844086,0.050478358,0.15195067,0.12981679,SXz0YXL9dp8
0.7238214,0.44428605,0.14353622,0.3611729,0.34207833,0.24843524,0.26292753,0.30941716,JCPtfNOwgMg
0.037057236,0.00086770055,0.08014649,0.2889668,0.027438806,0.07885492,0.20216185,0.012679616,zFcLcHi-3rw
0.58523935,0.2406723,0.28819123,0.5297567,0.367804,0.5958994,0.6833917,0.42754567,WiSvXhZzxG8
0.73805934,0.21539254,0.28602645,0.401465,0.44524652,0.55285054,0.5271065,0.5090154,kG4AGSZhMQw
0.56517816,0.34388447,0.42098784,0.39213237,0.47895,0.5183905,0.4001059,0.49176806,ygN7PKDXG2E
0.8614306,0.34388447,0.3835794,0.4883582,0.6933406,0.56226313,0.48259166,0.5632587,-pEECk10I3M
0.032789987,0.18549223,0.41305542,0.304098,0.029332826,0.036493115,0.2646926,0.037535824,02IJ-JIcKNs
0.5174948,0.29045674,0.7279288,0.3748002,0.29551455,0.15365654,0.284524,0.120547436,0HPTtU6i3SY
0.31472498,0.42315382,0.75058323,0.4131808,0.30903786,0.3593668,0.33682343,0.30904156,AbEIHNy1g_0
0.4141187,0.005935072,0.44164884,0.2995664,0.13614751,0.095829226,0.1567312,0.10338736,Y8NMgda_Xq0
0.629961,0.3063832,0.012273709,0.44175246,0.31638733,0.2825539,0.2887332,0.21564077,SVpeDwFBSoQ
0.110771514,0.00013449359,0.35328478,0.33003893,0.045118634,0.17176972,0.2132965,0.035214063,wOqc5hXscKM
0.64209175,0.15276173,0.4481364,0.16096944,0.24253581,0.101422414,0.13358837,0.15948835,vWOhjx_Ldew
0.26318792,0.0006377599,0.08959425,0.25609463,0.13904051,0.14479983,0.23892957,0.12310193,sWmqxbAA8ZQ
0.660667,0.12824467,0.5680319,0.20979223,0.31183928,0.1445276,0.21262267,0.24025778,1NXGhDsEoNM
0.46036863,0.16827796,0.34512517,0.43842643,0.23305851,0.14775589,0.31490263,0.20699747,ZTlXIVM-Cos
0.52157694,0.014091457,0.09668303,0.22399008,0.3002327,0.13369612,0.31100827,0.28778204,7V_0gnH_8vo
0.35654873,0.20669603,0.43732458,0.31225044,0.19491784,0.11344326,0.36504942,0.1727786,d6PadwI_k80
0.8871915,0.45506534,0.6400068,0.42625672,0.76609534,0.5607469,0.46012843,0.7354437,lBUq-68Vsgk
0.4189131,0.44670263,0.3026804,0.4217286,0.20812753,0.08661657,0.37491477,0.19266105,NMMFy8eM48k
0.8346442,0.37083253,0.41071194,0.30432537,0.51388013,0.2737462,0.2989485,0.37879205,olHo2Y6dCrc
0.12950484,0.40326482,0.7279288,0.38256606,0.08995294,0.11568392,0.22622958,0.065459035,JRXAKXXKV8s
0.19984427,0.0064209844,0.4366977,0.23934112,0.07200003,0.060704056,0.15382041,0.07337084,EheJw3Im80Y
0.49340382,0.31540272,0.13970071,0.517727,0.19288526,0.18754216,0.24536368,0.19314188,8Pv8M6GdxFE
0.48412696,0.15276173,0.4396659,0.2454424,0.2212909,0.12573501,0.24029315,0.15642785,vubVH6IsiAI
0.48157904,0.28021416,0.5168633,0.2335141,0.23522443,0.14404923,0.20854945,0.24117066,JNB5J2kmWtU
0.7190951,0.45506534,0.46975362,0.41375574,0.5635424,0.18228845,0.50029564,0.49827114,cWX8ZSmyN5g
0.6845178,0.355017,0.111544155,0.24606436,0.46237183,0.2422311,0.38603276,0.43612215,x-HcD1Oo0xc
0.6125146,0.052935857,0.36426997,0.32718486,0.24222852,0.48238286,0.3171552,0.2043193,FcJ5BG4nL9Y
0.24171646,0.0009110856,0.4493295,0.29078457,0.10038699,0.058544792,0.17417258,0.06444507,TUERjJCw0tE
0.8008965,0.39230084,0.4402915,0.3832322,0.62264085,0.37397802,0.4051625,0.44116837,NXDj42BWnuA
0.8008965,0.42390585,0.5888457,0.35699546,0.451964,0.3452013,0.2820968,0.26367113,wMAG3v5zAKA
0.8008965,0.42390585,0.0008748319,0.3829184,0.48553535,0.24475981,0.30853075,0.35683158,2C2WZnl9iRg
0.52695775,0.0011453647,0.34893358,0.29070726,0.195009,0.16512519,0.19216728,0.16347672,i0z3vHuhdsA
0.124553666,0.015340946,0.4523603,0.5064118,0.23215973,0.09251552,0.5081667,0.104330935,EfbSuTZ0_sU
0.1813234,0.14777246,0.7079002,0.2267601,0.06996362,0.03931109,0.16063023,0.036791027,3bDDhmdKzwg
0.5740992,0.18154536,0.00816143,0.33902398,0.29529816,0.09541002,0.36876294,0.26257673,lp7eiyKi8xI
0.87982404,0.43451136,0.47649398,0.34291494,0.5784373,0.5880655,0.36486673,0.50902534,aUweaG5S9VQ
0.71603274,0.16413476,0.46958098,0.44001937,0.35962945,0.55412793,0.34860328,0.31254196,PEolq0mJUss
0.07142123,0.13521013,0.43988177,0.30979314,0.041240696,0.025662772,0.33625838,0.023493398,KR7wpvljaR4
0.1907423,0.18253209,0.6632034,0.25781783,0.09812744,0.05418159,0.20084816,0.08369349,RtPcug6-APk
0.68537724,0.39010584,0.40762156,0.42030817,0.25798792,0.7124563,0.38833824,0.301823,dZD7hhdNAEY
0.41141242,0.4151741,0.095692836,0.21891555,0.21767117,0.21000038,0.21275596,0.1822751,RgkJ9aTVcY8
0.6102007,0.16035037,0.7115505,0.29571742,0.27720493,0.20974539,0.18860608,0.2181864,Ec9ftJmblmk
0.5664983,0.001466414,0.27011973,0.22931328,0.19435035,0.14471272,0.15839072,0.121258534,g8Nd4X71mNY
0.23021837,0.4945446,0.65044934,0.4491937,0.46052706,0.38228342,0.43059796,0.43904018,O5c7Ic-h7QY
0.7048702,0.25676212,0.13707885,0.39547032,0.446194,0.35230112,0.45378038,0.43668416,3QidPGAi25s
0.7294273,0.6254302,0.80868924,0.5391146,0.660731,0.4864562,0.42734227,0.49831012,87Kq5IHZg2M
0.40512222,0.0010238866,0.7219056,0.2346272,0.15699686,0.091003075,0.16533513,0.13160482,vgNTgI3beTM
0.13635431,0.0009848401,0.14078534,0.25765395,0.0481088,0.069367915,0.19275951,0.038792845,Mq_ux-UoBsg
0.40040442,0.014855034,0.7080177,0.45104262,0.20761825,0.23459995,0.3906205,0.2082839,bwjKP3EOUVY
0.6819391,0.5363433,0.6194925,0.19861235,0.35703957,0.22097956,0.2816528,0.26813954,HBya_g2cRys
0.16250491,0.026722329,0.11400652,0.34239432,0.20360884,0.1495984,0.14164329,0.14404538,bBo3WIbUusg
0.8632592,0.6237118,0.70835865,0.4282048,0.5622739,0.84499407,0.4675386,0.41824684,ift0CwuzPGo
0.5342458,0.28996843,0.6038017,0.39888456,0.23394068,0.16297516,0.32609963,0.1570439,xnJpMAPiTfE
0.6829574,0.23365098,0.7079002,0.30762857,0.42169127,0.26114476,0.27774537,0.25718787,Mgf1oM1IkVQ
0.27756813,0.2712817,0.4719248,0.34410986,0.1306952,0.083917215,0.27435195,0.112671316,VhOTMm4UJzY
0.0343228,0.22157386,0.18123886,0.25347275,0.023362754,0.021622624,0.27704537,0.03111048,AQNzK8pHdoM
0.8008965,0.28517663,0.4372922,0.31764337,0.4979054,0.2928047,0.26458728,0.4162384,y7UZMZ7ZcXY
0.730957,0.3511902,0.3522584,0.50224245,0.4326415,0.51089704,0.5779313,0.43676454,JWPKCDnJkYU
0.66387385,0.0006247444,0.4403315,0.4158826,0.46383736,0.41164693,0.53016835,0.4395961,Cu3u5JrtA7M
0.39158997,0.5363433,0.018406665,0.397064,0.20757276,0.09987787,0.5487982,0.122619435,iC3NYdCKiFI
