PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.33700782,0.09495945,0.20164904,0.064639054,0.105704986,0.08161683,0.11095449,0.19517754,ahpcN8srxOw
0.52565527,0.07999594,0.14490072,0.062316563,0.0056227,0.11799382,0.050019413,0.04042134,OBI5BpOiejM
0.31982556,0.028664736,0.098368004,0.038178526,0.050242316,0.24367084,0.06655287,0.15744412,L2sPz8Z3U9k
0.2546864,0.12060912,0.0976785,0.11596635,0.00013991671,0.08846711,0.19787917,0.10853612,_9tL8EgveZs
0.6186772,0.104876794,0.13942905,0.18952669,0.009162918,0.12488213,0.08031408,0.051890347,P1gRKByMg8g
0.3825099,0.07247809,0.11580589,0.14291023,0.0066639404,0.009912631,0.046474427,0.013008994,G_ye7n5f8OQ
0.26430392,0.09487765,0.11045154,0.10560664,0.046465382,0.2137795,0.09352731,0.08015453,Q71CxiX-syE
0.23988526,0.017530156,0.12591839,0.025463251,0.010204159,0.06800319,0.025652487,0.036686584,iK7__28iw20
0.45607853,0.118111834,0.36108404,0.11874988,0.0014403829,0.14540453,0.10916754,0.17209505,B99gCzs42xk
0.38652593,0.045027778,0.25699666,0.13669041,0.014507953,0.04228641,0.025694199,0.07785691,QlRgffCGQAM
0.22973494,0.15977082,0.14688273,0.09693611,0.1621016,0.3296141,0.14800642,0.10284519,pCBWIMxl2rc
0.30638865,0.057419043,0.26615104,0.043528713,0.008503466,0.058362722,0.05394537,0.06628554,-FHz4kf_cus
0.3144452,0.037976205,0.289396,0.053173956,0.008052262,0.11456149,0.029910028,0.06469978,_OdbneAoLqI
0.29433224,0.056642417,0.1326089,0.07403802,0.030842619,0.17835541,0.05227216,0.059470356,GG4bsQP3nlQ
0.35740086,0.12783073,0.278301,0.09154398,0.067320265,0.023868073,0.13428944,0.18817747,sSr2DsZfKSw
0.26085982,0.07264071,0.34703732,0.057020426,0.009093502,0.03456483,0.07570842,0.06062422,DaiUsATSEoE
0.3582949,0.033821516,0.089835756,0.06331523,0.029469188,0.14760712,0.026055075,0.043676488,qjBYeY15t1s
0.43537763,0.13219318,0.21475218,0.15147552,0.005587992,0.33452645,0.14550234,0.103615075,maTkmWF-gtI
0.2749683,0.12775329,0.33481184,0.11482375,0.016590435,0.021196533,0.06166853,0.0950611,pOnrKQ8rLpk
0.53160334,0.15652366,0.3161672,0.23049545,0.020963646,0.18039308,0.17767432,0.24812269,IgS8ozy2G4Y
0.27562815,0.0356956,0.07813455,0.0808337,0.011661896,0.1431313,0.026181737,0.024605311,j6ZWEG2v70c
0.42791516,0.1561108,0.30931604,0.14870559,0.0121478075,0.08210624,0.07269516,0.12210472,5NSoKWT4IW4
0.36899647,0.19198138,0.37300253,0.20733485,0.04234509,0.28438553,0.119392656,0.11610311,jb0ikXl5H1o
0.5292959,0.14239947,0.2647046,0.15194675,0.016937515,0.257065,0.16038266,0.08558312,cRgAA_XB6LA
0.84693325,0.1646061,0.38763463,0.3605786,0.1473238,0.18992557,0.09252269,0.12871131,fCGsW41aQEw
0.5014422,0.11798516,0.2601347,0.17789479,0.019436494,0.17420469,0.07495544,0.06094673,QWVXLSVYG1I
0.5830579,0.27715006,0.39026904,0.3873024,0.050242316,0.12748754,0.2515489,0.26679727,KTKOoZdZKYU
0.34037226,0.037272587,0.08814822,0.056193817,0.029984225,0.15169379,0.039135553,0.04116308,mpa1YBBonjE
0.33736178,0.01831427,0.095722266,0.028969545,0.031529333,0.047708604,0.03156152,0.071985446,yb26D8bBZB8
0.35615036,0.050538123,0.3282252,0.046925873,0.062925026,0.019444648,0.05476068,0.03635619,vVsXO9brK7M
0.18065552,0.06317935,0.26154974,0.04013438,0.023117077,0.2511539,0.07949567,0.077692546,Zrtc9Cchl5E
0.608261,0.2013027,0.509243,0.1938604,0.3955794,0.34022763,0.2468438,0.3746133,QcAQku5wFFo
0.39149612,0.16972847,0.50359607,0.10863235,0.07451247,0.041524608,0.17540066,0.24453917,CY1hPOneyis
0.32026446,0.017528623,0.06951225,0.03871872,0.018742332,0.060546324,0.019745162,0.018564278,dBn9GywiSWg
0.40476802,0.16833663,0.29294333,0.15668069,0.030842619,0.17235257,0.19461718,0.14709744,OwdYVdQp5s8
0.53338945,0.38951626,0.5099701,0.29735798,0.09279997,0.10572026,0.26928774,0.20499969,qkTyrzPZgDo
0.2045087,0.047178335,0.050795984,0.0661277,0.07371333,0.1626023,0.030689994,0.03125353,U-sMzyRHxtQ
0.4974779,0.072746195,0.17761815,0.0918431,0.00075923797,0.32541126,0.15168478,0.106592424,yfxhK46t8E4
0.33475247,0.06729542,0.3291077,0.09868597,0.02809576,0.23963676,0.05680671,0.10885987,EhLABS87DFE
0.26311502,0.14932974,0.41058323,0.111471735,0.05413456,0.17723459,0.15182695,0.19678138,AhgyaxQJ4P0
0.36449444,0.035773262,0.095138095,0.08778014,0.04783881,0.07812737,0.026466884,0.05496201,XUwLAvfBCzw
0.30627325,0.042092897,0.15264407,0.0724623,0.02193547,0.20964815,0.03424129,0.08118672,tA84L2BpArw
0.45210162,0.056253992,0.087745056,0.0591352,0.00090240856,0.028644577,0.110331826,0.0823436,BR_DFMUzX4E
0.3307346,0.08370876,0.13783891,0.08295957,0.20009461,0.14222181,0.10975627,0.15625589,L4MzXIPCOR4
0.33757558,0.017579364,0.037379466,0.022948315,0.022074303,0.15784997,0.029426862,0.035636157,x4B9FEEpY9Q
0.35842898,0.16661364,0.33308542,0.16842411,0.01561861,0.015086278,0.09789759,0.12471765,ClMb1GcV2do
0.6730494,0.05174253,0.23434182,0.07961165,0.026722329,0.33978838,0.0397441,0.12519386,DWUT17v2Mso
0.38785553,0.15135078,0.1837465,0.10550387,0.08170467,0.00077475124,0.18417044,0.11163609,5tXh_MfrMe0
0.22811538,0.021066243,0.05768306,0.031648718,0.060527626,0.06695119,0.020986026,0.047654912,T4PFt4czJw0
0.6776063,0.08281769,0.0975779,0.083617255,0.00027224104,0.01857552,0.10884258,0.07596161,VAo-t6bmGbo
0.3855965,0.097723,0.24177757,0.13374105,0.012008976,0.269801,0.115094796,0.12069555,ppbrwwpW-LI
0.28492045,0.04832239,0.08103138,0.073105894,0.0037137584,0.18784882,0.04204957,0.032267716,rsM7NP0Bz30
0.3533038,0.075338334,0.13497517,0.13380638,0.012217224,0.32937452,0.038281273,0.053023547,HhM0BYCHL00
0.3707474,0.08714994,0.14137684,0.084309384,0.058929358,0.052165862,0.093827456,0.091598034,vrWFu5k1Jpg
0.47549438,0.079159796,0.15814622,0.181566,0.0007288685,0.12509826,0.052753545,0.07476269,DEC6VYWnXSM
0.32238027,0.019492146,0.124480225,0.022170672,0.007982845,0.2757868,0.027302038,0.029462827,7q0mQ-9_gSY
0.3921006,0.08710571,0.35967517,0.08396126,0.00930175,0.096932314,0.041713428,0.105768725,I7g08nwEmyY
0.28950688,0.27049172,0.24250947,0.09347393,0.03753809,0.20313509,0.52008086,0.122329414,PW4-S25S9YI
0.31533733,0.061043646,0.19077745,0.06578165,0.017770508,0.15813038,0.08296085,0.06459253,L81LoqV6p_0
0.29416397,0.018867986,0.0790631,0.032494225,0.07251463,0.30401114,0.029424826,0.025893139,Xv2VIEY9-A8
0.34498778,0.0601512,0.31057927,0.07597893,0.04268845,0.10055821,0.04121248,0.095076464,zjSqSc1U634
0.56318134,0.10327317,0.38179392,0.0796033,0.014160873,0.2089197,0.1668441,0.14527822,s3amhlJ4IRs
0.23775654,0.25532404,0.28564548,0.06296172,0.42092466,0.21041864,0.16992015,0.16211793,GBA6rTanFHQ
0.29025424,0.08782839,0.3054813,0.11897533,0.14328592,0.19548935,0.0970423,0.108600035,0Ilkgcc_2S8
0.40965474,0.092312604,0.23461469,0.05762318,0.040284947,0.013851837,0.07204564,0.11106721,KikMqNwfmY8
0.34139866,0.08848992,0.08935769,0.061882958,0.03770977,0.24379571,0.112873115,0.071292646,n7REDXyzWAU
0.87054974,0.16639206,0.3165522,0.48678818,0.02193547,0.003434536,0.06294829,0.10298098,IcPN_DPG-ao
0.22432122,0.11430304,0.11997363,0.08005957,0.018325835,0.27467832,0.106733136,0.08447877,exsucLVRGIk
0.5682949,0.4586507,0.3004838,0.8998427,0.31540272,0.4455489,0.28530377,0.34757838,waRNXRaHH34
0.36918157,0.050163098,0.11230127,0.12671886,0.007809305,0.118626446,0.024563901,0.030178342,xqYV7GTqLIU
0.4605213,0.14674418,0.85910726,0.06455436,0.44428605,0.5986436,0.33442175,0.24153979,0K-qQhLTSRg
0.50483114,0.08816945,0.26025715,0.171885,0.0014403829,0.13802433,0.062281683,0.11475648,FKyTalxzysE
0.509591,0.11311176,0.20409603,0.15022592,0.0003297262,0.020706214,0.09940329,0.06944857,BZJ5Ti-nQvg
0.3013309,0.04272536,0.15080929,0.045327146,0.012078391,0.20199777,0.06519319,0.068177514,2WzBQyptruo
0.22425461,0.074945755,0.14818105,0.056797795,0.09548495,0.13021909,0.15246843,0.08458355,846WLPu7wgQ
0.24022877,0.06806901,0.10112398,0.063802056,0.060527626,0.407727,0.08407459,0.09722468,IWeVx9zjN7I
0.4152476,0.11733627,0.32321492,0.13747971,0.14597784,0.2724255,0.07432727,0.09064934,ivWUZf2-M_U
0.2401186,0.049227417,0.082771406,0.047014747,0.004373211,0.3110017,0.04813599,0.117905796,C8ADef5uQ54
0.33371052,0.033348963,0.2404271,0.062672466,0.034791227,0.1979105,0.027200514,0.052983753,57emb6kADmc
0.49738854,0.14762224,0.52950746,0.16362981,0.035306264,0.07860301,0.1400936,0.12378933,21j_OCNLuYg
0.39365652,0.3501921,0.24983999,0.2975169,0.4254099,0.8333526,0.6356477,0.43574068,9zgmZvSKCEk
0.40924984,0.14957942,0.40349612,0.1122555,0.03994159,0.1436226,0.10011241,0.090934835,fJ7MaVNT528
0.45799205,0.017704759,0.043547366,0.15109088,0.0013275818,0.081097625,0.0140513955,0.002301259,f4PeKKQPtwg
0.28958485,0.06404228,0.11188324,0.05654223,0.02397547,0.17410989,0.09058682,0.12841462,9Jv0BQvfSBU
0.21461563,0.04164193,0.11853146,0.046015307,0.052935857,0.4405685,0.036112975,0.08909344,VSUCoL3KU_s
0.30079567,0.026582964,0.09024128,0.046988193,0.029640866,0.19975705,0.022036137,0.010256247,TBJ2PPekSU8
0.3953098,0.037312962,0.08387643,0.04858803,0.0022213135,0.012679053,0.04680551,0.031125546,fAxPkfhaZ9U
0.35908595,0.047760688,0.23898008,0.06358706,0.0021345434,0.06367798,0.05854847,0.047974695,qg2Wfky89Fo
0.3281184,0.041104183,0.17057578,0.06695052,0.033932835,0.26294538,0.03782732,0.06663835,Mzf7u2qJ3QY
0.2607506,0.035143618,0.08051043,0.03645524,0.012356056,0.060371242,0.026955822,0.040414892,h5PiROGaPXg
0.42130005,0.1759071,0.23444726,0.16899058,0.022074303,0.28959283,0.15013751,0.12940298,Fl-H8sVKy6E
0.26791072,0.05212865,0.1214015,0.069266535,0.011870144,0.08789559,0.03749475,0.07038293,uHRLPAWHQjQ
0.2884712,0.043383554,0.14005995,0.06581238,0.008364634,0.3563619,0.039290387,0.044889275,2RfnhxWKYno
0.42367658,0.13212036,0.3256443,0.1581411,0.03839648,0.10493736,0.11852871,0.15650217,7dVHV0JXuwE
0.2876724,0.10083756,0.26016998,0.09150978,0.040628307,0.28396788,0.116238244,0.17138153,uIiwvovYiUQ
0.25689182,0.089483194,0.1626918,0.060707014,0.046465382,0.27441755,0.15370612,0.14116453,zYtmv3I-tUU
0.5907385,0.10704217,0.347171,0.15440615,0.007739889,0.07509947,0.14779504,0.124047674,WhZmhqfwxKs
0.32907736,0.062303904,0.14933547,0.117977075,0.16413476,0.47538653,0.2017003,0.13732634,94lyCcIo2_k
0.33411503,0.07421637,0.08841385,0.073005125,0.0014143519,0.06386096,0.062424775,0.059059326,e0ri_-5XjJg
0.35745984,0.087600134,0.17476754,0.10395148,0.006559816,0.16154987,0.06864291,0.091769844,ZoZT8-HqI64
0.42027366,0.18165241,0.4029148,0.14790162,0.020963646,0.0052670795,0.11638365,0.12497566,8ZSDFmynKck
0.32089704,0.13034335,0.37177378,0.11363285,0.019436494,0.34981003,0.059290312,0.13226147,aWAp1HalqiQ
0.1652321,0.03420566,0.05050164,0.04000757,0.05852979,0.081086904,0.029388115,0.03740171,GmFg-n3DHk0
0.28085542,0.020204498,0.12374433,0.03328353,0.013397297,0.26439714,0.02407523,0.018980274,ubTJI_UphPk
0.19616982,0.016287042,0.044993147,0.021088293,0.101391904,0.06871101,0.020213613,0.01933874,yKjKdkgYTuo
0.5942938,0.116013214,0.33241352,0.13112909,0.040971663,0.039201878,0.11293879,0.15501651,cMdoHrqr7tU
0.3777138,0.05587798,0.14156385,0.08202956,0.0008937316,0.047129504,0.044882543,0.044274252,E4UDoT7YIK8
0.48861966,0.091516234,0.49752772,0.087901846,0.14956708,0.3789337,0.11737504,0.08735495,dMayrvVOMOo
0.33413935,0.09895039,0.4466488,0.11094366,0.016243355,0.054623675,0.049870737,0.12818155,JkaxUblCGz0
0.5774638,0.23536685,0.2806561,0.22322626,0.0066986484,0.1540641,0.18133534,0.14761671,Yxi7ABcIxKU
0.5192291,0.21224625,0.32602975,0.15446088,0.015340946,0.04543242,0.1309102,0.086694516,RsQXjxJMnJk
0.25746378,0.08213464,0.14228652,0.10952661,0.009718247,0.06356319,0.02493962,0.040037498,rOYnwhKwlw8
0.3032145,0.062194783,0.111047655,0.04893512,0.031529333,0.23151726,0.108281024,0.19148956,de1aPKXBdAE
0.43934897,0.12427459,0.19165972,0.1553156,0.05773066,0.043853763,0.12809417,0.09384312,86_vnQc1oBE
0.39927208,0.08822096,0.12179713,0.1092119,0.031185975,0.046010673,0.09758031,0.052645195,aJg4OJxp-co
0.43321195,0.15233679,0.46195757,0.17320277,0.018048171,0.11772251,0.112041324,0.12662888,52pbg6BIN3I
0.3197693,0.05009644,0.091043636,0.084781855,0.011453647,0.1794926,0.04647718,0.0592444,3UUWkr4FUlo
0.39555293,0.075299345,0.33325058,0.065751456,0.039254878,0.05976198,0.06263703,0.08939385,eAzDTlqkyZA
0.42504135,0.14986612,0.1438321,0.108442895,0.0036790504,0.10489929,0.10361647,0.09018573,0t6U9iRgD7k
0.43201712,0.027454114,0.034575563,0.07847008,0.016590435,0.16475064,0.022001991,0.035722014,UfmkgQRmmeE
0.2952885,0.16199918,0.4967856,0.13210228,0.0020564504,0.014755153,0.17217496,0.20890006,vzknWGwiE2g
0.49610704,0.12907961,0.14324798,0.14710587,0.006108612,0.2588774,0.10403683,0.087582365,sRvEwXDxz_I
0.4721885,0.069824435,0.36664304,0.09103383,0.052935857,0.22338627,0.08765988,0.056449875,P2AUat93a8Q
0.1986437,0.04664636,0.10336976,0.06385782,0.043718524,0.06642185,0.045801036,0.049838144,5530I_pYjbo
0.45400715,0.12524363,0.25908715,0.16057737,0.12180476,0.043595217,0.21398164,0.13999759,4rPb9okkVSg
0.37315378,0.017525097,0.098633215,0.04816599,0.00018438637,0.014109586,0.015654467,0.008938884,NzOH1Oj8rYQ
0.41222447,0.16343726,0.58211094,0.12894377,0.004963247,0.029668361,0.15557896,0.2750373,M2e22npLghQ
0.36517033,0.027870791,0.10862259,0.058405887,1.2473196e-05,0.0053666933,0.017388277,0.019494325,1p7NmlTW5qo
0.32276198,0.08639353,0.36011103,0.074462794,5.9654412e-06,0.07499958,0.09242705,0.1315815,6xHsb1LfqhQ
0.39554387,0.09083487,0.2414921,0.16117531,0.011314815,0.17300929,0.05225667,0.11065772,EfdgDBOKO-M
0.37736043,0.09936768,0.15300567,0.47475246,4.0673464e-07,0.012783657,0.033485472,0.07439787,iIc0PLt2vM0
0.54980195,0.21977958,0.5970933,0.1492825,0.23189566,0.34094244,0.29357842,0.33171785,bRVP2mf-A5g
0.4909584,0.21055558,0.2161965,0.2949241,0.2022951,0.19399577,0.18950167,0.21041103,BGdWHy0PIgA
0.38155,0.15957977,0.25833178,0.16972102,0.0012061038,0.049107485,0.16414595,0.109210394,5TXnJ8SBj54
