PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,video_id
0.04675694,0.07011723,0.06487393,0.051358473,0.11964492,0.37940976,0.34474385,0.061527897,kmCDe_joBlA
0.2010612,0.057331093,0.13140975,0.22360143,0.06562745,0.18541814,0.3119897,0.19123735,wdw7-QbexqM
0.47967166,0.41665444,0.13318989,0.34596637,0.5680319,0.39529458,0.31050044,0.2119837,f5rlrjtEBZ0
0.021817733,0.02193547,0.046691764,0.024222514,0.095789716,0.077232145,0.25332668,0.024039738,yvDRQe2oCt4
0.14289702,0.105704986,0.12929854,0.13858092,0.17743945,0.375294,0.30202845,0.13143703,TVfe-yJvdRQ
0.049797338,0.0095794145,0.051951837,0.028217651,0.1222959,0.072315805,0.25186083,0.037394777,6yiTZm0y1YA
0.058798067,0.049898956,0.027324118,0.088706374,0.12834114,0.05091239,0.16265136,0.038200527,7cXXVDUr_rs
0.32561183,0.20816301,0.15096088,0.22623822,0.2331095,0.6245874,0.52505744,0.17122021,gbzm31Kjbxs
0.07002282,0.317855,0.08714196,0.27221152,0.7923354,0.085987635,0.29996172,0.14158984,G5aAbfxcP5M
0.05695178,0.14866976,0.04920105,0.096251,0.1793204,0.061268426,0.17369439,0.07347272,nusFJF_O1Yg
0.26039243,0.31639808,0.027441014,0.12717181,0.2728056,0.6295779,0.18907796,0.1335464,p41CdVx3hjk
0.15516144,0.043031808,0.046592105,0.0778163,0.08239108,0.041827198,0.17136964,0.04876304,8tkmKAevkBU
0.09301918,0.09924392,0.053257894,0.15316662,0.090052254,0.14821737,0.2424722,0.08587635,1ZKlxm_AgqU
0.12307506,0.07211506,0.086206816,0.17671852,0.0903814,0.30174774,0.42873394,0.11643367,fgS4CCgs9oM
0.05172583,0.05653196,0.08132788,0.03779335,0.08026853,0.14589287,0.27365565,0.06816714,7yHcXQoR1zA
0.0891999,0.0741129,0.04890286,0.052932274,0.10719917,0.27189976,0.20810339,0.05551999,fSGorwtY-zM
0.12902945,0.19634613,0.056404456,0.14211069,0.4768056,0.8763936,0.27328163,0.17028025,f6aTCjiA4m8
0.03360571,0.0129808,0.036561955,0.03841659,0.115833834,0.08024415,0.19811286,0.04796207,t9L2Rhn8EyM
0.04094176,0.033246122,0.06451819,0.02314383,0.14545329,0.09914514,0.16940886,0.06407006,HGEkXQx9dP0
0.045236625,0.12051678,0.063053824,0.03551749,0.20827734,0.15389547,0.25392786,0.05273492,QAAbcNl4Lb8
0.24973366,0.10828095,0.15224278,0.07406775,0.2815617,0.3772749,0.45029512,0.11809573,2LJ8nBgEA2Q
0.027906833,0.068918526,0.02988844,0.039406475,0.105919644,0.2418367,0.27530202,0.04242079,KBfyN2X-cP0
0.11260152,0.046465382,0.06645318,0.12848431,0.0005621475,0.39775127,0.3138585,0.137049,VzFyrmzkmQw
0.0323931,0.13879937,0.016676258,0.0319898,0.08954409,0.054696362,0.21805064,0.01977946,nZgD4iPapVo
0.16091898,0.032559406,0.088125914,0.13923526,0.07206149,0.24873994,0.4177205,0.1119175,sDo7saKaEys
0.08844885,0.042001735,0.06610461,0.034757785,0.08578276,0.2128566,0.5594701,0.039997123,iKoqQTRERnA
0.2955948,0.29021257,0.02520041,0.39217797,0.47441497,0.12582706,0.13433683,0.09373131,-IlDkCEvsYw
0.20690747,0.048525527,0.1528269,0.12693122,0.08372302,0.27792597,0.39068073,0.1429338,ztWHqUFJRTs
0.111752555,0.02809576,0.081986316,0.0641608,0.1049814,0.2110534,0.2003277,0.085462674,NkHvwc_3IgI
0.11051623,0.06332459,0.07984759,0.0889685,0.08435443,0.33855176,0.34482497,0.09669133,mQuGnQEPJPs
0.15931153,0.0010802872,0.082303084,0.056531854,0.09371384,0.36429104,0.28504112,0.08503804,6GrShRWsYHI
0.0671496,0.21804169,0.03647251,0.13098422,0.19499016,0.09120113,0.31079516,0.06661722,AN5wNFlwiag
0.06296156,0.00014317059,0.04807762,0.04991485,0.16888194,0.35140014,0.20273112,0.06464376,Lq0iua0r0KQ
0.24210857,0.074912034,0.03247137,0.11540148,0.16644242,0.2602686,0.20649584,0.060882214,SjSzx0_7yPY
0.25857675,0.11407687,0.098386794,0.1383402,0.27178213,0.31094885,0.36126572,0.098473914,3DOcQRl9ASc
0.045861762,0.050585672,0.05677107,0.07432035,0.16009812,0.09444879,0.2090288,0.060881145,MTxS4n6VSIA
0.13822891,0.09387396,0.04566022,0.06656711,0.29322833,0.13072117,0.28911307,0.06122764,IRGG6i_kirA
0.15441765,0.14508054,0.0538515,0.1293373,0.037045006,0.34253255,0.32206678,0.07619073,aLBNZ0lta54
0.092432156,0.014993866,0.13931707,0.091236256,0.24683154,0.3227707,0.3484054,0.11361754,2Cc8E3BWOqA
0.03969498,0.07850813,0.062240355,0.026753725,0.099698365,0.1133302,0.3284336,0.045260713,e7xW1MfXjLA
0.061530586,0.017145762,0.08742461,0.090862244,0.19719195,0.15083022,0.624897,0.084200166,emdSuaY9npE
0.025874328,0.12051678,0.05721036,0.022645237,0.27763286,0.059343316,0.21622312,0.025129486,-pUpVF1AlHQ
0.13536161,0.06771983,0.07187741,0.12630145,0.21671878,0.4004896,0.39625683,0.1081989,31SCn3bcTHc
0.07787575,0.09387396,0.054271955,0.07112749,0.07235528,0.35275203,0.41507006,0.066828705,_PGcvqNO6Sw
0.576697,0.5958905,0.5307965,0.734651,0.30909282,0.65793306,0.540469,0.8868394,H7JoKnIgfbE
0.06970921,0.049898956,0.042778753,0.046431858,0.030473975,0.12081632,0.31117776,0.03854376,8TJPtR11GwA
0.09880635,0.06931809,0.045557126,0.13188605,0.12737277,0.20808403,0.23777464,0.075481065,cl4Uv9_7KJE
0.14965712,0.12180476,0.09202995,0.15797554,0.33612683,0.5021282,0.31245133,0.14215057,yqgMECkW3Ak
0.261292,0.050585672,0.08245295,0.1524274,0.12840539,0.39286235,0.41033676,0.14688423,oDpvlab56G8
0.12906756,0.119228795,0.09947039,0.08596011,0.1508863,0.32829365,0.2710257,0.1017551,ir4DgZFTbuY
0.1321917,0.029640866,0.03544532,0.075189024,0.12858285,0.17722395,0.32102686,0.05694633,1YgaJzIGA50
0.11383772,0.019714156,0.17030622,0.08879337,0.08924396,0.2596067,0.2818824,0.10072272,Ud3xsdZnRGY
0.14339294,0.05493369,0.0435132,0.07104819,0.13667765,0.19586688,0.26606676,0.063525096,ka6ryV9-0lY
0.056016054,0.023288755,0.054762255,0.041292667,0.15541637,0.07593686,0.16365646,0.048345182,_AziofdPCek
0.11518374,0.10031791,0.06901457,0.14029409,0.10443792,0.124133855,0.26375476,0.09201774,iTfs4kKpFEQ
0.045759983,0.10515087,0.04639293,0.0331368,0.09116337,0.22859313,0.3073877,0.032046825,XUxizKqwXMw
0.09402414,0.03599298,0.14796111,0.08262578,0.43733278,0.321192,0.37900242,0.09220182,OZdToiObyyw
0.15882859,0.087430015,0.08305047,0.12879841,0.3132131,0.32588255,0.22784732,0.14095552,Ubpn1RG28sQ
0.079901025,0.01999182,0.057919912,0.12875895,0.115475826,0.08491959,0.20629922,0.08169767,BL6hCK-78M8
0.2734631,0.07131593,0.021896077,0.15007567,0.27029842,0.09362562,0.23573026,0.043570057,xvs3me2yz7o
0.10436174,0.08420804,0.094905354,0.10833351,0.16205901,0.40297154,0.35849363,0.08196049,_t6sg2C-jqw
0.077425405,0.010551238,0.028560288,0.04240776,0.14517953,0.074268535,0.24890278,0.028144864,8rxOBopnsbE
0.09277514,0.16620636,0.048555773,0.13634208,0.24134162,0.075462796,0.22091362,0.0784315,F1Hq8eVOMHs
0.059685882,0.018325835,0.055959165,0.053227555,0.1555547,0.0767137,0.17414223,0.05793662,TjY-4CtdAtA
0.23182966,0.11536485,0.08154409,0.093643025,0.106126234,0.2579316,0.44228333,0.07362036,ibe2E17w6S0
0.09238996,0.023117077,0.037590984,0.07952704,0.23599361,0.0857,0.21730152,0.05812564,DldSBIja2Kw
0.09829045,0.1256687,0.048310984,0.07463016,0.14929517,0.30462593,0.18692821,0.084540114,odypGH1j55I
0.23590896,0.04165838,0.20998982,0.13279143,0.09978265,0.48793876,0.53827846,0.12199909,Uw7vhEXH58A
0.075154655,0.31714454,0.041966047,0.122324124,0.3161129,0.11099045,0.17402136,0.08430447,TBYDgJ9Wf0E
0.12680748,0.065721996,0.041231055,0.098229155,0.11811244,0.18213312,0.30158234,0.086776055,oBJcEsw4wVY
0.12769276,0.028439116,0.01774216,0.043822818,0.09103004,0.020155499,0.18215622,0.0175363,AsZ2yEzdyF8
0.09991387,0.20963,0.045921575,0.21230118,0.14066909,0.06611515,0.1461199,0.14505298,eNx9tvCrvv8
0.111640304,0.008746422,0.1622293,0.048575252,0.1368867,0.23179215,0.48855284,0.09363206,UvUzyoz6ht0
0.16440196,0.01999182,0.03140618,0.09961382,0.14072165,0.21613544,0.3136746,0.052156117,KAJsdgTPJpU
0.06344522,0.1464265,0.054663196,0.05291108,0.51594037,0.20070001,0.21811053,0.0514451,j43XK0wzMd4
0.05663367,0.015826859,0.04946978,0.03029528,0.14398822,0.12408863,0.20660481,0.03714489,DTMBe88CZsY
0.2725718,0.20742953,0.24981219,0.36214665,0.31020942,0.19915572,0.44026652,0.29151368,kHETUZF8UDI
0.03675162,0.09387396,0.041568175,0.033352148,0.15683374,0.06507574,0.1592161,0.036591567,Mb6CxoH-ZB8
0.048769295,0.019297661,0.040651392,0.100987256,0.17980598,0.31060028,0.22549658,0.042785015,d5qjkGeR5Mw
0.14021797,0.21715863,0.124788105,0.081976555,0.29481652,0.22012115,0.32801938,0.09634366,bW3IQ-ke43w
0.038990848,0.011175984,0.031467672,0.033779114,0.17873807,0.110213816,0.19802721,0.034402885,M-5NGTSzTJs
0.0551407,0.052935857,0.033133317,0.041459326,0.26226538,0.27993983,0.25516528,0.044910822,F4FgYHh4Stw
0.14467837,0.11665283,0.05148963,0.18343621,0.43943217,0.291194,0.27031708,0.090184316,q4zZ2ker1iI
0.071080625,0.074912034,0.048344053,0.057862762,0.09419165,0.0541786,0.16247976,0.06394798,TETc1W7obY0
0.03368896,0.012911384,0.042247307,0.03226532,0.17474292,0.08310775,0.18654303,0.037497025,Z9uYgpHwKis
0.19194901,0.053335425,0.032714568,0.12673205,0.17017251,0.15090027,0.28206167,0.060820103,bfNamRmje-s
0.23647386,0.2712817,0.049381636,0.18428904,0.0887259,0.16975561,0.21619263,0.10219473,SpGe4Ro5moo
0.15203574,0.09709594,0.044688866,0.060589723,0.12525621,0.18963018,0.3649557,0.051436916,fzEd2gCILps
0.033877756,0.011106567,0.026344903,0.032339178,0.1982873,0.067706354,0.2049264,0.023507576,3H1iH9wIFWU
0.4033099,0.39230084,0.057902727,0.4640714,0.17265593,0.6750026,0.404796,0.2216559,4VsZT3MyMNc
0.05395322,0.031014297,0.023162523,0.0449147,0.11560032,0.058850355,0.20233978,0.03133199,Pv-4Lmm761M
0.5350096,0.045091953,0.08904858,0.154527,0.43747264,0.68105567,0.4202009,0.1478998,r4mUx654Efs
0.3628497,0.49309984,0.100651,0.82720757,0.57421726,0.37301093,0.3009597,0.59702355,DdE8hszL-8Q
0.2461938,0.12888865,0.07913315,0.12613414,0.04707009,0.33628535,0.44174483,0.10295395,IeZl3Gi4NtM
0.05996565,0.016173938,0.05240789,0.047034465,0.11475462,0.10011265,0.19101234,0.056963697,pHEWK9j1EhA
0.05277726,0.103539884,0.06794747,0.058004245,0.2765362,0.087320425,0.21587156,0.061633687,nAYG746hY3Y
0.06951447,0.0717155,0.05358896,0.073984444,0.11652339,0.07140635,0.27233574,0.08209298,UXyo4n-W43E
0.02801472,0.018048171,0.020086698,0.027080188,0.20954224,0.02988926,0.14519387,0.01603517,uJnpJKLdRZA
0.28345263,0.13835071,0.062481444,0.106799245,0.06357507,0.5026047,0.388075,0.08408613,dkg7G6Bfxzo
0.15598315,0.05413456,0.11638104,0.17182584,0.115311466,0.23562111,0.27637738,0.16083941,wVo4Yx-yC3A
0.14550434,0.09763293,0.12665999,0.07418117,0.14846206,0.32013047,0.32862934,0.09991955,Re2y-np4oyw
0.09740646,0.00860759,0.15697034,0.043589998,0.13029836,0.23053697,0.49182963,0.08618927,j7wLn2LhNL0
0.13412444,0.16551583,0.14374164,0.21640837,0.35294053,0.3857471,0.35855266,0.14334683,4PGOnrc6jYY
0.22136435,0.067320265,0.0794948,0.10111023,0.028228087,0.235702,0.43933746,0.09596775,mZzNDMXSPOY
0.351933,0.17759849,0.06987389,0.27237904,0.044063587,0.26184234,0.42914498,0.11747903,qlEhznuJzd0
0.23387007,0.032902762,0.18232062,0.1430731,0.1391148,0.54559535,0.30002505,0.20426352,WJgpDyP9ewQ
0.06868169,0.111500904,0.04085362,0.03874945,0.08920532,0.1744864,0.23769714,0.048583936,hvTSYCnqEZU
0.36849135,0.12888865,0.039356776,0.12921536,0.009622373,0.23819819,0.31899643,0.095685825,Jy15v7eSFR8
0.22751337,0.17173064,0.084203996,0.22339432,0.29303905,0.2568102,0.25638074,0.13026617,8CO1fi79lVk
0.036511738,0.07091636,0.0120421415,0.19274351,0.1127162,0.033373605,0.14153448,0.03083398,6NzNgEJTrkg
0.13741075,0.016104523,0.034592226,0.054954547,0.25800782,0.10281257,0.23897284,0.042376827,-aSF1qlwFTk
0.1544736,0.13476147,0.037988637,0.09297438,0.19032046,0.19022362,0.25583988,0.06673498,VPOHswYCKK0
0.16238205,0.026035614,0.15042609,0.15747073,0.12079828,0.5099066,0.42402747,0.1895113,7Llr4W6a3WA
0.028812086,0.024147147,0.032046758,0.033464383,0.2546249,0.06117607,0.24657248,0.02424999,FQ6yO7cac6M
0.16131423,0.043718524,0.073809974,0.12263831,0.1122477,0.32784915,0.30638835,0.09023038,5v1Yg6XejyE
0.1374292,0.13745339,0.038122136,0.07737774,0.14974645,0.2206357,0.32269335,0.053487655,LNKKXgM4iOE
0.087828785,0.050585672,0.085704416,0.048805334,0.55985737,0.2554947,0.2792942,0.07072481,0h5y7dY3eqc
0.085869245,0.08689302,0.47603276,0.11496963,0.098060496,0.07961934,0.33827296,0.17674953,nxhzeU2XQwk
0.27198285,0.31682462,0.037835345,0.3520777,0.07644361,0.2088272,0.3145673,0.11349295,1vu37fIRb5M
0.092863336,0.010551238,0.11584452,0.065042086,0.04613452,0.31781405,0.35866487,0.116332494,LS4QrnS6WBw
0.04379895,0.032902762,0.090529256,0.05529998,0.43134442,0.100096874,0.2280921,0.07765808,EkgaNRviGYM
0.03612923,0.01721518,0.051768664,0.04058298,0.18084614,0.12760597,0.21826681,0.038170755,p2SNsrLMq1M
0.03016088,0.021518974,0.05050991,0.06605457,0.26259428,0.08359273,0.2623786,0.05074627,qN5L2q6hfWo
0.34208077,0.08850401,0.30382624,0.15797222,0.1474968,0.54448164,0.48272032,0.17901386,Xx_HKH3LRGA
0.12576522,0.105704986,0.045817714,0.10187003,0.115716964,0.34882587,0.3408915,0.08832153,JEMqetu-JCI
0.10009718,0.02809576,0.055438705,0.041303523,0.13215618,0.17981014,0.37923956,0.03269134,mZMzkH4mhQ4
0.12917092,0.22422299,0.17487933,0.14452821,0.116313115,0.2626863,0.5787289,0.12743703,AoFxm0K0yX8
0.5316342,0.5026305,0.14647196,0.78486884,0.64889246,0.64757466,0.39900097,0.51483196,BBmpllu6YSc
0.05299583,0.065721996,0.023722371,0.06596546,0.009609301,0.14497359,0.20507127,0.047681805,JbQw1zX3yWc
0.1830026,0.41950125,0.27749458,0.58443224,0.54666466,0.37283432,0.43723303,0.5062546,F6R_WTDdx7I
0.05153315,0.070516795,0.018963411,0.048842255,0.07979441,0.24877484,0.17278932,0.029517615,hQeH7vQu8dE
0.12081073,0.08420804,0.12831743,0.14370832,0.18315208,0.11840332,0.31327406,0.18306287,5_yJ9xt9sis
0.16552493,0.35870504,0.032181904,0.21657813,0.17224409,0.3337022,0.2903655,0.11345178,wOE72xVsyM4
0.083324336,0.0224908,0.030893192,0.06078515,0.15109372,0.10909461,0.2006378,0.051763322,bwWZdLXB5Mg
0.08836042,0.062125895,0.07239864,0.16039272,0.3402792,0.36425507,0.27416426,0.11889175,YsvABLmrpX4
0.0841682,0.08420804,0.043454506,0.070887774,0.18203397,0.16740023,0.21354175,0.03935509,y564PsKvNZs
0.2178456,0.2459383,0.058524597,0.40454373,0.41588217,0.12534435,0.23169981,0.09938188,UEefQUkyeWQ
0.16654545,0.15859914,0.049726367,0.16171633,0.18446222,0.14150709,0.34227896,0.04782003,8A65JzDltY4
0.06333759,0.16275369,0.033382356,0.056756932,0.2620858,0.33928543,0.18214975,0.07007748,M8EXhJmUkNE
0.14108199,0.10300289,0.05456775,0.06262029,0.11071996,0.23352271,0.31698352,0.054245953,SysP7IlXze0
0.3077051,0.1464265,0.072702885,0.23000121,0.15867487,0.4993411,0.3801547,0.17411923,zB2gQL0kOEo
0.39438498,0.036851373,0.04263563,0.13655241,0.15033975,0.18395194,0.20017533,0.08610595,kWxjj5qjXbw
0.04723155,0.0681194,0.040183023,0.056967825,0.23120129,0.09055486,0.20839736,0.028534759,HZVZDE1GfFA
0.024389956,0.039598234,0.026653733,0.023036953,0.6010792,0.052368738,0.19151866,0.020243956,GLFl5f8jipM
0.177126,0.13790205,0.07451047,0.10870959,0.26476294,0.19598016,0.3304554,0.113622196,iXvR8A9lJiI
0.10982611,0.04406188,0.045259867,0.12008801,0.33129606,0.22200392,0.22220916,0.058541946,5Z-UKjgeM8w
0.39952588,0.13924801,0.15513209,0.21035929,0.16999434,0.34539384,0.4268228,0.2085633,17_44v7eyDA
0.04676475,0.089041,0.048076365,0.06582211,0.063723415,0.067149356,0.19976127,0.06271218,f4zul0BuO8A
0.20543465,0.04543531,0.05134678,0.069408536,0.08664483,0.1669419,0.3513395,0.05535843,mJzxaqws1xQ
0.3316489,0.21036349,0.0610774,0.25010902,0.05156859,0.22746375,0.39449072,0.1186518,roh6-B0QnQY
0.14937381,0.07091636,0.01998028,0.07925117,0.18009539,0.046773117,0.19861303,0.035282336,xU8et9PLfDo
0.124465175,0.20376207,0.1528153,0.12469143,0.116313085,0.17345092,0.55546564,0.10575477,7xBp4qFsztg
0.07940658,0.017006932,0.031005694,0.08039263,0.041325867,0.35462928,0.23350935,0.08241697,30KvyZtXT-o
0.20727707,0.009162918,0.16815384,0.1812867,0.051155455,0.5379457,0.39330286,0.22552212,XO9sxzN3gRU
0.064451344,0.019297661,0.04207001,0.028653199,0.106642604,0.08777782,0.21803588,0.03768101,rRAX9jsyCoY
0.2212041,0.032387726,0.039772045,0.13441521,0.44278145,0.0874109,0.26956138,0.04079832,xXScqWVYpWw
0.08881989,0.0669207,0.030872025,0.054103423,0.10005179,0.10075491,0.20709758,0.036429908,AVu-vplvCZE
0.19846171,0.42390585,0.059348088,0.21416682,0.5001697,0.91432226,0.2281422,0.32349133,kOcLyyVyb6o
0.14100222,0.05493369,0.062444832,0.049616728,0.16057414,0.5359264,0.35767418,0.08676809,QF41kKR89og
0.20413776,0.030842619,0.14245056,0.082723804,0.061345022,0.39430484,0.38637102,0.11384612,XEOvNVYmjDM
0.099657096,0.044748597,0.070507,0.06823619,0.28632587,0.07207453,0.32337672,0.050404795,zbsdsCCJdT8
0.12218739,0.08420804,0.1367874,0.18831499,0.13277878,0.49520683,0.3780827,0.17296423,zl-7W_wB_fw
0.21786936,0.033246122,0.1644158,0.13372919,0.13035238,0.1438411,0.3668014,0.13508551,REoVSz_WAZI
0.33994275,0.355017,0.09088114,0.36066094,0.26245645,0.38649917,0.44991836,0.21187212,3roITeXVWuE
0.21196921,0.5933793,0.16871454,0.8461517,0.73864734,0.2133753,0.28036448,0.69309914,s9zUapdjn6Y
0.11857451,0.033761155,0.034812883,0.05043939,0.08804274,0.18725266,0.2635372,0.050703168,Cs1Po5fRU4w
0.056669813,0.02792408,0.032177024,0.042262092,0.06410738,0.2812166,0.2288479,0.03569003,cet5TTcCY8Y
0.12136448,0.0035749264,0.16882324,0.06453741,0.14486669,0.36363843,0.44444335,0.15200429,s3AlvwiA370
0.16928425,0.092262976,0.12165396,0.20944574,0.13884915,0.25071073,0.376872,0.14756517,cxzNYbTslZI
0.11085099,0.05852979,0.089923814,0.09236776,0.30002335,0.27806938,0.30729985,0.077559315,SKtNHQ3KQP8
0.2219769,0.19789414,0.11208017,0.28604516,0.21333186,0.53165203,0.35220596,0.18794377,o8vXrIQXEsg
0.20327023,0.073313765,0.12612955,0.122399405,0.022490427,0.5656848,0.4943857,0.121410705,ANpNy4NGUm8
0.11100817,0.0142302895,0.09101705,0.18173364,0.124371536,0.20643276,0.33748984,0.14249404,8vPMCJ2mm9w
0.04244952,0.08501353,0.029157456,0.07135668,0.14758478,0.08066626,0.17404823,0.048763182,0m4Gxw9hkKg
0.05570404,0.0100653265,0.024459206,0.03368065,0.13038577,0.11374231,0.24335465,0.02593131,9FnSCNiXQq8
0.10262287,0.11472086,0.031514022,0.15443312,0.4466919,0.08515674,0.18306288,0.07972972,y3JJyFelRDc
0.1296107,0.086087525,0.06342673,0.25730425,0.27463225,0.13907234,0.33187675,0.1079711,NejlkPJENfU
0.2212438,0.02193547,0.06997412,0.08077344,0.092216276,0.1445576,0.2578874,0.10973914,Xacf1zal0k4
0.20569637,0.06492286,0.06309273,0.16762684,0.13194768,0.55174196,0.40015024,0.1181392,L6Sw75-mpfM
0.024121836,0.07730943,0.061854564,0.040704597,0.08243023,0.1438912,0.2534658,0.050778523,gR-AR9ZLoAk
0.03382545,0.0495556,0.052895132,0.027880266,0.13088371,0.28922758,0.4185839,0.039003447,Gl8ldcroIkY
0.112969235,0.08689302,0.08306034,0.06239884,0.14472602,0.3263502,0.36146596,0.062421016,b1Enrzgrl1w
0.086899586,0.010759487,0.073222674,0.09784774,0.1469852,0.42085972,0.33455834,0.091600165,7GWAl5cHKEA
0.039461914,0.0068374802,0.03100835,0.04020077,0.3199687,0.05881418,0.19009118,0.02995379,WFSP-aoqzU4
0.047036402,0.038053125,0.091142915,0.038218472,0.21861862,0.388154,0.32968172,0.100117736,yQhqlWDf7K4
0.044547543,0.036508016,0.041024778,0.03979047,0.16642268,0.0965762,0.1605471,0.04852079,b1OpvE08t_w
0.08189069,0.037194733,0.03853262,0.04216002,0.15959291,0.055318516,0.21832174,0.045906853,LFHm2unZ57o
0.0712592,0.010898319,0.022457382,0.11975795,0.23502848,0.15080021,0.19820029,0.056566764,025V5xEZe9M
0.040428042,0.078108564,0.057536762,0.030620765,0.15800752,0.098048426,0.31867525,0.029050682,IY3mXFXd3GU
0.19575402,0.18647896,0.086744,0.104931936,0.53622144,0.16308716,0.44589967,0.08700482,GtKtM6tY164
0.04423774,0.017631676,0.053961225,0.05970927,0.05696253,0.114361204,0.24140258,0.11471754,vpIUHvzmwbc
0.036094803,0.023803791,0.049666144,0.033336166,0.031246744,0.2802826,0.5619534,0.037087142,fA_ftVYQTxg
0.11592984,0.05493369,0.108789064,0.10114543,0.19393283,0.18292458,0.28155178,0.13036035,PtoJRZezkfE
0.060860157,0.11794081,0.025887214,0.056160297,0.3245135,0.1987272,0.22665027,0.036463004,xbuyHcdOU8I
0.09796914,0.08050597,0.11535057,0.0607498,0.37255654,0.23795433,0.3583196,0.11095905,IaKm89eVhoE
0.043047886,0.11794081,0.013103751,0.045430206,0.17839864,0.052781507,0.15574785,0.022710932,6OknnFuDQE8
0.16878316,0.18450552,0.051004376,0.10120677,0.23094386,0.14151439,0.286479,0.06964063,nHNX1o7X6wU
0.0911305,0.02809576,0.18642318,0.05791764,0.27800822,0.08910167,0.36506754,0.08890552,MrD3inpajAM
0.083196014,0.008225801,0.14467691,0.038653508,0.13029836,0.16877684,0.48520958,0.08028697,SGNlUZlZeIg
0.15558682,0.21892473,0.21850215,0.16311215,0.116313085,0.24115914,0.5549386,0.15176444,I8JCFLuUIGo
0.032412603,0.024490505,0.03234895,0.02662726,0.07937754,0.076869875,0.15132287,0.03490865,H6uDiJng-uo
0.25891364,0.2712817,0.1643674,0.2999765,0.19355713,0.17118695,0.24368638,0.23826568,v2ZVx8QiEUg
0.07601789,0.03427619,0.10539429,0.036612723,0.11526449,0.19472077,0.37193635,0.10420318,_s9dxc_jVlY
0.24532151,0.07451247,0.07411474,0.102700554,0.22726862,0.6329256,0.36471614,0.12934521,V6EwX6mk2yA
0.025967421,0.0129808,0.035551924,0.032812648,0.13014923,0.03838515,0.3336895,0.018176429,iunTsPDGciA
0.12658629,0.058929358,0.027336486,0.06772072,0.09108509,0.122622624,0.28365833,0.05396757,pRX7nKyE7uE
0.086330295,0.13146462,0.020977665,0.054197367,0.13561869,0.26363215,0.19610435,0.040477164,wuP-1qwPbFU
0.42721206,0.38965073,0.077539586,0.734651,0.5968023,0.43717027,0.3369928,0.27389488,XC7jl4MCEiY
0.12974997,0.22978203,0.1623969,0.14447282,0.116313085,0.22533296,0.6062641,0.11541503,oaNsQkTRQz0
0.10401463,0.008468757,0.14739165,0.04417611,0.13029836,0.19758172,0.45351604,0.082277544,R31w1vkZCTI
0.3644676,0.060927194,0.04493816,0.12938108,0.020928383,0.49705192,0.3409833,0.093328744,6uJhfUfTBZo
0.14254914,0.059728492,0.14860232,0.11512533,0.21363279,0.20185426,0.2952035,0.16956256,dZTBXKHcuWw
0.29633054,0.5149511,0.08290628,0.45395774,0.27300295,0.25874507,0.3473346,0.20446858,-O_jOpQGKdI
0.032752555,0.0142302895,0.04488365,0.02744925,0.18217367,0.086579226,0.19179937,0.039654896,Szcw99gYcOk
0.47934303,0.10461388,0.08850519,0.17322804,0.43751448,0.5834991,0.3031817,0.15182643,QjAQ--6ceM8
0.037501782,0.00843405,0.013618479,0.030053405,0.1325932,0.16945349,0.2521651,0.013731685,01qtNZOdgOI
0.19131361,0.09333697,0.084534466,0.10991118,0.19610754,0.18646105,0.3526337,0.07117,SfsCniN7Nsc
0.28283307,0.0136749605,0.07102312,0.15061037,0.14557064,0.13405354,0.28091714,0.07272898,ona77qCAWJs
0.052263606,0.019019997,0.07600268,0.025614012,0.08968416,0.21208382,0.293172,0.044662204,RLqXkYrdmjY
0.17120513,0.03994159,0.053790137,0.08239207,0.084429,0.10416087,0.21409945,0.086914964,ReegNvq0aa0
0.4206138,0.16620636,0.08067625,0.26083252,0.629385,0.5805537,0.40171406,0.13611963,2XF2qgsq5iQ
0.14417182,0.2818683,0.055791114,0.107440606,0.05579263,0.41544876,0.4261554,0.082395144,gDzLcShkvgk
0.07632194,0.04406188,0.10122321,0.06260652,0.079778664,0.13175781,0.25858858,0.09515823,f7WiKG5Dp84
0.028702363,0.022945397,0.027957283,0.031219425,0.087949544,0.054038197,0.14872554,0.02743961,I7-4wOs2AmI
0.11823594,0.22988434,0.15111963,0.14387205,0.116313085,0.15712339,0.49620676,0.109183185,tJFa-0b8gFI
0.048212495,0.029984225,0.023290006,0.029757662,0.19513297,0.044537254,0.15520938,0.02837448,MPoR0oDYQ-c
0.1797681,0.12180476,0.030094134,0.096793965,0.2786529,0.22278117,0.28532293,0.045529522,SEnBtdmhSsk
0.029360378,0.051737156,0.022840848,0.029584195,0.19521673,0.20271459,0.20953716,0.027000522,xtf1eHBlh14
0.054484576,0.00053797435,0.0348909,0.06888929,0.29737636,0.15278904,0.35484514,0.0333271,3h2Ya-csask
0.23415552,0.22687212,0.057374436,0.07959262,0.22258437,0.30683923,0.41250092,0.06768787,vDAptbL_bPU
0.034866475,0.04783881,0.044683132,0.03687986,0.26609522,0.18539777,0.2823303,0.034524366,Je3NmN74hu0
0.08847474,0.20522906,0.13742816,0.10808914,0.116313085,0.15992521,0.524754,0.09603413,T1C2K3vqlFw
