PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_INSULT,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,video_id
0.12841998,0.15971771,0.550447,0.060668297,0.15182354,0.012425472,0.21713868,0.4564434,XwlqC4d9eKw
0.1408905,0.08721681,0.48886082,0.08474277,0.08505887,0.07211506,0.07975359,0.12607609,6dtg8qWQPuE
0.066565484,0.047777962,0.2859021,0.012741908,0.027606774,0.008711713,0.039957672,0.0876629,My6irJtwq_w
0.08859198,0.096814774,0.36857745,0.10330623,0.05568515,0.0017180471,0.109951735,0.38025194,1CxKrRIN-38
0.09923877,0.073404126,0.3405429,0.050059207,0.06949961,0.0068721883,0.081320725,0.19245416,Tz45BhaiBkU
0.078546025,0.1138174,0.30829206,0.043173183,0.08461071,0.0026031018,0.08954522,0.39313686,P-hSa3-0dhA
0.056850124,0.03971468,0.3685973,0.08558143,0.035313677,0.011592479,0.07555026,0.31411195,hwKCnDTSqM0
0.18582912,0.17650935,0.27100098,0.27877763,0.099386856,0.06532243,0.1576971,0.2742562,HoPJLUYg_Lk
0.09242176,0.077370144,0.24288218,0.12424913,0.054643854,0.007739889,0.117764615,0.19634469,la05ey3kwSU
0.20204002,0.21583396,0.3701174,0.21745199,0.15355156,0.0056921155,0.16810869,0.252002,CyxEq3JCF_c
0.037199114,0.034154218,0.22283624,0.09498972,0.063422315,0.015063282,0.035703108,0.23595665,0GYq06BcYY4
0.29935437,0.31074944,0.43330532,0.2280023,0.21621057,0.11343288,0.20328146,0.65326244,IB1IOw-fekI
0.15812491,0.23214312,0.46157545,0.041491263,0.21971701,0.001405675,0.24525367,0.5816562,bzJLRu5X5Dk
0.09854949,0.11771262,0.37027118,0.0075395606,0.1356181,0.038911518,0.24209324,0.18925308,_s9Rn5cpMM0
0.06962139,0.053779796,0.23666723,0.012553979,0.038197696,0.00016811698,0.057465162,0.08652191,TAOwVPUeKOs
0.17314099,0.31131226,0.5007233,0.0011434889,0.3002409,0.029125832,0.24867444,0.7281002,VTHPpPUscKs
0.05595273,0.076678105,0.28461602,0.030817699,0.16824923,0.0095794145,0.11617532,0.55375427,pb295aQAtoI
0.21544836,0.107533924,0.52242637,0.12246445,0.06577851,0.0036790504,0.09305287,0.29038766,zHHgIGPbux4
0.073376,0.038068958,0.4398796,0.082014166,0.05918441,0.016798683,0.044908676,0.085191995,KT_kxrIjRL8
0.11661043,0.08080968,0.2480231,0.14816079,0.04384316,0.010620655,0.050623477,0.14505146,-mSqLfWGF_0
0.15193017,0.17264305,0.45878798,0.21519239,0.11215951,0.046465382,0.1105967,0.38983622,_5nq5rVsYo0
0.15491267,0.11458987,0.30552974,0.27604052,0.099196345,0.01999182,0.14169997,0.17807916,xK-mDuDjWv8
0.110895135,0.090369,0.27864358,0.16517434,0.05822062,0.013744377,0.09673698,0.2651335,Q5Wgyp-Fxmc
0.10333815,0.10009304,0.37101734,0.32900006,0.08799218,0.119872786,0.18895741,0.4047964,6CjHFg9G5R4
0.1361353,0.06055344,0.4719317,0.021176793,0.03950973,0.004581459,0.06857457,0.13303337,bMOy4QHdR3A
0.114797935,0.09695582,0.36079416,0.124152504,0.065749116,0.0072539765,0.056507554,0.12642613,0Pi2BXquQ2o
0.108719364,0.05411956,0.3183042,0.033335824,0.026470926,0.006247444,0.040822987,0.14750834,u04X_GJdCjQ
0.08763772,0.035420775,0.37888086,0.19426481,0.022179032,0.004893831,0.066317424,0.14571656,4-6RbPOVvjI
0.14868413,0.09080254,0.255257,0.085158445,0.04401846,0.012356056,0.08641098,0.16385394,w8tUYoXx7RI
0.19771753,0.08640933,0.6732552,0.18440647,0.047389545,0.040628307,0.062787406,0.12518924,GuHQ6cQmVlg
0.04480742,0.06810887,0.28383765,0.18755543,0.0492211,0.0026551636,0.12592943,0.10073013,y-3UbkB4214
0.12695464,0.051334176,0.5708048,0.33359557,0.07785219,0.03461955,0.07006301,0.09734178,W9l1tfGS0Rc
0.13592732,0.10311604,0.4036047,0.10376414,0.07970863,0.042001735,0.078758284,0.11304314,2R-_nzW4e0g
0.1633838,0.117268264,0.29077765,0.17174025,0.07549973,0.0044773347,0.124255754,0.341728,vn-_QX6SNqs
0.121524796,0.1049773,0.4390912,0.101077795,0.06360759,0.010828903,0.10860769,0.5509218,wUvsGG5Z6g0
0.062392876,0.0483563,0.30631128,0.06847268,0.03015067,0.021657806,0.03475248,0.1000004,DSv7yUmGaIA
0.19005474,0.13974206,0.51717657,0.27440357,0.07433418,0.084745035,0.098417625,0.2388684,StxQ7IqgN5M
0.17036675,0.23529163,0.47785828,0.07388858,0.20044549,0.0050673713,0.16747287,0.17722428,UxTRsNFVZTA
0.035812687,0.05028187,0.18436757,0.33244756,0.050870012,0.019019997,0.13203709,0.11806569,gKBlCgCaDPc
0.04880766,0.047362123,0.17255427,0.09848017,0.034093324,0.01561861,0.061989788,0.087042354,inmIkqSVatI
0.08782759,0.07205165,0.25980642,0.073992446,0.062152885,0.18253209,0.0671607,0.14239345,vFbJvXHMJZc
0.13366212,0.25428724,0.441881,0.017791204,0.2916945,0.087430015,0.30302626,0.43659735,du9rM5i_qSg
0.19153462,0.11751049,0.557483,0.023080282,0.11241334,0.06492286,0.16859525,0.20609653,HUiTYiCQ5xo
0.043716006,0.02410253,0.26708502,0.1578298,0.015331159,0.0072886846,0.016507538,0.12787306,ZXFM3c-6ypA
0.0770116,0.025571488,0.45349613,0.08280426,0.01874005,0.0064904,0.010169445,0.1341124,ET1x25cupJ0
0.10794293,0.10583564,0.3223925,0.02946801,0.0853462,0.05852979,0.06604375,0.14376329,8ratQfAjuDs
0.18473433,0.11550255,0.39573538,0.17656776,0.07222596,0.010898319,0.11478757,0.24576958,ma-Sa1_Ju0w
0.2624673,0.18751599,0.67127186,0.12931336,0.13944702,0.016173938,0.13021515,0.24684955,wFYEA6xBM7A
0.10990833,0.1064167,0.32668436,0.059945386,0.04100954,0.026722329,0.07108846,0.13258308,FtvPI5rgA7s
0.07901703,0.08076791,0.4547776,0.361773,0.13163087,2.3590608e-05,0.14899684,0.18848848,gKucpTkqVY4
0.12444842,0.12154221,0.30216047,0.025315315,0.11413292,0.0035922804,0.10842312,0.16232635,YBT9lvrr2S0
0.1332464,0.14390545,0.41772017,0.03454631,0.15519667,0.00040781926,0.17164868,0.5762622,-PzipLey_Rk
0.100083195,0.057283368,0.40680134,0.13908881,0.03369532,0.016173938,0.04386944,0.10315613,CiZOJwkeEpM
0.04703009,0.04225786,0.21907274,0.1645256,0.032450043,0.04131502,0.091225095,0.10771536,_q_vJZlRLtI
0.13877945,0.11002371,0.29526734,0.005404069,0.04835269,0.04406188,0.028090458,0.17997254,gX2mArd5eZQ
0.10787117,0.12580848,0.3377068,0.29659683,0.10892114,0.09924392,0.087644316,0.39558643,TSnZoMpcw3E
0.068575874,0.10106636,0.28960484,0.19287771,0.11860856,0.13082063,0.123131864,0.28495225,GmUsWof5tlo
0.18897761,0.11420712,0.3673005,0.13065702,0.06005859,0.014091457,0.09275419,0.20824024,y2fANRrBC4A
0.19621007,0.14025271,0.42086637,0.10902479,0.12643556,0.013258465,0.10212664,0.40224537,Ll0dueFtHpE
0.08162001,0.09100062,0.22950462,0.18713373,0.070551805,0.05093802,0.056426745,0.09794624,I0LWK7mf4zM
0.04684962,0.08120063,0.20741905,0.43827778,0.21314505,0.14956708,0.043834258,0.2851066,oq5dDoWvnFU
0.3299117,0.13927719,0.6683646,0.115918845,0.05676671,0.008642297,0.07009613,0.16678627,KXj_6BEdGzw
0.18049072,0.2313045,0.33801338,0.012463363,0.21161173,0.0009935171,0.32081264,0.23468097,XluDAbVOKvU
0.1411235,0.14245445,0.5696124,0.0018685891,0.20315683,0.032731086,0.27061144,0.60785496,o1q2OfEoDlw
0.20104383,0.15164718,0.52153635,0.19733897,0.08185391,0.0090240855,0.10483496,0.25172195,Eq1rHggZws0
0.17393322,0.16205138,0.42389643,0.14126766,0.14332311,0.0030369519,0.06768751,0.14318812,JPH0jLIZypY
0.1739331,0.16205138,0.4238963,0.14126766,0.1433231,0.0030369519,0.06768748,0.14318804,VZjWTETQ8dY
0.066838145,0.04944376,0.39041123,0.14509572,0.05274076,0.008815838,0.06419861,0.20071167,B5XFiSl8L68
0.04413756,0.0498949,0.16326648,0.09928408,0.031348154,0.016521018,0.05544147,0.09938171,znH5xIVBESI
0.40012306,0.5341495,0.5386303,0.17567654,0.26681542,0.5818954,0.1974557,0.54185957,VVmYPO2xtjw
0.027450545,0.03825869,0.19829687,0.3169601,0.0895006,0.016451603,0.07415142,0.13078055,tcOLp8fvqNo
0.17761205,0.16693678,0.3422854,0.06380859,0.14314514,0.00065511395,0.10863396,0.1710056,NflAYrxnxC8
0.1553258,0.1248235,0.4500868,0.17357755,0.15302545,0.019158829,0.2177889,0.1407197,1FiRqhKXBGs
0.10224323,0.04331288,0.4777394,0.1266436,0.04380401,0.029125832,0.044779062,0.086841665,Bkp9UPBqraI
0.16526341,0.13620919,0.44478366,0.18638599,0.16117969,0.017284594,0.22528715,0.15593798,L--K9iUKjOU
0.09931954,0.038059853,0.29493308,0.08658802,0.017252788,0.015549194,0.02639117,0.09321947,_hC4MgLpwfE
0.059769817,0.052130647,0.24296674,0.27915925,0.068549454,0.017354012,0.05841236,0.23567404,Tz5rWudwKrg
0.10784633,0.11570382,0.39232257,0.18731967,0.08194951,0.0054144515,0.080516145,0.41858214,gbnaxI2PEbQ
0.23472346,0.18406641,0.40491137,0.023091307,0.115732126,0.087430015,0.09269953,0.120837756,xXsFEG8Edrw
0.20960487,0.10526537,0.53947103,0.19121245,0.058904327,0.014438537,0.063274145,0.23295324,3uwssPXxgUE
0.2104727,0.313899,0.38658002,0.024573611,0.34299502,0.008503466,0.4003475,0.5508125,A1gaQ6Nj0iA
0.10158395,0.09201662,0.28289273,0.35940567,0.09241488,0.05493369,0.0931908,0.14369816,cRehFdfeuIc
0.08362633,0.15687954,0.29815242,0.20840152,0.13875785,0.1609341,0.20948704,0.73514676,cSWQ0eD26ZY
0.08066352,0.120814174,0.24439275,0.07490356,0.113700904,0.0039914227,0.11590492,0.28004533,xgg9QkU9qf4
0.1446545,0.1144312,0.41319966,0.16841896,0.13676733,0.015688026,0.20430483,0.14781444,kfTPH_rb1UU
0.37203485,0.5089712,0.48338044,0.11331256,0.22406225,0.5535644,0.12746651,0.24420224,PZEkudT09xU
0.087157115,0.07541834,0.27066517,0.10130825,0.062731236,0.00035358797,0.12049096,0.3244864,R3CQb5iFNFE
0.13629927,0.062773705,0.36343032,0.17594227,0.055733908,0.017354012,0.060626972,0.11579705,qTSr9aTpX3g
0.15194611,0.1157161,0.44735757,0.18762289,0.14198694,0.015340946,0.19968015,0.14403994,g9kbRB7itmY
0.10653206,0.101848304,0.29780167,0.26688626,0.044312574,0.017631676,0.0867691,0.32084483,vuffLN3HOZc
0.13770019,0.10579481,0.44685313,0.08107339,0.13751958,0.019852988,0.1848189,0.15854564,mZJ8YPczmSU
0.15044233,0.12450522,0.47245267,0.15734138,0.16460091,0.016798683,0.21544869,0.14753771,44CceqVNhm8
0.08757435,0.07401295,0.46950513,0.101704024,0.07460051,0.017145762,0.09575446,0.17342703,6h0Dn6yfaoo
0.092265494,0.07574959,0.44818968,0.16042864,0.0991866,0.0007288685,0.12623905,0.11467762,SrLqjcyEJ0E
0.053984243,0.020725073,0.4575764,0.12860641,0.038456343,0.025692256,0.026646867,0.13393047,5vdKWXZR_8Q
0.038350523,0.030275846,0.21647747,0.054801513,0.017023118,0.0050673713,0.023664702,0.19123173,LZ9o8VqKjLE
0.06576699,0.05297086,0.33755815,0.12783594,0.040354855,0.004217025,0.053628787,0.09643501,owB4TxcF1DY
0.20747347,0.19475375,0.51257575,0.5108943,0.19159599,0.009371166,0.14659953,0.20389603,uR31Oo1fpQI
0.112787,0.1080003,0.22013037,0.01876233,0.061578013,0.0014230289,0.06700317,0.13547559,tVU3zXaIvSM
0.04979799,0.057698157,0.22015168,0.27204373,0.05685546,0.04131502,0.09099833,0.11777434,Zd4MSDACt8U
0.04005391,0.022499805,0.3880192,0.1607333,0.023657529,0.012008976,0.028522097,0.07652892,vyOcZe3fRzQ
0.19513217,0.14109427,0.4361243,0.02880768,0.10574059,0.008885254,0.09739836,0.25281706,jKLVjq0lJJU
0.10241845,0.120992705,0.2850282,0.73152167,0.3850287,0.035306264,0.31447843,0.18655165,lwacytDlAfE
0.14455488,0.15351707,0.2668174,0.10472773,0.1217782,0.034962907,0.13257536,0.1741173,sHM69SOP6cQ
0.2827549,0.18303883,0.5624285,0.03802424,0.09535597,0.016798683,0.082388,0.20574577,4s6ydUORcIg
0.06698277,0.051123444,0.38069946,0.014867768,0.050558444,0.00843405,0.10782859,0.23636545,qvjOJ0BGskY
0.6830831,0.58994895,0.5146612,0.050889768,0.36348528,0.13879937,0.15956558,0.24434581,i-RW7jqrbVY
0.12567209,0.13536227,0.32225698,0.14689407,0.21203972,0.08367105,0.15991975,0.44610637,vMZ_bDk7JUw
0.07407925,0.06989355,0.29699096,0.078555375,0.058439255,0.089577995,0.09672511,0.1257705,xmXcYSzk7wY
0.14059283,0.10116352,0.32408595,0.03685387,0.08272255,0.039254878,0.0755435,0.33051375,j03o3rOm8_0
0.049633898,0.04446614,0.25691408,0.116752185,0.05319382,0.037023053,0.03229204,0.13307828,ScgFgVWUs-4
0.10152613,0.078667544,0.35965464,0.30962405,0.037107788,0.0070110206,0.07121229,0.13670926,p36O7ZChcro
0.1006591,0.14085157,0.64560646,0.040905915,0.12866664,0.003002244,0.13789767,0.6032393,Xrghe_3sEaw
0.07441422,0.06491646,0.2585186,0.062160704,0.12921514,0.2712817,0.076366,0.04766959,0Uw7H2hR80U
0.02779514,0.05488489,0.15578176,0.040895745,0.024306463,0.0007896075,0.050854646,0.057905048,fbrk2wOImuo
0.14607294,0.15099928,0.3529399,0.016472481,0.12679532,0.0039220066,0.2552718,0.4663787,YXaD28X2p4Y
0.049827337,0.041071285,0.354481,0.024314828,0.034451835,0.012356056,0.06588878,0.32268113,A6vBadna5yI
0.12939523,0.09611289,0.27794376,0.05930187,0.056905326,0.008052262,0.058350336,0.10417297,LB81dxTBETQ
0.23712192,0.16136326,0.50924873,0.08574152,0.17270483,0.1250247,0.12637383,0.55965555,W278xY7HYBY
0.14492214,0.11433406,0.46304765,0.19213161,0.14763092,0.015410362,0.20460512,0.13493876,eXrkKWUB_sg
0.085916094,0.05256176,0.27586251,0.18453085,0.033057585,0.012008976,0.0328706,0.068819575,rYI5g03_q6g
0.10655077,0.05094932,0.34860027,0.18085681,0.10583506,0.015202113,0.065483406,0.12794396,Ur39I-Ts2cA
0.18223554,0.17728232,0.42354602,0.03800348,0.23611782,0.16035037,0.24009746,0.15904409,jE0ipxJqiMg
0.05360909,0.05690768,0.34381437,0.010486169,0.06585723,0.012703137,0.057894103,0.37132233,zMn4VLr6f5M
0.13623758,0.14684725,0.2891198,0.14810075,0.22635694,0.025520578,0.17057116,0.51447856,os4cj-0yeWY
0.06421143,0.10220874,0.35415462,0.16435175,0.22060393,0.08850401,0.052099258,0.12817158,wUnDgL5fQIg
0.15118173,0.12432055,0.7784964,0.0034833818,0.14037818,0.25219622,0.21775784,0.40840456,JhKvXjarUHE
0.10152623,0.07866758,0.35965452,0.30962405,0.03710782,0.0070110206,0.071212485,0.13670926,Nus6jHtoAmg
0.08109039,0.06247283,0.3531845,0.26229247,0.034064658,0.0024989776,0.06388655,0.106361,XW2ZNRndkjg
0.1415162,0.1273854,0.4884126,0.12978601,0.1857132,0.015202113,0.22811846,0.40205207,igLuCfuL6lc
0.10152623,0.07866758,0.35965452,0.30962405,0.03710782,0.0070110206,0.071212485,0.13670926,3qwtdBEGI20
