PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,PERSPECTIVE_PROFANITY,video_id
0.06919873,0.29975253,0.058110848,0.07730943,0.058841247,0.27616096,0.08245326,0.055404875,q2pOeP8qRAw
0.24955364,0.41381857,0.07486989,0.04680874,0.06774331,0.087748565,0.1407405,0.098825775,rZ46kEk6aGg
0.12024872,0.25851575,0.14311273,0.09172598,0.104606114,0.63263804,0.18882255,0.121340916,H0YLOz6kvX4
0.1538015,0.52562475,0.09509335,0.06492286,0.05964548,0.2509839,0.20151715,0.10127143,GXr5glhGkzE
0.20954692,0.48503616,0.12571347,0.12760067,0.098456934,0.2997435,0.2876634,0.12563542,RlLDwm7dCJg
0.06079959,0.2738876,0.32025173,0.2885035,0.25759774,0.18852675,0.1524241,0.25805017,8JYYs2WIebo
0.05637378,0.3561228,0.035082404,0.0471521,0.04231905,0.20747983,0.10024926,0.040491108,dYrrIYSJDL8
0.054454476,0.18916884,0.3569229,0.28021416,0.26072082,0.2879215,0.097883806,0.22609657,lmSJB6BQkMQ
0.5079575,0.6348985,0.1206927,0.1334155,0.15567026,0.09857637,0.3249221,0.2090032,14fTQQgt0cM
0.10446173,0.31277686,0.0759818,0.105704986,0.05813962,0.2384274,0.23410009,0.09300014,SqzHdWtH2G4
0.057154574,0.24729699,0.08698851,0.104076885,0.11240879,0.049553733,0.39593843,0.0905558,FChmoEjicmo
0.069753125,0.3517229,0.10021947,0.080905534,0.13824886,0.013817375,0.3128803,0.10736605,urDSUQgaVWE
0.16631891,0.61704683,0.063023716,0.013883209,0.121749245,0.046337333,0.34980306,0.08147283,ZvzzMFgy6mw
0.15515608,0.5076259,0.08549544,0.054534122,0.10031777,0.0650139,0.35831553,0.12424923,i0zb8HVuevo
0.08289501,0.25728902,0.36998066,0.3598433,0.22647011,0.15535638,0.23422508,0.21902563,mQsfUqIK_eo
0.039387193,0.3735531,0.05761749,0.18450552,0.089611895,0.094749734,0.15856977,0.0369364,54giFcLDsNU
0.06763835,0.22500561,0.035027523,0.04268845,0.06110065,0.27757895,0.11565767,0.06271571,eUa7UeMiFWM
0.049812496,0.3033939,0.015462031,0.09172598,0.020734893,0.12486151,0.052289344,0.019385086,GOgmbriwjP0
0.04318145,0.36717027,0.030280473,0.067320265,0.027922802,0.08337578,0.074289724,0.02413312,KksOzC9sfGg
0.05227221,0.33246294,0.07106316,0.029812546,0.088384785,0.032635223,0.14884065,0.064326845,p5ATpVW_lQg
0.063071586,0.3016577,0.06686625,0.12180476,0.04546976,0.16579035,0.17243102,0.057123877,zYrjq1LnpZM
0.18699785,0.38424155,0.41574734,0.34388447,0.3116289,0.58794093,0.5313771,0.30728683,w1lk7ykbnkw
0.07530719,0.4677623,0.12395325,0.076110736,0.049725305,0.18614773,0.100383334,0.053861704,ooF5-00kIyA
0.2570989,0.32223994,0.07460303,0.034962907,0.14526458,0.13602367,0.23661935,0.15175697,se8pJ2y9Grk
0.12315611,0.38207296,0.050875396,0.040971663,0.0723814,0.119690135,0.24263483,0.08200384,qNMfF9TYETM
0.09009479,0.28747523,0.12561315,0.05613239,0.09254693,0.16220328,0.18423969,0.10137674,wlrHHBxI3-k
0.15317105,0.44158316,0.044960756,0.06971766,0.09241246,0.20204523,0.043102875,0.08542511,rq89lRnGI2E
0.16581549,0.33057675,0.072561815,0.05653196,0.23114643,0.10803031,0.5130272,0.14808458,poMdte8P0kM
0.2963205,0.5977692,0.16348782,0.04268845,0.3464576,0.07845987,0.5581226,0.30895618,wW2Zn9zhcv8
0.089753315,0.42829198,0.11141164,0.05613239,0.11119308,0.11064344,0.1050021,0.07011146,j4nlyCw-zBo
0.1058254,0.28991157,0.15608278,0.11665283,0.1153733,0.00019991348,0.185742,0.12922978,MuvbEM4UeUg
0.053823818,0.35038966,0.041941114,0.030327583,0.038782094,0.43891415,0.11567827,0.037778918,xrmOC7kMYzM
0.20249274,0.4749965,0.29725263,0.011800728,0.36680922,0.028835438,0.655981,0.23996264,XFWhnzXke24
0.10874801,0.3236559,0.03990415,0.10515087,0.039030343,0.04729787,0.15978228,0.08981335,HdWSGeanjnM
0.3611671,0.6466755,0.11303854,0.079307266,0.16643731,0.22923493,0.4913267,0.185087,FoTB0b8_P5k
0.0637406,0.3601321,0.02807814,0.105704986,0.023542907,0.26118752,0.06396853,0.028064031,chuRE9nxLT4
0.12652087,0.2502187,0.082134046,0.03753809,0.24041566,0.114746734,0.1830243,0.11801372,zxhjgDihPlM
0.108188204,0.32105651,0.30778432,0.3544517,0.11270122,0.50471544,0.23322217,0.31000438,jzQoqEo2BC0
0.04925802,0.27605072,0.04314797,0.044748597,0.072389446,0.15167344,0.066729605,0.03803753,o5RhbG3tOT8
0.076424874,0.32276323,0.05893586,0.15743166,0.059743762,0.2307029,0.20866354,0.06027391,mHAGoyfa2DQ
0.06001935,0.5089366,0.15539926,0.004303795,0.08115657,0.028534342,0.23082788,0.078520626,uen4zXGXmzQ
0.1886897,0.32924685,0.23660222,0.1334155,0.24469116,0.16234268,0.59970087,0.31018823,bgWxURqPUiY
0.15009768,0.35577416,0.05033613,0.08420804,0.18416111,0.15450686,0.37254384,0.09525035,cDJmsEPyHxI
0.110049516,0.43524134,0.1255964,0.052136723,0.21151178,0.035883185,0.3426482,0.13280037,4COHuye3Vc0
0.025335686,0.19133943,0.09553915,0.06332459,0.051809177,0.10892707,0.051630534,0.037680164,SNuJrSP3JDA
0.040263854,0.21624167,0.08231937,0.1024659,0.11065311,0.24514219,0.068587326,0.06270161,QIiclQeea3A
0.038224205,0.29157788,0.046804152,0.11021292,0.026678056,0.27702498,0.110386446,0.033366542,2zbEdMRlPYA
0.055239704,0.18651105,0.23936465,0.2590451,0.25431308,0.17628285,0.10767028,0.1737627,Hwih2UgA6Bw
0.35995564,0.3941989,0.13350411,0.0471521,0.23512568,0.11991899,0.5422679,0.19693358,6fU9Hj0dKn8
0.08511216,0.2846615,0.017216388,0.021380141,0.017997103,0.079700276,0.06323928,0.036704466,u_SM7jTzCiE
0.107158,0.27979815,0.04708488,0.030842619,0.06629503,0.079753384,0.10338993,0.08380092,1UL1MaWatIg
0.12615623,0.26172367,0.0690139,0.052136723,0.097470775,0.26862103,0.13522305,0.10453504,VOgx5dH8XtQ
0.031221008,0.18998158,0.03219111,0.056931525,0.05047363,0.013735474,0.16540454,0.035929717,hOinBwNDMY4
0.08739045,0.32742727,0.21714567,0.30187345,0.098274186,0.383105,0.15483911,0.09470884,jCIz4Xi2kzc
0.16956049,0.54299307,0.04257089,0.074912034,0.038553562,0.17275517,0.098038286,0.055739366,PV3WVcrRPPw
0.03713302,0.2609073,0.08591113,0.1539292,0.050171223,0.1864652,0.14834312,0.048072204,R_xPWNEXAWw
0.1576682,0.2691708,0.124474235,0.3282253,0.122430414,0.05799689,0.19626126,0.17799616,4PCpkYZj67Y
0.08966232,0.43221545,0.074418746,0.048525527,0.05035407,0.09061271,0.10241797,0.069915086,7mX_sfFbb4o
0.1591106,0.40425825,0.12452717,0.22977416,0.1656896,0.19636382,0.20671979,0.14211997,nBpm3XuagH4
0.0879919,0.3058874,0.05945355,0.055333257,0.08570793,0.0593306,0.3798222,0.07878143,Lp3lIPOYPbg
0.13190463,0.28894848,0.09256834,0.046122026,0.11573197,0.0800857,0.15429285,0.11610088,B5u5Iglewds
0.09644491,0.3077176,0.11092727,0.1668969,0.13793702,0.43830243,0.31180114,0.10178324,gMxyR7drGrk
0.05810218,0.2998237,0.067923054,0.12824467,0.04730756,0.24461667,0.17809407,0.054459658,a6xKCmdKnGU
0.17732477,0.39228562,0.18211757,0.2088965,0.39411545,0.38004416,0.3373612,0.19758716,dEzFlTlbHgY
0.065720856,0.34748018,0.13762957,0.042001735,0.20280603,0.007654287,0.26867366,0.1097788,SEWzIzwLwqU
0.17417935,0.39855695,0.2358767,0.082104236,0.15418065,0.15543689,0.49937138,0.30917856,DfLRiHsw4lw
0.23853154,0.50620306,0.11367963,0.13745339,0.16224058,0.62850964,0.31298113,0.14070942,hdWxBnvmMfQ
0.19468412,0.33326098,0.19142558,0.036679696,0.16873755,0.010657022,0.38352033,0.18591665,pk2QPfauqxs
0.13101138,0.32195473,0.32366395,0.05773066,0.30180967,0.10690726,0.23967105,0.2331102,ZNpWa6vJoKY
0.08842232,0.4196195,0.116458885,0.019575324,0.15055564,0.030033857,0.4113341,0.15088311,m4Xsd05kW-Y
0.16028534,0.5357731,0.06328609,0.09548495,0.066416815,0.19238423,0.16627145,0.0819249,CCEjXudHuQA
0.5329138,0.669158,0.43173942,0.011037151,0.48420796,0.017080706,0.5241022,0.4308661,0HIbxHoaa18
0.04471368,0.19108689,0.032132905,0.04165838,0.034846414,0.15302703,0.06944778,0.058382794,mU9c1Lqju0I
0.4343828,0.487862,0.24309473,0.31714454,0.29082403,0.44042993,0.7292629,0.43306592,MrDZ86j7g8s
0.05816289,0.18904583,0.0608441,0.045091953,0.12325212,0.15968098,0.17845976,0.07362992,UisWjXNUWPY
0.1006271,0.23325804,0.12872607,0.2885035,0.29119703,0.3612313,0.16056493,0.13075961,gkp6OG1P7xc
0.37562206,0.46309748,0.37989992,0.076110736,0.44724482,0.09802402,0.7651977,0.43741426,74pmZ6_R5F4
0.072748795,0.33424038,0.072409734,0.10956893,0.05991898,0.12175177,0.2005276,0.055423558,OAGWNjOGrqM
0.028968802,0.4012082,0.0088636475,0.037023053,0.011705561,0.010409126,0.11945915,0.021698376,k2KEAooEaGY
0.06962235,0.20617662,0.33032307,0.3063832,0.2993379,0.09720427,0.124620825,0.27314156,_VIsUqt_bfs
0.06652615,0.21332416,0.26519173,0.28683078,0.17486452,0.20552777,0.10126769,0.15151496,yEl07UtYpf0
0.025820533,0.20013249,0.09102589,0.119228795,0.08912945,0.13462113,0.7024123,0.10410677,69Lpzrz2fNM
0.31377882,0.56144965,0.41572505,0.17587385,0.2714214,0.0037121861,0.36855388,0.4058031,GmzPBbl7248
0.15388288,0.3680846,0.059561923,0.12116077,0.089459725,0.058302213,0.1919026,0.08209626,n_rUKClGTHw
0.03536605,0.22104684,0.03670879,0.10828095,0.052843954,0.09604774,0.350057,0.02804209,V-nLMdZY4-8
0.095975325,0.35075325,0.10046241,0.07690986,0.09656996,0.1799233,0.15455793,0.07367101,_QIdWcUoOpc
0.08086934,0.22019988,0.057823192,0.053335425,0.09473978,0.44894487,0.15254237,0.08767023,37SGOGHCrVI
0.04725727,0.23949814,0.03949181,0.1550967,0.052114986,0.18355188,0.11885924,0.03493594,N10rm6Efg1w
0.11842183,0.34521633,0.091539636,0.12695669,0.067026034,0.18617675,0.25668475,0.104129024,igKHu8iY6xI
0.13334861,0.41029844,0.115560964,0.04543531,0.108663924,0.05538996,0.11838411,0.1116845,x0_RMONXxQ8
0.09423797,0.3757837,0.053636502,0.105704986,0.04301173,0.5461517,0.19514064,0.04691966,wNVkd2vFE0U
0.18298247,0.4771162,0.040795796,0.027752401,0.050953243,0.12800638,0.19656351,0.09147339,ZU7Cph1qLck
0.55736166,0.6786463,0.19261336,0.123736724,0.4148953,0.26388088,0.46354818,0.30971798,dLEq5V0WnGY
0.33476526,0.45974746,0.3725088,0.20742953,0.20589621,0.34483948,0.5238004,0.32728666,FatQeec_M_w
0.05094152,0.21391077,0.024155196,0.04543531,0.04549602,0.1775829,0.07885686,0.03936055,PVwbuBOggWo
0.043750927,0.31935248,0.027926417,0.033761155,0.024194442,0.07579702,0.08950492,0.029470002,LsgHD7x_My4
0.14908293,0.36041373,0.07312466,0.1334155,0.13040021,0.03108064,0.23052098,0.107185625,thg_iltuoTY
0.1384618,0.31330115,0.43612248,0.14418322,0.3500539,0.032201283,0.25424182,0.2943886,Vp8hUPS05oY
0.06228911,0.21216536,0.28886443,0.32044756,0.1844586,0.16858533,0.18065412,0.17719807,FyDw9wBaAF4
0.13768804,0.25454924,0.034762807,0.028954152,0.048214737,0.04936381,0.15231381,0.0816436,GQg6oRJPAVI
0.19549166,0.6089955,0.04392668,0.09763293,0.11602674,0.0064640627,0.23776825,0.08692979,x7cow_ZIRUM
0.09687295,0.28409424,0.068704665,0.01561861,0.07284009,0.054497186,0.11928722,0.086583845,Fh5WHRKkq0k
0.046938367,0.21448483,0.044808976,0.055732824,0.041409865,0.09245153,0.07904581,0.040053207,FG3Oa9ondAc
0.19290169,0.50754386,0.25323674,0.1609341,0.31152374,0.008320994,0.50697017,0.23464394,PPIb8Jegvws
0.19302888,0.50829667,0.08368841,0.30053464,0.2002307,0.13613378,0.43973595,0.11029389,rdr08epJmEw
0.07054359,0.2640954,0.028780218,0.11343288,0.04901523,0.08683966,0.067236565,0.047033705,loIJBVYbPQ0
0.14962365,0.3823239,0.104152225,0.23891698,0.10829561,0.2650832,0.16294344,0.11645926,a-hrITYS6oI
0.032184355,0.2494733,0.03746778,0.3552902,0.048260946,0.18233736,0.099979125,0.027327439,D2aJvo7qmeo
0.061302718,0.3104322,0.025719991,0.16620636,0.043649405,0.27212054,0.07683346,0.04036462,M_XN-z720es
0.1015035,0.27881542,0.08809794,1.6947276e-06,0.095218614,0.0021207943,0.39528978,0.12512653,Olgdm6g7pOs
0.07492508,0.19906087,0.08928298,0.07211506,0.14261647,0.1184794,0.1998958,0.1002524,_dtpIlgdEi4
0.1252845,0.4144974,0.12163682,0.06332459,0.07362115,0.10057512,0.18009035,0.110905774,dDetWZeHyXQ
0.064815156,0.38323042,0.14854547,0.1530536,0.20445725,0.27105227,0.17102885,0.1291606,5i6ZxWRNUog
0.041572697,0.16096397,0.025062516,0.0168681,0.035452515,0.07070976,0.09618293,0.0432221,rN5AO_LNMH4
0.23066853,0.34989265,0.36460334,0.026894007,0.28458905,0.018724207,0.3824446,0.2964449,yre9Anruroc
0.18945685,0.5201255,0.1753659,0.2406723,0.24005656,0.23252837,0.22367562,0.1337446,GG-UjZ_NYtM
0.1388097,0.43778387,0.10601439,0.008086969,0.076042615,0.024987949,0.17463343,0.10046471,io-rKv02yTg
0.20898207,0.35956225,0.18805507,0.056931525,0.13402277,0.17728147,0.15573418,0.2187894,jBWuGsln_g4
0.16303436,0.33799154,0.19806302,0.2712817,0.22102006,0.15404117,0.63838696,0.22024526,WBKmwQ5m9Ag
0.092748225,0.5347058,0.15607436,0.27856,0.25464815,0.0058119795,0.31209126,0.09035831,4kfNAIeAqS8
0.5059683,0.6099925,0.26822835,0.0334178,0.27336025,0.34737045,0.66333765,0.38227838,0aszoPioI7E
0.21487762,0.5220914,0.15410568,0.0066986484,0.17887998,0.03569791,0.24442308,0.17146745,roIUzO83e7s
0.06565877,0.36575806,0.06262667,0.031701013,0.079350635,0.31609365,0.19150746,0.04039774,T36_4HUW4q0
0.11528114,0.4154897,0.122030534,0.0789077,0.19898792,0.72742087,0.27566022,0.09080056,2qoyAqmb0lo
0.20397584,0.4452761,0.29837453,0.20742953,0.18312867,0.31905815,0.18768406,0.19557452,SuAVeLJKGbs
0.08457316,0.3130242,0.035896476,0.046465382,0.05217422,0.04368773,0.14332736,0.054357618,WfLOBeeLtuE
0.07515327,0.28178424,0.030257171,0.047495455,0.06730152,0.062657915,0.2680773,0.0531924,B0CNc6eRriE
0.025826693,0.29430127,0.41557822,0.42631236,0.21572796,0.1828805,0.097840786,0.06086282,FuBZRXdATCw
0.112564296,0.36358228,0.16704345,0.032387726,0.13038668,0.020356536,0.2377146,0.270028,Mk-JSxz_HeM
0.09612136,0.4027222,0.060600348,0.31714454,0.06879903,0.17467245,0.108465835,0.052678373,cDSqUrRV9Bk
0.026124895,0.28187734,0.021553196,0.119228795,0.02307578,0.27189478,0.058217485,0.015813231,N6s3jXi23a0
0.09691913,0.3257857,0.0555569,0.08170467,0.108105525,0.12854701,0.28362402,0.08657909,jh7IP-3ST24
0.040903404,0.40769127,0.10074577,0.0358213,0.06807864,0.08994256,0.14441676,0.050264318,9MWD0WnPRGU
0.07625626,0.3431117,0.044802237,0.13969667,0.06297201,0.1782779,0.25174865,0.04954757,ALfD7RUxKvg
0.063230075,0.20799123,0.021722006,0.0224908,0.04092671,0.098791875,0.08801223,0.03845413,2pOpcR7uf5U
0.040660124,0.2152133,0.07992713,0.15684792,0.042460606,0.17764707,0.12767315,0.04546282,CnjPVu0JaZg
0.077728115,0.3044869,0.20959468,0.124380715,0.116508946,0.37575102,0.49470118,0.08604248,5tgh7WZIAbE
0.06875456,0.28734154,0.0766499,0.09279997,0.085096925,0.1768209,0.22508591,0.053578053,9dBxeGMeDX0
0.08271107,0.30421448,0.061892107,0.05493369,0.069798835,0.08337232,0.13053818,0.064558566,X8Z3DA1wmNA
0.1747105,0.34277704,0.16066608,0.060927194,0.1358807,0.17064166,0.20198132,0.18828578,u_cmLpSk33Q
0.10308122,0.4908412,0.033989716,0.032731086,0.073655255,0.13174178,0.17535935,0.06666149,uoQm3539dcs
0.08182488,0.28650042,0.05451648,0.06652113,0.07086374,0.24497905,0.13200906,0.069242336,sHWPulGIHq8
0.0431756,0.23674895,0.039270166,0.059728492,0.046504665,0.19904244,0.14087966,0.03921062,IoFutBiL0Ec
0.13289376,0.37128216,0.16609888,0.18055865,0.12772122,0.19831951,0.2181636,0.21567845,p02Ww4YrsiM
0.12276895,0.42187867,0.13843998,0.05773066,0.15233894,0.013681983,0.21870941,0.11361614,_JDbOT6Hv2E
0.075358406,0.21232203,0.0983532,0.001483768,0.08973869,0.022581564,0.11691625,0.16187772,I6zEl5mdyuE
0.11923655,0.37445995,0.05181587,0.04680874,0.05125435,0.02013149,0.21454541,0.08095147,GCFeTTAJa0E
0.040912602,0.30429524,0.02163704,0.089577995,0.030830039,0.0339372,0.058295533,0.02081474,qlZsCdQdE-c
0.05822176,0.3735011,0.067800924,0.083939545,0.05050261,0.09723837,0.08984092,0.055784576,t696e3_Z3_k
0.05808789,0.24052382,0.022439996,0.023632111,0.03318374,0.07793897,0.12305175,0.04220592,fF66Ycs0cPQ
0.08818943,0.40103194,0.2710476,0.051737156,0.3184309,0.12747297,0.6316675,0.22794525,h1Im4L0FbXI
0.0687497,0.23339538,0.26392755,0.17173064,0.13574605,0.16428547,0.11478896,0.15573873,Cd7LuCwPya0
0.25210318,0.49970692,0.25079376,0.20009461,0.22455029,0.05145795,0.4832048,0.33333334,T0wFXNfEbek
0.09409526,0.35005236,0.034065668,0.06412373,0.03822891,0.14663272,0.11471375,0.052290678,m7OqQkkm2P0
0.18753588,0.42693713,0.38078016,0.16413476,0.12961276,0.36063167,0.2809326,0.21455728,o-tooH0neYk
0.21274136,0.35345283,0.4491995,0.016729267,0.38150975,0.06797568,0.24063978,0.2713251,OAQ5ZjDvKRQ
0.56673944,0.49005386,0.4706211,0.007496933,0.3496087,0.023576647,0.38130897,0.5584769,Q5-lgEFvGxU
0.032997612,0.3056174,0.029424017,0.04406188,0.056363292,0.18001996,0.101675436,0.027757019,gI4azsiNXRI
0.11181633,0.4490162,0.13116527,0.06252546,0.12342423,0.09053845,0.30636835,0.10160713,BOw_M_4ww-k
0.11588926,0.33884352,0.31135088,0.10699297,0.066264935,0.050370205,0.068845846,0.13868928,GIIkiHdoMfg
0.20788716,0.55228716,0.08640484,0.06132676,0.12376581,0.09053845,0.33919019,0.13041529,lXTxm0-oKLo
0.13013512,0.37041172,0.22409618,0.04406188,0.1349986,0.0006937023,0.17680669,0.17253138,kQK4854vvYM
0.3319586,0.51874363,0.23338184,0.33341047,0.22282343,0.114293665,0.29067996,0.26304495,7m_bYDEHaa4
0.09995602,0.35722288,0.12204994,0.05253629,0.09566119,0.21278062,0.14443511,0.088470265,Nnc7UlNmapY
0.12893365,0.2680391,0.10600972,0.0044773347,0.1262572,0.06277867,0.15092172,0.13735484,M7z3o1PaTo0
0.21435261,0.50267,0.36406422,0.22687212,0.25239077,0.30292952,0.44557384,0.34281877,WUtf1eMnoa0
0.27193138,0.35993868,0.30477953,0.2712817,0.21741763,0.048048418,0.2918673,0.2573179,5ZjRzsQmXsA
0.2377352,0.62229985,0.103801444,0.15071863,0.11024662,0.042158946,0.20870288,0.121109225,jKST3q2erq4
0.39666188,0.51017755,0.30810672,0.015826859,0.23415388,0.16926518,0.5879024,0.320759,WxPzfEzF9vU
0.09421913,0.4478912,0.034336433,0.10956893,0.06030855,0.14184767,0.14877431,0.046813905,ERK0j4RU9f4
0.0726129,0.40147427,0.059485693,0.055732824,0.05855111,0.08371741,0.1255794,0.05788428,CeMfCCagMYU
0.084936,0.36054245,0.10258203,0.1609341,0.101976916,0.32718673,0.43250173,0.112999246,ZB1GrQc-xUM
0.17937993,0.66915095,0.13306348,0.0042690868,0.12229549,0.12667473,0.18640964,0.1366224,AF4X92XzA0c
0.06339749,0.3635321,0.13767068,0.06612156,0.056598973,0.17577055,0.16310193,0.10607687,-bs0i5LFShc
0.2090636,0.5545548,0.13944148,0.11472086,0.15110433,0.15183914,0.4154064,0.22726418,lGwG28KiSiE
0.06963537,0.2613133,0.12817283,0.08420804,0.06992046,0.27475998,0.10268883,0.096106716,m2I5NJLwGTY
0.08802976,0.37890983,0.18316495,0.09494796,0.16289566,0.11586647,0.38621843,0.12673858,mIa1_HjS0rU
0.09521254,0.3334933,0.02815436,0.08420804,0.07144251,0.09493777,0.09470476,0.059376426,un-AJ0e8G4o
0.39323002,0.5977019,0.0680394,0.22978203,0.069505155,0.32752714,0.17306821,0.11231183,nukBlF2LfHE
0.055107657,0.27824742,0.26502165,0.38965073,0.29537648,0.1762173,0.2812625,0.15576553,EO-D6fd_U30
0.17471056,0.34277716,0.16066608,0.060927194,0.13588065,0.17064148,0.20198141,0.18828578,LiphVMxj45Q
0.27279413,0.44491524,0.17607234,0.018187003,0.17373432,0.09903221,0.24476047,0.25746632,nYujD5s_ynE
0.10267532,0.2508008,0.052633252,0.10892494,0.080154,0.12337094,0.11503339,0.096088074,u3GUklhJvC0
0.053437777,0.28065336,0.11330807,0.08796701,0.05259613,0.17710821,0.18665838,0.073693514,wlSDmXnk0jg
0.039928358,0.23178092,0.02703747,0.031529333,0.050405215,0.33034164,0.22724657,0.041141823,AfDCAHnzp7g
0.17240335,0.3363433,0.096934006,0.0036269883,0.10674003,0.09062916,0.19497675,0.13908473,1GLMYgNM_uE
