PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,video_id
0.23763794,0.33752432,0.12126873,0.6756011,0.5681502,0.7079002,0.3897107,0.3020041,NFa6LYi1fOI
0.20769064,0.38229334,0.12924032,0.11776511,0.16425703,0.068252504,0.002932828,0.2206754,ly51MTXGboM
0.102944925,0.3889106,0.09284585,0.07533621,0.02770143,0.09157388,0.019019997,0.049235698,CarPoHcLEp8
0.1371225,0.256119,0.07951337,0.29397103,0.8211055,0.26382086,0.31671798,0.33131456,8vjFPGkl47M
0.12993255,0.35829696,0.19097127,0.12030169,0.13061148,0.1266752,0.014993866,0.2221419,C20t1O1i-lQ
0.05572293,0.14453046,0.036633395,0.026075168,0.014823308,0.21762815,0.018187003,0.025026858,84A8Ns6qjz0
0.06494134,0.15971616,0.039322864,0.033005707,0.025661591,0.27920207,0.06492286,0.033559624,I9Y1L38GdpA
0.12288744,0.2956429,0.08774106,0.20616974,0.17509691,0.22360522,0.0224908,0.11373368,ILBKfvLSbPU
0.35976955,0.5159469,0.19938946,0.1368262,0.12847696,0.02799405,0.009093502,0.21141182,l8Ve5NUCcgk
0.57122827,0.3848559,0.32686776,0.44534782,0.45499274,0.7731081,0.5810591,0.4259033,FiZwrdg_WUw
0.264672,0.4147295,0.06330054,0.041784856,0.06779634,0.19672346,0.0043211486,0.07315881,_Nn5m5Zj7kM
0.21795231,0.37405163,0.039742555,0.17623366,0.10129386,0.025319034,0.15684792,0.05318595,kpb1ZaBPURc
0.45624936,0.40444678,0.12442636,0.311316,0.27377564,0.44511613,0.13610743,0.19373587,L0HPIXLeMu0
0.76328737,0.598661,0.8525804,0.8008965,0.7957286,0.72789943,0.59863794,0.7952311,Hm_LTFsZQoE
0.28019056,0.4408828,0.68371606,0.4541293,0.6413902,0.7079002,0.29070088,0.56524754,RT9StEi6lnQ
0.15445966,0.41200843,0.20637378,0.10891226,0.076183714,0.16405205,0.044405237,0.10980373,Qf84m8CkFVQ
0.3236395,0.3763425,0.3408402,0.06256925,0.05530805,0.15399088,0.0052062036,0.14903483,29HNB7sSDjw
0.124573186,0.30088574,0.0345186,0.061590973,0.06331177,0.2025469,0.09118898,0.033856284,Rd8KE-BHBRI
0.1501546,0.24312583,0.0678146,0.076206066,0.122269295,0.3390028,0.39694545,0.08165233,Ow7m5TCZWmQ
0.23985787,0.53440773,0.5093729,0.11743962,0.13856108,0.3726338,0.44129625,0.17832853,kGGQn2bIWzA
0.04275247,0.36516243,0.041268602,0.03343844,0.065698,0.4390724,0.07970683,0.025115669,0PO5MEBQ3WQ
0.14789234,0.3828777,0.046905395,0.14604941,0.20154227,0.2640982,0.1019289,0.061423924,7ZZNGfMuXYo
0.09998771,0.19498609,0.09621387,0.08487681,0.15225613,0.16230398,0.057331093,0.20168392,F_6WEyFa_Lg
0.077950485,0.23676722,0.07585735,0.045006365,0.035990033,0.1475088,0.021518974,0.051975343,nLSeHPW8Dz8
0.4479415,0.7011323,0.93873084,0.44552988,0.70199466,0.6250182,0.8129004,0.69980025,Vk3tfBobQWQ
0.34090576,0.3796077,0.2745907,0.46551895,0.42701024,0.070822574,0.024490505,0.35946304,kjp0r88gsKU
0.049637258,0.52025586,0.14544985,0.08941431,0.036082774,0.37339824,0.06012806,0.067857355,Py8bIwrqlek
0.04691096,0.18416072,0.028761381,0.054495387,0.15972044,0.33306876,0.19862764,0.047789197,mfUyIQwZ3oU
0.09141138,0.2993132,0.10622689,0.058358803,0.097455606,0.16780324,0.03049926,0.121831775,4DYjZ-n6xNE
0.27443177,0.3370938,0.12612107,0.09012204,0.086207174,0.47580507,0.067320265,0.08803996,NnWF2wadLQg
0.32122463,0.46286952,0.6901869,0.6693522,0.68785954,0.85079104,0.5042868,0.69252884,s1PDIedt0Cg
0.027255177,0.18905744,0.01151653,0.011234049,0.017085303,0.12555449,0.009648831,0.008988731,cw6OrH2mDu0
0.5668362,0.41149673,0.17003849,0.18524732,0.11136114,0.03619196,0.01561861,0.17793235,KVoLeTLp7q4
0.8596631,0.42049158,0.15283401,0.40583205,0.57073563,0.72427535,0.42315382,0.31401145,q3wf4VD5t_0
0.34465358,0.53185904,0.42000946,0.27027437,0.4743403,0.17502813,0.09333697,0.43956652,WZDNF9qK_zc
0.13048837,0.33460683,0.16375,0.08733446,0.15467182,0.29833865,0.045778666,0.27240002,CAYTiwRl2f8
0.03412789,0.21245797,0.024939336,0.00983193,0.0073518534,0.082958415,0.022074303,0.011086764,5V-TCxErneQ
0.05420038,0.18848468,0.067819275,0.09010649,0.19640055,0.09609797,0.1785852,0.14868061,3enCDbErtuM
0.38296598,0.3798888,0.23222663,0.15810314,0.23234098,0.2999402,0.16035037,0.17908454,trRDnd-JVF0
0.22463483,0.3135242,0.17053014,0.18190226,0.20742187,0.17092529,0.0050326632,0.20513111,mVhe40xSs5c
0.17206861,0.25722972,0.11092229,0.049359012,0.025957504,0.17211175,0.032559406,0.08160217,D0byAKsqthI
0.05108608,0.14758936,0.034802705,0.040919576,0.015038016,0.17570525,0.004720291,0.022812385,Xxd3BTS2IgE
0.7573343,0.29090497,0.08825487,0.16538836,0.13699241,0.22887562,0.26817688,0.18166858,tn0kJNhurS8
0.084159456,0.19601734,0.041919813,0.06938552,0.052541662,0.14714843,0.05413456,0.030254852,DjM9uXwiZdg
0.2476625,0.29869235,0.20359579,0.28934163,0.68785954,0.17386591,0.42092466,0.92395467,9V-bYaJ6c_E
0.16919011,0.3506013,0.11243291,0.28757772,0.18357873,0.43846384,0.16344422,0.09644476,cthEa-PzgzU
0.16629633,0.23841289,0.059411444,0.12493226,0.083285265,0.39068022,0.3123962,0.07696625,YRN1FuQWfyk
0.24422744,0.47255483,0.12544306,0.106751814,0.10701846,0.39904755,0.11665283,0.09891157,bQWLJsnQGFI
0.6160916,0.35195857,0.07108122,0.1868769,0.25917333,0.7079002,0.24242763,0.10368833,RtVwsofODoY
0.0977227,0.33220476,0.05356553,0.035418786,0.06615151,0.28856668,0.03599298,0.04179353,osdJOo6YU_k
0.17412859,0.67811483,0.92006356,0.17218107,0.16985135,0.16566084,0.38959074,0.43712157,DeEq27Qhw8s
0.41356972,0.5432105,0.3275913,0.18668672,0.28330863,0.2941986,0.34388447,0.25389087,oqmPajVijtQ
0.25455078,0.4176149,0.31711683,0.22077493,0.21487358,0.037551794,0.13610743,0.3485289,b5h-SntATz0
0.09457351,0.58178073,0.20731734,0.108973965,0.07203322,0.058626194,0.038911518,0.0995516,NXqPOsE6Xq8
0.5067957,0.39659518,0.5781327,0.37808374,0.6488299,0.7279288,0.7344555,0.7422003,GkGNj3BhMFs
0.2553272,0.5420636,0.15204342,0.08843709,0.16522457,0.25776607,0.09870692,0.116634846,o2CMIKPBEiA
0.08154868,0.27491117,0.08422223,0.19960254,0.48489207,0.014044285,0.29756662,0.21399659,fxfIVUEEU5M
0.09966396,0.23268758,0.06843597,0.11193329,0.07617836,0.019145379,0.062925026,0.093530804,UZhw3-F_x70
0.24559793,0.5120269,0.45506266,0.1710811,0.30789128,0.09740025,0.08796701,0.3780455,qKCd0c0cItI
0.051308576,0.21280003,0.040970128,0.11190905,0.06171355,0.021382095,0.049898956,0.041901283,i7X9H_Mf9AY
0.072720125,0.22374642,0.047548417,0.03899333,0.032815915,0.18344323,0.1731117,0.03651245,1vQbUKq176Y
0.123997554,0.27172706,0.04112281,0.17206323,0.5000181,0.26958743,0.18253209,0.104338676,u99o6ME8B5c
0.15912372,0.33784893,0.12361925,0.06276018,0.0745836,0.00020306771,0.06612156,0.09944415,mAGT1IUkuvw
0.054718666,0.16870023,0.054362416,0.02641797,0.018816236,0.18343972,0.022945397,0.03208359,H3hsLydyQz0
0.32231352,0.50277245,0.3292044,0.23042044,0.2998741,0.30327484,0.19716066,0.3521942,qA4YK75LaME
0.18287171,0.25781402,0.1250993,0.14795828,0.1339184,0.23477711,0.1785852,0.15589997,iFEh-6alY4I
0.34418246,0.42115438,0.19488935,0.20466079,0.34177932,0.062967315,0.22986074,0.35553005,l-yRaO-xsdw
0.07564892,0.1866992,0.040911537,0.031645883,0.025173604,0.42429757,0.2299237,0.030932778,t-VYtaT0Zw0
0.7255215,0.33787742,0.0505768,0.22220851,0.30018514,0.7279288,0.28923595,0.26445335,Kmb60kGXWEw
0.06844667,0.17287968,0.059887845,0.03706391,0.027425641,0.14718962,0.16620636,0.043861236,fzC-97yFcNo
0.2860678,0.4778562,0.08479101,0.4041774,0.22574751,0.40666407,0.23628397,0.1273506,9LQS2GShWlM
0.07383341,0.21209925,0.04758827,0.033423837,0.022791337,0.08404517,0.029984225,0.027442569,cTqeIN834UU
0.054653987,0.2379803,0.03962005,0.021554066,0.029301023,0.1615862,0.014646785,0.01965769,uF_sZtCAwIc
0.07375516,0.24215692,0.06189658,0.04668405,0.04475835,0.19101502,0.007878721,0.0524236,dTArBooU6Y4
0.10161998,0.32396382,0.12937152,0.15259781,0.6356477,0.4757476,0.1943727,0.2667723,KZD1Lm1fOIU
0.41325504,0.5722727,0.31922624,0.47834134,0.24726053,0.45067284,0.25676212,0.22722639,odBeH6kiVhw
0.16137365,0.25735128,0.07286912,0.064553574,0.09033321,0.07827903,0.03994159,0.08846352,S6ctDUqM4B0
0.41876897,0.5509135,0.72883,0.58523935,0.43153238,0.045322254,0.5535644,0.5323967,L-eLlqs7eKc
0.04456783,0.2763981,0.03685153,0.027177464,0.04792242,0.09229609,0.040284947,0.02362146,MSQs_btg9CQ
0.9128398,0.43901628,0.2927397,0.30074152,0.24602573,0.6286091,0.5933793,0.35409275,-gahiKpoDUA
0.22605824,0.40404186,0.5684277,0.32195392,0.5526783,0.5680319,0.5149511,0.2957874,d2b6bWZ2ltA
0.16477384,0.22164907,0.08204756,0.08067979,0.06940341,0.26680782,0.006004488,0.08693408,dU-vsCQ-3kk
0.13544953,0.37937766,0.09891955,0.21086532,0.16034389,0.1688028,0.0471521,0.122662924,cOyict-S9mc
0.08139297,0.20706742,0.14018671,0.06580942,0.051021475,0.09569316,0.012841969,0.09177151,bTnl3SfvBo8
0.23396675,0.55015343,0.9057883,0.18489304,0.21454416,0.4372441,0.3511902,0.4591725,NStDozn-4wI
0.06664099,0.1754277,0.04572299,0.032586433,0.030001337,0.064365484,0.01721518,0.043730535,EcJ2sgpMapw
0.11617501,0.2785722,0.07117004,0.06896491,0.05385153,0.12492898,0.17380224,0.06259369,JO4BCweqZx8
0.18252492,0.337721,0.1419966,0.44955492,0.36772308,0.6492581,0.18746567,0.17058815,4zzXbLOhiL8
0.06815694,0.32506794,0.061849542,0.037548464,0.038104,0.13617915,0.012008976,0.048333544,DVUg1-LY4DY
0.16227701,0.3353685,0.060241126,0.14601247,0.2262363,0.00076913176,0.1414913,0.10368313,20Z4VzwGaHs
0.3485039,0.31614757,0.41339546,0.39427975,0.7204484,0.23998256,0.5550837,0.8868394,kiyo2XrAxyY
0.3686547,0.3923693,0.22196743,0.21822141,0.17061226,0.088074744,0.11021292,0.30154142,fojvlo_iqwk
0.06190836,0.27910286,0.07639735,0.11973145,0.096960545,0.62989223,0.11600884,0.06363993,5Pq2ECifWD8
0.037779957,0.15993176,0.023965847,0.07846982,0.023073366,0.045312367,0.02124131,0.027948994,df9gEFmMvBE
0.33300173,0.39469653,0.17270489,0.18300632,0.13782103,0.0978074,0.11472086,0.16036338,r00hbsHmUcw
0.51824385,0.5941647,0.7407407,0.58523935,0.6444023,0.82172567,0.650189,0.6222302,6JfF0_Lc6sE
0.122371785,0.34508312,0.38620356,0.1129004,0.06058604,0.16239376,0.023288755,0.15708743,FPRqkd3evRQ
0.34438267,0.331765,0.081194565,0.1541122,0.10633456,0.19279383,0.1710401,0.11300449,2DhIJF6x_A0
0.16930956,0.5189261,0.22427699,0.17863245,0.08978591,0.016293775,0.08447654,0.15423901,ItiXE5EwsmI
0.9183838,0.29860654,0.09110701,0.23362218,0.19916935,0.41837084,0.44805592,0.37312898,8Z8j8YMMw-Q
0.08417153,0.4107929,0.088116065,0.08258722,0.04727422,0.09416589,0.13082063,0.048271365,O3W9Lv-KldA
0.41692045,0.2724021,0.032823224,0.23246416,0.2957815,0.50371695,0.2712817,0.10859156,vDjuEaejCIw
0.36007333,0.5566184,0.30881473,0.27447334,0.15520221,0.046683833,0.049898956,0.30755755,2FGHen1TrdQ
