PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,PERSPECTIVE_PROFANITY,video_id
0.032670785,0.114312746,0.11710074,0.13838719,0.030670939,0.44410577,0.15789214,0.10825531,8t3LSGME0XA
0.07638756,0.08346432,0.08535189,0.08367948,0.009232334,0.28829202,0.10243733,0.15134764,9VQM2PiPS7A
0.16364782,0.039718993,0.037607454,0.07220081,0.004060839,0.3273825,0.086607404,0.04677615,Zu9YomGAXNA
0.5953081,0.19025481,0.53171146,0.13818383,0.4945446,0.4747094,0.5463574,0.24351469,icfEN_8phzg
0.17684907,0.26656038,0.36195812,0.22845541,0.036679696,0.46072122,0.30582878,0.38481334,6IFrcfGDD1k
0.1920003,0.1234679,0.2235973,0.5645536,0.13924801,0.6702423,0.21643491,0.4030294,ehdBo2CMHxo
0.086893104,0.24774379,0.31894985,0.11717514,0.047495455,0.3986618,0.5495788,0.24010754,AaJLkMhh7Vo
0.0984264,0.034009386,0.04114296,0.05999611,0.001405675,0.23860046,0.21460035,0.063118406,llm8Csq-JI0
0.23979962,0.020218046,0.013471881,0.01161825,0.019158829,0.17163482,0.08804435,0.010714395,qxGQ27MpWZE
0.27076024,0.053283244,0.046848994,0.08759601,0.012841969,0.3369488,0.095377,0.05339997,Aq62oVo48b4
0.064590625,0.022645852,0.017777154,0.06410618,0.012911384,0.32224584,0.105343096,0.032976888,mjYStAycll8
0.37426585,0.060682513,0.041126385,0.02779059,0.00039914227,0.1712049,0.08684195,0.038443092,ERK219_EHDQ
0.07529965,0.08976346,0.08604676,0.26179802,0.062925026,0.55839175,0.25263166,0.16637953,MCObIE_gYZY
0.03217107,0.11092179,0.09718386,0.17516637,0.0028287037,0.6367803,0.21627404,0.14053684,Xr1ZhFEY3uU
0.09443504,0.2447376,0.29987547,0.199626,0.015132698,0.5005066,0.28620997,0.19501421,O5rOMgdZnIU
0.010282035,0.7586903,0.5689298,0.4209455,0.14418322,0.5520519,0.65142745,0.50901794,inh37o9K2lU
0.15583904,0.19479956,0.09453961,0.2616117,0.12180476,0.60671383,0.3199925,0.13053823,VgRLb21ZKdI
0.17593195,0.32351184,0.14679067,0.16797847,0.15626417,0.4830446,0.32175657,0.15677527,Ij8L0-fpTFc
0.0076973164,0.094608895,0.070333965,0.12587093,0.00307166,0.32014826,0.40614915,0.1098838,LT3Pk5LDT64
0.2383321,0.039351158,0.063629895,0.081217304,0.013119632,0.41085604,0.078237556,0.08595711,4-iulSygxRU
0.1193196,0.26676887,0.32913288,0.24003151,0.07850813,0.44245088,0.82345974,0.4125624,qBoGORjpTA8
0.45794553,0.061605368,0.038605284,0.11251273,0.080905534,0.4267144,0.092136435,0.050636694,M7LQVn11274
0.38517383,0.1350687,0.0700988,0.07580425,0.0036443423,0.30379286,0.24294662,0.06943538,mpFJPwBFSZQ
0.28551623,0.059991684,0.11166351,0.06927113,0.2022951,0.40681767,0.12749812,0.051551282,RmaD5t-fFE8
0.088539764,0.13174824,0.1341727,0.13685513,0.026207292,0.37711328,0.24867955,0.14831792,IbTDd2DuiI8
0.026191305,0.2577521,0.43541515,0.3272296,0.1008549,0.55897665,0.2835441,0.4069042,_6JlRYCXF3g
0.05870885,0.05872414,0.09699844,0.13338327,0.01527153,0.4198555,0.11687459,0.10263137,0Zq3AfT_4Kk
0.19968183,0.021654842,0.027931385,0.046329238,0.013744377,0.2860483,0.05063895,0.047524128,BbcOAySCv1g
0.27913162,0.12031265,0.11482169,0.054761637,0.043718524,0.4557515,0.26947078,0.08294406,9jRtpMKLsts
0.2994305,0.05662118,0.080483556,0.08523693,0.024318827,0.26807675,0.10781357,0.13091657,sdJFjebSlVQ
0.291955,0.07537446,0.10526295,0.1278881,0.044405237,0.37814564,0.08775332,0.16305748,3F3RCTew9CY
0.4506234,0.07628252,0.1423614,0.08049766,0.13745339,0.26948032,0.36816728,0.13503851,K8uml_afNJQ
0.10320491,0.12089027,0.20993014,0.5190629,0.08689302,0.675261,0.2839916,0.3331936,r7DbVlH9f9M
0.2474854,0.26247984,0.22282107,0.17599316,0.033761155,0.34593117,0.39530167,0.22571154,Zd-1yqoS7is
0.14618815,0.090934835,0.074479885,0.089322515,0.0025510397,0.21791203,0.19501491,0.09026854,SKRSM-hYgNk
0.19817433,0.06112899,0.05830584,0.18012644,0.1530536,0.5295872,0.18064508,0.07178916,5nl-nR4PaMk
0.4600645,0.1319941,0.27227092,0.09037178,0.38953075,0.38247743,0.514675,0.14796373,hvtCL7sjfa4
0.40870404,0.07200748,0.08544235,0.12137688,0.0056227,0.32745922,0.10094188,0.0963666,KQf6zN2FgpQ
0.32234377,0.04361207,0.037261285,0.04539212,0.022074303,0.2966331,0.12560423,0.03691631,sykgN9st_DY
0.381725,0.028323542,0.022717416,0.043857098,0.015063282,0.24246179,0.09609394,0.035544418,FZILDDjOoS0
0.016286293,0.17449133,0.23416355,0.16300571,0.014507953,0.4987872,0.1755028,0.2267298,tw3kDBg33pU
0.020654839,0.23409842,0.3051738,0.3788845,0.05493369,0.51517326,0.29741272,0.3928419,2e7SuoH9LVc
0.2467545,0.20062557,0.21635059,0.23952729,0.00631686,0.5105976,0.44345364,0.25135174,nZ7T0c4c7Yo
0.34582055,0.056308135,0.059270725,0.04827882,0.02517722,0.18736129,0.23764907,0.056512848,T6KhTKQa4uM
0.26528978,0.06429284,0.113578595,0.18087451,0.10828095,0.61258614,0.11294234,0.09383526,F14m7JY1MRQ
0.29441425,0.060967136,0.0556182,0.06042317,0.06372416,0.39702612,0.11807786,0.045046292,V7U5rbNeW84
0.20573562,0.04100671,0.07149721,0.08623464,0.013813793,0.36969444,0.07866093,0.10718355,UXXEKG5LMvc
0.30026746,0.06781332,0.07856178,0.15187687,0.22990796,0.47620773,0.152736,0.26562262,69CGJ7RwtpU
0.044577442,0.14075297,0.2464485,0.18375212,0.045778666,0.6262519,0.49426556,0.23158388,mrTKXOexeso
0.05790353,0.16634692,0.17853752,0.17164475,0.0076010567,0.50905967,0.2202368,0.17236595,LAP-SB-IoBM
0.09412444,0.041937046,0.03314605,0.06919896,0.032387726,0.36045507,0.07623534,0.07582858,su3wlMkp_FI
0.08505111,0.12101087,0.15108821,0.1792043,0.0717155,0.41632214,0.42551008,0.30790874,N68P0pL6vW4
0.1035284,0.12417013,0.24637297,0.17834584,0.2298686,0.47935528,0.2059497,0.23537426,RlW3XPd3vYk
0.21608423,0.09582242,0.06266773,0.09725368,0.006525108,0.3845371,0.16269143,0.0774422,F7mcDyBXJOo
0.17232986,0.05777536,0.15020953,0.048306264,0.14014533,0.24512772,0.11417231,0.094714284,HFzjkRbp_Ig
0.11965238,0.07356521,0.072779216,0.15542172,0.0023601456,0.46635818,0.24242309,0.094238676,kiRfjQxghlI
0.056392223,0.18008327,0.16148488,0.08178999,0.032387726,0.46341574,0.27292687,0.14142282,ANS9sSJA9Yc
0.040105656,0.07410462,0.082404085,0.14287587,0.06612156,0.42044362,0.26707816,0.1822749,_Bzt0wRHwmo
0.055965863,0.084227115,0.06652031,0.121852346,0.028782474,0.32082093,0.33574036,0.112638034,hCn1Lh9z7y4
0.11639499,0.17172718,0.08420564,0.11560128,0.05373499,0.3570188,0.5068785,0.114286594,C3mPooWs2UU
0.43744814,0.07575368,0.16247776,0.17236795,0.034791227,0.3631296,0.140433,0.31017682,uruFV74JA-0
0.18958044,0.06484779,0.056926873,0.0395457,0.028610796,0.17081289,0.05714357,0.042355165,_0h4wSMwjdc
0.08885261,0.12043095,0.093007125,0.18422346,0.02809576,0.35713518,0.24997294,0.16940874,QYzAGaxh6bk
0.18409199,0.29102674,0.23325041,0.14899589,0.031014297,0.54807293,0.2900524,0.15173994,dhc3ZERZALs
0.039497897,0.03773093,0.037008695,0.07978045,0.0036790504,0.30550244,0.08103127,0.04824922,hVdJNoGjUhc
0.09053537,0.14750947,0.14687304,0.26038718,0.0057615316,0.6170772,0.25512734,0.21758488,4t3BKv83_tE
0.118087836,0.048391037,0.033499744,0.042318128,0.008329925,0.20605361,0.105507426,0.049485736,6bis8-2Yi8M
0.056174774,0.24746013,0.15602958,0.14845458,0.032902762,0.33398402,0.46265304,0.14865053,HbqDY_JtvMQ
0.0076973164,0.094608895,0.070333965,0.12587093,0.00307166,0.32014817,0.40614915,0.10988376,O4jP99gb4OY
0.09126681,0.040500473,0.025773063,0.023139814,0.04680874,0.16498536,0.055011973,0.024827093,h30RUSsqPqU
0.0151156895,0.14373146,0.24057385,0.84626865,0.018742332,0.671978,0.26460946,0.5330719,3cvkiCBKnIw
0.16477983,0.0536295,0.060414344,0.07638579,0.04131502,0.27723962,0.11465744,0.113443494,Ya4Tmg1ZyjY
0.3138871,0.10976976,0.111252755,0.16016127,0.009857078,0.54234654,0.23041804,0.13562624,TEo-CrPPblE
0.048243,0.23640595,0.11631685,0.24686149,0.004182317,0.57968146,0.33586618,0.22872314,FLEsE0uNpcw
0.018091796,0.077792026,0.076264694,0.13257056,0.04131502,0.32820672,0.3286843,0.12099238,uBrsEstcKnM
0.12515081,0.049815327,0.042582348,0.13446376,0.020269485,0.5049797,0.30012944,0.12996289,-UROK9ST1fE
0.017166657,0.14640886,0.2322281,0.18081382,0.004928539,0.52969843,0.23194225,0.1638631,-l1uEOjDguA
0.042716816,0.13908263,0.2167671,0.19858573,0.0028981199,0.5676133,0.20087232,0.17176981,wXDexprK1Tk
0.058193535,0.08764907,0.06451851,0.1637461,0.019714156,0.445606,0.29811865,0.14380746,MgvAw0PxKTQ
0.08986206,0.14196339,0.24486741,0.1813987,0.014438537,0.5475578,0.18615234,0.19921795,VFgOGHPNawE
0.061820373,0.11490548,0.09749039,0.14959098,0.055333257,0.48481306,0.2340348,0.14903699,Y3Fq_hIqlGA
0.12073653,0.08207593,0.07428029,0.08056918,0.0112454,0.4688036,0.4180374,0.079208516,IVQdsp9-cBo
0.18394737,0.085955285,0.044257306,0.044809017,0.009648831,0.23326679,0.2863825,0.051161904,p1A-6xHfTww
0.16353409,0.119553536,0.086379245,0.17885022,0.004546751,0.6119526,0.25214636,0.14577495,_x3q_binGY8
0.025872974,0.10328145,0.07090532,0.14725123,0.013952625,0.39549878,0.32318,0.1429669,yzuaTaDs1yQ
0.028222064,0.21668339,0.10561187,0.22805844,0.010898319,0.5507046,0.44391432,0.22028229,paYrj5fmrXc
0.08718043,0.20112538,0.3465255,0.2055692,0.059328925,0.45944837,0.2589472,0.42334327,1Uh7HKxVpMA
0.08421437,0.07971594,0.08765323,0.13492408,0.021518974,0.3382868,0.12666054,0.10612586,v_pApXqTvnE
0.19868632,0.048143838,0.037541162,0.09870199,0.0023254375,0.35089853,0.096122146,0.06627024,11y8mRru1ig
0.23468061,0.19052283,0.22855344,0.23944841,0.09655894,0.5414773,0.25163928,0.23123357,NcJWp3rZZm4
0.031449724,0.06108266,0.07239913,0.10514973,0.031014297,0.4265318,0.24302815,0.08230461,oqBfV6l9Azk
0.2197753,0.09137725,0.04920584,0.03440402,0.082104236,0.35884807,0.2219337,0.030997744,BfAZNsOzv9A
0.008868611,0.13510545,0.12960711,0.21865276,0.004407919,0.5404621,0.3188611,0.14827263,r-UvFMVeYzI
0.0024807337,0.34575155,0.4702486,0.12692825,0.11729682,0.301824,0.5754118,0.31268758,yXuH20SzmkA
0.025799895,0.17428856,0.15359053,0.25791478,0.008399341,0.59336114,0.3545059,0.1958227,_5iKo2sE3NY
0.016828658,0.18960243,0.14597663,0.544624,0.027752401,0.67841846,0.5847665,0.32336712,sbiKNwjinbk
0.010416894,0.21136868,0.3250223,0.27040637,0.020408317,0.49507922,0.20448042,0.42980257,_McVkdB5ZAg
0.11417473,0.19879295,0.25013897,0.13485982,0.010342991,0.5464393,0.1884069,0.16358615,RZX_C96vJLQ
0.042622667,0.04641103,0.032032672,0.06926644,0.005830948,0.3121757,0.08630169,0.039512716,c_eN1mWe6Oo
0.013429199,0.18398233,0.052127782,0.1438785,0.023632111,0.38733333,0.58452624,0.09665519,eZboI-yHpD8
0.09855669,0.16137362,0.2032802,0.14417732,0.00037311125,0.43787137,0.24678884,0.14973637,wzdQhxCv4zo
0.2706394,0.089892805,0.07160182,0.138939,0.0681194,0.40003186,0.2339228,0.12656909,PGpNoOCuLqM
0.20040816,0.099917606,0.092151485,0.13521542,0.023632111,0.54451066,0.20622496,0.12052025,Eb4IOivKmlc
0.07151363,0.012332575,0.009903461,0.025370821,0.019714156,0.190309,0.044549063,0.012272921,kOf9inXy4zU
0.099775724,0.103752226,0.08784958,0.14745848,0.2224569,0.45555937,0.21379511,0.12099186,NBmHIYKLEk0
0.079415396,0.12695108,0.3303624,0.13349941,0.15976663,0.34922203,0.3411015,0.22698127,estNcxEvo8g
