PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,video_id
0.07501255,0.023117077,0.19449414,0.3409062,0.15219955,0.1442527,0.10664386,0.05960961,hFpWc4FLrnU
0.22368668,0.1423886,0.32748204,0.29557323,0.13881342,0.13324973,0.18883662,0.2398094,guTyil46GH4
0.08761198,0.12695669,0.20341358,0.30244103,0.43745923,0.036621813,0.037181173,0.08755817,9BphC2BL-Ag
0.35744116,0.44805592,0.6663435,0.4120854,0.28986448,0.23816907,0.38424897,0.45374835,ctDs1qVN65M
0.06679035,0.0224908,0.16643722,0.3027547,0.27561936,0.11356626,0.11454386,0.065488376,nuSesGvq8es
0.062112197,0.02397547,0.090267226,0.3458541,0.19624771,0.074303724,0.08132891,0.06680399,VZzVuwDe2D4
0.23213232,0.16151784,0.27333364,0.28050095,0.46463528,0.153625,0.21455275,0.29899755,vym5N3_M4Jc
0.14091475,0.39694545,0.2573473,0.38487837,0.1504655,0.080840826,0.16171917,0.3273381,7j7V1Uldbg4
0.046463,0.074912034,0.0592116,0.3657915,0.45174778,0.09743111,0.048298992,0.05874931,VOaGDITEvVU
0.24539706,0.08850401,0.24592131,0.47773182,0.047032453,0.12517886,0.09912147,0.101138055,iL-z5Y0lojo
0.074153766,0.032902762,0.1740257,0.39653394,0.17639107,0.34896713,0.15120487,0.051097292,VTty3treJr0
0.09590704,0.24242763,0.17211154,0.2997115,0.16678044,0.05778632,0.11399409,0.19155955,urAnXdwdH2k
0.07655122,0.084745035,0.11085374,0.26333827,0.35218892,0.05315959,0.06856959,0.14204311,UJrvDdEKveE
0.39811242,0.37221906,0.3011151,0.31573328,0.1663949,0.15352124,0.36166915,0.562163,t_AncYkygBM
0.05463367,0.042001735,0.14082986,0.3916233,0.14736742,0.10306581,0.07716861,0.029346783,ngQAKIwObJQ
0.09431895,0.103539884,0.34381914,0.3612987,0.4688059,0.11602854,0.11584058,0.12450075,mQGZaiNb2oQ
0.13440996,0.2145095,0.18045577,0.3456437,0.5140696,0.1066844,0.0912287,0.2055981,1wsS-DU1u3o
0.07164967,0.014160873,0.09659088,0.3549587,0.08351867,0.07498436,0.06183343,0.050858404,UuPx7vr5psk
0.05413154,0.030670939,0.040643584,0.24540918,0.4417959,0.04859225,0.04118064,0.09013334,2TsGILjQhlE
0.10159016,0.03856816,0.24521314,0.32905495,0.3708491,0.15720922,0.1283216,0.10595383,TJyOjPz_Y1M
0.16494872,0.16344422,0.17486376,0.2309639,0.45842773,0.061747123,0.15934086,0.4392883,eTqiaGyDX58
0.09736022,0.1510105,0.11906649,0.31703705,0.44287157,0.046143085,0.0728526,0.26059365,QqwdwIejnKo
0.26541242,0.20522906,0.27166656,0.47240454,0.25990015,0.21710652,0.2868057,0.35286984,MXLdRtAZ1ds
0.11373233,0.05773066,0.071020015,0.32915777,0.6280687,0.039505918,0.048351347,0.1657111,c8cUO2ug_kQ
0.051309943,0.035649624,0.080350175,0.30172038,0.26068023,0.0543138,0.028202334,0.040869184,5k5R1IapDpQ
0.052610356,0.021657806,0.17285232,0.5008872,0.12616153,0.10729412,0.045829955,0.03562642,c38ZOp1vWLs
0.07565984,0.09548495,0.119637795,0.33702755,0.29609603,0.07870432,0.07730529,0.074550115,ACpNtBnBCLY
0.15406968,0.101391904,0.10611854,0.31028274,0.21915239,0.11922562,0.1483058,0.27295095,AK9LgRvvPJQ
0.08815722,0.14014533,0.1274387,0.43958288,0.27947164,0.10347818,0.084525175,0.09162613,MsCpjqMjNnQ
0.119357415,0.2712817,0.09976248,0.2604038,0.016973423,0.028852856,0.044853937,0.10669433,ccAFvw7XYV4
0.04308036,0.015826859,0.05815305,0.2364067,0.26308203,0.10590499,0.049975898,0.04016919,58ZoytowdAE
0.020389687,0.02124131,0.057297654,0.26380658,0.10360804,0.045678604,0.040228684,0.02265665,v4xQMQN6BUM
0.20384754,0.21980777,0.26427528,0.36536747,0.27107087,0.13509421,0.26022986,0.440195,cSwC_qe3eyQ
0.12403815,0.090114996,0.13559762,0.38689393,0.37369356,0.09896459,0.09813226,0.22786482,jSqTPYEbMDE
0.06843883,0.047495455,0.07256704,0.39656177,0.17683037,0.042531755,0.026215475,0.13909756,wYQI3C-7rp0
0.2034193,0.1539292,0.2517292,0.31781563,0.028521925,0.133864,0.28257966,0.4246016,d2-PZ09X5xk
0.28105342,0.07371333,0.13384505,0.32129955,0.3928948,0.082792155,0.15619263,0.42433992,po2QLLgLyLc
0.08363342,0.3282253,0.069697596,0.295869,0.18943319,0.049365573,0.119164094,0.3540493,7R1eWkPZPUY
0.02067272,0.05653196,0.049302157,0.17569758,0.28013086,0.030060899,0.01817641,0.026559815,HOVT5GOeHJY
0.049354278,0.03444787,0.09444242,0.376077,0.68784004,0.119682886,0.10154489,0.08966511,u8lM2AkMNyY
0.108686045,0.0063515683,0.13225865,0.36818957,0.17560044,0.062684506,0.06411721,0.11578754,lSewrCeF6JM
0.115683354,0.13700475,0.21088454,0.26493463,0.43314362,0.118981086,0.12926766,0.16202466,WZepqpeeSz0
0.2325772,0.22598907,0.13268992,0.29074413,0.59313536,0.050592653,0.09803272,0.42214543,mNEDpJVxIco
0.13428438,0.2008281,0.10253862,0.19191258,0.43989208,0.15485825,0.27167693,0.14079058,1Xcah1dHEdI
0.2775227,0.229845,0.41390112,0.53911483,0.112209395,0.094580024,0.14107215,0.31551877,h1cY6ZaCH6g
0.06288967,0.023288755,0.10589979,0.24445546,0.6493587,0.059457347,0.067391925,0.044249415,fBixWXuVdHM
0.054306544,0.020824814,0.17891222,0.31535736,0.1682689,0.13406019,0.08690749,0.044764213,3g_WTCAV6Ks
0.05392768,0.012841969,0.08184499,0.45295903,0.1750695,0.06893097,0.029645333,0.034985684,5oNqq6DpLf4
0.15776742,0.08796701,0.4029423,0.42444655,0.23471357,0.12212172,0.12790157,0.109878525,bOU-fRfi9pU
0.179108,0.39230084,0.15680593,0.3599112,0.116598316,0.10494901,0.23281965,0.5700546,DzavT9ArkZc
0.043961596,0.016798683,0.11761185,0.21058795,0.13438958,0.05546514,0.04750996,0.036161356,-dUvx3SwRDI
0.04614986,0.020824814,0.052568708,0.29194328,0.22633567,0.040556617,0.039817624,0.038204335,fj9Cp1UCdpE
0.113339886,0.1024659,0.14694907,0.32731766,0.31384677,0.10987834,0.08644851,0.14734715,YCrcSjQHNXg
0.13042799,0.15159425,0.20639092,0.38852724,0.3279614,0.17420363,0.14757869,0.1655327,RfzqmqhBA1Q
0.16893119,0.0765103,0.12428607,0.3079209,0.36609104,0.043894798,0.09773738,0.12920417,1fJtsY7yPHo
0.08706049,0.032387726,0.26160848,0.41455257,0.06677859,0.15767449,0.11787178,0.110719204,gBfOJG1bFzI
0.42627496,0.13296685,0.15193617,0.3355577,0.5680319,0.12912339,0.1479828,0.22767857,tsuKoAPsROg
0.09581019,0.086087525,0.071086526,0.26954034,0.26534572,0.053522453,0.05103649,0.13692091,Er4KWrP1oRs
0.041501153,0.005865656,0.094858885,0.2307035,0.14926381,0.048423722,0.04110602,0.036224198,tvy8SPpwOhM
0.105595954,0.20376207,0.37885842,0.33053952,0.35634357,0.080947176,0.100649096,0.11608084,mBOU5yjwwRI
0.05256577,0.022945397,0.12870318,0.33862704,0.18880086,0.07063342,0.06095641,0.06573069,noZNQMRqXx4
0.11096558,0.06252546,0.14926621,0.355228,0.26187494,0.06489265,0.056678314,0.19344608,r9bjwBSfEBE
0.044919446,0.020963646,0.07482188,0.30681738,0.18226796,0.042011496,0.026144836,0.02258798,Je83y6T5Akk
0.03306017,0.056931525,0.062044963,0.2193948,0.19042325,0.044785686,0.021552356,0.019983232,qub2mClm8l8
0.11413039,0.16151784,0.23093207,0.3293053,0.29014605,0.11649781,0.11825544,0.18380761,j-n__SBTvbs
0.13403732,0.16344422,0.391369,0.38966972,0.11558995,0.1872946,0.16064993,0.15672012,0F_g-eKY1QI
0.26546463,0.34575438,0.378609,0.3761173,0.025102727,0.16148591,0.17400578,0.30231857,FHIqRzUJcGA
0.30639112,0.23540631,0.22809629,0.25040087,0.29565182,0.06854634,0.155106,0.45478725,Iu0XMvMTIUc
