PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.35455665,0.053973425,0.26170254,0.06293117,0.10396341,0.0100653265,0.10692782,0.060010232,ZI4eClpHdCk
0.3746329,0.24703662,0.28023115,0.4313882,0.19197121,0.2945986,0.44399723,0.22467291,GMpDgsbXgZI
0.30210146,0.017953552,0.08999908,0.017409837,0.019867655,0.015826859,0.15058535,0.030251088,jQ37ZBcqtbk
0.50750417,0.6133453,0.8584965,0.59298027,0.6113643,0.22990796,0.11582447,0.4122221,aLOji3f9Da8
0.66779363,0.16965348,0.5663368,0.25334832,0.15245746,0.05852979,0.11969226,0.32015455,yRC8fk6yW4Q
0.33498725,0.1306688,0.27198547,0.106678315,0.14692402,0.04165838,0.077958375,0.10367948,DZOnD33awa0
0.43628323,0.07589488,0.21903667,0.079906546,0.10800852,0.001483768,0.02731225,0.076863706,8nEATJO8flM
0.40113467,0.07907303,0.30526334,0.07081114,0.11964516,0.015826859,0.10744285,0.09056205,2v1V1ElDblc
0.49533108,0.3442285,0.37389874,0.35364193,0.35807022,0.10515087,0.111000694,0.2176893,de25e-V3Mxs
0.27346578,0.06017925,0.17321397,0.04305807,0.061166707,0.015826859,0.10373519,0.062332854,WIWVtNVLupU
0.27098402,0.07871941,0.110943794,0.037959114,0.051739924,0.06532243,0.13955437,0.12743872,4kAHxZN4tXI
0.39505216,0.086071715,0.20983909,0.09508651,0.1179895,0.018464668,0.079933405,0.0945137,UVCaTV5HNTE
0.48147464,0.5090818,0.2751031,0.5109656,0.39845946,0.046465382,0.25094935,0.25429216,Xe2Yfn-Sryc
0.3449257,0.049513422,0.27877527,0.029354539,0.04596125,0.016937515,0.03355896,0.061149165,zAAat_B_Y4w
0.4489492,0.059993614,0.25784385,0.056818664,0.10695835,0.02655065,0.02166369,0.07293813,Y0fbOemwh7A
0.5367089,0.15046096,0.47519276,0.18676512,0.17570943,0.048868883,0.0365474,0.15357977,SWVxI0rNwtA
0.38098463,0.049032137,0.22410098,0.051295254,0.11145085,0.03839648,0.07270112,0.054250237,tqsLvZQ3xR0
0.57429385,0.09423105,0.19240619,0.06650172,0.14209129,0.012911384,0.06817183,0.18026634,EJH0RMdODPY
0.18564786,0.054367118,0.055530682,0.0248804,0.034572113,0.04543531,0.11938521,0.08436465,JnewgblcXlA
0.53721315,0.22369584,0.21558516,0.13736911,0.12744267,0.15188612,0.1008276,0.22471212,CmWri6HxJ8s
0.6464161,0.10736792,0.20698111,0.05116532,0.10038182,0.054534122,0.019155188,0.23024598,GYMEDkwXRyY
0.30289695,0.03430149,0.10911191,0.026592763,0.02865084,0.003002244,0.037042838,0.04134923,Qv1JtJy7ZcM
0.32861635,0.12049477,0.15414682,0.13218959,0.11162583,0.040284947,0.074499175,0.084895976,t9Yui0Oh4KE
0.22501922,0.045832172,0.079216614,0.036398645,0.054469377,0.020408317,0.087067306,0.054553233,bC_Z0ZHzDIY
0.4497029,0.075685635,0.18556829,0.056640066,0.0722614,0.012078391,0.02525054,0.10330184,3rzYBsJgIOM
0.45278558,0.0803708,0.1090502,0.047356274,0.050500423,0.015202113,0.0506344,0.11200273,7FHIyi4Nfe4
0.3373863,0.029535849,0.064773165,0.029709116,0.044403568,0.028782474,0.13764638,0.03359912,w2qD_BvKHk8
0.33732253,0.056372516,0.09537256,0.057120383,0.055808436,0.035306264,0.07874604,0.0814554,LdYCD2sVrg0
0.39975134,0.08362339,0.31180504,0.049032535,0.0560817,0.032559406,0.07816691,0.09379281,cLnjogrDsBM
0.4108822,0.3066981,0.25199223,0.6292219,0.27117744,0.41256893,0.10673548,0.14895861,CnJuFJ39BnI
