PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,video_id
0.026503097,0.0132488,0.02913757,0.1333416,0.33645865,0.05653196,0.015248336,0.14219134,IlikOtdy50I
0.11161798,0.05204464,0.0980657,0.0760802,0.29583305,0.09118898,0.096869595,0.12131579,oNfXgnJkFMc
0.056114122,0.07296811,0.12682642,0.17998827,0.2760108,0.011314815,0.05137004,0.09987366,iIO0THnLGcY
0.22642244,0.14067897,0.10628989,0.15868509,0.5865261,0.21109697,0.1587092,0.18709666,WzjOjz44MmE
0.060649157,0.037452184,0.03385004,0.0765206,0.19954696,0.026722329,0.049517103,0.08620471,XGJH_zYgsVg
0.13859802,0.07210263,0.13221867,0.18911089,0.35219395,0.037881445,0.14587665,0.38406944,sY6X1EPEVm0
0.05274024,0.21034028,0.19260617,0.117509656,0.26723874,0.28683078,0.14306769,0.49225363,Hrgv-JxV-x0
0.06151166,0.034512505,0.051387656,0.08715971,0.18458794,0.024147147,0.058795918,0.12645036,2lVggNrstJM
0.034301367,0.019978998,0.030191906,0.18173248,0.15583448,0.019019997,0.027725989,0.058810458,mnCIbPCEaSM
0.10862625,0.061918687,0.0768227,0.0029900146,0.45188087,0.037194733,0.09998307,0.2882654,IJTNHD5_pJk
0.11161798,0.05204464,0.0980657,0.0760802,0.29583305,0.09118898,0.096869595,0.12131579,BJ4pnReBu0A
0.018808987,0.011685683,0.014291753,0.278589,0.23977636,0.02193547,0.009192842,0.033795197,j_k4pFEJ5vc
0.045428865,0.11703385,0.053269565,0.09695857,0.25877598,0.010412407,0.054104622,0.121224314,4VkqlPrXUBk
0.04307955,0.036734257,0.036213513,0.37179706,0.27768335,0.11536485,0.04457005,0.30823886,smNhKZgJDUc
0.039231405,0.019173676,0.025410803,0.07579473,0.16790736,0.019158829,0.029206358,0.0668914,j5b1bpyn1dk
0.30069643,0.24336937,0.14121334,0.15160145,0.2598237,0.06012806,0.33968776,0.24181378,L9xZZM0-LSQ
0.096946836,0.2836271,0.15177555,0.33220008,0.36336032,0.15568043,0.14031188,0.17685774,ojWrIiZ8YrQ
0.038173698,0.037694674,0.024010027,0.19930166,0.29491583,0.086087525,0.0328613,0.2674994,5jFRq0Hf7aM
0.049852975,0.05460748,0.059701145,0.06287742,0.38089308,0.08635602,0.052697163,0.35974336,RGcDP5nT1DM
0.09207432,0.026234739,0.02129533,0.046574514,0.28563982,0.020269485,0.038747065,0.05706702,M_QUijG3NHY
0.07284124,0.03222223,0.042876996,0.07467434,0.31463277,0.009093502,0.048901904,0.24039882,WB0SfPbQmLc
0.14384903,0.20155108,0.17009789,0.11983573,0.48898464,0.118584804,0.13977534,0.18215106,7j3YsdgP1hg
0.117216304,0.19043471,0.12174213,0.10071039,0.25517702,0.04268845,0.15649493,0.17165944,GMlJTXHv-pQ
0.06236804,0.02069115,0.018922152,0.08890664,0.38175395,0.003279908,0.035165597,0.08844703,Wy3WsTMam-Q
0.12465885,0.038770203,0.08988763,0.023973593,0.30884686,0.017145762,0.078998774,0.37388662,poNaaVRUiR8
0.13993756,0.045725904,0.06888328,0.116123475,0.47252974,0.059328925,0.06423678,0.11072517,1e_GgSJSfzE
0.06667548,0.084566325,0.18110368,0.08467417,0.36795676,0.029125832,0.1004865,0.510209,KpWppG2laqE
0.0903648,0.13674496,0.08799356,0.2660127,0.29496443,0.12116077,0.09326241,0.10222735,5ghdxVFq_hI
0.07719907,0.02432618,0.050793283,0.11959858,0.2818031,0.020824814,0.044138372,0.07609074,XOiV-lE2x0E
0.066890515,0.024317198,0.043343417,0.018909505,0.35877505,0.04234509,0.04457992,0.33532688,Nbw0GBa3lN4
0.061130125,0.04086632,0.039652005,0.12062812,0.28110912,0.023460433,0.057477005,0.095662914,gX_8BGt_Mpc
0.0872866,0.02272538,0.024693064,0.13659811,0.3529732,0.0087811295,0.043396745,0.09819207,Flrx-ZqmfCc
0.047794096,0.06178841,0.049832355,0.1924446,0.33937758,0.013744377,0.040841255,0.13773443,gKrM1xNodoE
0.06314734,0.06953188,0.057726726,0.03987267,0.21155907,0.018325835,0.07066159,0.059066057,X8uFoVnUne8
0.08938858,0.117871135,0.08819347,0.17268059,0.35572487,0.062125895,0.09521474,0.12851101,6b04PIB5k7k
0.25705278,0.12922628,0.11393207,0.09653579,0.3220574,0.0069763125,0.20463212,0.25845587,cb5TIK4wkDc
0.09145135,0.0640408,0.12712714,0.08860961,0.5047082,0.14822112,0.07226896,0.23657532,4EnL9l8d99Q
0.04141733,0.033716887,0.038215943,0.18685554,0.18201515,0.0825038,0.053920377,0.20569868,Xiirm3WQQ5Y
0.065240435,0.0458604,0.04277607,0.10042379,0.22603929,0.00042300404,0.04293567,0.06902532,8IQ6JPK91Hw
0.07993132,0.09039545,0.15164317,0.028188687,0.43219358,0.037023053,0.0944428,0.2958171,dmqtag3CpKk
0.48929137,0.113679335,0.097626455,0.2687754,0.36671385,0.038053125,0.21837653,0.12854154,96aLi-aej7U
0.18467568,0.24100983,0.19642954,0.18978536,0.44636375,0.355017,0.28823772,0.82345974,WOhKbUk6UPc
0.029372215,0.02879282,0.06349161,0.17145838,0.3093663,0.05613239,0.024660153,0.15046054,19qNijxlRiQ
0.18384178,0.067327574,0.06691508,0.11362953,0.5165381,0.019852988,0.12722307,0.102799974,RIdKnSV6eOQ
0.043416582,0.04265806,0.022670498,0.16616248,0.4598164,0.14463188,0.02452227,0.25149554,AhO7w0bFAfk
0.02943822,0.02178615,0.027915739,0.15160573,0.18316045,0.052935857,0.02462755,0.06010982,82pDUosT97g
0.14241596,0.22974876,0.2931494,0.011615334,0.58069986,0.2712817,0.19743405,0.6719693,iULrqcSWD3c
0.11896072,0.07990786,0.083398715,0.17690502,0.32811487,0.034962907,0.09814923,0.15232225,E_kxNv3YgrA
0.045896206,0.023959287,0.03811206,0.19645998,0.2202936,0.07011723,0.040311012,0.25350395,pQjro2FPKCo
0.05838706,0.14158636,0.0697064,0.15610439,0.20375252,0.09978092,0.09615789,0.084081754,76a6FiVYZg0
0.103891954,0.040888205,0.10392891,0.042055745,0.35990566,0.03770977,0.062030822,0.19365679,88RAHxrQ33M
0.27334085,0.083547555,0.0931282,0.010421521,0.6804289,0.0495556,0.12532172,0.16156179,As29SGNul9k
0.27334085,0.083547555,0.0931282,0.010421521,0.6804289,0.0495556,0.12532172,0.16156179,opmTi4bxvcM
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,wIjWt9zQZUk
0.045581773,0.019928845,0.026815979,0.009589434,0.25724012,0.019158829,0.026908997,0.06332459,vvKQMbPRHVc
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,iE5LLalblLs
0.06287337,0.024421671,0.02780704,0.0020562555,0.2612228,0.027065687,0.049319606,0.24303724,bKpPwylXddA
0.06940053,0.034608025,0.019316569,0.010831564,0.43880555,0.016590435,0.026045106,0.053228322,exE4SVuYtQw
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,A98o7mWwngg
0.0542221,0.04569984,0.04902193,0.06438184,0.23337851,0.094410956,0.058841184,0.09080386,TIZmO9uF2D8
0.08237816,0.01436152,0.023229204,0.079954155,0.41605046,0.016937515,0.053117953,0.11103481,82d9T9kpNl8
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,5qeMroRkbN4
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,XtResDruag4
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,gMqEqTsOVxg
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,y-ynD5S0Ifs
0.039062917,0.025666136,0.040858917,0.09783533,0.20695327,0.038053125,0.030883007,0.050143726,04TotrjHN3k
0.051315665,0.14249662,0.13602054,0.02155852,0.36707255,0.112144895,0.055848245,0.11880923,7uP8AT0wfKk
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,4WOOcZq5RbM
0.030436445,0.021569818,0.024513753,0.09428524,0.26064128,0.060927194,0.019481596,0.05659002,lrgakJZWgvs
0.041550137,0.030147709,0.033602435,0.1820738,0.18494126,0.03770977,0.03806025,0.08717523,ub-WDhtr4mA
0.14631031,0.062851235,0.05266221,0.007927847,0.56915206,0.034962907,0.10337608,0.18928944,oSkAUVJwppU
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,p9eY0e_mmoE
0.13351375,0.07504527,0.050013572,0.007883327,0.5235987,0.019436494,0.1180892,0.21364132,gZ1Bg7OmIJQ
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,NZnMKPswvpc
0.7407407,0.10614569,0.11190739,0.2914506,0.91981745,0.11665283,0.33616057,0.37423506,oQmXn7uNnDs
0.12930837,0.29732192,0.25922245,0.025990106,0.4584478,0.38567963,0.19731767,0.57556903,l2pTO1_qlGY
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,OetGFH7QsDw
0.25460854,0.11350087,0.08653216,0.10027284,0.44620416,0.08635602,0.19915561,0.3022196,iDYfzIhDjBw
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,p9-d1y_9FDs
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,AXxfcCgo-jk
0.13894859,0.03278255,0.033072494,0.00735818,0.5237192,0.038911518,0.08568938,0.11378582,ZpsU4UoceEo
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,3XCY5M2Ou5E
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,AG3E5NPstb0
0.14686415,0.034740657,0.03657114,0.006125122,0.5450335,0.03856816,0.08490545,0.12601279,3HO9h5MGaOE
0.27334094,0.083547555,0.0931282,0.010421535,0.680429,0.0495556,0.12532172,0.16156179,3Nu9vMWgSvs
0.04532036,0.028158532,0.038937997,0.080441564,0.1713788,0.033761155,0.041229486,0.07440825,1-rKUwmM7uc
0.15989678,0.101690255,0.113574445,0.047401182,0.49661413,0.0069416044,0.13473943,0.3679106,B3SKQO7rwv4
0.060755447,0.048175965,0.046054356,0.13220155,0.5298228,0.079307266,0.031125456,0.106822975,jlyQDWyPoeI
0.056929488,0.074378155,0.037186675,0.13964589,0.42203203,0.24991328,0.04195199,0.40228307,0XhOm_9_uPk
0.16392136,0.10912928,0.11163584,0.11113644,0.47098556,0.050242316,0.11781837,0.25913328,umik0APhY-E
0.048743214,0.104540244,0.22838557,0.09944806,0.365808,0.06012806,0.1004912,0.7686358,oZ01jRfT9oI
0.8998427,0.013945668,0.01239613,0.6188252,0.5083672,0.0027419338,0.035739534,0.007426903,rtN0UuFWBh8
0.26243815,0.13837314,0.18788745,0.07628124,0.6066649,0.1550967,0.15312798,0.53863126,MXuW-KGW5ao
