PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.05071308,0.12937842,0.016451603,0.15556227,0.10090921,0.026099473,0.35090354,0.06677516,WFr2WgN9_xE
0.03273733,0.052517626,0.011106567,0.073891215,0.03601905,0.1589417,0.2657684,0.027174195,PHxYNGo8NcI
0.02902612,0.042514477,0.0067333565,0.055526484,0.031277407,0.16014014,0.23394163,0.027272483,0sKPkJME2Jw
0.060004834,0.11833919,0.0051020794,0.114291765,0.07350389,0.0880606,0.41800535,0.08537624,Zifla4xl48Y
0.12843335,0.096332446,0.014299706,0.23700285,0.13259734,0.26103303,0.34736094,0.13456109,vaQxdBEcBzU
0.061085247,0.054171644,0.022351967,0.07881068,0.06004071,0.028864302,0.20214564,0.06041987,cKxRvEZd3Mw
0.12655379,0.06513719,0.07451247,0.21911347,0.13080612,0.10932311,0.24098568,0.23542388,HnKaaDcWOXw
0.12590674,0.16731587,0.067320265,0.46537548,0.1574548,0.07058431,0.45439374,0.16219872,pMIwu5FwJ78
0.043266214,0.03849907,0.0068721883,0.09935928,0.039060287,0.18242317,0.20071231,0.047648147,EhExK4JgXvE
0.023881724,0.026072321,0.012564304,0.041502398,0.021333043,0.07250202,0.20685922,0.021058226,_qQq6oHskUQ
0.10118882,0.093347974,0.0100653265,0.38432372,0.11320255,0.006020277,0.40922916,0.14963922,v0uVu5__JGg
0.06527283,0.027786057,0.032387726,0.049456175,0.031748094,0.18866454,0.21231869,0.056081,B01qMFMAgUQ
0.10069632,0.18416607,0.008191093,0.34793967,0.17193063,0.2733189,0.51655155,0.115068436,uMxQI2tJtKQ
0.13364172,0.10572219,0.06252546,0.51424885,0.15008976,0.041155796,0.4391138,0.1680128,6cg5ERPQ2v8
0.053635415,0.061442215,0.011870144,0.08181622,0.047345962,0.095416985,0.2846448,0.034843363,8jazNUpO3lQ
0.025502985,0.019511895,0.013813793,0.027637148,0.0230372,0.12945412,0.14783424,0.020679932,_dWRo05gHbA
0.042537943,0.073600486,0.04234509,0.20493482,0.075676024,0.27771148,0.27798206,0.049292263,wTbrk0suwbg
0.024710279,0.038018577,0.013952625,0.16699675,0.026807876,0.17691804,0.2162356,0.03414293,AvG7czmeQfs
0.108272344,0.037499495,0.038053125,0.09660832,0.02685954,0.27794725,0.3079133,0.05917239,mnhrQxdzHqE
0.084686264,0.0668896,0.019852988,0.14079607,0.055744834,0.24599437,0.34879008,0.055922117,jSdHmImyUjk
