PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.16955864,0.18616721,0.01631277,0.25457558,0.1664435,0.062075835,0.35012582,0.14334293,Z1YHbl0lh88
0.021849677,0.02915647,0.018325835,0.0799212,0.020598061,0.3254966,0.1814697,0.026741542,481hvflVBaw
0.20190684,0.18975027,0.20009461,0.4049766,0.20866577,0.009038526,0.4474822,0.33871934,PU14aOcAfnw
0.08724293,0.1946794,0.01228664,0.26708943,0.1533906,0.053389836,0.35898516,0.1229478,kUF5hPfQWaQ
0.13985516,0.17734572,0.0028634118,0.20422888,0.16213891,0.1829294,0.49785656,0.16465637,oKHOSqQw9ro
0.18955848,0.32397446,0.014577369,0.58348954,0.35331014,0.047304835,0.6790971,0.25660747,BRhz6v-jfMM
0.27261192,0.6277196,0.038224805,0.19216657,0.33162326,0.21151611,0.6703661,0.3214953,Mj42mtfBpyA
0.06140982,0.08138437,0.040971663,0.14791021,0.05680744,0.05233682,0.34908745,0.067610554,X3ek_HIkZcQ
0.03708928,0.063754484,0.02124131,0.23810156,0.06260975,0.08318861,0.32524928,0.036652986,pCLIhuyK8-g
0.034008615,0.032877553,0.0023774996,0.08051082,0.02742986,0.15292223,0.2354616,0.027821103,ya_6I9IVMzY
0.12335499,0.16663168,0.0023080835,0.10113458,0.14501713,0.5680319,0.3717778,0.07625656,oGdmSshtVWw
0.04613475,0.07801331,0.0010672717,0.13485998,0.051108215,0.08341689,0.5352333,0.049244933,DNegkxwQJuY
0.020157242,0.024578333,0.012008976,0.10094404,0.03309225,0.14089172,0.21434827,0.03170115,lv2PngQYqU4
0.21413864,0.24692374,0.0070110206,0.64833486,0.24309929,0.070171826,0.3878956,0.2510334,uBpSiijekAQ
0.05777979,0.17677718,0.020408317,0.23732847,0.12840903,0.005973958,0.44480628,0.07699937,Pgs0lwLIqQw
0.16762091,0.14320117,0.015757442,0.25682506,0.12622088,0.0959271,0.6744034,0.1436916,tsVWd6I5nuk
0.045764964,0.05906607,0.00999591,0.099215925,0.05380792,0.1253267,0.31048083,0.04012789,-G5-kHF57OU
0.056018602,0.07898307,0.0027072257,0.12090473,0.06828794,0.007841158,0.28520867,0.06900308,zUk3Dv-0xcc
0.05203542,0.14012717,0.0053797434,0.14846848,0.066873655,0.2676542,0.34779054,0.030657621,hSZH6saoLBY
0.07039006,0.10106909,0.015479778,0.054669306,0.046370674,0.2180915,0.24228153,0.08273428,mn2Cy-0oiH8
0.2251148,0.43889385,0.014855034,0.55897444,0.42715582,0.026366256,0.67024404,0.29810718,u8xgqvk16EA
0.1173558,0.1475968,0.009509998,0.17578876,0.13058515,0.026907733,0.3336175,0.1266195,Oytoid9VIm4
0.15067793,0.23094654,0.042001735,0.2981208,0.23747593,0.025890958,0.47851738,0.21245685,EGqdZsKOa4M
0.054778337,0.090728305,0.0031757841,0.32073367,0.08328145,0.16459963,0.36955065,0.062320936,loUaNKIvX4A
0.02576345,0.121662624,6.8602574e-05,0.27689782,0.048783567,0.02001358,0.4839794,0.033695653,oGJdlXD-rk8
0.04027756,0.082318194,0.0033840323,0.092294864,0.040278852,0.045863595,0.4182729,0.05759239,iEGE0nxPnnA
0.056964047,0.040186927,0.0334178,0.16020203,0.034521792,0.115907244,0.37969995,0.06237857,OFXvPzTJIqg
0.15803514,0.22869484,0.027409043,0.3534171,0.18019296,0.18798013,0.46581447,0.16515797,EOOvpI7mnV4
0.050438344,0.052837294,0.024147147,0.22930932,0.06694627,0.15481454,0.34184784,0.03990251,YbRamHiUt4w
0.06911056,0.072378494,0.03753809,0.087550074,0.055424105,0.04017457,0.2565736,0.06526188,gBd5cg5ELN0
0.060875334,0.048561472,0.007739889,0.15167318,0.04888584,0.19118279,0.29691958,0.078492925,w3kxEi8Nd8A
0.02242899,0.047117457,0.0064904,0.0656668,0.029464317,0.097362354,0.28368348,0.022345021,G5wedIkhW70
0.02985369,0.058488496,0.018325835,0.07969429,0.047002874,0.2950651,0.24302037,0.042970408,8PX2aCGCN_A
0.025917556,0.049558382,0.0020390963,0.04252952,0.023782263,0.11820997,0.36403668,0.021405533,lj0C_PZKIOc
0.1558342,0.10139473,0.015132698,0.12495979,0.0971679,0.16151808,0.17859513,0.15056388,yVQqz44F3_I
0.08386207,0.16169184,0.016937515,0.21685944,0.14338796,0.11917423,0.28126743,0.13826299,KiyFXCMCEqA
0.09448341,0.08488889,0.004442627,0.15305737,0.087489486,0.096680336,0.3095944,0.10192283,0VXzMT5IC8U
0.02716762,0.041446596,0.015826859,0.06957933,0.02260417,0.18872336,0.243265,0.02607311,lRnMpwLwOiE
0.05357435,0.06401447,7.660169e-06,0.2448323,0.04013774,0.06594825,0.39137194,0.04948909,u_jFCxDyDzA
0.039053258,0.11710379,0.003089014,0.21678467,0.057708267,0.0908179,0.36311907,0.03996667,MJ6m4vv0VdY
0.1428483,0.14064433,0.008850546,0.3352344,0.15147209,0.19118349,0.31988505,0.1583062,ahB6Wt5GI1k
0.045782145,0.036415655,0.02193547,0.069935046,0.025918826,0.1277596,0.23093127,0.053712007,l2C6aAWzpyw
0.04480925,0.06035017,0.009648831,0.07724896,0.038898665,0.523901,0.30753735,0.0313989,Y1GNhFP88xo
0.032898623,0.046446964,0.014369122,0.20936057,0.04107715,0.16895172,0.2573459,0.041275796,1AYQBW11jXE
0.04509822,0.03727013,0.022213135,0.3122872,0.053318582,0.38665995,0.19006766,0.05277345,FcwN8Qy8rDI
0.14688163,0.054636125,0.027752401,0.4616923,0.12901321,0.2884733,0.27611345,0.09972854,re1jFokalqU
0.056573696,0.0851351,0.017701091,0.28350437,0.06742782,0.07253911,0.3264246,0.053395737,TeHFWHzCb98
0.026968388,0.045294486,0.029125832,0.05337442,0.031491436,0.042370263,0.2043859,0.03226311,15i65bDk7SI
0.017748268,0.02492181,0.04234509,0.16512302,0.01923756,0.41138026,0.20564218,0.027675392,bfsdlaJtPOI
0.04895679,0.032543924,0.04131502,0.07018085,0.022958284,0.033976797,0.40905377,0.056509588,I8DpNTqNuTI
0.059676588,0.14832585,0.03187269,0.35980758,0.0988221,0.12782046,0.42142513,0.11614832,CHFiTTPeyUw
0.032989603,0.07577831,0.010551238,0.097702816,0.037913613,0.28795928,0.29179066,0.049709395,_a6hDlCP7wc
0.12112144,0.08786342,0.03753809,0.33542964,0.109522015,0.26490957,0.27524263,0.10803128,ABtF_12Bu18
0.0024265805,0.031086748,0.010690071,0.013048508,0.002023262,0.3247608,0.28786665,0.00049667584,aWbvcDTswL0
0.056517046,0.06002067,0.033932835,0.08601829,0.047763854,0.17685872,0.2408046,0.03222145,pSCdRZ1yrW4
0.10052305,0.10424026,0.013744377,0.20770422,0.08880936,0.069301665,0.26774234,0.19584052,hAo5E5Il4Z0
0.024046889,0.03802259,0.01263372,0.04864415,0.030270265,0.19104455,0.17400461,0.023349013,-1xHjcU8-ro
0.024436133,0.04192187,0.009857078,0.2649732,0.028857926,0.017712845,0.3981075,0.035515897,FCmlJtLjb-0
0.080432445,0.15179881,0.00013666284,0.37751982,0.12058265,0.008621824,0.39703333,0.09241001,Ta-Qh7SQLzA
0.05012019,0.13423367,0.0019870342,0.12463265,0.10964986,0.1738595,0.27606162,0.062181287,hx0fxCF3NbU
0.11818793,0.044546776,0.104076885,0.30217466,0.05663741,0.28313,0.2581212,0.1515017,3NffDlD-9ug
0.048896052,0.113575526,0.0008850546,0.13895269,0.10652577,0.14159977,0.3042166,0.067538396,B9JekJ_eBJE
0.14516774,0.07683757,0.0066292323,0.15063213,0.09849396,0.19316968,0.27361667,0.11876078,MrkWybWFwKE
0.10134669,0.32331362,0.0090240855,0.28824624,0.1621459,0.12571295,0.46240625,0.08010026,WJc8f83W8z8
0.023928387,0.059286162,0.02792408,0.21053416,0.04853031,0.2622809,0.2558202,0.023163905,N7n64knMmAc
0.07493479,0.078921765,0.005935072,0.11664983,0.093572795,0.040785264,0.23044077,0.08944954,L97AyGAlT2I
0.05215157,0.05615445,0.055732824,0.124413475,0.052352995,0.2735804,0.26938137,0.10558939,0aCCu06DONQ
0.24925359,0.18966137,0.005900364,0.40234178,0.19903085,0.10726764,0.37985435,0.58523935,keBFgUtrWAU
0.04089674,0.08518546,0.023117077,0.08926919,0.056208998,0.30728015,0.29148772,0.03696067,jXuuqCu66ZM
0.04743002,0.02520433,0.017909339,0.045842435,0.01894695,0.072567984,0.25362277,0.037360486,lDI4k0F49zQ
0.045987934,0.025646899,0.011800728,0.04733443,0.020244155,0.072567984,0.26571527,0.0342084,SCV5LkTaXUE
0.03421521,0.111002535,0.0100653265,0.14520681,0.08615432,0.10081761,0.29946017,0.057230968,gxOYwQxDO_I
0.07489596,0.10928335,0.03736641,0.09215,0.06511727,0.15175046,0.38316613,0.04183429,QLhe8YnH4tU
0.019567378,0.038941104,0.018048171,0.037841592,0.028083025,0.092310764,0.19245243,0.018667735,Q6c5XX2x8pE
0.07354795,0.12357039,0.022074303,0.12960346,0.09065839,0.37059054,0.3315405,0.086079024,4ILCOqJ7kHI
