PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_TOXICITY,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,video_id
0.27753568,0.0342042,0.09521001,0.00596978,0.029310739,0.05151372,0.051415633,0.18717398,yHjj8Oz_gy4
0.20799796,0.058397606,0.11730328,0.029984225,0.07757049,0.044379786,0.15371488,0.17027974,PI3_kwwI7ek
0.50772536,0.19686751,0.5820592,0.2022951,0.27908757,0.42429718,0.33535033,0.027879829,UhHMwv-JnUw
0.38127434,0.21007618,0.6162145,0.13017663,0.10455302,0.1501833,0.15678605,0.2719829,RaDXRWgxqms
0.28323954,0.14830996,0.72008246,0.13969667,0.13960296,0.05943399,0.24673374,0.25763786,Bhx0LaL1qk4
0.35226205,0.036629345,0.381802,0.09655894,0.058856174,0.029023986,0.05180257,0.3327707,mtdNYfbynDQ
0.22882561,0.06297908,0.08206572,0.003106368,0.04836001,0.055620033,0.097023666,0.1408324,UNO0ZPGCGLk
0.3324254,0.09310613,0.5713019,0.15001574,0.11287532,0.0496202,0.19833046,0.33499375,lWwOpLy9nPY
0.18606754,0.030899765,0.049266797,0.094410956,0.17408378,0.020512806,0.113818854,0.46879977,nroESspNwVU
0.2121945,0.032656368,0.07301048,0.0012234577,0.035922475,0.03641079,0.0706961,0.14616439,tcq6kiz24xk
0.26545623,0.020286202,0.060789865,0.013258465,0.027855385,0.021637196,0.03915246,0.18781868,OQ9MspUIxVA
0.4354301,0.12503375,0.7685228,0.12953265,0.14019246,0.061709147,0.31413037,0.14424355,mymyJNlswL8
0.23505545,0.076790415,0.52985334,0.10956893,0.11142253,0.017186293,0.15665306,0.45587483,qH53VZiesBQ
0.57478327,0.1943055,0.45669168,0.25447917,0.17740855,0.5233151,0.33652186,0.18852754,ZFM66-VAZYk
0.20880951,0.012471622,0.03629128,0.007427517,0.013173567,0.020740177,0.017626042,0.17650658,xmM1Qk0TEmU
0.26321587,0.22682296,0.77566355,0.13655609,0.19768697,0.06253043,0.2641778,0.33476502,By3XvXHYTG8
0.212671,0.10096901,0.15163656,0.092262976,0.16015312,0.0386056,0.24153617,0.38038138,O0XFglwBXx0
0.20742191,0.016634477,0.041303825,0.0060391957,0.014401692,0.02520456,0.03868193,0.22256276,wEAnG19LzOo
0.31762975,0.099239774,0.30012935,0.062925026,0.1673849,0.06852215,0.29789993,0.08614396,KpkcLCJPcZo
0.3386126,0.112435125,0.82345974,0.21539254,0.20087743,0.032954242,0.27622244,0.26949644,eBdJncMyTFo
0.19210881,0.021877542,0.062339194,0.008850546,0.021359703,0.030949622,0.040021766,0.25660777,yWfhNtpX7tU
0.31563094,0.055326946,0.4386133,0.09924392,0.06619356,0.023953438,0.12175715,0.12548761,JcdSdH0DTlk
0.1724617,0.016354816,0.06342045,0.0051714955,0.020718997,0.01486674,0.04962804,0.23729701,CYCfXetXjN0
0.5107575,0.143812,0.50844866,0.32563272,0.18364684,0.08469683,0.30748278,0.0993088,G9pssTNgK-g
0.30476278,0.16868828,0.8857402,0.21036349,0.23232245,0.031172343,0.40557876,0.16322108,6aKsrptZxgs
0.33124998,0.021462083,0.11962111,0.02124131,0.024493031,0.03470667,0.051002156,0.21800302,v80Ble1bglE
0.42166904,0.03065438,0.24696767,0.3897707,0.024798168,0.1946345,0.04723195,0.2939317,cQYm5UEOd7I
0.35820708,0.046429556,0.20107192,0.03187269,0.029941496,0.0367615,0.080327176,0.36862263,7Rv-0e3yD0U
0.378861,0.016169412,0.27224705,0.0012668428,0.018810704,0.028050387,0.027187718,0.09109704,yKN4_rpz844
0.35552186,0.14022516,0.7025834,0.12116077,0.16970961,0.17805965,0.16889781,0.29661155,KGwF0FcHSRs
0.3151426,0.047577415,0.4067144,0.12309273,0.05957883,0.030035831,0.11017155,0.19089967,G_xLIWEEnM8
0.3515584,0.091702014,0.14436537,0.086087525,0.0917679,0.08866507,0.13103516,0.52303267,HCvf9iuz1is
0.30649936,0.049144316,0.452783,0.12631269,0.05812643,0.025330199,0.11136725,0.19255963,At49xyRhcH8
0.2992918,0.05569586,0.5039261,0.13017663,0.07009918,0.024788078,0.12787579,0.19255963,hbIKEgslzsw
0.35853362,0.09678188,0.51976746,0.112144895,0.105747305,0.060392063,0.13975503,0.13987899,WlCbNnT2Yho
0.34426737,0.050820738,0.2865457,0.038911518,0.054345362,0.062048234,0.11991561,0.1792885,2rEqKjokH0w
0.23258951,0.0721882,0.589257,0.105704986,0.07198647,0.02727386,0.13430427,0.3266767,OkhsoEs3bX8
0.4994909,0.05000278,0.31624928,0.031357653,0.05517634,0.044283308,0.13899487,0.14004438,ejJ3GlPFbsM
0.31783286,0.04654667,0.21136539,0.018048171,0.023091333,0.052391045,0.07997764,0.19406593,-Ua95vQZxJ8
0.20468232,0.027345002,0.07040441,0.00052929734,0.022463549,0.030812262,0.054749236,0.100725,fWN1g5eqFSI
0.3285052,0.050772768,0.113817446,0.020408317,0.06197784,0.055814568,0.18832287,0.29331043,ygUcQTNhCfU
0.44618323,0.14277358,0.37165722,0.021102477,0.060758125,0.15374787,0.1724117,0.2761735,y4gERykXB7U
0.23216483,0.029939197,0.06560638,0.023460433,0.03764265,0.035940863,0.063905,0.19604735,HehKMmW0pjc
0.3407858,0.11998154,0.82838964,0.1464265,0.19352524,0.028217938,0.26755568,0.26245743,z6K8nC503jo
0.38215548,0.052210506,0.3051577,0.020685982,0.15777269,0.056671485,0.11907775,0.28247198,mHsOCIufER8
0.37764758,0.046113078,0.32916912,0.02792408,0.04277872,0.05001087,0.13436925,0.11730678,doUeKfEjUmo
0.5025902,0.08907926,0.7580339,0.15188612,0.13080609,0.053810395,0.23750189,0.32016647,B0PAanIEEE4
0.26066658,0.071812175,0.5093885,0.1256687,0.090817384,0.020375602,0.14374192,0.2740683,qe7tXtuTuR8
0.4361589,0.06835419,0.31291318,0.023288755,0.11186256,0.06431327,0.18221396,0.27488297,4zLFgWnY6lo
0.27847868,0.037625466,0.0706924,0.00041215777,0.045280624,0.040902063,0.07190357,0.3154582,E_XsIXZ43hU
0.2627136,0.033010572,0.16133252,0.020408317,0.054759897,0.04018834,0.11699468,0.23298284,1SPGlWAOCZk
0.43150392,0.04094246,0.11467811,0.0035922804,0.053480543,0.05536863,0.103326075,0.098679855,iLUCIDdJgnM
0.2731826,0.12633157,0.76246643,0.1256687,0.15964344,0.0514785,0.31548932,0.17827322,FhEybvHBjoU
0.33001095,0.07183599,0.5063662,0.10634898,0.08000683,0.08697742,0.12516473,0.2340542,rhW_7w_7iZc
0.32676864,0.024575798,0.21381913,0.017076347,0.016874937,0.025098955,0.056808148,0.11848032,oXdI8HfTFh4
0.22841498,0.044518486,0.08337631,0.080905534,0.053418115,0.031632025,0.10820174,0.1652488,BetzODqGSXA
0.2491701,0.052102875,0.099114835,0.015340946,0.0696216,0.04443214,0.09863824,0.29669505,XCKq9-c0cHs
0.23819505,0.039437197,0.08324671,0.00041432702,0.0318599,0.047959127,0.07364081,0.11764133,GIt75h-HdWI
0.42014423,0.1205501,0.70532066,0.16551583,0.13090298,0.04725029,0.27711794,0.074151725,qiORTRqmD0E
0.28046775,0.15928318,0.82345974,0.12309273,0.15252008,0.04452989,0.35443568,0.5123082,ILKe6LBjzCw
0.26436573,0.23447199,0.85573524,0.1024659,0.23193046,0.10740019,0.42978787,0.36644718,SUvgYtYJKkY
0.31000897,0.12056446,0.6913729,0.059328925,0.10536543,0.031950146,0.16600196,0.2399698,KkFSG8UTObA
0.3434902,0.0045716106,0.0070800413,0.024833864,0.0030861848,0.09166748,0.0007690961,0.1162187,sMUnhOhYQG8
0.3788752,0.07932015,0.53900737,0.13879937,0.11849955,0.037045047,0.12440065,0.38649762,Q_r9KtcfMUI
0.26452377,0.045146707,0.24081397,0.022213135,0.091509946,0.03710582,0.16634238,0.19714202,6lgCQ7OZoa8
0.47130647,0.077845104,0.18446825,0.0495556,0.02852165,0.1830229,0.06059617,0.07169726,bwdJ9aCs71Y
0.2739438,0.06956295,0.36199164,0.0007809305,0.041692857,0.07207995,0.11345712,0.13352413,CgrnUf_XgF0
0.42735896,0.26082355,0.8908898,0.16827796,0.29270333,0.079810284,0.5509111,0.19289847,vO0UIoNmwWk
0.2314779,0.053306185,0.30877557,0.0020217423,0.03694888,0.044538077,0.095868126,0.13485776,6JPCMdMcfcY
0.3421311,0.14861886,0.53745294,0.15918289,0.2868449,0.04595408,0.19150169,0.33927664,5m__L1Q67mM
0.3560278,0.02350106,0.05967155,0.0765103,0.02803194,0.039217398,0.038744483,0.18952711,OKEC4b8ygS0
0.5400647,0.30665764,0.7606393,0.21109697,0.5628405,0.14831996,0.58347446,0.073531196,pAjSVKtn5Aw
0.23587969,0.07867449,0.19722573,0.00024187153,0.07819314,0.06973042,0.14958854,0.19934697,srf8Hi-QAXA
0.21402846,0.044628456,0.24248186,0.0012147808,0.024151802,0.0480821,0.07203819,0.08200438,A2BljSyylIQ
0.20806597,0.05654558,0.29569286,0.06132676,0.11161847,0.034252953,0.21649948,0.29240313,6DqfULdMgNs
0.52594745,0.19314294,0.8585012,0.089041,0.2230816,0.10229869,0.34228727,0.1368631,svXX_hec7vU
0.41469264,0.10835521,0.22073501,0.12051678,0.11172582,0.40081468,0.17316286,0.404223,OHoHr1xMDQw
0.28585276,0.13567966,0.65797484,0.013883209,0.12606524,0.08212178,0.1891655,0.32979926,rlkbvBZ6Q-o
0.28896445,0.08253767,0.44872496,0.00065077544,0.05608271,0.092654385,0.12790221,0.13352413,ly6sX4bq0D4
0.5321697,0.26805606,0.24954638,0.32044756,0.49436042,0.11888682,0.4326912,0.018635001,mKFZKWPN3C8
0.44563043,0.048925012,0.37562302,0.035134587,0.048900533,0.056313477,0.12920263,0.12934743,2bH6CFMAQMg
0.3593153,0.1477818,0.8395422,0.21627559,0.16751416,0.03859758,0.3345001,0.17589927,CP2VJ2-gAeQ
0.57657033,0.69309914,0.346473,0.016173938,0.32858944,0.92006356,0.33010814,0.017207414,a-4M5dJ8pOk
0.24626721,0.06683746,0.5396143,0.1423886,0.11944003,0.018103283,0.17212097,0.5318413,VDQgvcq7HiY
0.35686094,0.07225035,0.5355916,0.09655894,0.09886735,0.033843596,0.09502579,0.32243377,Ue-vzEt2y_c
0.24206567,0.034927752,0.2262056,0.0072539765,0.023531653,0.04600947,0.06170382,0.24528438,9Us5SQf2w_w
0.2895223,0.080471545,0.6293581,0.012494888,0.07569277,0.03857641,0.13446046,0.17070705,Mlkgjzawd6U
0.2753658,0.08534839,0.63395697,0.14059398,0.10938816,0.032097694,0.10779871,0.38173202,-Gkz5pCKrwk
0.4232882,0.27044168,0.87009525,0.355017,0.34840688,0.088703744,0.5480795,0.06504337,S9m7lh9j22Y
0.49655774,0.13326779,0.67503583,0.14552918,0.24907517,0.14454997,0.33445275,0.35150647,4WF5QBOAwfc
0.37736043,0.16217433,0.3137846,0.087430015,0.15996309,0.4866403,0.16083267,0.34264424,O6akhRWzrlY
0.36140406,0.14927375,0.8287745,0.2145095,0.1636441,0.04254925,0.32622603,0.14915584,CKEAQp4o1IY
0.33237842,0.049880717,0.45711014,0.11536485,0.100207925,0.030614734,0.09964288,0.29522398,Lxm3fhO6tVc
0.2694865,0.1760109,0.8278251,0.1668969,0.3025673,0.039846495,0.4168565,0.46412265,z4NibvIC4GI
0.20415466,0.05843165,0.061979502,0.03616466,0.078281336,0.042919118,0.13752347,0.29437298,AzreUZUJtVQ
0.51681465,0.15699357,0.33830467,0.13521013,0.1511384,0.17309543,0.28411403,0.005628561,WrdLuonXZZA
0.21244943,0.05494075,0.06717484,0.03221605,0.08756279,0.04530966,0.09986858,0.37608433,yy3zaLAbedM
0.32043627,0.06350955,0.18136702,0.0090240855,0.06115093,0.06881063,0.114587754,0.0995816,rPJpCpRLKWM
0.33050585,0.05960714,0.59172904,0.13146462,0.08575478,0.033377066,0.11744122,0.46316588,q_MExgvI0_A
0.3728587,0.16035384,0.8333504,0.19634613,0.17714913,0.04604072,0.34520426,0.19394717,8mz9Pq4r9rM
0.36832547,0.092445455,0.28633422,0.027237365,0.10405536,0.12928207,0.2261926,0.2022399,NmYArRsFlq4
0.44500884,0.15193206,0.13217954,0.38965073,0.29326993,0.15133964,0.54331595,0.5389465,svH1m4q749Y
0.32148576,0.16657962,0.77862287,0.14463188,0.26810247,0.068613626,0.3023256,0.22321568,YipT17AN6Ts
0.55132717,0.3118538,0.5062348,0.11021292,0.20306253,0.27667525,0.30221313,0.070194826,me45rklkYuY
0.38445356,0.12312052,0.18445794,0.32304016,0.48044896,0.046730604,0.43784964,0.044342708,dIgEpXEz7tM
0.32813653,0.1024677,0.733565,0.08447654,0.18847477,0.029064935,0.18037124,0.35759655,kI8-4-0kdPE
0.30272686,0.037657585,0.24874067,0.0051020794,0.03469691,0.03926805,0.075149275,0.07794014,RDtOqsMVenc
0.5699025,0.1453347,0.3099614,0.031529333,0.129138,0.17337243,0.20995207,0.00873857,YNWA4UC_eH8
0.24062297,0.042737696,0.08046481,0.02655065,0.04688179,0.029649822,0.096058,0.2663647,KgdtruBUp6A
0.20230132,0.021095991,0.03714703,0.02517722,0.027750311,0.021250732,0.052849427,0.31350246,6Rn3i7WNXBo
0.2869818,0.021118175,0.059361674,0.0026725177,0.021658305,0.03372594,0.042657785,0.26279718,cPn5697nTm0
0.25128558,0.04392778,0.07428908,0.036508016,0.062085863,0.03906412,0.09795437,0.18406941,MGoNE85DG20
0.3685135,0.19579604,0.91406775,0.23365098,0.3088479,0.046997126,0.51428336,0.18577245,JS8cxVnF44U
0.27499685,0.030495228,0.145385,0.046122026,0.03994848,0.027934253,0.1378827,0.23669194,Hk_1EsjX28s
0.21423484,0.016950414,0.026301863,0.004182317,0.016768383,0.029925691,0.021242341,0.10237219,2GDeqfSK80c
0.41436628,0.04066414,0.15896684,0.04234509,0.051441696,0.035335705,0.1170161,0.17442775,ueNAZlf4vzI
0.18178867,0.034792513,0.058225736,0.0038352364,0.03894838,0.030228531,0.072576374,0.25813296,mbCyNEQrwbQ
0.3036538,0.11795013,0.614891,0.05852979,0.11063451,0.05881079,0.18873617,0.36597928,jGf9g-m5NpY
0.3470705,0.16568457,0.75862175,0.25447917,0.3005219,0.047381736,0.42247817,0.27465656,PRgOAhRxb8c
0.21348923,0.026913164,0.047865044,0.003002244,0.023259168,0.035195448,0.051321216,0.26944888,8IL44eNxvKI
0.4142414,0.122666314,0.30574378,0.035306264,0.11821138,0.18988568,0.154262,0.012062184,6LT9F8qUMLM
0.23684776,0.03238292,0.11077128,0.008468757,0.02037499,0.060300685,0.05048482,0.18021503,_z8Vy5jAo4E
0.25540423,0.060432233,0.10119852,0.020824814,0.08234202,0.04985373,0.14704217,0.19486906,3OVYdVIne9U
0.396101,0.34683278,0.8908898,0.18154536,0.4265273,0.14362893,0.60905224,0.15776029,TDwC8vjQXAo
0.22840084,0.011257866,0.0299821,0.016243355,0.021069583,0.0146634355,0.03860109,0.30609217,G0KUw1jVUVI
0.37778422,0.03462552,0.37939247,0.084745035,0.032927215,0.03917106,0.0562781,0.1919849,bqeEKlpKWak
0.19191147,0.04295628,0.05467643,0.016937515,0.043815076,0.026946357,0.093400545,0.24210548,VcVJD0agAtw
0.31031534,0.033681843,0.1532382,0.065721996,0.037492562,0.033760924,0.13613245,0.11084808,rzT7XO-Fqh0
0.36395293,0.11440721,0.8353949,0.13206954,0.15126851,0.054975253,0.19911502,0.19081518,JQbHOiIyo8o
0.24943581,0.18407586,0.82345974,0.20376207,0.27722138,0.06283876,0.2820411,0.6276564,BThjxLGifQU
0.2501713,0.037416793,0.08935331,0.10515087,0.046170153,0.04629845,0.09878712,0.3188926,4_whYjMFA7I
0.36880466,0.14841059,0.8392366,0.21892473,0.16545488,0.038320757,0.33119738,0.17989002,oiiLNoL9Zfw
0.32441956,0.023313463,0.15332471,0.026207292,0.027906537,0.045444563,0.04488523,0.36052716,g9OYzfoYtlc
0.42229497,0.12205148,0.2771116,0.111500904,0.08726446,0.10377448,0.16635297,0.61404055,5cSeagK9jRM
0.45395276,0.12865455,0.285698,0.22982925,0.18099916,0.088847004,0.28472707,0.09343389,8XVmQRvlxI0
0.2838112,0.017076872,0.03669528,0.0024122077,0.024998983,0.031021733,0.048913125,0.15147062,KQ7styK5hW8
0.43338397,0.16157754,0.84139186,0.18746567,0.16782564,0.068751335,0.3371954,0.19394717,nUzzAwBWebM
0.29980972,0.068902634,0.12812266,0.0033493242,0.029379308,0.06989077,0.073459685,0.06172031,zF9pRmNGJbg
0.46047035,0.18050899,0.7047673,0.0358213,0.17555125,0.18069674,0.38603145,0.051678557,IR-WoxYRtTI
0.38373208,0.7532383,0.32891414,0.018325835,0.6657926,0.13148066,0.56869686,0.068513215,KylC3-Oja4I
0.22466317,0.16697626,0.7957752,0.13296685,0.1378327,0.045753267,0.20729652,0.3157036,eegSseu8dN0
0.3797019,0.114873886,0.651288,0.074912034,0.18254687,0.0711422,0.1974251,0.47849175,2ewOALyZN4A
0.2555759,0.07545733,0.13063037,0.052136723,0.06721464,0.065480754,0.129081,0.26227698,ytwbR4cPxAw
0.2327543,0.016257731,0.1081269,0.01596569,0.01191534,0.024395518,0.025730474,0.22476149,CYGKT05S0OQ
0.3877289,0.15319374,0.82345974,0.20376207,0.17569223,0.045161597,0.33467266,0.19394717,cItjx_aGoDM
0.38065407,0.07219258,0.30742985,0.018742332,0.11405239,0.07946733,0.13250102,0.21572188,W_pCUkmW0lk
0.49932554,0.08679881,0.41967425,0.05413456,0.088306926,0.11911208,0.1256449,0.26476648,E97CrWJ44AQ
0.22826324,0.06451847,0.21536341,0.089577995,0.120164394,0.034501303,0.17303643,0.35226646,eUJCARAGyCk
0.39850652,0.050922845,0.29306298,0.03204437,0.06346908,0.05456679,0.1173854,0.14706492,Mi7tOQn2-3M
0.51774085,0.15430741,0.8763936,0.39157572,0.21478777,0.15977815,0.35100952,0.42926297,NgimnbKjKQM
0.20288055,0.069352224,0.15482466,0.05773066,0.07187611,0.061576385,0.13416916,0.35033524,hJBEMnkhpfE
0.25860932,0.047813687,0.14417893,0.040971663,0.07186409,0.03677155,0.11580603,0.2611905,_da3jZFgoAY
0.30595282,0.17020966,0.619222,0.09279997,0.12479135,0.071591616,0.20060396,0.18030909,nkvnnWBXjW8
0.35562265,0.07222639,0.43464857,0.05133759,0.107862405,0.05444682,0.27086368,0.3688841,8wWTG-nn4IE
0.4094584,0.034722812,0.13014665,0.05093802,0.031058285,0.052690864,0.09610291,0.16778785,ggd-hD4LnUM
0.40573534,0.029622497,0.1826152,0.021657806,0.03578022,0.037735987,0.112932295,0.14495006,n1F-Ah3T8oY
0.285712,0.069390014,0.524329,0.035477944,0.07917742,0.025112577,0.11628702,0.18550968,8zmebOxp7GQ
0.2882806,0.047610283,0.29233196,0.10634898,0.05752629,0.05147916,0.11917132,0.18034282,qNeRh_c7vRk
0.3055338,0.06378472,0.12533818,0.013466713,0.094352126,0.08114701,0.103404984,0.058379095,5kxnGBQ7inY
0.29124457,0.06518454,0.18086316,0.04818217,0.08070773,0.124297775,0.11054811,0.43874145,2ec5HxUL2so
0.29452187,0.14185593,0.670108,0.18154536,0.20587754,0.052825943,0.19144295,0.33491537,DxQfou55KVg
0.37564012,0.14925364,0.25156966,0.23365098,0.32696944,0.118967295,0.24373579,0.06832264,-Q0KSS_s7Pw
0.36236987,0.043478515,0.27478606,0.023632111,0.049506012,0.13043316,0.098018125,0.5363088,N7d7X7nzm_Y
0.25895205,0.042501975,0.07053336,0.011314815,0.043291792,0.05368647,0.079839975,0.09553944,aos9v-_kCv4
0.21441159,0.071574055,0.07979146,0.10461388,0.07363044,0.043289885,0.12203067,0.2605413,dOKM-Oi97xk
0.28674015,0.22601655,0.121128276,0.2712817,0.5696416,0.12721065,0.3176111,0.4802145,fQU9Yy5dfdE
0.33079767,0.022087496,0.12759277,0.00090240856,0.018777343,0.038654435,0.042991675,0.09243482,LNMh9LknDF4
0.30265242,0.14292799,0.03864104,0.04680874,0.119908385,0.2938734,0.121784724,0.115245685,NPIZTjsV0-4
0.3243747,0.07684708,0.2913309,0.007635765,0.074952535,0.08128404,0.11560928,0.2917466,RBjFkSFsyvM
0.31338665,0.035611857,0.13845545,0.044748597,0.031910937,0.057239976,0.0409446,0.44088337,x0G5XUisB6c
0.3418924,0.04753483,0.06551886,0.015063282,0.028018268,0.14896351,0.042334143,0.18518664,d24IiK0DZBE
0.23583242,0.028125616,0.083946794,0.010967735,0.037594758,0.029156566,0.08565448,0.12225558,IjFs-WH_aF8
0.32888964,0.06719412,0.04908252,0.035649624,0.031518854,0.0748729,0.056663122,0.18955712,4AyF2EyLYIk
0.34358272,0.072520114,0.28952157,0.0012668428,0.04082106,0.081789955,0.10065081,0.13600168,GP4xvCWL_-U
0.55392826,0.19260961,0.5709646,0.1668969,0.20226458,0.5164842,0.36772183,0.19666559,Tiz7_owp1FI
0.4176176,0.16627677,0.82345974,0.27045983,0.29527643,0.05632144,0.48354462,0.20144387,dQ_lEOFG3_o
0.41924366,0.24080981,0.8842589,0.30788645,0.29135275,0.07340683,0.4935465,0.26395348,hQbhIbIs73g
0.37702107,0.0654656,0.48447156,0.10031791,0.0862145,0.05778434,0.22594191,0.20018087,CLWzkrERndc
0.23174807,0.046540536,0.21809898,0.004217025,0.050860737,0.041153844,0.09394622,0.15293637,bGd-YcVLv4M
0.26064873,0.01094194,0.08138257,0.008086969,0.008560237,0.019730585,0.022406353,0.06180185,9Kl4yVKGT8Y
0.36594218,0.05630503,0.18754835,0.008642297,0.055494826,0.06612033,0.086794846,0.11615028,-NiZt_vOAXc
0.4565181,0.077547625,0.29439062,0.15859914,0.15425722,0.075816356,0.25523192,0.16854818,wm2yT0KY-Wo
0.35512456,0.051653966,0.12502286,0.003141076,0.032183845,0.06936212,0.07786339,0.13600168,BwAoGcDpB_c
0.24168792,0.020332433,0.04056204,0.00023753302,0.0128061995,0.02944332,0.02252406,0.105853595,n2ok9S9Gli0
0.26114818,0.047000982,0.08654989,0.023117077,0.053612716,0.05310713,0.10564633,0.33275107,eTgge2bCDbk
0.3827607,0.138264,0.18821034,0.06252546,0.13524114,0.12750928,0.14662789,0.32438123,kh34OcJx48M
0.32315388,0.016718356,0.060273107,0.05653196,0.017268041,0.030651227,0.036052477,0.22812107,3NvVDWVfo7A
0.32262486,0.07442228,0.23503308,0.1609341,0.11147709,0.046125658,0.24896452,0.251799,IPXvA2hUC6M
0.28505135,0.03034098,0.06560245,0.003002244,0.040515065,0.036494352,0.06361016,0.08734517,x24XSg18V2w
0.25944093,0.02517188,0.11516844,0.02655065,0.038123336,0.03569304,0.09178555,0.2507041,pX9DWMhSlXQ
0.27498013,0.14590836,0.71094316,0.055333257,0.12740262,0.050475445,0.26437572,0.10631982,cQR50KxjszA
0.21179935,0.088968836,0.34170783,0.047495455,0.08131188,0.042801596,0.3093794,0.39159894,tZuubQFSWe0
0.2678744,0.016433045,0.15745081,0.011453647,0.017296711,0.02468733,0.04297545,0.0852063,FEg6p1NL_7k
0.20298262,0.014395482,0.045761872,0.011453647,0.019196821,0.02150841,0.052607935,0.18166222,zEIbGdFZ-Uw
0.26271644,0.06752242,0.21080573,0.082104236,0.06607478,0.081655726,0.1002586,0.24627674,MizHuGWl0ww
0.31145552,0.056479923,0.2813491,0.017423427,0.08506151,0.051983297,0.11819177,0.18339793,LJFsSjNJslc
0.29936743,0.016337251,0.10686705,0.004720291,0.018917795,0.02503471,0.04252121,0.103978634,MaCzpc3-zQo
0.44294107,0.11921564,0.38785538,0.13017663,0.20488793,0.11116083,0.17771128,0.48817173,9KPT1-Cst8U
0.34309492,0.03805355,0.32318628,0.03444787,0.028473964,0.044581488,0.048115805,0.17566551,FSkjXRV__YQ
0.2896481,0.13240592,0.65277505,0.086087525,0.12516004,0.04731625,0.26031387,0.32785693,j1f1_MTYt_o
0.29738575,0.07126421,0.60324997,0.13655609,0.071027815,0.025370378,0.1037932,0.17392646,AGN3PtEVeZ8
0.26226476,0.096259184,0.23195231,0.16551583,0.103693314,0.0989986,0.17264415,0.44845715,UAKIX7ljVe4
0.28286713,0.20907834,0.7841668,0.11407687,0.1877778,0.093038,0.29742536,0.4815566,S9ju4awYCQk
0.39828932,0.08207167,0.5749307,0.22333995,0.13939255,0.045175355,0.21381864,0.2007793,jBcpRZ0tnH4
0.18559758,0.021030538,0.03968369,0.0019349722,0.015978426,0.024270447,0.03747237,0.13995013,mj0hZuGN5Pg
0.19005622,0.026665196,0.060983308,0.013813793,0.034081124,0.025985163,0.08043206,0.18822885,LFZT2_lZNbE
0.2192142,0.017557036,0.039373267,0.008156385,0.026199589,0.022227356,0.05348202,0.104231365,-Sr6Zy0SQ3w
0.45582312,0.09061722,0.16591121,0.028439116,0.11700215,0.19543971,0.1209849,0.1687315,jX0yTrXBqx0
0.24448185,0.042938437,0.07465091,0.0004642198,0.031000964,0.060834084,0.06786614,0.08572664,rdfpIw33BqE
0.17567603,0.018029382,0.029295199,0.00035358797,0.014009386,0.020985827,0.028112696,0.08199379,IX4464ebkbI
0.33307683,0.16690551,0.30758408,0.112788886,0.23762992,0.11250768,0.21825641,0.38221407,iGRTYo_gCxk
0.21084516,0.026752768,0.047221955,0.0020998353,0.020484747,0.035607662,0.04786032,0.1315373,FXLxaYs7TaY
0.2547205,0.039783575,0.063390695,0.0011627187,0.028003305,0.05249084,0.059225727,0.10255859,I0Xq_OWXdFQ
0.2589642,0.05291982,0.13973303,0.024833864,0.10433844,0.052244384,0.13533737,0.27073127,2t2XlajUidg
0.31085333,0.17856212,0.60810006,0.1473238,0.23764813,0.09704198,0.18249488,0.19555998,-NSVq9VP2mw
0.20151341,0.026364228,0.04630169,0.001553184,0.01903207,0.030176718,0.04377635,0.13995013,WkaQBcuyl0g
0.19771844,0.029579159,0.053125065,0.0020390963,0.022442585,0.030167185,0.0500792,0.23099697,rZzoaajt5Qw
0.21282688,0.07278209,0.08679007,0.11536485,0.08844657,0.0548542,0.13317859,0.35715503,rylJEs6M7oQ
0.27570793,0.29121435,0.21857032,0.2008281,0.4449844,0.1588637,0.3946988,0.436858,9L_7lQ52sSY
0.2962581,0.014284272,0.03302672,0.036679696,0.021858042,0.018362476,0.034115802,0.2759713,szM5bWbmWb0
0.1650364,0.028714152,0.05685593,0.0038178824,0.025898105,0.0220422,0.05872633,0.23785529,wH6bmHZxvsA
0.18542042,0.02479638,0.07486874,0.017423427,0.02042697,0.03440872,0.058519688,0.14566974,xZoNZ1OZOzo
0.39051598,0.15233622,0.26682568,0.2590451,0.2305118,0.15243241,0.27819875,0.5680319,z154MB4UB2c
0.23313421,0.03259941,0.058140162,0.0019349722,0.037805233,0.036051065,0.073798515,0.07292424,5t6jbgRvOoQ
0.35904217,0.050863016,0.45762166,0.1250247,0.052841146,0.045453783,0.11332731,0.23892172,V827OHTUkNc
0.48108768,0.17128173,0.8600622,0.2712817,0.29555693,0.053648442,0.3940636,0.25675035,3zSLCpOnjaU
0.4288613,0.31221524,0.6576303,0.44805592,0.5840579,0.12183748,0.545938,0.15294781,SfHKxmlawMA
0.2716817,0.0793584,0.2964925,0.030842619,0.07849789,0.056013603,0.15932794,0.2757382,IERJNuyQ-D4
0.19140035,0.031171173,0.054972865,0.0009154241,0.025138808,0.033708896,0.05752466,0.27418733,-KQQC7OaQhU
0.5294823,0.32368279,0.4957302,0.22985287,0.30255833,0.24356581,0.31117615,0.16127537,9d01e6mih6E
0.24452487,0.040211737,0.07707949,0.00019089412,0.028588923,0.058390524,0.060729403,0.04990641,tF6lHUu6Gpk
