PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,video_id
0.26716465,0.15605122,0.22263697,0.8763936,0.04315574,0.2102976,0.074912034,0.2650532,ZX46Dy2LZks
0.033399012,0.04045259,0.056634504,0.21341129,0.08207346,0.45324734,0.08850401,0.121364854,MaVpiepoF-I
0.011757595,0.04534657,0.009647156,0.33196843,0.010351564,0.17798688,0.038224805,0.31817126,LsPgpGbjj0k
0.110640876,0.087320976,0.07709629,0.24250247,0.13261351,0.38643837,0.058929358,0.09902783,7HBaR9SMzA4
0.045018747,0.062537946,0.06953025,0.06276727,0.067039326,0.2075637,0.073313765,0.19789258,uCmD1m5IiMA
0.16588508,0.15998302,0.19996594,0.70794827,0.056070957,0.28178737,0.064523295,0.08781097,bRZm49lCCb8
0.13730942,0.17032164,0.12936305,0.61595434,0.110980645,0.30790594,0.40636617,0.5680319,JjeIcLZmO9U
0.1394836,0.12302503,0.25971776,0.58163786,0.05855483,0.26578495,0.056931525,0.047159497,w6d--BRPvrE
0.02177888,0.042342026,0.026398176,0.059380986,0.029728625,0.20422068,0.012494888,0.06531222,04bjyJLPFW4
0.10872226,0.036523316,0.056708265,0.16528015,0.1540528,0.3555689,0.15684792,0.091800265,L7DWsdybGVA
0.15940332,0.19168858,0.14202468,0.69790447,0.07297704,0.38694036,0.0681194,0.21682853,7F3bY96F0L0
0.08744982,0.0342846,0.07538393,0.14236033,0.10135621,0.3546152,0.0027419338,0.007898672,demh7Whc96s
0.15335678,0.13372782,0.06379277,0.125393,0.19474211,0.3500557,0.029125832,0.18837851,Wbh9jKnUbvQ
0.08996905,0.16463093,0.19271955,0.76163924,0.04405696,0.45870137,0.1530536,0.051391516,EwuA5BNL6wY
0.25092772,0.23568483,0.31091115,0.91501105,0.08091499,0.26789463,0.30788645,0.44047526,Qsv-Qqg3nzU
0.13616207,0.13720223,0.14788796,0.6019944,0.051451147,0.32542717,0.03049926,0.4784482,63VJmXXfguw
0.1715658,0.3282796,0.32358438,0.28835198,0.13298188,0.43949515,0.15568043,0.09813909,xElJEzBuH78
0.04682854,0.05002308,0.048333395,0.07886671,0.098958775,0.2879046,0.007948137,0.15313742,HOLH63c7SG0
0.21694216,0.28939167,0.12337954,0.5800474,0.053689994,0.26711035,0.2752517,0.17488441,d_y75FswOb4
0.17711096,0.16781169,0.1883956,0.65012175,0.08340176,0.2931965,0.09118898,0.046198297,RXZEr3VGc1E
0.03115718,0.026818192,0.032033276,0.055936646,0.03217889,0.1619121,0.031357653,0.17686649,r5Hr0hodAlo
0.031055057,0.032952406,0.040056005,0.06914691,0.036311362,0.19556023,0.020824814,0.22636849,LlAGZD0OzGY
0.13759655,0.20015064,0.16406715,0.66953975,0.06716067,0.39719388,0.051737156,0.16196477,itlGU4lp-tM
0.15598245,0.20349021,0.29643455,0.8441044,0.05323706,0.43426722,0.05613239,0.027883703,-XtPV1Ivhp4
0.005760629,0.010470323,0.0067517636,0.017753607,0.013696794,0.24543335,0.00079394603,0.19003882,0Ts_-E8CEhc
0.0828302,0.056813642,0.049024023,0.5365702,0.039918426,0.271394,0.065721996,0.15652835,Kb5GRXrdQrA
0.21694216,0.28939167,0.12337954,0.5800474,0.053689994,0.26711035,0.2752517,0.17488441,hL7F5wRK01k
0.04635196,0.08145048,0.05893637,0.051466055,0.1169712,0.37643147,0.049212243,0.12022735,FzMcKP6EVJA
0.119677156,0.3030331,0.25736082,0.75849277,0.05259458,0.46422052,0.27194336,0.06293612,QCDTcJh0Y2k
0.005954386,0.005300125,0.0038790728,0.041404728,0.039954826,0.32851428,0.018048171,0.06846082,Eo4ONe7DLjU
0.041102726,0.03770628,0.03602324,0.05852438,0.049920324,0.23156753,0.020130653,0.05527772,sqyjm-lsCD8
0.03512399,0.03055087,0.037068967,0.07707689,0.077223785,0.285611,0.016521018,0.14154433,NFGOVk2DGo8
0.2781007,0.30005324,0.34406298,0.91432226,0.072196946,0.36359435,0.38874862,0.015402647,2hv612S3C6w
0.16621202,0.08977672,0.1498885,0.27776888,0.3165885,0.5997038,0.15918289,0.23511304,C1xS1ltEaf4
0.06717433,0.03636226,0.05776164,0.08349746,0.1553574,0.66901976,0.104076885,0.07951616,TLNqiQVARCs
0.094722174,0.11036021,0.23717035,0.5763655,0.048757438,0.34718463,0.023460433,0.18815194,MFQgSTZLL5M
0.11184583,0.102376774,0.13017242,0.54687524,0.07113841,0.24207497,0.15246986,0.47536284,94chs-jY2K0
0.0426846,0.057283606,0.044481143,0.07593783,0.049902637,0.26148278,0.017423427,0.10726378,uzSID7GZ5QI
0.11852558,0.15264502,0.18230516,0.7562554,0.040230483,0.38221437,0.20669603,0.27673948,yj8xarcuph0
0.031680148,0.019507315,0.024099091,0.04285301,0.03641214,0.14721636,0.0069416044,0.15287967,CaTOTu_weEo
0.13677281,0.111358084,0.10746489,0.5577114,0.106811225,0.48015884,0.1256687,0.32414886,7__aSx3XZ6E
0.047264267,0.042270593,0.03294541,0.094127595,0.059939384,0.27674884,0.034962907,0.10319473,buLryFH6oNI
0.15746582,0.23615812,0.48247966,0.7666768,0.045552537,0.28254464,0.18549223,0.008986933,6Q7z4V6YiBA
0.45801708,0.28484264,0.11267768,0.15831101,0.07820606,0.41312695,0.355017,0.44056076,lZfQOXxs1zk
0.42043698,0.32200214,0.20045148,0.75879115,0.4721661,0.5802375,0.56268007,0.019233925,fJ5KGq6E8Ro
0.07993154,0.04601717,0.077916555,0.52486145,0.05876179,0.319458,0.045091953,0.06356074,dpHnabjgg7c
0.12982659,0.32777876,0.3162184,0.26766568,0.07771788,0.389888,0.38953075,0.26519096,Tb2tKHqUoTY
0.18557231,0.22407071,0.51167053,0.82345974,0.12655786,0.33583018,0.11085691,0.07903339,a-5aMzHhb9g
0.06234899,0.05295683,0.027407099,0.20562659,0.05610381,0.40129954,0.037881445,0.37203783,2YVzjOGa5Dk
0.09568742,0.11373881,0.10343253,0.17738017,0.1356142,0.36311173,0.08689302,0.1303898,KVDm0ll6TJY
0.10117569,0.08621469,0.10358195,0.1881652,0.13300681,0.42761546,0.14014533,0.039673522,5hH8BtNQd-w
0.00094710576,0.0009491574,0.00021631415,0.0044470024,0.020700747,0.17916135,0.010967735,0.16899565,R0-hW4WXsoU
0.07286061,0.03561363,0.043693453,0.101909235,0.111329526,0.23546839,0.13700475,0.18014818,xkyMezr2jUo
0.050950762,0.04769239,0.06286169,0.10051397,0.12423597,0.47405928,0.04165838,0.06000395,GUCxWfcDI1o
0.02216781,0.020167721,0.023665681,0.16536814,0.036446698,0.2449036,0.01721518,0.16667525,Q-uo4lQV6ps
0.049118213,0.06796223,0.075386174,0.06787565,0.06348319,0.19648235,0.025863936,0.18994126,t8PZ65nQq7U
0.039747067,0.026135553,0.062284466,0.12399379,0.05480209,0.2920756,0.055732824,0.11332052,wJu_mqqfRQ0
0.012443341,0.01050152,0.009819898,0.024833804,0.020109443,0.19341972,0.014646785,0.17658034,zR5qDnqlwxs
0.22437632,0.20830533,0.3029896,0.7679521,0.28529796,0.38724324,0.18055865,0.48157573,anL7eTej5Hc
0.013774145,0.01763286,0.023073388,0.026979383,0.017066127,0.20058356,0.017562259,0.39491063,qqSjHLalR9w
0.06960068,0.11429341,0.051075276,0.10038705,0.12681878,0.3998594,0.0471521,0.3092768,xFvjzjIHww8
0.036624026,0.039781883,0.11147673,0.15625362,0.030227678,0.23882732,0.019158829,0.10032999,VVP_se_5ISQ
0.29500395,0.43045238,0.37261596,0.5176472,0.22232226,0.55648166,0.20302857,0.15935029,mSw0myM3TrY
0.15633658,0.12707183,0.17739086,0.8763936,0.030810606,0.23115198,0.2965773,0.30324462,ch2bqIEinWg
0.08354839,0.12592511,0.085203156,0.10278704,0.09576669,0.30894604,0.07131593,0.05282497,_maHgHC4wa4
0.003193612,0.009010487,0.0038015463,0.0043534692,0.03982229,0.22818525,0.42092466,0.47828114,5XRIzvaRlDQ
0.045575075,0.046919513,0.1093866,0.32655472,0.07101056,0.36780795,0.018742332,0.017014459,1cby042ybwQ
0.11201567,0.114479624,0.053921077,0.5592627,0.08317015,0.3251922,0.23189566,0.09619633,ERDi67t81Hw
0.08069931,0.07904844,0.12763882,0.59194595,0.06474492,0.3434947,0.10031791,0.07250295,tEL1vGXyo1g
0.24020049,0.22737841,0.1866241,0.29515278,0.23901649,0.34786338,0.16275369,0.71113235,qK5JKmT6EgE
0.051868465,0.03846749,0.12389739,0.16990747,0.031595863,0.2059468,0.02397547,0.092951566,brKqYeg9oXw
0.03435529,0.05210873,0.044080216,0.28718522,0.029534725,0.2993583,0.006559816,0.38779926,emaA7OckJ8o
0.02134917,0.021380736,0.02147054,0.03556961,0.0239572,0.19198127,0.017701091,0.05283373,hcTPPkP1e2Y
0.06366284,0.03150942,0.0626442,0.13558006,0.093331754,0.28671524,0.015549194,0.06275349,dVLg9MJpCrM
0.12865643,0.06917355,0.08010776,0.23750013,0.13061944,0.3465256,0.09494796,0.20650321,IFKCRmdfxe4
0.26840305,0.29574186,0.2730079,0.859141,0.14760703,0.3723422,0.11085691,0.17890032,bXf8rj2kJPs
0.12621069,0.11702442,0.17754333,0.13673687,0.07129064,0.33503485,0.22991583,0.00064512825,r4d_coYo0Rs
0.17036898,0.17497298,0.16928741,0.38278902,0.17822473,0.35823876,0.08050597,0.19278109,EizBnqdsLrk
0.039779913,0.038989436,0.04431699,0.09203532,0.04223831,0.20343716,0.082104236,0.19099602,e15Uz_7fEms
0.19949418,0.20096487,0.17033435,0.75791776,0.08134134,0.31054994,0.15684792,0.6797033,mMdiCurhGFw
0.075987175,0.035068277,0.047645632,0.10568591,0.1040914,0.28029174,0.0813051,0.019367848,wUpNPur6QEc
0.08616125,0.08799043,0.11985471,0.20120054,0.07388764,0.3622152,0.023803791,0.0747965,bnD3Luh2gs0
0.058266252,0.06944285,0.05661189,0.56639737,0.03602428,0.35219222,0.014160873,0.26238894,XCtToDR6y4k
0.2885056,0.3358887,0.20767185,0.9740376,0.07295923,0.30465388,0.4497033,0.70340204,HozcQ457KRM
0.0026592584,0.007972616,0.004494499,0.011379439,0.015984764,0.21154213,0.105704986,0.3191155,Y7z58tSllEI
0.1955577,0.19527712,0.37260187,0.75514466,0.08000416,0.38108048,0.19042583,0.22212797,ICCgzEs0ces
0.21927586,0.44068772,0.5013741,0.3434881,0.14409572,0.4636506,0.17518331,0.65074486,kZx8EyTVfrQ
0.14058948,0.13267346,0.15702632,0.72322494,0.058088794,0.29872507,0.456592,0.6795527,cTdJPHN9x9A
0.14982645,0.21243916,0.29546627,0.81346744,0.07861762,0.44843102,0.22988434,0.2921375,ENikDsQToEc
0.1509361,0.2239494,0.23711488,0.44049263,0.18560927,0.4658336,0.12180476,0.1688421,qBa0_0qhO40
0.14407986,0.14086574,0.18041112,0.1735893,0.115324184,0.30399254,0.004338503,0.018184865,lHeJyqgPDYw
0.3077197,0.54154384,0.42501152,0.5123358,0.10417804,0.35212967,0.44750816,0.19538441,Hct0Ojbq0Uk
0.16195224,0.05765636,0.0899637,0.22118787,0.19524938,0.34479815,0.06252546,0.26521683,rjtpmGGuewA
0.14202057,0.18236311,0.30075246,0.5499198,0.11857039,0.40195405,0.044405237,0.28126445,SCWQknsuV5U
0.05440382,0.08446341,0.13348232,0.24849437,0.046408888,0.40787962,0.043031808,0.111469895,OHiyJSnb8_w
0.043031055,0.02472586,0.027285991,0.07472074,0.067736894,0.2963209,0.032387726,0.01892477,9NDG8EBdtH0
0.03938941,0.0757248,0.081301674,0.19934325,0.052213427,0.37508604,0.08367105,0.098233655,F3CIMnyds1I
0.097148575,0.15420747,0.30741894,0.5598314,0.1373397,0.5317613,0.08796701,0.17770593,GS8hD3EyuJE
0.30980712,0.3631565,0.43013218,0.8908898,0.14711568,0.4866159,0.30487993,0.071477965,YJzOVPx1HiE
0.12699908,0.25140682,0.1874182,0.24978493,0.06535135,0.33834767,0.23365098,0.30592126,lMb4GUmmJzw
0.0820686,0.07264187,0.2488696,0.24117576,0.057206288,0.30051205,0.030842619,0.21087365,8plUvRZ_YYA
0.08675121,0.03945671,0.047540333,0.2979395,0.059458703,0.2779111,0.10956893,0.10383735,SpRMVWb7K2w
0.06674135,0.08625164,0.18341424,0.338421,0.08814366,0.36169773,0.040628307,0.14628345,9j0xqWZHHV4
0.08704773,0.06197361,0.06608129,0.10604673,0.17814541,0.3624677,0.012217224,0.046377175,u9sRJ-eOHnc
0.146166,0.19025336,0.18165381,0.5218004,0.13892327,0.30307,0.17449278,0.33281347,EaA5smO_irM
0.119021475,0.06862059,0.09826923,0.35243374,0.13703844,0.36377877,0.0057962397,0.05123907,8azzQsRoD_s
0.07135608,0.050382458,0.051668447,0.18575817,0.059290215,0.33575544,0.01596569,0.0769998,CsQToSS9mbw
0.14750457,0.23005293,0.48146996,0.6934329,0.14145635,0.5597191,0.09279997,0.6343385,l9kgMZkFpQQ
0.027959663,0.03889725,0.029136103,0.080992624,0.040247835,0.27293068,0.2752517,0.01019458,FaM2XPKNYI4
0.05507287,0.078586355,0.14267053,0.20856015,0.04437352,0.27263576,0.0186035,0.041248873,MyVneHebY0Q
0.14635387,0.12071504,0.26216334,0.39916667,0.20205285,0.48366147,0.0753116,0.076662704,H_rwIxl1gWY
0.11070231,0.08218979,0.10548942,0.20291033,0.189271,0.5168075,0.39157572,0.026978254,q9L6NNZkY0g
0.02682355,0.026143795,0.058769103,0.056938257,0.042659916,0.21596608,0.031529333,0.15949863,2z__eAy54wE
0.063695684,0.126145,0.059285752,0.10010273,0.077645704,0.37054136,0.1019289,0.14653498,BNX-lFo7mOA
0.12152279,0.12476756,0.14982074,0.33722913,0.09701776,0.49142444,0.043375164,0.1587926,5i1jVzti_Qo
0.056497302,0.05851086,0.11341868,0.083673835,0.07013161,0.22130315,0.0034708022,0.16791844,7vrW8cCDNGw
0.2937563,0.30951652,0.20446558,0.81449467,0.048777707,0.2266298,0.31540272,0.62880445,D5iy0wWCYbY
0.16071142,0.12840527,0.1920046,0.5642345,0.04529468,0.233461,0.19936113,0.7231972,Hx7guxQS_HM
0.08940241,0.25105566,0.08898545,0.46691898,0.027703026,0.3081366,0.19239926,0.36459213,HxuoeHVhz7o
0.14881444,0.104969695,0.07944226,0.16742766,0.14896293,0.29569003,0.05613239,0.14251068,KlDJB_97QQk
0.024411066,0.021983584,0.023284921,0.046483494,0.043866288,0.25348896,0.022213135,0.1547294,r-DlnYFUIlU
0.08415518,0.16469388,0.072170585,0.12726416,0.0677492,0.38377374,0.04406188,0.1662765,-dyqUbRTyas
0.030617315,0.054376237,0.097112335,0.21613912,0.028473249,0.40202993,0.09494796,0.026254743,kgfT7e9__uU
0.2076283,0.14726302,0.17412284,0.85752666,0.05356074,0.23147449,0.21892473,0.3358095,NIQTLZs2Gzo
0.0480285,0.07515259,0.06794812,0.2880064,0.048812296,0.33629444,0.09924392,0.2714702,mrquKgQdfUA
0.15873246,0.1133283,0.124950014,0.7635446,0.03051722,0.20486489,0.18253209,0.5009186,emy-38XpQ9E
