PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,PERSPECTIVE_TOXICITY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,video_id
0.11972771,0.29905182,0.20337215,0.7643463,0.23277332,0.08148788,0.14704764,0.24892601,YVPT-0umwTo
0.2944456,0.27262017,0.4126222,0.27443603,0.076110736,0.2343783,0.23066413,0.17060429,Ypno9CEs6DI
0.09618616,0.28255588,0.11819575,0.18995838,0.10956893,0.049623195,0.08709012,0.08930741,loIsh2xhwK4
0.07352012,0.35018417,0.05764819,0.075949356,0.07850813,0.05158774,0.033394028,0.026851838,4Thy-6OFnb0
0.06556399,0.2891425,0.08411048,0.1375898,0.13082063,0.116515264,0.08627143,0.31132048,2o2Be8RtvO4
0.10954082,0.35570768,0.13970916,0.17023641,0.077709,0.0856376,0.089074515,0.14837931,OTTwH19wTY4
0.073995106,0.19254388,0.14093298,0.20230365,0.14283726,0.050656475,0.073584676,0.14635815,6-Vlwnkvb-I
0.060431488,0.24866776,0.062330864,0.099010885,0.043031808,0.07647526,0.08150296,0.19299191,Tyv8TPbOnB4
0.049455702,0.20131883,0.106619455,0.085959285,0.05133759,0.05140344,0.048542116,0.15716597,6EoJW_FWUAQ
0.096871756,0.26781794,0.12649055,0.15052904,0.018187003,0.10152931,0.09533989,0.07033565,mAVVtaNXuFE
0.124901354,0.33502954,0.1660192,0.7632597,0.28948012,0.075088955,0.1291306,0.10080468,lG_gx6CnYCU
0.07532422,0.33433986,0.12223506,0.17144659,0.07211506,0.08049537,0.06818694,0.013250331,k7GJOimeHII
0.09466236,0.30963427,0.11996088,0.24722144,0.14508054,0.106283516,0.1556301,0.03514941,1CJQDXZ-RzM
0.077784166,0.33847508,0.062499106,0.08463856,0.087430015,0.05736523,0.037086662,0.026851838,y3D0Y2SJllc
0.13181862,0.43786183,0.214254,0.41829795,0.19862764,0.13782217,0.13477105,0.43573782,aaArkbtQSGg
0.08263752,0.18944775,0.16604017,0.13278048,0.056931525,0.057447914,0.079189144,0.12957716,JbEm-V7WZ2U
0.036943346,0.26107824,0.06575443,0.22098602,0.02655065,0.051043127,0.049365323,0.19570059,59r6BnsUeh4
0.050419644,0.3569763,0.08619523,0.20433405,0.11665283,0.14424425,0.10157512,0.12739266,-6SGzqfwVpE
0.031058362,0.16118526,0.04987921,0.0611309,0.11665283,0.019946612,0.02337903,0.053109698,SBL8G9Ueg3Y
0.13353539,0.24418835,0.14372768,0.10241064,0.22598907,0.11123553,0.1039712,0.45453632,cYKJJPtHf_o
0.01896827,0.17295638,0.031468395,0.057749476,0.016173938,0.07480155,0.033537142,0.088322274,s0mQXGCTvxo
0.07198528,0.3316463,0.06474521,0.079096206,0.046122026,0.0528141,0.03505944,0.031164106,0BjbjXMlCHc
0.17732675,0.5121752,0.3016624,0.42606297,0.21109697,0.17344567,0.11954585,0.052892078,wDowfEWkzUQ
0.023388615,0.30567986,0.026550109,0.1012263,0.04165838,0.07641386,0.040114805,0.08140096,pMFoZRyylaM
0.043387327,0.24544132,0.0466416,0.08287668,0.0729142,0.08861447,0.054912545,0.040264823,ADugN3k8QCk
0.057934985,0.382484,0.14657654,0.28425387,0.09709594,0.036964588,0.04337035,0.15358022,fpjU42RbqEU
0.02958504,0.2620688,0.031433806,0.08457999,0.06252546,0.10371422,0.048455384,0.6310737,k6qwijRSdfo
0.04247522,0.4705739,0.045958437,0.103924476,0.119872786,0.08916666,0.05238594,0.015515514,jTGgNmT6Rdw
0.06801096,0.34969226,0.05920849,0.07791974,0.09279997,0.052092895,0.033359226,0.026851838,bRmAryQw3x0
0.113406785,0.35002717,0.1914016,0.4969702,0.22422299,0.1481474,0.13854095,0.3854718,13AEvQrjsFs
0.05013473,0.2946088,0.1147093,0.43944505,0.06971766,0.0512132,0.059361074,0.06266982,pZzV8UUxVK4
0.06826152,0.2108838,0.14583802,0.21131594,0.09118898,0.050751038,0.06390525,0.085009575,WKdxb967HT8
0.06929949,0.26133767,0.1294896,0.09465179,0.04680874,0.10856543,0.06989618,0.1580539,0Aqe7fLcpqM
0.07419372,0.33992374,0.0723142,0.07955607,0.062925026,0.05579991,0.036136996,0.031764142,7zL8IPD4-9M
0.0933998,0.3921753,0.08996498,0.09144486,0.10031791,0.07494554,0.04765221,0.04035097,E2hvCEezovo
0.072575375,0.33210608,0.061982267,0.08010021,0.07451247,0.05472415,0.0333217,0.031764142,uH9qEou5nFs
0.11290557,0.339879,0.10868743,0.16034093,0.101391904,0.12389847,0.11036845,0.18178783,T_X_Emtvuuk
0.08601947,0.23912747,0.088570304,0.09666673,0.07451247,0.050265364,0.058046043,0.10408497,GTv1WVaMVag
0.0646212,0.31705517,0.05695983,0.07747592,0.07451247,0.051185578,0.032361474,0.03176411,uIs692R53HQ
0.13770133,0.36570984,0.12978977,0.1255292,0.068918526,0.0561287,0.08505605,0.044277146,4ZBefrTszxU
0.0908507,0.37176508,0.14703447,0.1966431,0.09763293,0.07476942,0.056988813,0.14627288,l183LaNay0A
0.050413117,0.22980201,0.07369122,0.07926776,0.05373499,0.046134427,0.04219099,0.43668056,Km8wLoEm7EM
0.19805941,0.28969404,0.19479457,0.2575659,0.10699297,0.17243014,0.24083415,0.19277608,RIpCs85fybc
0.23308112,0.56957877,0.3918507,0.71677303,0.060527626,0.29470524,0.20837386,0.23773216,TJuUpFLcMEY
0.04777107,0.30993944,0.10400515,0.09504963,0.089577995,0.09415203,0.056054045,0.14755566,S24G9Lf1nJg
0.05997573,0.34944174,0.056373186,0.069495045,0.09602194,0.050687913,0.030773226,0.026851838,HZ_CBt5aEoU
0.054293398,0.34648398,0.09144593,0.21833432,0.03994159,0.11078131,0.106223695,0.06907629,rAw5EAbDviE
0.07882503,0.26045713,0.15659049,0.16929504,0.09333697,0.10678814,0.08232227,0.12973681,45Rsb8LgpSA
0.051631458,0.32339385,0.0984175,0.13320959,0.09172598,0.08502011,0.052829854,0.06147044,WE_5qq7IUp0
0.095658004,0.27166888,0.1506094,0.18310285,0.0825038,0.067853674,0.10098046,0.20073071,7ak-fI7HH0c
0.01896827,0.17295638,0.031468395,0.057749476,0.016173938,0.07480155,0.033537142,0.088322274,X4UUUMBzRgI
0.05340669,0.32810277,0.08589448,0.11414993,0.04818217,0.059016265,0.045402654,0.015106292,sgzNNwum8VU
0.15529485,0.23317176,0.26481467,0.34790745,0.09924392,0.103617996,0.1502042,0.18910587,AE30NRCNwnE
0.16784026,0.24877219,0.21916008,0.33674332,0.0813051,0.09826851,0.1416266,0.09199707,McrbuHhwLxA
0.20929268,0.4058948,0.41082725,0.4923771,0.13386416,0.10776678,0.14731526,0.09941144,GA39KlZbAlg
0.047741745,0.3460985,0.07473628,0.11977174,0.02193547,0.03890861,0.034933086,0.13467167,L8YyUfLNiEA
0.07243645,0.34685335,0.06990359,0.15562779,0.05253629,0.11002459,0.094696656,0.10368628,DyM1YZwzUjk
0.017633101,0.14839824,0.0207978,0.040405046,0.017423427,0.022157546,0.017728122,0.08088213,F6QV6LK8j1Q
0.06079056,0.2950283,0.11604589,0.1196819,0.0717155,0.069005005,0.048803847,0.184713,3Q_ji2Xyyxs
0.056539413,0.29420695,0.074095994,0.09074164,0.060927194,0.09200122,0.081062816,0.22565894,KYjXBJGtr0U
0.0638888,0.21656403,0.050816145,0.064016275,0.076110736,0.021520149,0.028100528,0.22133851,1JPreVoErw4
0.07459326,0.21600914,0.17182074,0.26294333,0.06931809,0.0762422,0.092850134,0.12957716,pBiEtz-583Y
0.15347505,0.48748565,0.24606325,0.22710757,0.15001574,0.57193094,0.22076392,0.43913177,9DhkCIXQYEY
0.07363453,0.3703729,0.16348383,0.42754713,0.22422299,0.1465809,0.10130291,0.17825581,VjOPQWTaOS8
0.050061062,0.34117573,0.11211983,0.22807097,0.07091636,0.116286665,0.078221135,0.17904502,XqFsJSI3cqw
0.039349157,0.29285154,0.13194127,0.12743513,0.06412373,0.031899743,0.031628896,0.17797631,Sp5Q_aK8e9k
0.02531658,0.20570655,0.043804135,0.06433809,0.111500904,0.059002172,0.037211023,0.26424167,xiD55hk0O5M
0.030934706,0.35401148,0.0343303,0.08624231,0.014507953,0.05703505,0.024173228,0.05023371,YCfa22Ojky8
0.017621145,0.15870798,0.021659128,0.033016395,0.00930175,0.02117821,0.018021246,0.19847515,I0mPMV0W6ZU
0.08963841,0.49767587,0.06378259,0.09858469,0.085282035,0.043408148,0.036341965,0.118887134,17mS4ksgRFk
0.07156293,0.3297999,0.09615838,0.10052829,0.092262976,0.08943194,0.063388914,0.17594394,LXT0Ex-0KwE
0.017027564,0.21868718,0.024812693,0.06260548,0.018048171,0.066711076,0.037488908,0.054299507,8i_qHpKxnmw
0.0111788595,0.16458951,0.016726427,0.042261384,0.018742332,0.031235328,0.016455356,0.09084478,a4repV3T-z0
0.01896827,0.17295638,0.031468395,0.057749476,0.016173938,0.07480155,0.033537142,0.088322274,I8h1Z4N2sMM
0.20248595,0.39467022,0.3163032,0.37245488,0.119872786,0.1786054,0.17411242,0.36550653,wsRR1Iv_ubw
0.06619597,0.29368815,0.13532402,0.22843397,0.13879937,0.098849535,0.08118971,0.1778898,ACSxtItGRr8
0.050148595,0.31834924,0.0767892,0.11626118,0.1024659,0.09196295,0.059786897,0.09422599,PbUBRzHN1v8
0.08876041,0.17377211,0.19247407,0.23065084,0.013466713,0.0550531,0.08748593,0.110629186,CK4dp341UbU
0.04777107,0.30993944,0.10400515,0.09504963,0.089577995,0.09415203,0.056054045,0.14755566,OsCWwl0Hzgk
0.08178233,0.30894613,0.11999745,0.18656152,0.064523295,0.07237349,0.06855158,0.016770735,FJ1heB075ds
0.06491309,0.26383802,0.06758918,0.090573095,0.1689685,0.02988018,0.037109345,0.023759289,iesJHl-FnmI
0.071451075,0.500288,0.07706012,0.25147143,0.2286382,0.0685257,0.045762304,0.061196644,phm8xjy9czw
0.070937164,0.3640248,0.06059927,0.078388646,0.054534122,0.057552554,0.0350678,0.027369807,T-goKrR8WWw
0.08817631,0.3519528,0.13215733,0.437781,0.119872786,0.16520599,0.12460494,0.11688039,5RmPq5nY9Cg
0.15562299,0.33321455,0.10304525,0.29179233,0.15276173,0.047712553,0.08868611,0.014967799,90ip8LquBIM
0.03120748,0.2259189,0.06114244,0.1501145,0.028782474,0.099390075,0.049478706,0.17247288,6p9UrIROYwI
0.048104275,0.38928455,0.0733858,0.12286663,0.119228795,0.05895522,0.041895017,0.5071413,B7XkOyAIBQ4
0.05466086,0.36573243,0.074176915,0.20524721,0.042001735,0.069968306,0.041749824,0.20289388,KqOphQL2stE
0.021010753,0.17121264,0.034785185,0.056951962,0.008572881,0.045850076,0.03235814,0.105675295,WYhWgRdwivQ
0.039003078,0.35893646,0.07722487,0.21869391,0.05613239,0.05919148,0.043448705,0.0609263,HqOsbL4g9SM
0.06767709,0.33253506,0.1404725,0.18401729,0.25447917,0.07510152,0.08233288,0.19075097,GO4qGWtP2a0
0.1209499,0.6694833,0.13163622,0.37641573,0.03427619,0.21819656,0.15644363,0.12690675,E6s0Gam54mk
0.1762234,0.39905018,0.15625209,0.27892455,0.10031791,0.24274977,0.23479599,0.088342845,u9XKLKCrQWI
0.04777107,0.30993944,0.10400515,0.09504963,0.089577995,0.09415203,0.056054045,0.14755566,g7g6nAGWwbE
0.14956012,0.42837387,0.24746788,0.34840292,0.103539884,0.08889094,0.094015665,0.1860716,x6D9gxt8Bvo
0.0567167,0.22996725,0.12498099,0.16858625,0.025520578,0.061080363,0.07468212,0.034237836,G6Sos0stBdA
0.013576924,0.20786369,0.025107186,0.048480246,0.013258465,0.06448569,0.028188176,0.20644869,lPzjqRMiHSk
0.043816485,0.25453597,0.036051657,0.06735394,0.06252546,0.05307206,0.05200221,0.0058137625,1o2_CpKK1k4
0.03813292,0.18474497,0.07005062,0.10601144,0.024662184,0.026058603,0.03885275,0.123899356,9dwPKOBuAyY
0.023510553,0.22765854,0.036411375,0.10763064,0.024490505,0.028504005,0.022431748,0.2190007,AEvvoI_EqUM
0.076834284,0.5112093,0.07652271,0.25319654,0.2008281,0.072725266,0.048176877,0.061196644,uucQZyJnx18
0.030726822,0.30822226,0.04358689,0.26073623,0.104076885,0.080603905,0.053342935,0.10217745,pYLZZF8Fw4c
0.06619597,0.29368824,0.13532402,0.22843407,0.13879937,0.098849624,0.08118971,0.17788982,MCJa7VagUSE
0.23711936,0.49530843,0.31760985,0.35053802,0.20376207,0.068087354,0.11162819,0.13900633,UwaKvlBS7B0
0.26435566,0.24172442,0.102680705,0.1674125,0.18647896,0.053385112,0.12717433,0.14607671,tqs6LqX_K3I
0.05338361,0.30149642,0.06120695,0.08979889,0.009857078,0.063551314,0.047318738,0.11520933,vmAhyjMNGd4
0.06950705,0.47284254,0.06023516,0.16893552,0.018464668,0.08484793,0.056240622,0.038556397,LaBj6Fnw17s
0.03649131,0.33729225,0.044582292,0.0604419,0.03358948,0.07377239,0.037667416,0.33629915,H0SVbv6c2f0
0.2128049,0.3767059,0.33291855,0.35470855,0.055333257,0.097753495,0.19874926,0.07246807,8am6c8KOuEE
0.05243064,0.5441257,0.06693658,0.14187051,0.044405237,0.1558464,0.08274814,0.1488452,tlRmaUCE8sM
0.0394942,0.39203563,0.037800048,0.10204296,0.016798683,0.04934388,0.03664326,0.05509399,tXlqbctJ2sY
0.0377788,0.21638435,0.043428,0.071003176,0.032387726,0.06710529,0.041809928,0.35819194,D4JFDEiC8e8
0.08817663,0.22795612,0.16260335,0.22432655,0.13521013,0.05725963,0.06289163,0.16596206,upxH1R3mdpY
0.02887218,0.32579768,0.029944956,0.076280795,0.02517722,0.047515336,0.030365711,0.12148842,KF6jFHVBcns
0.13173912,0.32984462,0.1638038,0.26792848,0.1689685,0.10458642,0.11990712,0.32614335,ssBl2selSWg
0.18912576,0.3631456,0.17849633,0.28604326,0.12244874,0.17808606,0.15944079,0.17828844,5ArcMOkuoK0
0.043573298,0.2608734,0.080408,0.09558738,0.036851373,0.07073597,0.052247696,0.120685324,LgA7yLGECwc
0.085165456,0.28548184,0.059638128,0.13923381,0.031014297,0.0705809,0.06027682,0.076625444,AKSIkhe2PKw
0.024167044,0.3434202,0.02540991,0.07158628,0.030842619,0.049604006,0.028259063,0.12148842,oE85xe31WdY
0.25063,0.28263927,0.40462506,0.21660215,0.21186037,0.11734055,0.17769368,0.17200275,1leUJItJugc
0.049525335,0.2623292,0.048533395,0.24338034,0.09494796,0.065782376,0.07869744,0.051249005,vL-APl9LGSc
0.32543522,0.52139187,0.4057729,0.4360693,0.12116077,0.68371606,0.40249246,0.38770205,F78NU7yAwFg
0.06619597,0.29368824,0.13532402,0.22843407,0.048868883,0.098849624,0.08118971,0.15438223,Gf_Lsx5MeLY
0.06619597,0.29368824,0.13532402,0.22843407,0.048868883,0.098849624,0.08118971,0.15438223,Y0PtigiOcVo
0.09265459,0.26272833,0.15677856,0.14407298,0.008121678,0.04587414,0.083788626,0.14734188,xKNEvLd3ZWE
0.11687384,0.43150705,0.13387288,0.25523716,0.14418322,0.13276632,0.15172863,0.17925788,3azJilRNyGg
0.085642345,0.29027835,0.069426894,0.118454285,0.03736641,0.06853291,0.06660628,0.08008293,BeXKI72xEiI
0.04749781,0.19275182,0.08305442,0.088435024,0.021796638,0.033044443,0.046371944,0.036623243,giUethy4a0A
0.057282146,0.335566,0.05164508,0.14150883,0.013327881,0.08048126,0.05396392,0.032222737,W7m8nlrfrNQ
0.08875526,0.17440052,0.15949954,0.2089503,0.10763696,0.045328766,0.078135826,0.13289578,lDlTE78qiKk
0.12633811,0.2603055,0.077614,0.095755994,0.090114996,0.021863759,0.041676946,0.28991514,19cS9ZwtEC4
0.21310656,0.44109273,0.26323885,0.5083127,0.27045983,0.2049902,0.21356627,0.32700315,Yd9iv9sHPm8
0.048825312,0.38620734,0.035054374,0.25123337,0.08796701,0.029563332,0.028024958,0.1358053,__dsWcE_I94
0.1459598,0.39728957,0.260132,0.86227775,0.16035037,0.11882768,0.24261637,0.18308869,Au7pcUTtR3c
0.06365065,0.31666332,0.09593932,0.18298103,0.038911518,0.123711854,0.13689266,0.2411645,kWuZOmHfQ84
