PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,video_id
0.06243111,0.26053366,0.09333697,0.12459295,0.09277937,0.27500725,0.24241562,0.2669491,RoOOCeE1JCo
0.18141638,0.4320479,0.04234509,0.36138648,0.29550517,0.12938474,0.2640831,0.45127302,mIAPIxBmGxs
0.17245503,0.30277783,0.11729682,0.1834509,0.23829807,0.15193887,0.37771165,0.25706184,FcKa0_Oj_LU
0.05485759,0.1465706,0.08170467,0.095248945,0.13034557,0.04655617,0.36548486,0.21377002,N2An5NuwAl8
0.25364253,0.27462453,0.18154536,0.26767823,0.67467815,0.03882729,0.5382765,0.28981864,_3DiC9VmPh0
0.18971641,0.20482226,0.15918289,0.216433,0.11975834,0.34273466,0.35067633,0.30042022,NgSXZkldqnQ
0.28445894,0.48221815,0.052935857,0.31856462,0.46418715,0.2687232,0.5903549,0.30396223,xc0NWK50stM
0.18523051,0.40470168,0.2889918,0.25137773,0.29016253,0.06561283,0.42621523,0.3106308,MmuxKcwYMgY
0.08172044,0.14330715,0.06532243,0.1778295,0.09161771,0.14332594,0.28002056,0.3007023,IIIBvPaxZ5s
0.114142,0.39997435,0.038911518,0.18635222,0.40587473,0.058891732,0.30610418,0.24524258,6hgw09TC4C8
0.12131405,0.3987931,0.19141254,0.22901757,0.26885098,0.141527,0.25407338,0.31894168,TuMa8MeU1-g
0.12747827,0.42465404,0.13521013,0.35471433,0.20126553,0.27057886,0.21200971,0.56229144,pAP2yXeCI38
0.17212746,0.1482675,0.09763293,0.18437603,0.264534,0.009566074,0.299687,0.23318523,khWmoBu-QXU
0.109561995,0.4873204,0.16275369,0.23750225,0.564224,0.22209373,0.26497245,0.27575484,XsViW-ZpoCg
0.14764142,0.26676205,0.030327583,0.20298433,0.514565,0.012099012,0.4724715,0.1705722,1jCgsQjMYLs
0.16161592,0.23305777,0.21892473,0.38836825,0.12649834,0.096181266,0.21481736,0.46015698,A5PPNAs1DAs
0.0845978,0.39820477,0.15918289,0.23691511,0.583806,0.058019288,0.25217006,0.3577734,N4a-O2eVI0A
0.06827482,0.59277886,0.37221906,0.29195324,0.34708357,0.2506248,0.31376037,0.5721566,ft0NmQ1izmc
0.17207642,0.3905747,0.09548495,0.19799778,0.25859386,0.022913983,0.44149923,0.23864624,0l2dWsjeeQc
0.10623682,0.3300317,0.19716066,0.18471725,0.3170421,0.08100864,0.27371168,0.31489262,okvjmbCnwGY
0.106855,0.344809,0.20009461,0.16314593,0.29563302,0.13335884,0.2758353,0.22931515,VCfcCLnjSII
0.15743288,0.3025749,0.05653196,0.15529592,0.3204273,0.16293915,0.50327206,0.2628752,0XjwKJ2T8Ys
0.0830931,0.25025955,0.10699297,0.17314292,0.33515957,0.10992821,0.37074322,0.20164116,yHYrmXAN2Wo
0.124067485,0.39836916,0.15918289,0.3062988,0.18987636,0.29170275,0.27039292,0.45746163,U53Oh_NkSJ8
0.13890918,0.43244955,0.20742953,0.23663366,0.59401685,0.12626337,0.3496025,0.29494604,mwxu1C8ldKs
0.09872899,0.21304774,0.07211506,0.1444845,0.36075965,0.17138055,0.383353,0.174306,gwnkZLCGQ7o
0.122003086,0.38833907,0.1689685,0.17902368,0.2655988,0.0006243572,0.446601,0.3058408,z1svCtBSrco
0.048777826,0.119742565,0.15918289,0.11120956,0.093355484,0.17116433,0.24094628,0.34099936,eg_C5sBVLso
0.117282294,0.4042679,0.2712817,0.30842057,0.27894908,0.16615374,0.27386588,0.37008056,BFSzpwRp-0g
0.17798597,0.28206542,0.036679696,0.27544177,0.5243025,0.017228268,0.38358325,0.23662935,qrr43pKDVgY
0.1439499,0.43014926,0.20742953,0.298044,0.56529635,0.1109029,0.31389892,0.29345146,kgTvvIQqbi4
0.18797179,0.5890107,0.2286382,0.41962886,0.6238761,0.09280041,0.37457716,0.5316363,UGF4uZ4s_s4
0.29498994,0.27147928,0.16620636,0.43921486,0.5732136,0.17589162,0.37300685,0.47465494,QpvVwDHGs8g
0.12636729,0.6350989,0.47246054,0.31784913,0.3889251,0.25437662,0.4742688,0.56198037,3SjoKWKY6TI
0.1785316,0.6350989,0.1943727,0.41019958,0.34606862,0.24285232,0.41338763,0.6308022,-1ZtVod1yRI
0.11728236,0.4042679,0.2712817,0.30842057,0.278949,0.16615379,0.2738658,0.37008053,k6WAD4cn3FM
0.164241,0.3408683,0.09279997,0.21240605,0.28887403,0.19924459,0.34090605,0.21803038,FKjLd7RIY6I
0.0706226,0.41518995,0.10828095,0.18912861,0.14522566,0.10724115,0.30135188,0.46686697,jseQVjScs2E
0.054519694,0.15921241,0.10699297,0.084461294,0.13326958,0.10042602,0.35507315,0.11996845,nC-txgg8yfg
0.15628064,0.47985175,0.03839648,0.31780037,0.7187387,0.07413563,0.39956132,0.350277,vnUWySLS_TY
0.09933218,0.23217937,0.12824467,0.15813477,0.25031728,0.13699928,0.3387276,0.1845919,SREiWeMowjU
0.111545235,0.31532237,0.12051678,0.17767078,0.4455743,0.12638621,0.332781,0.23756422,Ab9kdzL5s3I
0.18373382,0.497174,0.055732824,0.34993637,0.27520913,0.18091118,0.3104905,0.3769619,PvH9eVA_Ig0
0.07538413,0.38956767,0.19862764,0.1715027,0.22834349,0.20150991,0.21729103,0.26945528,7L5Kz5ct5uw
0.13583861,0.58523935,0.00075489946,0.2683508,0.56239384,0.17707959,0.35245484,0.29518786,VHHkqQZgKqc
0.1367629,0.20450276,0.21539254,0.14904964,0.17233522,0.10421251,0.29167625,0.2304046,ZShuAecZD10
0.2958766,0.40168288,0.09978092,0.31401366,0.28033614,0.27939004,0.41906187,0.3521435,F10E65aOSVI
0.22115423,0.60850936,0.24769363,0.30811954,0.34796095,0.4639125,0.47099054,0.56769264,fWRopTLlriw
0.12578082,0.39544883,0.11729682,0.20791776,0.22367814,0.18399496,0.2773419,0.28028032,nc-jDnAQav4
0.27433616,0.36357573,0.13835071,0.24683501,0.26507893,0.123728536,0.40931174,0.30291694,mit2D16xG3Q
0.09959272,0.19274625,0.2712817,0.22890884,0.21313427,0.2604548,0.23595162,0.45441517,yy20zDjHd38
0.08536483,0.19665693,0.16551583,0.21391784,0.29776484,0.24873838,0.29704446,0.2943262,5l-qnRxnXEI
0.16221781,0.19972593,0.20596254,0.3178341,0.18193962,0.26539913,0.20039041,0.2973205,Sc3dUgwHT6E
0.10071185,0.5187904,0.12888865,0.314459,0.17313121,0.17955136,0.27437457,0.585431,fqRwuO2jJJ8
0.13675185,0.40226504,0.13924801,0.22935368,0.3137034,0.3386154,0.32621932,0.29241788,oCAWSPoRZME
0.06243111,0.26053366,0.09333697,0.12459295,0.09277937,0.27500725,0.24241562,0.2669491,MpwAJF91ATc
0.3737617,0.7953546,0.17449278,0.62141603,0.7609939,0.009525384,0.4018215,0.660731,VR8BA1LgUSA
0.076402456,0.27649647,0.17587385,0.22603242,0.13766778,0.13304603,0.1848204,0.29706627,fmU0WfgHF0o
0.042786077,0.37856272,0.30187345,0.08777753,0.11355845,0.57675827,0.3987567,0.37194625,tWdpEd4S3dk
0.52789694,0.4160619,0.6237118,0.21235935,0.04803252,0.75014365,0.22136939,0.2684756,tskiGRULcKo
0.09756328,0.36135387,0.2022951,0.19990262,0.27450922,0.17366195,0.27367,0.26836115,uibk5RWlqnY
0.43180412,0.4913386,0.092262976,0.43988276,0.3508663,0.14416692,0.51420236,0.4436526,41obJMA_a9Y
0.09263481,0.39243332,0.29021257,0.16157778,0.5046369,0.44456944,0.3630664,0.37375325,suqxsNGkBsU
0.07963957,0.25839376,0.09279997,0.12873834,0.52468616,0.070030406,0.38353804,0.14255357,XfnUJ-HKK6k
0.14323929,0.4293058,0.1580154,0.24307436,0.62374663,0.07912316,0.35597056,0.2069724,bRvl9k_MScg
0.09449097,0.56166166,0.16344422,0.28391933,0.53690153,0.56873655,0.33066654,0.3983262,G4YqFp14Eo0
0.17790905,0.3731287,0.1689685,0.23480985,0.3610091,0.21703409,0.45906878,0.22649214,S9xdd3_hZSk
0.10912207,0.44933692,0.23628397,0.19791287,0.2964698,0.41727683,0.37904042,0.34115046,dtXpsGkTHZc
0.069221705,0.2732153,0.017701091,0.16403942,0.30090398,0.18178438,0.26088145,0.20671055,yh4uJ89_3K4
0.15681787,0.24152172,0.14014533,0.15759778,0.5768023,0.017958209,0.47831163,0.15952209,1ELbbMGiW4M
0.08863189,0.48671764,0.2995453,0.29629856,0.13622335,0.28451645,0.27577195,0.4534899,oBQrOZd5C84
0.3881693,0.84352785,0.14597784,0.69309914,0.7651197,0.07381841,0.44944537,0.734651,96fKwRV9vkk
0.2524281,0.37328285,0.023288755,0.31230292,0.33338007,0.078386135,0.3867158,0.36824784,P7QpS4FqQAA
0.35599983,0.44286266,0.22988434,0.42923772,0.28183284,0.01193355,0.4876165,0.5673516,WE4Vwar0Qq4
0.13297874,0.35577294,0.22979778,0.17522365,0.26187417,0.22961847,0.37924582,0.29308045,YFmym8P2y74
0.18015529,0.6350989,0.10828095,0.38877088,0.64305,0.020249657,0.3485013,0.4988905,I2IUG8e3l5U
0.13979927,0.43103018,0.12309273,0.2500185,0.2602205,0.17615262,0.30162108,0.41303724,lOqnTa8BpTk
0.15470855,0.49013966,0.074912034,0.27120405,0.6431929,0.16378464,0.35228682,0.29976404,oQoCXMw53v8
0.064276055,0.26433653,0.00930175,0.1402802,0.15923885,0.034643333,0.31366494,0.23970938,JPnli-4K07Y
0.19837332,0.22391866,0.15188612,0.23649782,0.15660666,0.13294905,0.52296484,0.3163584,tQlLpFcOzlg
0.39349854,0.39376554,0.0027766419,0.5090119,0.48249882,0.105792925,0.4345279,0.4863784,fByTaSi1RA0
0.7407407,0.678514,0.19338597,0.6222302,0.57206863,0.20068255,0.7784964,0.64350337,zdZrl8RT9ko
0.33458057,0.31786394,0.15568043,0.4336249,0.322806,0.14997466,0.47080523,0.4537658,7_L19u-8Gsc
0.18822595,0.34219792,0.21804169,0.42677,0.27009583,0.20150991,0.22408155,0.4435781,oJYXx4e0VN4
0.19268899,0.31505314,0.1785852,0.3213882,0.24259725,0.23999333,0.334025,0.43997625,1X1RPFTh_OE
0.21973123,0.2607907,0.12244874,0.22757897,0.20835264,0.19240324,0.4688694,0.2693181,_IbmyDctB7c
0.13720569,0.70266813,0.317855,0.30931136,0.38189238,0.0056200065,0.41182676,0.50242853,xdBOqOsPg1A
0.091966085,0.39340845,0.29021257,0.20650753,0.43815908,0.18364291,0.37015668,0.30227345,Jp2YUO0ajro
0.1367463,0.3631321,0.1710401,0.21787198,0.36913252,0.16929904,0.31352514,0.2523858,Md-eJkdvIkQ
0.04218733,0.22445573,0.011175984,0.117144115,0.14312474,0.018535705,0.25662953,0.20763685,ptqz7F5JJeA
0.3246788,0.38245595,0.20009461,0.27233544,0.30069607,0.10944334,0.5087114,0.30028605,dRHYEM1V-90
0.23615694,0.38983867,0.26589394,0.4357842,0.51733905,0.072912015,0.2867939,0.4601436,nl4xg0tVJkg
0.053197,0.16545014,0.3063832,0.0704943,0.3109459,0.36084923,0.3473185,0.1612281,4AyZ6beBRCM
0.061740622,0.18888701,0.06931809,0.11985683,0.10103183,0.24217689,0.29807523,0.2560093,8k5G2SdNIGo
0.061473805,0.4120241,0.2008281,0.16293694,0.07252873,0.38180307,0.22622354,0.30687618,20hDu64XzfM
0.10622542,0.24089527,0.037023053,0.15667342,0.503339,0.11410473,0.379006,0.17491938,jZfnsNpiP1E
0.09829758,0.25590152,0.19042583,0.14601943,0.34234056,0.0090993745,0.38382718,0.17482515,Dn3Y4v-LcVs
0.09996136,0.28818378,0.08689302,0.2010276,0.39145494,0.12992111,0.33097047,0.2985845,yHTzxwWB6hA
0.33970675,0.8008965,0.3093897,0.6521779,0.45848,0.18325105,0.34126592,0.70728004,y_oXpqe-BZ8
0.14322618,0.31964952,0.14552918,0.27588665,0.46011457,0.17002778,0.34432873,0.2430745,R6gen4FTSC0
0.9600841,0.39201456,0.5550837,0.8282953,0.32709265,0.35075814,0.6529333,0.5438572,mrjKGhoKwYo
0.1160371,0.37265557,0.24991328,0.26937443,0.328182,0.34197694,0.27656028,0.47173226,70bX9dPm3gE
0.078966714,0.24644631,0.4151741,0.13407174,0.48576498,0.1533401,0.33858782,0.26245445,nJtixUIjlUA
0.17792042,0.3524091,0.12309273,0.20047168,0.30412644,0.26958963,0.39791322,0.18035564,Yw1WtSmpXzc
0.09430376,0.40911442,0.27194336,0.21336022,0.18584861,0.2800944,0.2498172,0.3254994,bFqvJI1hi8A
0.18485221,0.3539188,0.009509998,0.29820365,0.19963042,0.17399357,0.4549586,0.49711463,sZlzMlPbFtc
0.16153581,0.3576064,0.00315843,0.14141093,0.46177444,0.094671234,0.4100349,0.24482167,k-Iiv-zotJc
0.15758981,0.27344355,0.07371333,0.21765375,0.26338276,0.34685323,0.39854634,0.29311696,PrWvPlJD0eU
0.2618883,0.3894043,0.22977416,0.23052506,0.23707637,0.1093461,0.5211012,0.33380446,8T4l8rzypEI
0.1709698,0.36494008,0.14687516,0.24939188,0.26859424,0.5680319,0.40404457,0.40460598,C29ucHX01XU
0.34392533,0.20672394,0.17173064,0.33674714,0.1917634,0.11628366,0.46348152,0.36912802,lXK2ETgtDXw
0.21886125,0.31795803,0.14418322,0.39317766,0.21130607,0.13113117,0.20539445,0.44178534,lqbgt1wLNIk
0.15903245,0.335939,0.06132676,0.3412085,0.21736112,0.058843266,0.3055977,0.33821443,_ty8Z5O3YZQ
0.2883099,0.22324172,0.28825936,0.40145627,0.2250484,0.4383858,0.39101726,0.6442194,Xl9HfSD_Dx8
0.14588307,0.49503022,0.3282253,0.30858058,0.5984593,0.19720891,0.35240477,0.3303654,aulSo-C7-Ew
0.101445556,0.2855553,0.14508054,0.15656893,0.23680776,0.023793051,0.28741136,0.25572556,sALD8yuMwkY
0.23711477,0.49049088,0.08581903,0.43377036,0.5562123,0.15018144,0.42924407,0.5682181,Nxp8seXV_yg
0.33638498,0.622151,0.17242117,0.42062485,0.82345974,0.020995272,0.5823567,0.46277207,Od-bFEuTapA
0.13588363,0.45284152,0.20009461,0.25324222,0.31379223,0.20150991,0.26619396,0.3159181,HJkBsQJJTME
0.23154934,0.5341184,0.40636617,0.4856474,0.31382644,0.17762582,0.362853,0.6356477,-odyIo3iwbY
0.1417256,0.36471307,0.04268845,0.1724398,0.49096677,0.12985383,0.41970024,0.17636135,yLYZE-CWZJ0
0.18041344,0.29953116,0.008017553,0.16698608,0.578797,0.081374034,0.46421087,0.15553886,x_P21P7vwcQ
0.16592139,0.42378193,0.086087525,0.26505077,0.5527285,0.009694271,0.39675832,0.30126518,JFXR8GEiYi0
0.17994484,0.4123817,0.03753809,0.24977161,0.35145244,0.160353,0.40251067,0.32265037,uGVKpHgfhR4
0.15041283,0.58523935,0.0033666783,0.30990714,0.5640621,0.11343557,0.37115866,0.3344507,i1AiSAFxr0M
0.5150291,0.7227612,0.25219622,0.6177669,0.6711645,0.3350859,0.43169585,0.6356477,sbQZI6_DcJU
0.5239065,0.58523935,0.02655065,0.50901705,0.76235473,0.063827135,0.6005207,0.36177614,Kv_Bj4eF2OQ
0.08214338,0.23996797,0.1334155,0.15234835,0.38849273,0.18597178,0.29506478,0.16570733,-RQRBjJbvpw
0.2750367,0.55243784,0.026722329,0.32714856,0.70537156,0.114335075,0.55119514,0.3867764,SiJk-hELRWY
0.15909375,0.21203154,0.11085691,0.17301302,0.43285018,0.037884425,0.38282377,0.16501132,_RAMu4sMT3Q
0.15367883,0.38819134,0.28683078,0.22660445,0.53615415,0.29908043,0.36079717,0.24505737,2BxO2rrxQws
0.12604949,0.5753541,0.4151741,0.30744413,0.714871,0.08503439,0.37389937,0.5041559,iApYacAGGbY
0.17502138,0.48699725,0.14418322,0.35282195,0.45822632,0.2543185,0.39483568,0.523078,ljtQuKyj9Mc
0.3709326,0.40692168,0.07970683,0.42250434,0.4251673,0.10209023,0.49004814,0.43736783,1NAGsgNMYdY
0.2185552,0.4826628,0.039598234,0.26603407,0.5100676,0.120665185,0.3998097,0.2933763,U07FI-c6MmE
0.04729198,0.386354,0.20596254,0.15959476,0.13277034,0.26812637,0.20309623,0.3122021,EPB5Lkhf6xY
0.24831928,0.2931422,0.084745035,0.24036059,0.3798324,0.11241075,0.4810586,0.26609558,0cHtiun-MeY
0.25023884,0.2572791,0.18154536,0.1759493,0.25774473,0.23115872,0.4036859,0.29297435,DENvMYXFskM
0.061688796,0.3664723,0.0813051,0.12915942,0.4889748,0.1633751,0.29974702,0.30727226,zuUkkt6JPM4
0.14637616,0.3987018,0.036851373,0.21115245,0.5880399,0.022353232,0.3854276,0.20211855,bxFt-wKCC2c
0.085017085,0.2743526,0.070516795,0.14866671,0.37595806,0.1140921,0.32983935,0.21737665,C6odMx1s7Tg
0.117731005,0.41461965,0.263611,0.23738866,0.2705724,0.28402773,0.22504148,0.31027633,mtqf786Y8LE
0.33419278,0.35276502,0.11021292,0.4352965,0.26227337,0.24044748,0.332744,0.42208964,LT3aTENb4gY
0.28243083,0.41087022,0.13700475,0.26219416,0.21450672,0.15694152,0.43324688,0.2982158,79-l3MX5dO4
0.3058854,0.4547987,0.20816301,0.43068355,0.39179787,0.10012487,0.35125545,0.46310458,6C5hasx-Lxc
0.13709143,0.2987967,0.06412373,0.17877759,0.44479498,0.02098091,0.4757297,0.2583253,_rXnTBYFV-c
0.22749478,0.33314735,0.44509158,0.49895477,0.36860493,0.19645204,0.1815991,0.35324886,AcfYCO5g2Jc
0.069694944,0.30795115,0.27045983,0.13347176,0.24985681,0.3859918,0.32274678,0.2258561,IT3MM_6uXnE
0.0993484,0.2936438,0.09065199,0.13565524,0.16799119,0.041344363,0.35029966,0.2454358,OLzGIaIP7kc
0.105088025,0.22908759,0.0741129,0.21188693,0.24876682,0.15893795,0.27296838,0.3007713,NgZnaeDFQBI
0.12334556,0.3943034,0.032731086,0.23047449,0.5847344,0.011684322,0.28777504,0.23308775,UpUUruG0zdM
0.15987076,0.47925675,0.062125895,0.2407463,0.6775941,0.05990301,0.43130064,0.29516914,bg9EC8O9y2A
0.12123525,0.39193466,0.14777246,0.17578748,0.6288825,0.03435396,0.41770336,0.22946618,MmwBkoURSkQ
0.1068752,0.3137426,0.0669207,0.1768773,0.45209846,0.013652164,0.3508787,0.29410142,QELV4bluMsQ
0.051286668,0.21435764,0.23891698,0.08450576,0.15985343,0.29683667,0.2311995,0.21058126,PnS3ac0CiAM
0.2098262,0.16566604,0.085282035,0.23625651,0.18143277,0.10514757,0.4243403,0.30782133,0Lp4yjIXGw0
0.035817623,0.2347024,0.083939545,0.09900167,0.090884976,0.27500725,0.19964245,0.23250106,Ct6YeFYvpPM
0.2178212,0.3610424,0.036851373,0.24050246,0.58955956,0.06386623,0.56742895,0.17572446,TxscQVo8vGc
0.21544555,0.58523935,0.13700475,0.4263008,0.56213355,0.30934235,0.36031207,0.5003386,MtkU4tELmR4
0.16578496,0.5763617,0.015063282,0.2589508,0.23484257,0.056371767,0.34646803,0.29969847,_IGU4KjEGjU
0.10540386,0.44077504,0.15976663,0.22003266,0.18441801,0.2337928,0.31601632,0.3932075,s5afj6BoyQQ
0.11425142,0.43135855,0.12824467,0.19214478,0.2813623,0.38278365,0.4171564,0.2916816,KCmua1lR0pM
0.4098064,0.5725162,0.10515087,0.42370212,0.58378965,0.063132964,0.571152,0.53347164,HqdQ1xFdLl8
0.13364266,0.30984506,0.073313765,0.23844747,0.44033867,0.110858,0.34534812,0.22221498,MNNmMSaWvyg
0.2390793,0.2807704,0.1785852,0.2015074,0.5118819,0.1666841,0.50781095,0.23558865,HvVbqYrr4_Q
0.087801434,0.23883685,0.14687516,0.17276517,0.37001422,0.01040847,0.41496706,0.23529814,M1mm2QojQio
0.17247301,0.4542037,0.09387396,0.34485918,0.33442754,0.10051784,0.32358176,0.5250066,YWTJOabkA4o
0.07755506,0.53774476,0.22981352,0.24182498,0.23657826,0.20150991,0.28263748,0.45332813,znMeN4o25Oo
0.2078407,0.64297426,0.07011723,0.37233254,0.6622557,0.14015883,0.39193052,0.365387,9Dll-52PEm8
0.265821,0.55605435,0.030155903,0.43442985,0.4425511,0.060432512,0.42330104,0.4577199,pe6cw5V3UUI
0.14640296,0.2887486,0.1710401,0.1739206,0.29330963,0.20447558,0.2810959,0.26130313,AjjJp-1Zsak
0.08007676,0.28004706,0.17034957,0.14468426,0.49084672,0.17850004,0.35034126,0.25022972,j1F8Qq4dz7I
0.3128195,0.54953814,0.1510105,0.4431973,0.26063153,0.109546214,0.46598613,0.64512944,CDAFQ5s8sS4
0.10564365,0.34043282,0.15451296,0.2431495,0.62599844,0.09831542,0.34292895,0.44960782,mWiOMNjMppA
0.18822595,0.34219792,0.21804169,0.42677,0.27009583,0.20150991,0.22408155,0.4435781,CsaZfeleH74
0.042382646,0.30946082,0.20449556,0.15461417,0.23872608,0.035337374,0.19809699,0.23539205,7a3hyNtDq_s
0.0791581,0.23370993,0.036851373,0.12965561,0.5231229,0.04374118,0.43921337,0.16069886,bvyK2HbE4EA
0.16129898,0.25953293,0.09065199,0.37214515,0.35422984,0.25000557,0.24001627,0.4099218,gmkMLSnLkVQ
0.20579629,0.37957048,0.008086969,0.3139924,0.4424732,0.064592205,0.38709232,0.4454537,IYTS1AkmRgk
0.07205629,0.30601153,0.28825936,0.14892282,0.12958896,0.26864114,0.37850377,0.31385654,Qvh-XGrq_7o
0.14383167,0.41285038,0.089041,0.312111,0.61266464,0.061146878,0.28228506,0.49993378,4ItHTPrZSZM
0.07871487,0.40240794,0.20669603,0.19164154,0.30697155,0.20150991,0.22166723,0.29103586,K-Kox4yzXlo
0.36252666,0.58523935,0.13082063,0.42096958,0.2689883,0.17840607,0.43487334,0.624344,UbFeGh18Tco
0.14924644,0.2225376,0.16035037,0.39403278,0.132792,0.2681263,0.20344512,0.4498914,wEQZU7lZOB0
0.094706476,0.3385956,0.006108612,0.1700024,0.28745538,0.097374536,0.28783965,0.30297777,M8VdkhcTN2U
0.41241214,0.4695785,0.09118898,0.4357929,0.31590056,0.026329068,0.44123098,0.49201262,aLHHwDEfPmo
0.0614968,0.38246682,0.2712817,0.15320766,0.18228097,0.16269223,0.23939621,0.24211898,qKQunf9_1DM
0.17045064,0.6457111,0.27690583,0.47973195,0.617839,0.21025525,0.28764504,0.56321156,bv01IyYfRBY
0.1126428,0.55700696,0.16620636,0.2783747,0.24392061,0.22697632,0.36665154,0.47083032,yT38SudGkkE
0.22806399,0.29049632,0.11729682,0.20738442,0.67876405,0.017346706,0.5099306,0.18456843,MNgax4K7fZw
0.12998179,0.48232138,0.10828095,0.19400066,0.49768445,0.13947979,0.40708423,0.21788497,IYxa7MURA8g
0.17506248,0.41123337,0.036336336,0.3110513,0.2459611,0.5021296,0.23301513,0.4110442,zF12wfRV_0c
0.12732202,0.32097393,0.062925026,0.16088404,0.54496294,0.11510452,0.44792765,0.2134489,Q-AYVCuD1XY
0.28460503,0.21794456,0.17173064,0.27561417,0.19658314,0.06485557,0.3825926,0.4506718,pAFBg-oLKZA
0.12141577,0.340264,0.15568043,0.237581,0.504902,0.11343509,0.3411198,0.29533994,VrtmzONKklw
0.067797944,0.46904677,0.32044756,0.18351936,0.17326342,0.19829297,0.25776306,0.40465814,l-A3dd-3qVU
0.06176181,0.18420534,0.26817688,0.08228199,0.20902705,0.12885709,0.44408053,0.29303312,kfOEVwdOci0
0.17339,0.4353897,0.13835071,0.24957919,0.44573873,0.15341792,0.49834123,0.39128852,U7lOGNFpth8
0.14003514,0.54030037,0.21980777,0.29618093,0.16837129,0.17819783,0.24893706,0.53746843,-zFjUSUi3B0
0.099236846,0.31601867,0.0095794145,0.18485904,0.6337909,0.02132321,0.32020432,0.22434095,OyNdHdyP8Kc
0.06068864,0.39365572,0.20522906,0.14054969,0.27377275,0.033507567,0.42129406,0.23977518,shaujOwx_JM
0.3565334,0.25928035,0.09924392,0.3232972,0.20955816,0.0067296918,0.5012585,0.37412915,InUhniUok8k
0.16529348,0.5142777,0.112144895,0.28115717,0.610199,0.4387707,0.3333535,0.36315855,pwvaCkQuQ84
0.13976298,0.39019164,0.03736641,0.29169577,0.25889078,0.033031926,0.36194754,0.48593923,9zK0o5p2YXY
0.23483333,0.3284213,0.019019997,0.31202576,0.25389424,0.08719305,0.47209665,0.3642047,Z7RwsuBHHmU
0.0568308,0.20628646,0.10634898,0.09313241,0.100696295,0.24579826,0.29977217,0.29201892,qyzpwSKdvl4
0.060000416,0.4151809,0.26589394,0.2963285,0.8908898,0.15107332,0.27731535,0.34373188,8ijDXHRZE9s
0.053112403,0.48895794,0.35227737,0.15697452,0.25250334,0.20303306,0.4027642,0.5701317,7oRTRDYJvVE
0.18822595,0.34219792,0.21804169,0.42677,0.27009583,0.20150991,0.22408155,0.4435781,9-wigRJ7D3A
0.13101436,0.58523935,0.16413476,0.27554792,0.6055056,0.20825535,0.31246716,0.28321877,buYH2SyaRDs
0.072982274,0.15704957,0.15626417,0.13427551,0.1060039,0.3357395,0.25302082,0.34136233,y_RGYZ0Ls84
0.07644767,0.28513336,0.02193547,0.16093433,0.14663842,0.12183981,0.33053938,0.2323513,mB7ltd5L6Fk
0.23470868,0.3838105,0.06412373,0.24159269,0.5780988,0.030915054,0.566606,0.21061912,bJC7sJJjwq4
0.059306964,0.28628904,0.16151784,0.122792505,0.19094615,0.28365153,0.24630696,0.24443378,KsIlLwQ2F1c
0.20600908,0.31737456,0.19042583,0.24475804,0.21466354,0.14739639,0.4563143,0.45686683,qEDW6t2pAvY
0.19171028,0.54857075,0.26132804,0.3338285,0.26998967,0.20221844,0.4503552,0.4910902,s27Xvi8cNMo
0.07111349,0.25186837,0.05133759,0.15120344,0.13871202,0.11830192,0.24663767,0.3075949,v_v95Ye_aNE
0.3286127,0.7306552,0.12180476,0.5772378,0.8621683,0.181594,0.43264312,0.57013386,oIJRhaH02AI
0.10267731,0.37615165,0.17380224,0.2580063,0.15950543,0.241085,0.25592434,0.48264354,vxl9JcTEGww
0.22431624,0.57104343,0.004997955,0.43382502,0.22174801,0.0377301,0.26022676,0.5147892,xnr_AwQEsKU
0.11645168,0.4052217,0.22687212,0.19593185,0.29746687,0.27255964,0.32444558,0.33969498,w4xDiS25pOw
0.17956086,0.3049187,0.16965903,0.39117756,0.2467278,0.20997371,0.31886613,0.4449985,IYDthGKNSW4
0.2257423,0.57074445,0.12116077,0.37806135,0.58390653,0.1844747,0.42295823,0.39633834,3Vs0Mb94uwI
0.11279106,0.27406356,0.11794081,0.20133531,0.24517408,0.13958088,0.3216123,0.21880154,vwgoyba9Qz8
0.13139728,0.2910788,0.12180476,0.13791429,0.4366696,0.23092271,0.37154788,0.12158619,2hwQzLWdN64
0.16021289,0.39086083,0.03856816,0.15562737,0.14344697,0.22544791,0.3506491,0.3082054,Wpci-9KvF0g
0.11992234,0.31719768,0.03839648,0.16622202,0.4882959,0.057781912,0.3728639,0.27661574,sd6wZW72hqM
0.0685506,0.26572585,0.14508054,0.1281957,0.11425744,0.37040576,0.3064701,0.31025407,iByRh7t4eCQ
0.1889755,0.40067607,0.12051678,0.2765336,0.24201675,0.27831745,0.49766815,0.32780063,RSK9L3BEK9I
0.18143903,0.2910222,0.2299237,0.16940825,0.22792523,0.1093461,0.44948432,0.28233898,xiTaAHp1Jmw
0.05734244,0.25497434,0.13924801,0.09601837,0.38212138,0.2545058,0.28149715,0.16198836,DPwX6AoFjyA
0.092717886,0.20987631,0.14777246,0.1390923,0.22153741,0.4453705,0.2677015,0.19323553,CmLAVJ1-SXE
