PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_PROFANITY,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,video_id
0.2770633,0.18571043,0.09358137,0.08220889,0.14435264,0.10671159,0.011592479,0.07720906,qHtNcieKGNQ
0.38070762,0.15586695,0.08615068,0.043833055,0.08141659,0.08317138,0.16275369,0.035436828,Elew2wXL0C4
0.3030748,0.13038817,0.21602283,0.027298674,0.07052804,0.028913891,0.09709594,0.13995957,sKRV2-Y1vwQ
0.2714526,0.16147225,0.24885786,0.08931664,0.139275,0.101134114,0.013397297,0.12059259,rdqzQp_1u3Q
0.52843267,0.44348523,0.14880471,0.24976696,0.1321806,0.1885821,0.018048171,0.26734588,8zHVh7TJHqc
0.218717,0.11371347,0.13405024,0.07235297,0.117663585,0.07741631,0.09816993,0.18568149,MwAGg8H3ENw
0.34516975,0.25241014,0.13383457,0.06631625,0.13882515,0.085610695,0.024662184,0.25713187,kyCgNqargUA
0.343471,0.18479136,0.019646503,0.052866753,0.033220936,0.030422015,0.119872786,0.16413079,sPZc7Oq3QN0
0.2778278,0.06968116,0.064488254,0.04074894,0.052967913,0.03282661,0.02054715,0.08426234,M7EbMblnbew
0.4270994,0.44391415,0.31384477,0.13450049,0.31355965,0.13209419,0.263611,0.0050340053,Tv6UyOaeQp0
0.18555154,0.05497888,0.03765293,0.06887541,0.03152296,0.049517076,0.011661896,0.3607562,lVfq83_BpZg
0.3579099,0.26233464,0.06036941,0.05635033,0.07690791,0.048117086,0.024662184,0.20402044,2jgsNuHwsFM
0.2535152,0.13550058,0.12905273,0.020220013,0.052999116,0.029654363,0.033932835,0.2678891,2JQSVaV7zGw
0.2286541,0.09532769,0.036575787,0.036593158,0.054419395,0.03340506,0.018464668,0.35972747,JOYIQlRpZvk
0.29726204,0.24533719,0.03572286,0.030461056,0.02339728,0.026936507,0.0051367874,0.14481929,Heu419EvW8U
0.21223532,0.046849165,0.08651788,0.01970141,0.11539095,0.024716968,0.112788886,0.28432345,Epma6JyU7-E
0.47494668,0.2468271,0.17886613,0.047374334,0.12032549,0.058330443,0.039254878,0.14346987,tWBVne180Mg
0.40657753,0.15184522,0.10868652,0.14515883,0.16073796,0.1553733,0.06492286,0.39669803,lbPN_PaCnpw
0.22887354,0.15457265,0.035479825,0.009724517,0.03608585,0.010454614,0.028439116,0.25597116,Pnzafp7hQYE
0.26667774,0.043846376,0.023429664,0.044054803,0.014844724,0.017849235,0.16965903,0.09477151,wn4JNFkVXP8
0.3830342,0.16793919,0.060094517,0.062166817,0.097016945,0.07326642,0.026035614,0.32067207,SxNBpzUYyQM
0.3608363,0.2813107,0.103850365,0.03318557,0.08140884,0.035297263,0.08367105,0.2809456,THzd40Hzjxk
0.40026805,0.6033724,0.122852914,0.09198934,0.1847809,0.15731539,0.26589394,0.24583922,rzcagMKdoMc
0.21530318,0.123927474,0.20554586,0.026236169,0.6716253,0.19396743,0.39230084,0.27666372,IALVZfgXWL4
0.41748512,0.27038458,0.15479037,0.076034896,0.09450113,0.094870314,0.10828095,0.17939328,bBQhPZbEjQU
0.37498462,0.39010805,0.13941978,0.04610432,0.20667803,0.09632911,0.07131593,0.45293498,6TBnsc_Jq9k
0.23439056,0.11943444,0.055746894,0.10546011,0.04912385,0.086627744,0.057331093,0.3062984,KfiwtPiPq4s
0.33864442,0.058100216,0.027337471,0.0572178,0.046114698,0.030421019,0.0032452,0.19934666,A0OF_MbQUng
0.32879004,0.1597559,0.078918904,0.024441984,0.111677855,0.028693965,0.044748597,0.20749699,FOMr07Zk4m8
0.20972677,0.09569044,0.040420495,0.068420455,0.032591954,0.05117567,0.023460433,0.25043,-tTo4XixYCY
0.20488204,0.113432325,0.2844838,0.03470629,0.07788597,0.060841374,0.0681194,0.19570808,a7HbE-S6pUg
0.34149852,0.12002753,0.06340599,0.07661645,0.052479137,0.06351691,0.030842619,0.11810143,d-kMVucBZxo
0.26872453,0.45464537,0.22166695,0.08906292,0.08528031,0.09488385,0.03856816,0.43654004,WrAMzAmAW3g
0.28012803,0.072543375,0.04359596,0.0637645,0.036679454,0.050717417,0.0070457286,0.2794839,vQVfUibZwSI
0.2937271,0.09351794,0.072692655,0.06991632,0.05129981,0.05620764,0.007844013,0.03621499,I3-Th8OsWZA
0.26998967,0.2762981,0.1439967,0.08488318,0.11254813,0.09680007,0.062125895,0.30056456,qKEoaQN19MA
0.262389,0.16527186,0.078481294,0.06477673,0.116054915,0.07563111,0.0042690868,0.4379706,tntdGlEAMX4
0.33980832,0.23055461,0.108430035,0.136975,0.06740441,0.08784092,0.03770977,0.23149286,NROGPNwkzTI
0.24706325,0.104376875,0.25081867,0.0361753,0.18970357,0.04729107,0.38261065,0.10598302,ue60U29Jt9c
0.20540428,0.10623017,0.07384763,0.027262494,0.0649565,0.035601985,0.021796638,0.22975804,mw4qqj38hSA
0.3207406,0.29183972,0.3010951,0.18708506,0.304751,0.21922481,0.16620636,0.27230698,mzdyPnTtC2I
0.1867027,0.05118033,0.13013883,0.050044335,0.39681628,0.11842586,0.37083253,0.419429,FxnfPCa9bYE
0.31680006,0.30118638,0.5508755,0.16761173,0.4323113,0.297442,0.040628307,0.3035835,xJMl8fiVzpc
0.54618734,0.63027215,0.39383498,0.19353536,0.2636154,0.24319129,0.31650472,0.45538205,_aD_fGacsHE
0.23488857,0.24452686,0.07509812,0.049460076,0.08840271,0.064220935,0.020130653,0.28832886,kuCswOjR57U
0.2799173,0.11599798,0.06912546,0.022419944,0.05668777,0.025391879,0.03444787,0.41373792,TShfLFjOt3c
0.32268175,0.6132275,0.20093107,0.21201178,0.18042187,0.21109694,0.05413456,0.43971562,bO8_flydz2E
0.35248,0.37019008,0.2687377,0.047179025,0.10503351,0.08301874,0.044748597,0.1089092,gTqBKDq3Uqg
0.49111795,0.34223276,0.17523578,0.20993853,0.13965891,0.21329255,0.053335425,0.28263566,kH5lNkDzLKU
0.44174215,0.44815317,0.19387913,0.14301863,0.266525,0.22072022,0.13296685,0.4684462,X85T_EYQ760
0.46965656,0.41691974,0.30037045,0.4789877,0.30908337,0.4402198,0.16827796,0.2730063,ohyjfZO8FcQ
0.17880295,0.09585822,0.047101747,0.038961977,0.056710403,0.052444715,0.2712817,0.30103388,BvrmhUeCWCo
0.30334598,0.10427481,0.12510195,0.059179656,0.034688428,0.04194187,0.07730943,0.19084921,fCTDygaUglI
0.42739102,0.7638931,0.24437504,0.13476115,0.2092459,0.23737074,0.42315382,0.2697256,B4sfC-SCbVg
0.3003282,0.071078286,0.06670103,0.06518672,0.060965985,0.062321067,0.032731086,0.034518562,6IvggQ7Aano
0.38079682,0.2260558,0.22057272,0.052590508,0.0641239,0.053472556,0.089577995,0.19040483,zpfZ_NLsc-4
0.342412,0.2419299,0.16419713,0.051232204,0.108595006,0.053031467,0.06132676,0.0963621,eoqCDOTrmwU
0.34810334,0.3515707,0.3004934,0.08689304,0.88457716,0.56369984,0.57816684,0.70810634,GHpI-mloOgE
0.4008999,0.09953555,0.04834537,0.07974956,0.061050154,0.041846555,0.05133759,0.1952044,RX0di6yfXDk
0.451591,0.17087819,0.109745234,0.117548704,0.10786432,0.09033854,0.04234509,0.26358703,wj7Ys732SiA
0.33458713,0.07773768,0.036558792,0.03316976,0.044743553,0.019857032,0.039598234,0.13602759,4eM4utZynME
0.45306465,0.29944968,0.100205146,0.12192646,0.079433724,0.062192366,0.046122026,0.19427562,QoINyVG4zXQ
0.23997343,0.15064377,0.0971929,0.034403756,0.09520579,0.0667357,0.018048171,0.12585822,5o89P7PbF4c
0.24618848,0.058165498,0.02726936,0.017925596,0.089425884,0.020384062,0.025005542,0.065930635,wkOZXxu5iiQ
0.5112625,0.18926023,0.20164256,0.18914413,0.11149609,0.10329904,0.12888865,0.26874003,DUVzXZFxXQ0
0.18530934,0.053923417,0.07657838,0.020016707,0.24671414,0.06204515,0.24418297,0.20344318,8bj3I-14vq4
0.39604032,0.1263856,0.14722863,0.033585843,0.14815517,0.040135227,0.22333995,0.18807743,p3AvzTbCcJQ
0.45159087,0.17087828,0.109745264,0.117548704,0.107864365,0.09033854,0.04234509,0.26358703,-3Vyr_dvkug
0.51202977,0.18106799,0.06012188,0.17513166,0.06129231,0.110128835,0.02397547,0.31092003,KcRVHbJJasc
0.33867583,0.103489034,0.044581357,0.06449615,0.027564038,0.04317875,0.033074442,0.13253112,bxXQPANafo0
0.4100629,0.29576272,0.1768514,0.08943317,0.18546087,0.10849602,0.09655894,0.25153008,ZrmmkfhtZis
0.5123216,0.32835022,0.41743398,0.06344284,0.68785954,0.19578536,0.47762036,0.0002903618,PmE469vWJzc
0.36422053,0.39670312,0.13859506,0.11568119,0.09147899,0.09513295,0.10515087,0.2734528,8xhJXU71RqI
0.3155294,0.19408245,0.2057915,0.1543811,0.086941436,0.0841742,0.13969667,0.17675781,NJ2XRW1GHOw
0.43594745,0.35762918,0.43226185,0.2505878,0.70199466,0.43386197,0.3609816,0.33824447,Uxtu1Q22Ntk
0.33176,0.36258286,0.39671037,0.08624759,0.21420403,0.14446941,0.06252546,0.0912207,dKWYkKx-nW0
0.34146908,0.12567681,0.04860726,0.058675203,0.05655323,0.037538867,0.03187269,0.106779106,9TriamQgD9Y
0.3460622,0.18433584,0.17568763,0.09631426,0.09967086,0.08339289,0.044405237,0.17859489,LMOS7GYUcg8
0.22647655,0.20401298,0.09732545,0.039629597,0.091206595,0.058621228,0.09333697,0.1438157,TbSkXFOt2rM
0.23983124,0.22716407,0.17878313,0.030527353,0.1448085,0.08517064,0.13431281,0.19812013,87DaJbwtpW8
0.37105778,0.30384028,0.17191923,0.07774555,0.10146948,0.10224277,0.029469188,0.33017245,6zIhgsBu0BA
0.19163719,0.25180584,0.23815306,0.030856768,0.19359547,0.123113126,0.12888865,0.42803562,2fQVDVMDaME
0.23150714,0.23836736,0.14351583,0.06734746,0.09891413,0.08890079,0.029469188,0.27372664,y4qa6O6IwUY
0.24425577,0.07342346,0.05436828,0.077347025,0.043825753,0.06319445,0.015132698,0.13897748,JQuyWUdnDNA
0.21206255,0.2552002,0.06823653,0.0358602,0.07099985,0.053740457,0.046122026,0.09133112,6fnz-dxs14I
0.2304108,0.14121471,0.09652617,0.0759709,0.068189,0.09067087,0.020130653,0.24250412,dyhZp_ZwYfA
0.4034426,0.24768025,0.11735171,0.106289,0.13610911,0.09917374,0.229845,0.5680319,PznWpvIHZtE
0.25766355,0.06173577,0.027246919,0.04600363,0.023417968,0.029227527,0.020130653,0.17512532,n6yMlNRH2W8
0.3425144,0.23559475,0.33433408,0.1537384,0.18259618,0.15124829,0.20522906,0.13813806,AEfRyEGuGqQ
