PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.51513916,0.08447654,0.18319088,0.084569804,0.1160161,0.23334256,0.07545566,0.13147815,v-KrRplQZMI
0.51592016,0.00281135,0.25014025,0.24397688,0.22776231,0.56931704,0.00064054347,0.29476193,oo3g6-JXGKk
0.38274816,0.064523295,0.015499522,0.01992089,0.016145281,0.032868836,0.056180675,0.08372164,8dEmoV0g-Aw
0.4951816,0.087430015,0.29359078,0.14276941,0.2385838,0.75833416,0.08526674,0.07412504,GcL1ztrN42A
0.28131777,0.024318827,0.04527537,0.054859936,0.044350866,0.23876816,0.17907302,0.072061114,CeVqt1Umiko
0.37772903,0.033761155,0.13708282,0.12808582,0.16568503,0.13123651,0.26419508,0.13913721,k7dK3Qd4Xsg
0.5223611,0.05653196,0.14077076,0.13361464,0.12820515,0.17548661,0.014087603,0.15075332,MSs5PsapMYY
0.40540996,0.355017,0.21670315,0.1432149,0.14300865,0.40589863,0.19132294,0.09040804,TCs-nVQcn5g
0.32715544,0.11407687,0.03990114,0.013286192,0.029985761,0.08671494,0.049126416,0.01562789,eAiTFdiCeuM
0.38094762,0.12824467,0.18957025,0.15757582,0.09761716,0.44300187,0.47495988,0.15563945,bivSQ1zd9y8
0.27019852,0.03461955,0.16256459,0.059942476,0.11847946,0.55021566,0.49674338,0.03181373,itpMqWZdNC8
0.2941106,0.0471521,0.112981334,0.10821594,0.11846893,0.39259464,0.2016724,0.10040725,y-w6caES8Fs
0.26291206,0.025692256,0.029618701,0.06315003,0.0392275,0.066804975,0.09934576,0.0653623,6cHMzWTBDxU
0.45893967,0.090114996,0.10597427,0.10705196,0.20363608,0.16528241,0.27772173,0.10531022,JHfA_1bey0A
0.18344055,0.10300289,0.11531532,0.059514202,0.0591746,0.1125202,0.4568936,0.06154247,o0qW954JGJo
0.24741662,0.0013796439,0.09799029,0.15603222,0.1202703,0.16827072,0.1359172,0.12407892,gqZ361LFN-E
0.28436127,0.7257758,0.6350989,0.6122283,0.93294203,0.31214806,0.28701925,0.066741,cR00neuasbU
0.29872075,0.4945446,0.15693907,0.82142127,0.47875217,0.22177775,0.23539552,0.22805208,MBKolZ7Fb8Y
0.27881062,0.1256687,0.18651246,0.08113827,0.06856335,0.32363108,0.36124545,0.07421803,C6kisopf54M
0.43801144,0.28996843,0.2519891,0.25605196,0.49659592,0.49016663,0.57470727,0.169444,tJgwZa3IxPw
0.39824644,0.010759487,0.0749414,0.09430554,0.056617115,0.10856048,0.13508373,0.16262208,rG5WbN_0z2M
0.425016,0.054534122,0.30375966,0.09459817,0.14731877,0.24791339,0.110841155,0.14879528,XQ1cJrGXe2k
0.2397765,0.1621016,0.12566246,0.12832674,0.188688,0.1251369,0.7079002,0.07078165,pBEH8appK-Q
0.52365696,0.058929358,0.20079274,0.19154255,0.24719955,0.46258077,0.025632756,0.17882016,xqeIRi3XDo8
0.32722837,0.15976663,0.2108851,0.284544,0.3265741,0.2492131,0.33375782,0.16931659,2ut4HYHkLjQ
0.26577014,0.1621016,0.084220774,0.10408014,0.09960482,0.10711515,0.0077921078,0.10959474,MvjEB9-nxp4
0.26208407,0.2008281,0.07598877,0.09008936,0.07057058,0.18885624,0.5359952,0.070867635,TQA6Z_g8gdw
0.3329334,0.076110736,0.07471056,0.022936124,0.15483086,0.034840982,0.5790124,0.0250309,64WkVkjkTYI
0.38155374,0.035134587,0.12853527,0.15566985,0.13470164,0.24574941,0.20750214,0.18639214,TTb31HVYil0
0.409533,0.006525108,0.07454976,0.045236852,0.049694944,0.2723147,0.062149636,0.047342602,ZdKc808GJMg
0.24737301,0.22775516,0.016461657,0.019438162,0.027167993,0.31695047,0.8111435,0.033906817,sr8n7Cos4a8
0.3638006,0.05133759,0.15735394,0.10572228,0.18039608,0.12764029,0.43873522,0.090862535,KYwbmcbtibA
0.3853064,0.04131502,0.059883,0.044639274,0.051339842,0.24575341,0.31051153,0.07073368,XJgX20S0Zdg
0.29069906,0.0471521,0.25769916,0.1347894,0.18621117,0.14972837,0.00019834675,0.07584573,kBZNFhbKqsc
0.19077457,0.032731086,0.039543964,0.039121557,0.035638034,0.089689806,0.25232288,0.047177315,Ty5XsUhB7J8
0.43834698,0.029125832,0.105355665,0.08128389,0.11593294,0.38434142,0.021347804,0.09337166,I8NVVgg9v-U
0.509744,0.028439116,0.11393435,0.09272498,0.08106828,0.15862803,0.27385896,0.24830766,Zxi--4N8CBY
0.41863352,0.04680874,0.21392372,0.15879625,0.118050635,0.31313092,0.21865274,0.1655875,LjBDr_Pr2jE
0.21688233,0.043718524,0.06730321,0.070909224,0.045974664,0.10763933,0.3275225,0.07778477,0x_uz2_a11k
0.2551932,0.3511902,0.25525087,0.18734549,0.2959074,0.80569166,0.81023145,0.0523405,4eJ0mUDu7pE
0.36763066,0.012494888,0.12640183,0.071837015,0.07464804,0.18025762,0.0040171035,0.074137405,7pZMqFF6iNs
0.19170451,0.05253629,0.12438795,0.07714404,0.10811402,0.15674105,0.2676793,0.048252724,VvkeuA_a3bw
0.23078652,0.2145095,0.13157913,0.14916053,0.15663461,0.6525224,0.24511929,0.06342366,NFpCcis1GFQ
0.30557913,0.10828095,0.075589225,0.10063756,0.05408686,0.14117691,0.19971882,0.10366832,bD9U9bQUlSs
0.29497397,0.029812546,0.1889706,0.15312749,0.13093099,0.53991455,0.013279317,0.12041076,0S6XHbIokh0
0.21205442,0.014855034,0.08758505,0.08770177,0.09895019,0.11084328,0.39452067,0.064849086,JgsRzTxzC0U
0.18193889,0.119872786,0.013989253,0.019163638,0.019358637,0.03417233,0.10283972,0.024064835,WtfXRED2Jhs
0.15142684,0.1609341,0.27236047,0.059164222,0.077942304,0.04783251,0.547765,0.021668645,dAuBM_7-e9g
0.4793769,0.00315843,0.06695105,0.04509985,0.06944323,0.109812,0.20052105,0.063361876,DwVIvmhdzdc
0.2275982,0.46621865,0.25744778,0.43377843,0.7028755,0.30397454,0.5680319,0.11316158,5oWlfEidpf4
0.46064088,0.11343288,0.28604987,0.18392284,0.4339957,0.29316866,0.13076697,0.16388094,gRGe-jXs2is
0.2617312,0.8546526,0.68888074,0.7428255,0.9469351,0.16312756,0.8086899,0.16607189,5uFJ60An5k8
0.33823684,0.13476147,0.23435691,0.21677107,0.30814785,0.24845628,0.0020415534,0.11236293,JV4QnalowwE
0.32631758,0.087430015,0.20088138,0.145857,0.22127692,0.14351536,0.44190678,0.13722451,-Rd3leXFcmI
0.19545715,0.09548495,0.09328207,0.06268346,0.07150882,0.121710576,0.4743071,0.045343526,G9p4yt8XjVM
0.3116831,0.007184561,0.21053119,0.091701984,0.097402185,0.096145436,0.10775555,0.15909915,aYk0bu-npso
0.2621552,0.04234509,0.058710545,0.037607186,0.035176154,0.051944777,0.3998668,0.04561479,TU3i4hjAmVk
0.3363057,0.35642847,0.19142987,0.14483334,0.4511663,0.46967223,0.37797362,0.10384208,8m1VBksxDyU
0.66552085,0.013258465,0.12228734,0.15424143,0.1236004,0.25782895,0.0064353594,0.26344872,76yMhwUfoys
0.2501716,0.020685982,0.042358827,0.08592768,0.045125376,0.10038123,0.13721138,0.10294884,jtlAL-lKHnE
0.30352494,0.13386416,0.06258148,0.048179846,0.08169823,0.49289975,0.29332095,0.050196882,XM_Gh_vP1mg
0.3647021,0.20302857,0.768989,0.33465633,0.4894069,0.58039504,0.18848167,0.4289699,HCKFP4aFMwI
0.3757759,0.2712817,0.16131479,0.86212516,0.40681532,0.21367685,0.30705416,0.28165275,LStlxxFONAw
0.30621016,0.06851897,0.030206151,0.023907471,0.025242792,0.05259846,0.13412933,0.03906187,Wz2LISfMBo4
0.2924866,0.38953075,0.11935201,0.11798346,0.20337662,0.12920009,0.46372807,0.11927808,K4K7DVBzZ54
0.29070622,0.059728492,0.086310476,0.032569077,0.06414507,0.29464632,0.19395874,0.03463893,So2AExCMzlo
0.23934916,0.042001735,0.08097606,0.07818753,0.07349926,0.12049053,0.24284971,0.070346266,KS456ruZV1M
0.4310619,0.45964533,0.39060965,0.31132156,0.5692762,0.18227743,0.6791602,0.16902006,_wZHyq8iO3o
0.64662987,0.0100653265,0.12957565,0.34572592,0.2792733,0.23208813,0.021639926,0.26529813,XoN8rPagleA
0.24702212,0.09655894,0.06652864,0.091471426,0.069962844,0.1289874,0.33842912,0.068080045,FzuWSWK4vuc
0.22050035,0.012494888,0.04083007,0.042918585,0.036884263,0.07063832,0.14834435,0.047641408,4BrtBmhhohE
0.42663372,0.02397547,0.043729033,0.055371825,0.057097394,0.11425512,0.20872217,0.052188613,MUoe_kyrvqk
0.3497428,0.09548495,0.038124736,0.02488008,0.05351614,0.31379864,0.8139912,0.044693876,aRjYB7le0sw
0.39655456,0.23628397,0.2184679,0.33131275,0.51051795,0.2593002,0.5680319,0.21222138,lNB1qd6qnC0
0.38572517,0.18746567,0.35233495,0.27186176,0.33283415,0.25970486,0.34420806,0.18037266,8TRkocc3Dig
0.3420022,0.040628307,0.13290551,0.11105635,0.082053035,0.10212685,0.54294246,0.090143524,gHDhSWvHNm8
0.3004889,0.025863936,0.15049504,0.1050603,0.26476073,0.09062423,0.2635873,0.072499834,cGfg-WnkXto
0.3608634,0.09172598,0.4516837,0.20865208,0.23086284,0.3387173,0.023486247,0.14103903,3UPRNh_6zLk
0.3785454,0.050585672,0.24570331,0.21428704,0.18133247,0.34473383,0.00033086326,0.13260357,zPtpAGM-9us
0.26942387,0.027580723,0.11260519,0.10449132,0.12055824,0.25616205,0.066416964,0.082148366,cR5H-tlTtY0
0.3323798,0.13206954,0.25001374,0.09462542,0.2140677,0.29949746,0.26517653,0.076939926,swHsbunOGH4
0.57004416,0.31725118,0.35188875,0.18182376,0.48709098,0.3955265,0.43718216,0.1492643,kQ4AaIGxLxs
0.25218418,0.013952625,0.006545806,0.002856011,0.0036166143,0.00801827,0.38017523,0.033657786,UG9ao9fY75c
0.2901647,0.038224805,0.06287659,0.07555743,0.05562553,0.09961563,0.13067985,0.11235166,Y_YHbOwR_Rc
0.8462651,0.5933793,0.27245665,0.56746554,0.27654114,0.28653172,0.45829484,0.93873084,n-DO-tE7dsk
0.3274313,0.11472086,0.106126234,0.025534056,0.065807074,0.055907138,0.48444068,0.039311294,-2L-5UAya1U
0.30981797,0.014993866,0.03711003,0.055087447,0.039730098,0.10092325,0.19074538,0.06804647,bROze9AMwic
0.35473624,0.08796701,0.19437407,0.093971714,0.11277757,0.30552754,0.15513992,0.049801562,YPe0m28Glcs
0.30895162,0.0035402183,0.13565756,0.08950239,0.19280377,0.17842382,0.20184131,0.06478257,SCTRWU_Gnao
0.42303458,0.26817688,0.1698675,0.39482236,0.25042012,0.10277183,0.57322973,0.48333707,IgbhDwzRAgs
0.21624261,0.051737156,0.07236817,0.0854953,0.063151464,0.121406056,0.46330458,0.08858446,MnwqxJiK5S8
0.52629757,0.0495556,0.12870564,0.18062864,0.12853369,0.541306,0.1325286,0.1787967,rZWf48jSvXQ
0.43822938,0.22989221,0.1636981,0.19090207,0.19658938,0.25142288,0.7221491,0.18049331,JY79KL3Hb3U
0.24563897,0.2712817,0.28222355,0.08866615,0.13591819,0.29467106,0.38643405,0.060755227,eTNkFfkxGjM
0.30602172,0.078108564,0.11437292,0.08827355,0.10156779,0.43816528,0.4007056,0.05689836,jrkhRR7WtJQ
0.6335455,0.014577369,0.30814084,0.43375936,0.3207417,0.49286777,0.14683528,0.37113765,oCKa4OVh5-s
0.34686774,0.6237118,0.15832332,0.1717495,0.17997523,0.31100956,0.71344894,0.1436512,-jdCgct6fAk
0.31313968,0.10828095,0.27983564,0.11941121,0.17453066,0.24031326,0.14571764,0.06260507,kdLZpUfgjms
0.3395666,0.104076885,0.100925416,0.017486691,0.10412913,0.045757845,0.4694242,0.02154868,jG441JLC4Ak
0.23532595,0.052136723,0.05724967,0.034113143,0.025963863,0.08694491,0.40540764,0.04986444,kmAwfo-9IWk
0.41957685,0.3123962,0.108375095,0.088758506,0.13464953,0.090488255,0.27405816,0.067556255,7bZddpx8dtM
0.53497326,0.3093897,0.25671458,0.106202245,0.35642835,0.6658013,0.31745878,0.05173045,06AfpZf3BzU
0.2440046,0.13610743,0.12952197,0.045664463,0.105770566,0.11823173,0.81032664,0.04340573,_NGnOCVS16A
0.19256699,0.005900364,0.0406373,0.04669938,0.029981581,0.078560986,0.11927882,0.06130012,a88OIG_JOcY
0.20473017,0.038053125,0.052435104,0.058156114,0.035889983,0.09413596,0.17552125,0.084416434,pACjrL78K8A
0.4517946,0.28948012,0.15325426,0.1932539,0.15921168,0.29043534,0.10032912,0.24195482,XsMC3X62n4c
0.54199773,0.0681194,0.13268186,0.13492443,0.0670291,0.3970998,0.0120790135,0.18350278,-A8URYUNKeo
0.2013269,0.013605545,0.047560167,0.030203948,0.040301267,0.07544967,0.3485985,0.03046291,4Ao0uncWqXc
0.45126584,0.44820568,0.19426303,0.19974454,0.21613386,0.41915756,0.11572548,0.23079994,85GRWClyY10
0.49099097,0.021518974,0.11946109,0.10458349,0.090411074,0.19760545,0.0046828394,0.1225256,mxvQdjdKP78
0.24547413,0.033932835,0.0373057,0.022878941,0.05475514,0.053284064,0.1522366,0.029896447,ecgeJhg_JYI
0.28565446,0.12051678,0.07878402,0.07665037,0.07447115,0.1098732,0.43779168,0.082157046,vba3lIDdYbw
0.21954289,0.13082063,0.055671047,0.050181925,0.04115211,0.09624519,0.56471306,0.05534239,4zMV4cLz05Y
0.3341781,0.019852988,0.181571,0.09334392,0.090383664,0.17407982,0.3654153,0.1319879,H46eprnYcuY
0.32358786,0.011106567,0.031181222,0.008296959,0.011748545,0.02168588,0.322243,0.038737487,8ziJwXOVBSw
0.26036164,0.124380715,0.20359793,0.08681101,0.09655668,0.12453238,0.5659777,0.08069272,-bd6bTRppyc
0.45194092,0.1423886,0.2201293,0.14503649,0.2800262,0.26365706,0.13510208,0.098800324,Acgxebewi8s
0.2564784,0.045091953,0.12746438,0.17682333,0.20513111,0.18320884,0.11144153,0.13982408,8wwsKTew_v8
0.3568379,0.02193547,0.09155686,0.0903905,0.094998635,0.25200343,0.2714423,0.19019416,jdIBQgHM1os
0.33951664,0.03049926,0.034404367,0.04582561,0.03311546,0.064407304,0.13173409,0.085245244,9UPJByp9Zv8
0.49463156,0.10699297,0.16534574,0.12215371,0.1160058,0.1742577,0.7279288,0.21713783,R8l4jXVlPYw
0.2148254,0.019575324,0.13923727,0.038678125,0.031173654,0.06387962,0.42164978,0.0343567,CgbPg5jyg3c
0.61561996,0.022773718,0.27419558,0.3147759,0.2312779,0.5512526,0.020250391,0.3248007,s1hpnHgEEWQ
0.21071169,0.017284594,0.039868854,0.04322097,0.023003755,0.06889352,0.20314682,0.079905815,L6n9X6bKpms
0.2591008,0.01527153,0.08703143,0.061574373,0.044514798,0.22186595,0.244742,0.082705304,kbgyuK_FP-c
0.3991283,0.020408317,0.103138335,0.3068143,0.1605722,0.22620915,0.15797037,0.35830548,JTfhYyTuT44
0.40837905,0.7627802,0.57580054,0.78608334,0.942489,0.7287168,0.04776518,0.20199792,qWMW-LKgXVc
0.48358983,0.020130653,0.11115036,0.07120418,0.05721997,0.3282487,0.063107066,0.13415919,WThso-fI0sQ
0.31135732,0.456592,0.35397598,0.3566643,0.584724,0.23887064,0.81177545,0.15324236,8khVKFGHnhI
0.32048833,0.050585672,0.19194466,0.11731889,0.09529499,0.55624664,0.6302989,0.1576711,Xwdkng6ZGp8
0.27584493,0.1550967,0.14650872,0.12470084,0.23034802,0.13482636,0.26210493,0.10121354,T-OuspyohIk
0.31099105,0.015549194,0.0832972,0.07899764,0.03888309,0.1173501,0.16806829,0.045446616,wxC5by-Vvko
0.2844959,0.05613239,0.22215638,0.11669228,0.0937631,0.2679138,0.7261621,0.06954051,gUao4-Z2ML8
0.1816308,0.0040955464,0.04475102,0.051719688,0.037022095,0.07908011,0.1355087,0.05278346,Kg5-8eIX9k0
0.34952426,0.19535941,0.22566856,0.08201601,0.14093581,0.7291966,0.04563765,0.03302656,TsfBczc7bS0
0.23449765,0.014299706,0.037881825,0.02453402,0.021251371,0.08282306,0.12868395,0.054909747,edAzGFOmV3o
0.32349804,0.103539884,0.11650434,0.15489756,0.09368094,0.36894152,0.24342586,0.16502357,J0J6Yn7V-rk
0.40059978,0.029469188,0.16656312,0.16102839,0.13811056,0.20974928,0.021265728,0.17495777,pNPwQzeVd_E
0.3374358,0.0224908,0.17110895,0.09500392,0.10162221,0.14552298,0.27851248,0.10179065,ziw4bBGEFLg
0.43699118,0.007531641,0.0749221,0.060352176,0.05666495,0.13201745,0.22626507,0.121767975,0A0lIfomTP8
0.17782412,0.016243355,0.03772363,0.044605587,0.028540138,0.07399992,0.17513214,0.047178615,vwhwg0uS7xU
0.21407449,0.058130227,0.06388088,0.08449387,0.059238605,0.09133729,0.32211688,0.08373652,YDBhkvHshJY
0.45185927,0.23452865,0.28797898,0.14393581,0.12236648,0.6467982,0.19568855,0.14094052,_M0c_sbHZeo
0.28192556,0.5023275,0.6793779,0.31836843,0.65701777,0.06993016,0.8091089,0.0928572,j25NHPw8bik
0.4354969,0.2712817,0.22125405,0.26140186,0.21788895,0.16296567,0.4435104,0.7893632,89NP0NXU6l4
0.56264067,0.43275943,0.19266157,0.65442777,0.34354153,0.25432035,0.57409674,0.88371605,FVTe7dvMUso
0.3047807,0.101391904,0.11593525,0.123059176,0.12020555,0.21228471,0.6087682,0.12438881,yezsgWbVZ30
0.3868008,0.08850401,0.11486228,0.14374277,0.12959598,0.22947122,0.17580277,0.13460127,3e6jfa6jzp8
0.30841938,0.0825038,0.09483422,0.0538961,0.070107676,0.1344903,0.196536,0.06859845,Tc27HJLU5xg
0.4748602,0.13969667,0.26414204,0.21381511,0.22844648,0.43359467,0.24717042,0.16338614,9jf_HZUxauY
0.24711724,0.052935857,0.050562203,0.07865547,0.04040092,0.32005292,0.090569764,0.070687644,OiJvRykl1GI
0.36620516,0.49981686,0.2644256,0.15962432,0.42685744,0.1311963,0.7153724,0.12494548,aUHRm6EYiBU
0.29776597,0.22988434,0.45980772,0.17231978,0.19357628,0.16449438,0.6501857,0.10153233,OVJxZLIpcfc
0.21320423,0.05253629,0.05598994,0.06510806,0.05597448,0.08599896,0.44385934,0.06144836,aoJEBw-c3TE
0.32801822,0.046465382,0.032884836,0.051041394,0.034884807,0.08308766,0.02077661,0.0874488,PPQ-zSjHOeY
0.29449627,0.025005542,0.096400894,0.035545465,0.1411795,0.040831096,0.27609268,0.03374391,lrTNaOpfHa8
0.32773265,0.28948012,0.25893116,0.25678158,0.42409065,0.18132766,0.35348433,0.1600155,c85qXebXi1Q
0.35245025,0.16758743,0.22488692,0.18816584,0.28096998,0.18249409,0.3608311,0.14287679,kceNRZvsJWE
0.42257518,0.089041,0.09007339,0.14884457,0.054546665,0.34811965,0.037888072,0.15827635,w2x4LLrjTpY
0.27680984,0.048525527,0.22426254,0.18761395,0.13829699,0.5463818,0.10244764,0.17062932,B3YpQGrRioI
0.48667932,0.22982138,0.3012221,0.30638847,0.5010314,0.38896528,0.04259927,0.11075181,rXVCUpuvn0w
0.4171098,0.4945446,0.62379164,0.42404056,0.3558343,0.88170576,0.47678068,0.17830029,2Sim0oAZL98
0.30228052,0.092262976,0.25039217,0.1157874,0.122421354,0.2493686,0.27285376,0.09076101,FWhXEG4OS64
0.43671334,0.2995453,0.41569397,0.2688475,0.3708787,0.75133234,0.11058305,0.14206678,3wgEvNw-YQA
0.27820706,0.023460433,0.050533436,0.044021938,0.053092547,0.088530555,0.2821533,0.07079712,OHxhYKoHfug
0.21977529,0.028610796,0.07293219,0.04125985,0.038546924,0.07789859,0.06847486,0.05413599,XOhcrio_5Bc
0.24700549,0.010412407,0.09625154,0.06744354,0.058700174,0.18469608,0.07703418,0.050234213,PLYVpq99s2A
0.28559086,0.08420804,0.09101869,0.08388791,0.04894295,0.28466576,0.120188676,0.12394611,_UADcU9JtvA
0.24793269,0.010551238,0.014257473,0.018096328,0.016868254,0.039707854,0.31074876,0.032424603,YwzxJNhbLGk
0.4322723,0.14911842,0.097782016,0.32122228,0.17692876,0.13110445,0.2658285,0.29362878,ra_C49I91sk
0.3671158,0.08367105,0.15929888,0.11709706,0.12805541,0.18709293,0.00894247,0.07704614,jAKw_NCFEgM
0.1627989,0.017562259,0.05341233,0.04248337,0.029453788,0.08149282,0.118141204,0.051376197,58gqjne-gi4
0.34710434,0.45964533,0.20307374,0.2661462,0.66098714,0.33099392,0.6307991,0.198137,3szve4NWl3I
0.23728043,0.02655065,0.065511405,0.07871825,0.04911912,0.11711866,0.10001794,0.08874186,1xWjmXu05us
0.43071508,0.09333697,0.12804246,0.15527414,0.30707005,0.13590555,0.31474513,0.13590081,xUEUT_vI4VE
0.46680132,0.22988434,0.13027123,0.06760235,0.08177956,0.3194818,0.12738732,0.088259846,faAzjGWaBjY
0.21848342,0.14956708,0.22342652,0.08475608,0.14316045,0.17883731,0.71593684,0.06358709,TESRV38mDc0
0.3185934,0.19338597,0.19044703,0.060366087,0.09330125,0.13876288,0.11985258,0.050088096,2aPZ4i7vk-8
0.41896844,0.2022951,0.120991334,0.16284275,0.10531457,0.42064932,0.22012332,0.1606533,wJWj8ajMEHk
0.37179035,0.09763293,0.1403416,0.099286795,0.14102061,0.55847603,0.22187166,0.06544903,Ojl_LI4Em90
0.2197092,0.3282253,0.40520373,0.09098147,0.1154344,0.11072451,0.7279288,0.041370444,Esx2CH5tkxE
0.2310398,0.08689302,0.10312597,0.07394877,0.084797345,0.33322763,0.2145185,0.048609275,AXH_TufIw8A
0.27788955,0.09655894,0.061571002,0.05183852,0.06554961,0.2901233,0.43720695,0.04820674,NIfz61nZf44
0.25058952,0.17449278,0.075854965,0.0964707,0.13264768,0.08607996,0.38029635,0.05171878,8OiXdZMd9r8
0.39096156,0.34388447,0.2447614,0.225052,0.29457697,0.2794816,0.030185277,0.14709456,bbRZ9n1jj9M
0.38230127,0.26132804,0.28564593,0.50914085,0.27954254,0.70189744,0.7279288,0.16517578,EfU6Wsbzuq8
0.5152972,0.34388447,0.25135875,0.14141035,0.3393499,0.15735874,0.2790141,0.13063937,yjSD6GpWTuM
0.22696699,0.04680874,0.037368096,0.033969678,0.023680085,0.10949928,0.37079772,0.05205666,YO4GRfoNjHY
0.2587619,0.3123962,0.33834973,0.14595504,0.13945054,0.6509137,0.391226,0.15695998,r91n-dQPots
0.31725982,0.011523063,0.037755694,0.06440436,0.054828722,0.081491664,0.124891184,0.07772815,vA3DXtRgOpo
0.3845471,0.0017874632,0.13263828,0.11827665,0.09539939,0.21350591,0.21650673,0.17833874,kHT9u4VNuaw
0.33828378,0.12180476,0.13890682,0.20365119,0.15540844,0.19655405,0.43866113,0.3204258,10QaoZjRINw
0.53097177,0.090114996,0.05609375,0.04663126,0.05942338,0.23482002,0.008728406,0.07025393,kx8Iez5OTOE
0.32125843,0.07251463,0.06280099,0.07418014,0.068096325,0.10674351,0.22880526,0.078974314,hWy5W3IZ0LQ
0.2409101,0.03461955,0.035974465,0.041144762,0.028579757,0.11195365,0.32837838,0.05132912,vS1KduGFM5Y
0.23913114,0.013119632,0.04091392,0.2212485,0.078913115,0.103982456,0.2192796,0.14023496,EuuzTkedQLg
0.20601167,0.37360558,0.30859742,0.08596547,0.22113562,0.17062545,0.73950034,0.0368341,aLooeL6KzJQ
0.41722363,0.15626417,0.10131317,0.038793944,0.0727603,0.22285263,0.1834008,0.035407815,HlDur6kzAuE
0.36130854,0.13476147,0.14938618,0.15768623,0.272443,0.16580528,0.080604546,0.13389708,c7B9iAceZjY
0.31020096,0.31089294,0.12350394,0.05515955,0.06914224,0.19366857,0.11291999,0.06310345,CM4W7UKrcTI
0.2838225,0.019436494,0.22031625,0.06975031,0.072136894,0.11636378,0.5606264,0.052298017,bWerC0cNUOc
0.34964204,0.22510603,0.223202,0.06763783,0.26299322,0.15312147,0.3537075,0.0367275,r7W15dHwAWU
0.36311355,0.03736641,0.18798666,0.15227816,0.14210495,0.26924768,0.17911667,0.17927253,Cyj32KXwLxk
0.35115555,0.16758743,0.40460774,0.118498124,0.14728093,0.32759726,0.414606,0.07826251,re7fKhkPxLY
0.27879623,0.53430706,0.19088852,0.44021413,0.80613285,0.11507488,0.5680319,0.09123533,PmgdnJPjwX8
0.23289727,0.012078391,0.057164095,0.024439652,0.07694175,0.056584444,0.07580219,0.02236986,w6uc8n9Xga0
0.2762448,0.10300289,0.16462743,0.081437096,0.14463438,0.23458125,0.26725432,0.07259506,0NtCVpuSaog
0.3409418,0.2712817,0.31564122,0.19023393,0.6356477,0.11797325,0.47875908,0.07387933,mhJCYHDUedA
0.26041427,0.021380141,0.11051092,0.06173398,0.06710675,0.13019967,0.08905438,0.070422,mEmIepbEph0
0.37939763,0.3983115,0.23156083,0.3261735,0.5478349,0.24054886,0.71890473,0.14229669,zmdlDNUprus
0.35124412,0.030327583,0.10790361,0.034065284,0.04028154,0.07986422,0.09578079,0.053999145,37tJpnMVYQk
0.2289446,0.062125895,0.13277237,0.05729359,0.20514251,0.064175375,0.5913653,0.039527148,HYQZxRtK1HA
0.2481171,0.05133759,0.122568265,0.079557255,0.08794077,0.28656036,0.2512882,0.05970916,FA6mZciSX4s
0.1951,0.024318827,0.16751978,0.06306203,0.09951087,0.08687307,0.25739974,0.035065364,WJywMP9JN8M
0.341251,0.39230084,0.09262213,0.09502274,0.21714494,0.12268202,0.26419795,0.069522135,CRE4ImMk0c4
0.3447343,0.08420804,0.17718677,0.1038211,0.13749611,0.2656331,0.073245,0.04179096,r_vn5oczs_I
0.3404712,0.053335425,0.15596363,0.08039412,0.099315435,0.2344126,0.107666716,0.04935258,sJMwWDW8YmU
0.36510155,0.013605545,0.057491217,0.08981844,0.053740934,0.1479838,0.15819848,0.12116952,lueIx97K0wo
0.3052944,0.009857078,0.31155768,0.1128311,0.14683202,0.11969842,0.36726213,0.10065477,vFHzrmk5Md0
0.2795409,0.038224805,0.16664186,0.15309402,0.10959367,0.14681718,0.18415251,0.08029815,1QbEcG8O-L8
0.2936454,0.1464265,0.30029765,0.07406948,0.13285911,0.15179093,0.57789,0.051126435,DUQ5OTeQQBY
0.36256394,0.023460433,0.024890557,0.0197984,0.02099493,0.039229095,0.32665262,0.05636208,DqscTbrubT4
0.5025069,0.52368855,0.11674578,0.19340004,0.35059083,0.1678435,0.7166243,0.164993,PAxSkA1UDOI
0.20610069,0.0129808,0.053747717,0.05334915,0.03585837,0.082951725,0.1987116,0.058197964,hnY09j2MpHc
0.4043809,0.07211506,0.20802985,0.07547434,0.13618015,0.25532055,0.10694041,0.052047983,lpgyxvwbAxo
0.38805968,0.41807786,0.3884286,0.30747303,0.32199532,0.5147613,0.44275776,0.20867573,yTSR6jGw54U
0.41263443,0.09655894,0.18435948,0.06766316,0.13823108,0.38215774,0.21975349,0.060437717,ut_X1yRk7bM
0.34094626,0.06332459,0.07139535,0.070533395,0.16966762,0.07995394,0.28322598,0.058454845,CpfvjOIot0A
0.33143505,0.355017,0.2943916,0.38352177,0.45494306,0.13817747,0.016974108,0.30319878,5UnjpqF1MqM
0.37665558,0.07730943,0.41817182,0.20778689,0.3027054,0.40396434,0.1960798,0.10815975,PncG8DHMftw
0.50104797,0.09655894,0.055816825,0.07127829,0.049079787,0.13156472,0.10249027,0.11149651,eriefCfe66A
0.2923719,0.083939545,0.12680233,0.05817335,0.072615206,0.110972166,0.23888098,0.044857018,0ZC96TGAuHk
0.26492253,0.12760067,0.03547436,0.02307197,0.035812035,0.07850016,0.44293776,0.04374273,fpHrTuNWHTU
